group,annual_return_full,sharpe_full,sharpe_held,max_drawdown_full,max_drawdown_held,win_rate,pl_ratio,avg_hold_days,n_trades,n_hold_days,n_total_days,calmar
exp411_baseline,1.0052240156559265,2.539748299456048,4.633208349860973,-0.16953733521433623,-0.16553641611504116,0.5,2.839976614024572,4.525,40,221,628,5.929219156270682
exp412_risk_control_v4,0.7608605903067265,2.63806287446973,4.830000944434779,-0.1155600100832581,-0.11407223748344526,0.5,2.9267960513473827,4.525,40,221,628,6.584116683258728
