date,close,exp411_equity,exp412_equity,exp411_pos,exp412_pos,dd_control,vol_control,signal_state,regime
2025-03-21,73240.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-03-24,73720.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-03-25,73800.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-03-26,74480.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-03-27,74380.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-03-28,74000.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-03-31,74160.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-01,74360.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-02,73340.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-03,73160.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-07,71060.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-08,70280.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-09,69900.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-10,70540.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-11,70260.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-14,70760.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-15,70720.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-16,70380.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-17,70460.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-18,70180.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-21,69000.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-22,67840.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-23,68980.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-24,68300.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-25,68180.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-28,66960.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-29,66260.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-04-30,65960.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-05-06,65260.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-05-07,64160.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,downtrend
2025-05-08,64280.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-05-09,63020.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-05-12,64040.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-05-13,63220.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,flat,range
2025-05-14,65200.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,both_opp,range
2025-05-15,64120.0,1.5043014786424522,1.4496493557706231,0.0,0.0,1.0,1.0,both_opp,range
2025-05-16,61800.0,1.5542174486676992,1.4977518503949496,-1.0,-1.0,1.0,1.0,fund_only,downtrend
2025-05-19,61180.0,1.549554796321696,1.4932585948437647,0.0,0.0,1.0,1.0,flat,downtrend
2025-05-20,60860.0,1.549554796321696,1.4932585948437647,0.0,0.0,1.0,1.0,flat,downtrend
2025-05-21,61100.0,1.549554796321696,1.4932585948437647,0.0,0.0,1.0,1.0,flat,downtrend
2025-05-22,62140.0,1.549554796321696,1.4932585948437647,0.0,0.0,1.0,1.0,flat,range
2025-05-23,60960.0,1.549554796321696,1.4932585948437647,0.0,0.0,1.0,1.0,flat,range
2025-05-26,60100.0,1.549554796321696,1.4932585948437647,0.0,0.0,1.0,1.0,flat,downtrend
2025-05-27,60920.0,1.549554796321696,1.4932585948437647,0.0,0.0,1.0,1.0,flat,range
2025-05-28,60380.0,1.549554796321696,1.4932585948437647,0.0,0.0,1.0,1.0,flat,range
2025-05-29,58860.0,1.505897796550005,1.451187678546439,1.0,1.0,1.0,1.0,fund_only,downtrend
2025-05-30,59800.0,1.5299471327504301,1.4743632887712719,1.0,1.0,1.0,1.0,fund_only,range
2025-06-03,59940.0,1.5335289487802808,1.4778149754005023,1.0,1.0,1.0,1.0,fund_only,range
2025-06-04,61080.0,1.5626951650233492,1.5059215665242354,1.0,1.0,1.0,1.0,fund_only,range
2025-06-05,60100.0,1.5376224528143956,1.4817597601196224,1.0,1.0,1.0,1.0,fund_only,range
2025-06-06,60440.0,1.5463211488868898,1.4901424276477535,1.0,1.0,1.0,1.0,fund_only,range
2025-06-09,60700.0,1.5529730929423264,1.4965527028163241,1.0,1.0,1.0,1.0,fund_only,range
2025-06-10,60760.0,1.5545081569551193,1.498031997085994,1.0,1.0,1.0,1.0,fund_only,range
2025-06-11,61740.0,1.579580869164073,1.5221938034906068,1.0,1.0,1.0,1.0,fund_only,range
2025-06-12,60480.0,1.5473445248954183,1.4911286238275332,1.0,1.0,1.0,1.0,fund_only,range
2025-06-13,59800.0,1.5299471327504301,1.4743632887712712,1.0,1.0,1.0,1.0,fund_only,range
2025-06-16,59780.0,1.5294354447461658,1.4738701906813811,1.0,1.0,1.0,1.0,fund_only,range
2025-06-17,59860.0,1.5314821967632233,1.4758425830409414,1.0,1.0,1.0,1.0,fund_only,range
2025-06-18,59880.0,1.5319938847674877,1.4763356811308315,1.0,1.0,1.0,1.0,fund_only,range
2025-06-19,60060.0,1.5365990768058668,1.4807735639398418,1.0,1.0,1.0,1.0,fund_only,range
2025-06-20,58900.0,1.506921172558534,1.4521738747262185,1.0,1.0,1.0,1.0,fund_only,range
2025-06-23,59120.0,1.512549740605442,1.457597953715009,1.0,1.0,1.0,1.0,fund_only,range
2025-06-24,60700.0,1.5529730929423262,1.4965527028163235,1.0,1.0,1.0,1.0,fund_only,range
2025-06-25,60880.0,1.5575782849807056,1.500990585625334,1.0,1.0,1.0,1.0,fund_only,range
2025-06-26,61500.0,1.5672800942167593,1.5103399226488854,0.7,0.7,1.0,1.0,fund_only,range
2025-06-27,63300.0,1.6117411546456253,1.5531856876252979,1.0,1.0,1.0,1.0,both_same,range
2025-06-30,62260.0,1.5852607312517635,1.5276673129786895,1.0,1.0,1.0,1.0,both_same,range
2025-07-01,62780.0,1.5931021447814884,1.5352238435233216,0.7,0.7,1.0,1.0,fund_only,range
2025-07-02,63960.0,1.6140626795312418,1.5554228701998154,0.7,0.7,1.0,1.0,fund_only,range
2025-07-03,64080.0,1.6161824616619584,1.5574656394477329,0.7,0.7,1.0,1.0,fund_only,range
2025-07-04,63280.0,1.602058520049432,1.5438548286161047,0.7,0.7,1.0,1.0,fund_only,range
2025-07-07,63660.0,1.6087928368372504,1.5503444838691371,0.7,0.7,1.0,1.0,fund_only,range
2025-07-08,63880.0,1.612684669964378,1.554094924499295,0.7,0.7,1.0,1.0,fund_only,range
2025-07-09,64400.0,1.621874044101307,1.5629504434804744,0.7,0.7,1.0,1.0,fund_only,range
2025-07-10,64180.0,1.6179956496480215,1.559212953289543,0.7,0.7,1.0,1.0,fund_only,range
2025-07-11,64280.0,1.6197603691163194,1.56091355950223,0.7,0.7,1.0,1.0,fund_only,range
2025-07-14,66480.0,1.6585660780217197,1.5983094350721343,0.7,0.7,1.0,1.0,fund_only,range
2025-07-15,66660.0,1.655083089257874,1.5949529852584827,0.0,0.0,1.0,1.0,flat,range
2025-07-16,66420.0,1.655083089257874,1.5949529852584827,0.0,0.0,1.0,1.0,flat,range
2025-07-17,67960.0,1.688492244649196,1.6271483671533256,1.0,1.0,1.0,1.0,ham_only,uptrend
2025-07-18,69960.0,1.7381830111191547,1.6750338399948008,1.0,1.0,1.0,1.0,ham_only,uptrend
2025-07-21,71280.0,1.7709789169893275,1.7066382520701744,1.0,1.0,1.0,1.0,ham_only,uptrend
2025-07-22,72880.0,1.8107315301652942,1.7449466303433543,1.0,1.0,1.0,1.0,ham_only,uptrend
2025-07-23,69380.0,1.8868259823067302,1.8182765280338757,-1.0,-1.0,1.0,1.0,ham_only,uptrend
2025-07-24,76680.0,1.6882986016373855,1.6269617593015713,-1.0,-1.0,1.0,1.0,ham_only,uptrend
2025-07-25,80520.0,1.7627158448513427,1.6756970296160743,1.0,0.7,0.7,1.0,ham_only,uptrend
2025-07-28,73120.0,1.6007176176792124,1.6200372086054986,1.0,0.35,0.7,0.5,ham_only,uptrend
2025-07-29,70840.0,1.5959154648261749,1.6183361695364629,0.0,0.0,0.7,0.5,flat,uptrend
2025-07-30,70600.0,1.5959154648261749,1.6183361695364629,0.0,0.0,0.7,0.5,flat,range
2025-07-31,68280.0,1.6245090255877603,1.6284845126759746,-0.6,-0.21,0.7,0.5,ham_only,range
2025-08-01,68920.0,1.615372946709235,1.6252790598566476,-0.6,-0.21,0.7,0.5,ham_only,range
2025-08-04,68920.0,1.6124652754051583,1.6242551340489377,0.0,0.0,0.7,0.5,flat,range
2025-08-05,67840.0,1.6124652754051583,1.6242551340489377,0.0,0.0,0.7,0.5,flat,range
2025-08-06,69620.0,1.6349477570446398,1.6321815374110005,0.6,0.21,0.7,0.5,ham_only,range
2025-08-07,72300.0,1.6252206867938008,1.62878282296105,-0.09999999999999998,-0.03499999999999999,0.7,0.5,both_opp,uptrend
2025-08-08,76960.0,1.6147455437779514,1.625108487159875,-0.09999999999999998,-0.03499999999999999,0.7,0.5,both_opp,uptrend
2025-08-11,81000.0,1.6062689689379528,1.6221226459425622,-0.09999999999999998,-0.03499999999999999,0.7,0.5,both_opp,uptrend
2025-08-12,82520.0,1.603254735811057,1.6210572518096715,-0.09999999999999998,-0.03499999999999999,0.7,0.5,both_opp,uptrend
2025-08-13,85100.0,1.598242136176553,1.6192833609972817,-0.09999999999999998,-0.03499999999999999,0.7,0.5,both_opp,uptrend
2025-08-14,85300.0,1.597866521103421,1.6191501649511362,-0.09999999999999998,-0.03499999999999999,0.7,0.5,both_opp,uptrend
2025-08-15,86900.0,1.5740101678878753,1.6106892226841354,-0.7,-0.24499999999999997,0.7,0.5,fund_only,uptrend
2025-08-18,89240.0,1.5669385332532748,1.6081564741201295,-0.09999999999999998,-0.03499999999999999,0.7,0.5,both_opp,uptrend
2025-08-19,87540.0,1.5699235125299789,1.6092286985734032,-0.09999999999999998,-0.03499999999999999,0.7,0.5,both_opp,uptrend
2025-08-20,80980.0,1.6494495895441583,1.6377596910314236,-0.7,-0.24499999999999997,0.7,0.5,fund_only,uptrend
2025-08-21,82760.0,1.6240703083812538,1.6289398960047652,-0.7,-0.24499999999999997,0.7,0.5,fund_only,range
2025-08-22,78960.0,1.697179297252681,1.654604765216479,-1.0,-0.35,0.7,0.5,both_same,range
2025-08-25,79380.0,1.6881517477992092,1.6467066677893234,-1.0,-0.7,0.7,1.0,both_same,range
2025-08-26,79020.0,1.6919916231239653,1.649328590739259,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-08-27,78860.0,1.6943897889274315,1.6509649785083549,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-08-28,78140.0,1.7052187573983855,1.6583509846511109,-0.7,-0.48999999999999994,0.7,1.0,fund_only,uptrend
2025-08-29,77180.0,1.719883551421571,1.6683341981548205,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-09-01,75560.0,1.7451536725321186,1.6854930953625855,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-09-02,72620.0,1.8114860490130285,1.7303383918095983,-1.0,-0.7,0.7,1.0,both_same,range
2025-09-03,71880.0,1.8203877243849176,1.7403986106716127,-0.6,-0.6,1.0,1.0,ham_only,range
2025-09-04,73420.0,1.8171110264810246,1.7372658931724039,0.0,0.0,1.0,1.0,flat,range
2025-09-05,74260.0,1.8171110264810246,1.7372658931724039,0.0,0.0,1.0,1.0,flat,range
2025-09-08,74800.0,1.8040455920055947,1.7247745630539575,-0.7,-0.7,1.0,1.0,fund_only,range
2025-09-09,72900.0,1.8361228732538226,1.745155403183555,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-09-10,70720.0,1.8745580379257751,1.7805869174915945,-0.7,-0.7,1.0,1.0,fund_only,downtrend
2025-09-11,71000.0,1.8693627130469084,1.7756520329351981,-0.7,-0.7,1.0,1.0,fund_only,downtrend
2025-09-12,71160.0,1.8664138591897075,1.7728510043762016,-0.7,-0.7,1.0,1.0,fund_only,downtrend
2025-09-15,72680.0,1.8385068279055894,1.7463429455136907,-0.7,-0.7,1.0,1.0,fund_only,downtrend
2025-09-16,73180.0,1.8296532589764898,1.7379332037562638,-0.7,-0.7,1.0,1.0,fund_only,downtrend
2025-09-17,73640.0,1.821602584620239,1.7302861076697713,-0.7,-0.7,1.0,1.0,fund_only,range
2025-09-18,72880.0,1.834762451201146,1.7427862734666253,-0.7,-0.7,1.0,1.0,fund_only,range
2025-09-19,73960.0,1.815730063535009,1.7247079745815983,-0.7,-0.7,1.0,1.0,fund_only,range
2025-09-22,73420.0,1.8250100251901773,1.7297917402243816,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-09-23,73660.0,1.820834028401401,1.7247438535806188,-0.7,-0.7,1.0,1.0,fund_only,range
2025-09-24,72880.0,1.8343308432195815,1.732606451768482,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-09-25,74040.0,1.813893457864281,1.7122108970963485,-0.7,-0.7,1.0,1.0,fund_only,range
2025-09-26,72880.0,1.833786508752798,1.7242767298107236,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-09-29,73920.0,1.8154687730451686,1.7122200418097417,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-09-30,72800.0,1.834723744880496,1.7249319784837835,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-10-09,73340.0,1.8251972946666934,1.7186625141773713,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-10-10,72740.0,1.8356497471313789,1.725552162107125,-0.7,-0.48999999999999994,0.7,1.0,fund_only,range
2025-10-13,72280.0,1.8317948826624029,1.7230156004288275,0.0,0.0,0.7,1.0,flat,range
2025-10-14,72680.0,1.8317948826624029,1.7230156004288275,0.0,0.0,0.7,1.0,flat,range
2025-10-15,72940.0,1.8317948826624029,1.7230156004288275,0.0,0.0,0.7,1.0,flat,range
2025-10-16,75080.0,1.8317948826624029,1.7230156004288275,0.0,0.0,0.7,1.0,flat,range
2025-10-17,75780.0,1.8317948826624029,1.7230156004288275,0.0,0.0,0.7,1.0,flat,range
2025-10-20,75940.0,1.8317948826624029,1.7230156004288275,0.0,0.0,0.7,1.0,flat,range
2025-10-21,75980.0,1.8317948826624029,1.7230156004288275,0.0,0.0,0.7,1.0,flat,range
2025-10-22,77120.0,1.8317948826624029,1.7230156004288275,0.0,0.0,0.7,1.0,flat,range
2025-10-23,79940.0,1.8317948826624029,1.7230156004288275,0.0,0.0,0.7,1.0,flat,range
2025-10-24,79520.0,1.8317948826624029,1.7230156004288275,0.0,0.0,1.0,1.0,flat,range
2025-10-27,81900.0,1.8613925599777592,1.7508556496796999,0.6,0.6,1.0,1.0,ham_only,range
2025-10-28,81640.0,1.8578470503397064,1.7475206865374528,0.6,0.6,1.0,1.0,ham_only,range
2025-10-29,82900.0,1.854502925649095,1.7443751493016855,0.0,0.0,1.0,1.0,flat,uptrend
2025-10-30,83400.0,1.854502925649095,1.7443751493016855,0.0,0.0,1.0,1.0,flat,uptrend
2025-10-31,80780.0,1.886120199269262,1.7741148631780532,-0.6,-0.6,1.0,1.0,ham_only,range
2025-11-03,82280.0,1.8651062331966903,1.7543487901790404,-0.6,-0.6,1.0,1.0,ham_only,uptrend
2025-11-04,78560.0,1.9471923058565197,1.8315602646238496,-1.0,-1.0,1.0,1.0,ham_only,range
2025-11-05,79140.0,1.9328163952481086,1.8180380528941928,-1.0,-1.0,1.0,1.0,ham_only,range
2025-11-06,80500.0,1.9270179460623642,1.8125839387355103,0.0,0.0,1.0,1.0,flat,range
2025-11-07,82300.0,1.9270179460623642,1.8125839387355103,0.0,0.0,1.0,1.0,flat,uptrend
2025-11-10,87240.0,1.9270179460623642,1.8125839387355103,0.0,0.0,1.0,1.0,flat,uptrend
2025-11-11,86540.0,1.9270179460623642,1.8125839387355103,0.0,0.0,1.0,1.0,flat,uptrend
2025-11-12,86580.0,1.9270179460623642,1.8125839387355103,0.0,0.0,1.0,1.0,flat,uptrend
2025-11-13,87840.0,1.9270179460623642,1.8125839387355103,0.0,0.0,1.0,1.0,flat,uptrend
2025-11-14,87360.0,1.9270179460623642,1.8125839387355103,0.0,0.0,1.0,1.0,flat,uptrend
2025-11-17,95200.0,2.0941744002041327,1.9698139762930034,1.0,1.0,1.0,1.0,ham_only,uptrend
2025-11-18,93520.0,2.057218381377001,1.9350525531819502,1.0,1.0,1.0,1.0,ham_only,uptrend
2025-11-19,99300.0,2.184364684246537,2.0546484017425968,1.0,1.0,1.0,1.0,ham_only,uptrend
2025-11-20,98980.0,2.177325442565179,2.0480271782928723,1.0,1.0,1.0,1.0,ham_only,uptrend
2025-11-21,91020.0,2.1707934662374835,2.0418830967579935,0.0,0.0,1.0,0.5,flat,uptrend
2025-11-24,90480.0,2.1707934662374835,2.0418830967579935,0.0,0.0,1.0,0.5,flat,range
2025-11-25,95400.0,2.2377103341115747,2.073354635512189,0.6,0.3,1.0,0.5,ham_only,uptrend
2025-11-26,96340.0,2.250939565017643,2.0794834196548977,0.6,0.3,1.0,0.5,ham_only,uptrend
2025-11-27,95820.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,uptrend
2025-11-28,96420.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,uptrend
2025-12-01,96940.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,uptrend
2025-12-02,96560.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,uptrend
2025-12-03,93660.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,uptrend
2025-12-04,93700.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,uptrend
2025-12-05,92160.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,range
2025-12-08,94840.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,range
2025-12-09,92800.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,range
2025-12-10,95980.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,range
2025-12-11,98880.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,uptrend
2025-12-12,97720.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,0.5,flat,range
2025-12-15,101060.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,1.0,flat,range
2025-12-16,100600.0,2.2468878738006115,2.0776118845772085,0.0,0.0,1.0,1.0,flat,range
2025-12-17,108620.0,2.4192728637366736,2.2370097379325147,1.0,1.0,1.0,1.0,ham_only,range
2025-12-18,106160.0,2.3644817456664082,2.1863464719104746,1.0,1.0,1.0,1.0,ham_only,range
2025-12-19,111400.0,2.357388300429409,2.1797874324947433,0.0,0.0,1.0,1.0,flat,uptrend
2025-12-22,114380.0,2.357388300429409,2.1797874324947433,0.0,0.0,1.0,1.0,flat,uptrend
2025-12-23,120360.0,2.4270941990925943,2.244241829697396,0.6,0.6,1.0,1.0,ham_only,uptrend
2025-12-24,124720.0,2.4798465954437594,2.2930199671723743,0.6,0.6,1.0,1.0,ham_only,uptrend
2025-12-25,123520.0,2.4655306112494078,2.2797825202804236,0.6,0.6,1.0,1.0,ham_only,uptrend
2025-12-26,130520.0,2.5493650394168905,2.3573010321422903,0.6,0.6,1.0,1.0,ham_only,uptrend
2025-12-29,118820.0,2.4122477962610023,2.2917859075601332,0.6,0.3,1.0,0.5,ham_only,uptrend
2025-12-30,121580.0,2.4079057502277323,2.2897233002433293,0.0,0.0,1.0,0.5,flat,uptrend
2025-12-31,121580.0,2.4079057502277323,2.2897233002433293,0.0,0.0,1.0,0.5,flat,uptrend
2026-01-05,129980.0,2.5670449898935894,2.3653875626446834,1.0,0.5,1.0,0.5,ham_only,uptrend
2026-01-06,137940.0,2.7242513148632233,2.4378159554691625,1.0,0.5,1.0,0.5,ham_only,uptrend
2026-01-07,142300.0,2.810359301906892,2.4763431323788536,1.0,0.5,1.0,0.5,ham_only,uptrend
2026-01-08,145000.0,2.8636830553513652,2.4998361979355046,1.0,0.5,1.0,0.5,ham_only,uptrend
2026-01-09,143420.0,2.8550920061853113,2.4960864436386014,0.0,0.0,1.0,0.5,flat,uptrend
2026-01-12,156060.0,3.0981538599825575,2.6023358038894453,1.0,0.5,1.0,0.5,ham_only,uptrend
2026-01-13,166980.0,3.314941250415785,2.6933825390505137,1.0,0.5,1.0,0.5,ham_only,uptrend
2026-01-14,161940.0,3.2148855317542955,2.652735012410154,1.0,0.5,1.0,0.5,ham_only,uptrend
2026-01-15,163220.0,3.2052408751590327,2.648755909891539,0.0,0.0,1.0,0.5,flat,uptrend
2026-01-16,146200.0,3.5298562497961874,2.7828841900272963,-1.0,-0.5,1.0,0.5,ham_only,uptrend
2026-01-19,147260.0,3.504263584783985,2.7727957589690577,-1.0,-0.5,1.0,0.5,ham_only,uptrend
2026-01-20,160500.0,3.493750794029633,2.7686365653306044,0.0,0.0,1.0,0.5,flat,uptrend
2026-01-21,166740.0,3.493750794029633,2.7686365653306044,0.0,0.0,1.0,0.5,flat,uptrend
2026-01-22,168780.0,3.493750794029633,2.7686365653306044,0.0,0.0,1.0,0.5,flat,uptrend
2026-01-23,181520.0,3.6456930597206694,2.8288401885155006,0.6,0.3,1.0,0.5,ham_only,uptrend
2026-01-26,165680.0,3.4548123477352943,2.7547841694772366,0.6,0.3,1.0,0.5,ham_only,uptrend
2026-01-27,179600.0,3.6289709228698017,2.8242190963950113,0.6,0.3,1.0,0.5,ham_only,uptrend
2026-01-28,166280.0,3.4674857579723883,2.761381794005287,0.6,0.3,1.0,0.5,ham_only,uptrend
2026-01-29,164820.0,3.461244283608038,2.758896550390682,0.0,0.0,1.0,0.5,flat,uptrend
2026-01-30,148200.0,3.461244283608038,2.758896550390682,0.0,0.0,1.0,0.5,flat,uptrend
2026-02-02,132440.0,3.461244283608038,2.758896550390682,0.0,0.0,1.0,0.5,flat,range
2026-02-03,148100.0,3.700573174740047,2.8542789617506568,0.6,0.3,1.0,0.5,ham_only,range
2026-02-04,147220.0,3.687380044177841,2.8491909830477384,0.6,0.3,1.0,0.5,ham_only,range
2026-02-05,132780.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-02-06,132920.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-02-09,137000.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,downtrend
2026-02-10,137340.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,downtrend
2026-02-11,150260.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-02-12,149420.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-02-13,152640.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-02-24,164120.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-02-25,166480.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-02-26,173660.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-02-27,176040.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-03-02,172020.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-03-03,150860.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-03-04,153060.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,downtrend
2026-03-05,155860.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-03-06,156160.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-03-09,161060.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-03-10,163000.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,uptrend
2026-03-11,155040.0,3.6807427600983207,2.8466267111629953,0.0,0.0,1.0,0.5,flat,range
2026-03-12,156980.0,3.7157572975210105,2.860166548636422,1.0,0.5,1.0,0.5,ham_only,range
2026-03-13,152080.0,3.5997730271817763,2.815527689901811,1.0,0.5,1.0,0.5,ham_only,uptrend
2026-03-16,159620.0,3.778246781948679,2.8853234512835173,1.0,0.5,1.0,0.5,ham_only,uptrend
2026-03-17,155320.0,3.676464667161188,2.846459615797616,1.0,0.5,1.0,0.5,ham_only,uptrend
2026-03-18,150120.0,3.665435273159704,2.8421899263739197,0.0,0.0,1.0,0.5,flat,range
2026-03-19,142600.0,3.665435273159704,2.8421899263739197,0.0,0.0,1.0,0.5,flat,range
2026-03-20,143860.0,3.6868264038351843,2.8504833010468804,1.0,0.5,1.0,0.5,ham_only,range
2026-03-23,149040.0,3.8195788073654655,2.9018023038948675,1.0,0.5,1.0,0.5,ham_only,range
2026-03-24,152940.0,3.919527528170117,2.939768718901543,1.0,0.5,1.0,0.5,ham_only,range
2026-03-25,159120.0,4.077907808829796,2.999163810711441,1.0,0.5,1.0,0.5,ham_only,range
2026-03-26,157200.0,4.028702284741352,2.981069308082714,1.0,0.5,1.0,0.5,ham_only,range
2026-03-27,168440.0,4.316759623675785,3.0876444322011927,1.0,0.5,1.0,0.5,ham_only,range
2026-03-30,171620.0,4.39825627294727,3.1167904464923346,1.0,0.5,1.0,0.5,ham_only,range
2026-03-31,157200.0,4.028702284741352,2.9858496521839224,1.0,0.5,1.0,0.5,ham_only,range
2026-04-01,158620.0,4.045702793313909,2.9921495670225764,0.6,0.3,1.0,0.5,ham_only,range
2026-04-02,159140.0,4.053660549407176,2.995092293869478,0.6,0.3,1.0,0.5,ham_only,range
2026-04-03,157860.0,4.046363960418242,2.9923967108049956,0.0,0.0,1.0,0.5,flat,range
2026-04-07,160860.0,4.085219204952183,3.0067639683080594,0.6,0.3,1.0,0.5,ham_only,range
2026-04-08,159620.0,4.066324494716671,2.9998106163485256,0.6,0.3,1.0,0.5,ham_only,range
2026-04-09,153560.0,4.059005110626181,2.997110786793812,0.0,0.0,1.0,0.5,flat,range
2026-04-10,157600.0,4.115771761469759,3.018068624605847,0.6,0.3,1.0,0.5,ham_only,range
2026-04-13,166500.0,4.255227479783518,3.0691996095531673,0.6,0.3,1.0,0.5,ham_only,range
2026-04-14,166840.0,4.26044109183082,3.0710798399446055,0.6,0.3,1.0,0.5,ham_only,range
2026-04-15,168660.0,4.2527722978655245,3.0683158680886553,0.0,0.0,1.0,0.5,flat,range
