date,position,alpha_t,beta_t,main_trigger,aux_confirm,open_signal,signal_dir,deviation,final_pos_rolling,final_pos_oneshot
2024-05-23,0.0,0.1,0.3,False,False,False,1,0.05555555555555558,0.48999999999999994,0.48999999999999994
2024-05-24,0.0,0.1,0.3,False,True,False,1,0.5030674846625767,0.48999999999999994,0.48999999999999994
2024-05-27,0.0,0.1,0.3,False,True,False,-1,0.25609756097560976,0.0,0.0
2024-05-28,0.0,0.1,0.3,False,False,False,-1,0.19393939393939397,0.0,0.0
2024-05-29,0.0,0.1,0.3,False,True,False,1,0.1506024096385541,0.0,0.0
2024-05-30,0.0,0.1,0.3,False,False,False,1,0.3772455089820359,0.0,0.0
2024-05-31,0.0,0.1,0.3,False,True,False,-1,0.1964285714285714,0.0,0.0
2024-06-03,0.0,0.1,0.3,False,False,False,-1,0.5207100591715976,0.0,0.0
2024-06-04,0.0,0.1,0.3,False,False,False,-1,0.04705882352941171,0.0,0.0
2024-06-05,0.0,0.1,0.3,False,False,False,-1,0.5029239766081871,0.0,0.0
2024-06-06,0.0,0.1,0.3,False,True,False,1,0.5116279069767442,0.0,0.0
2024-06-07,0.0,0.1,0.3,False,True,False,-1,0.17919075144508678,0.0,0.0
2024-06-11,0.0,0.1,0.3,False,False,False,-1,0.5919540229885059,0.0,0.0
2024-06-12,0.0,0.1,0.3,False,True,False,1,0.5314285714285714,0.0,0.0
2024-06-13,0.0,0.1,0.3,False,True,False,1,0.005681818181818343,0.0,0.0
2024-06-14,0.0,0.1,0.3,False,False,False,-1,0.062146892655367325,0.0,0.0
2024-06-17,0.0,0.1,0.3,False,False,False,-1,0.1853932584269662,0.0,0.0
2024-06-18,0.0,0.1,0.3,False,False,False,-1,0.5865921787709498,0.0,0.0
2024-06-19,0.0,0.1,0.3,False,True,False,1,0.4722222222222223,0.0,0.0
2024-06-20,0.0,0.1,0.3,False,False,False,1,0.23888888888888893,0.0,0.0
2024-06-21,0.0,0.1,0.3,False,True,False,-1,0.5611111111111111,0.0,0.0
2024-06-24,0.0,0.1,0.3,True,False,False,-1,0.6555555555555556,0.0,0.0
2024-06-25,0.0,0.1,0.3,False,True,False,1,0.5777777777777777,0.0,0.0
2024-06-26,0.0,0.1,0.3,True,False,False,1,0.6722222222222223,0.0,0.0
2024-06-27,0.0,0.1,0.3,False,False,False,1,0.6222222222222222,0.0,0.0
2024-06-28,0.0,0.1,0.3,False,True,False,1,0.07222222222222219,0.0,0.0
2024-07-01,0.0,0.1,0.3,False,True,False,1,0.4444444444444444,0.0,0.0
2024-07-02,0.0,0.1,0.3,False,True,False,-1,0.3666666666666667,0.0,0.0
2024-07-03,0.0,0.1,0.3,False,True,False,1,0.27222222222222214,0.0,0.0
2024-07-04,0.0,0.1,0.3,False,True,False,-1,0.005555555555555536,0.0,0.0
2024-07-05,0.0,0.1,0.3,False,False,False,1,0.08333333333333326,0.0,0.0
2024-07-08,0.0,0.1,0.3,False,False,False,1,0.06666666666666665,0.0,0.0
2024-07-09,0.0,0.1,0.3,False,True,False,1,0.30000000000000004,0.0,0.0
2024-07-10,0.0,0.1,0.3,False,True,False,-1,0.5722222222222222,0.0,0.0
2024-07-11,0.0,0.1,0.3,False,True,False,1,0.38888888888888884,0.0,0.0
2024-07-12,0.0,0.1,0.3,False,True,False,-1,0.2222222222222222,0.0,0.0
2024-07-15,0.0,0.1,0.3,True,False,False,-1,0.7055555555555555,0.0,0.0
2024-07-16,0.0,0.1,0.3,False,True,False,1,0.4388888888888889,0.0,0.0
2024-07-17,0.0,0.1,0.3,False,True,False,-1,0.5166666666666666,0.0,0.0
2024-07-18,0.0,0.1,0.3,False,True,False,1,0.4833333333333334,0.0,0.0
2024-07-19,0.0,0.1,0.3,True,False,False,1,0.6777777777777778,0.0,0.0
2024-07-22,0.0,0.1,0.3,False,True,False,-1,0.08333333333333326,0.0,0.0
2024-07-23,0.0,0.1,0.3,False,False,False,-1,0.19444444444444442,0.0,0.0
2024-07-24,0.0,0.1,0.3,False,False,False,-1,0.14444444444444438,0.0,0.0
2024-07-25,0.0,0.1,0.3,False,True,False,1,0.15555555555555567,0.0,0.0
2024-07-26,0.0,0.1,0.3,False,True,False,-1,0.2777777777777778,0.0,0.0
2024-07-29,0.0,0.1,0.3,False,False,False,-1,0.6277777777777778,0.0,0.0
2024-07-30,0.0,0.1,0.3,False,False,False,-1,0.6055555555555555,0.0,0.0
2024-07-31,0.0,0.1,0.3,False,True,False,1,0.6388888888888888,0.0,0.0
2024-08-01,0.0,0.1,0.3,False,True,False,-1,0.4888888888888888,0.0,0.0
2024-08-02,0.0,0.1,0.3,False,True,False,1,0.1499999999999999,0.0,0.0
2024-08-05,0.0,0.1,0.3,False,False,False,1,0.2944444444444445,0.0,0.0
2024-08-06,0.0,0.1,0.3,False,True,False,1,0.061111111111111116,0.0,0.0
2024-08-07,0.0,0.1,0.3,False,False,False,-1,0.12222222222222223,0.0,0.0
2024-08-08,0.0,0.1,0.3,False,False,False,-1,0.47777777777777775,0.0,0.0
2024-08-09,0.0,0.1,0.3,False,False,False,-1,0.1166666666666667,0.0,0.0
2024-08-12,0.0,0.1,0.3,False,False,False,-1,0.40555555555555556,0.0,0.0
2024-08-13,0.0,0.1,0.3,False,True,False,1,0.5055555555555555,0.0,0.0
2024-08-14,-1.0,0.1,0.3,True,True,True,-1,0.8055555555555556,-1.0,-0.6
2024-08-15,-1.0,0.1,0.3,False,False,False,-1,0.2222222222222222,-1.0,-0.6
2024-08-16,0.0,0.1,0.3,False,True,False,1,0.33333333333333326,0.0,0.0
2024-08-19,0.0,0.1,0.3,False,False,False,1,0.25555555555555554,0.0,0.0
2024-08-20,0.0,0.1,0.3,True,False,False,1,0.6611111111111112,0.0,0.0
2024-08-21,0.0,0.1,0.3,True,False,False,1,0.8166666666666667,0.0,0.0
2024-08-22,-0.6,0.1,0.3,True,True,True,-1,0.711111111111111,-0.6,0.0
2024-08-23,-0.6,0.1,0.3,False,False,False,-1,0.6555555555555556,-0.6,0.0
2024-08-26,-0.6,0.1,0.3,False,True,False,1,0.47777777777777786,-0.6,0.0
2024-08-27,0.0,0.1,0.3,True,False,False,1,0.6888888888888889,0.0,0.0
2024-08-28,0.0,0.1,0.3,False,True,False,-1,0.02777777777777779,0.0,0.0
2024-08-29,0.0,0.1,0.3,False,True,False,1,0.48888888888888893,0.0,0.0
2024-08-30,0.0,0.1,0.3,True,False,False,1,0.7277777777777779,0.0,0.0
2024-09-02,-1.0,0.1,0.3,True,True,True,-1,0.9166666666666666,-1.0,-1.0
2024-09-03,-1.0,0.1,0.3,False,False,False,-1,0.016666666666666607,-1.0,-1.0
2024-09-04,0.0,0.1,0.3,False,False,False,-1,0.40555555555555556,0.0,0.0
2024-09-05,-1.0,0.1,0.3,True,True,True,-1,0.7944444444444444,-1.0,-0.6
2024-09-06,-1.0,0.1,0.3,False,True,False,1,0.2055555555555555,-0.5,-0.3
2024-09-09,0.0,0.1,0.3,True,False,False,1,0.7388888888888889,0.0,0.0
2024-09-10,0.0,0.1,0.3,False,True,False,-1,0.25555555555555554,0.0,0.0
2024-09-11,1.0,0.1,0.3,True,True,True,1,0.9722222222222223,0.5,0.5
2024-09-12,1.0,0.1,0.3,False,True,False,-1,0.49444444444444446,0.5,0.5
2024-09-13,0.0,0.1,0.3,False,True,False,1,0.30000000000000004,0.0,0.0
2024-09-18,-0.6,0.1,0.3,True,True,True,-1,0.7333333333333334,-0.3,0.0
2024-09-19,-0.6,0.1,0.3,False,True,False,1,0.16666666666666674,-0.3,0.0
2024-09-20,0.0,0.1,0.3,False,True,False,-1,0.06666666666666665,0.0,0.0
2024-09-23,0.0,0.1,0.3,False,False,False,-1,0.08333333333333326,0.0,0.0
2024-09-24,0.6,0.1,0.3,True,True,True,1,0.7666666666666666,0.3,0.3
2024-09-25,0.6,0.1,0.3,False,True,False,-1,0.10555555555555551,0.3,0.3
2024-09-26,0.0,0.1,0.3,False,True,False,1,0.41666666666666674,0.0,0.0
2024-09-27,0.0,0.1,0.3,False,True,False,1,0.04444444444444451,0.0,0.0
2024-09-30,1.0,0.1,0.3,True,True,True,1,0.8611111111111112,0.5,0.5
2024-10-08,1.0,0.1,0.3,True,True,True,-1,0.85,0.5,0.5
2024-10-09,0.0,0.1,0.3,False,False,False,1,0.011111111111111072,0.0,0.0
2024-10-10,0.0,0.1,0.3,True,False,False,-1,0.8055555555555556,0.0,0.0
2024-10-11,0.0,0.1,0.3,False,True,False,1,0.12222222222222223,0.0,0.0
2024-10-14,0.0,0.1,0.3,False,True,False,-1,0.1777777777777778,0.0,0.0
2024-10-15,0.0,0.1,0.3,False,True,False,1,0.1611111111111112,0.0,0.0
2024-10-16,0.0,0.1,0.3,False,True,False,-1,0.7277777777777777,0.0,0.0
2024-10-17,0.0,0.1,0.3,True,False,False,-1,0.7944444444444444,0.0,0.0
2024-10-18,0.6,0.1,0.3,True,True,True,1,0.7833333333333334,0.6,0.0
2024-10-21,0.6,0.1,0.3,False,False,False,1,0.7166666666666668,0.6,0.0
2024-10-22,0.6,0.1,0.3,False,False,False,1,0.588888888888889,0.6,0.0
2024-10-23,0.6,0.1,0.3,False,False,False,1,0.6444444444444444,0.6,0.0
2024-10-24,0.6,0.1,0.3,False,True,False,-1,0.3555555555555555,0.6,0.0
2024-10-25,0.0,0.1,0.3,False,True,False,1,0.2666666666666666,0.0,0.0
2024-10-28,0.0,0.1,0.3,True,False,False,1,0.7611111111111111,0.0,0.0
2024-10-29,0.0,0.1,0.3,False,True,False,-1,0.5611111111111111,0.0,0.0
2024-10-30,0.0,0.1,0.3,False,False,False,-1,0.35,0.0,0.0
2024-10-31,0.0,0.1,0.3,False,True,False,1,0.4722222222222223,0.0,0.0
2024-11-01,0.0,0.1,0.3,False,False,False,1,0.6722222222222223,0.0,0.0
2024-11-04,0.0,0.1,0.3,False,False,False,1,0.3666666666666667,0.0,0.0
2024-11-05,0.0,0.1,0.3,False,False,False,1,0.03333333333333344,0.0,0.0
2024-11-06,0.0,0.1,0.3,False,True,False,-1,0.5,0.0,0.0
2024-11-07,0.0,0.1,0.3,False,True,False,1,0.43333333333333335,0.0,0.0
2024-11-08,0.0,0.1,0.3,False,True,False,-1,0.1333333333333333,0.0,0.0
2024-11-11,1.0,0.1,0.3,True,True,True,1,0.95,1.0,1.0
2024-11-12,1.0,0.1,0.3,False,False,False,1,0.10555555555555562,1.0,1.0
2024-11-13,1.0,0.1,0.3,True,True,True,1,0.95,0.5,0.5
2024-11-14,1.0,0.1,0.3,True,True,True,-1,0.9611111111111111,0.5,0.5
2024-11-15,0.0,0.1,0.3,True,False,False,-1,0.8,0.0,0.0
2024-11-18,1.0,0.1,0.3,True,True,True,1,0.8500000000000001,0.35,0.21
2024-11-19,1.0,0.1,0.3,False,False,False,1,0.6611111111111112,0.5,0.21
2024-11-20,1.0,0.1,0.3,False,False,False,1,0.0277777777777779,0.5,0.3
2024-11-21,0.0,0.1,0.3,False,True,False,-1,0.21666666666666667,0.0,0.0
2024-11-22,0.0,0.1,0.3,False,False,False,-1,0.75,0.0,0.0
2024-11-25,0.0,0.1,0.3,False,True,False,1,0.40555555555555567,0.0,0.0
2024-11-26,0.0,0.1,0.3,False,True,False,-1,0.5555555555555556,0.0,0.0
2024-11-27,0.0,0.1,0.3,False,False,False,1,0.016666666666666607,0.0,0.0
2024-11-28,0.0,0.1,0.3,False,True,False,1,0.05555555555555558,0.0,0.0
2024-11-29,0.0,0.1,0.3,False,True,False,1,0.06666666666666665,0.0,0.0
2024-12-02,0.0,0.1,0.3,False,True,False,-1,0.02777777777777779,0.0,0.0
2024-12-03,0.0,0.1,0.3,False,False,False,-1,0.07777777777777772,0.0,0.0
2024-12-04,0.0,0.1,0.3,False,False,False,-1,0.5722222222222222,0.0,0.0
2024-12-05,0.0,0.1,0.3,False,True,False,1,0.1777777777777778,0.0,0.0
2024-12-06,0.0,0.1,0.3,False,False,False,1,0.14444444444444438,0.0,0.0
2024-12-09,0.0,0.1,0.3,False,False,False,1,0.13888888888888884,0.0,0.0
2024-12-10,0.0,0.1,0.3,False,True,False,-1,0.005555555555555536,0.0,0.0
2024-12-11,0.0,0.1,0.3,False,True,False,1,0.08333333333333326,0.0,0.0
2024-12-12,0.0,0.1,0.3,False,False,False,1,0.26111111111111107,0.0,0.0
2024-12-13,0.0,0.1,0.3,False,True,False,-1,0.47777777777777775,0.0,0.0
2024-12-16,0.0,0.1,0.3,False,True,False,1,0.2055555555555555,0.0,0.0
2024-12-17,0.0,0.1,0.3,False,True,False,-1,0.25,0.0,0.0
2024-12-18,0.0,0.1,0.3,False,False,False,-1,0.27222222222222225,0.0,0.0
2024-12-19,0.0,0.1,0.3,False,False,False,-1,0.13888888888888884,0.0,0.0
2024-12-20,1.0,0.1,0.3,True,True,True,1,0.9388888888888889,1.0,1.0
2024-12-23,1.0,0.1,0.3,False,True,False,-1,0.2222222222222222,1.0,1.0
2024-12-24,0.0,0.1,0.3,False,True,False,1,0.5611111111111111,0.0,0.0
2024-12-25,0.0,0.1,0.3,False,True,False,-1,0.22777777777777775,0.0,0.0
2024-12-26,0.0,0.1,0.3,False,True,False,1,0.08333333333333326,0.0,0.0
2024-12-27,0.0,0.1,0.3,False,True,False,-1,0.3944444444444444,0.0,0.0
2024-12-30,0.6,0.1,0.3,True,True,True,1,0.8055555555555556,0.6,0.6
2024-12-31,0.6,0.1,0.3,False,True,False,-1,0.5055555555555555,0.6,0.6
2025-01-02,0.0,0.1,0.3,False,True,False,1,0.41666666666666674,0.0,0.0
2025-01-03,0.0,0.1,0.3,False,True,False,-1,0.55,0.0,0.0
2025-01-06,0.0,0.1,0.3,False,True,False,1,0.6499999999999999,0.0,0.0
2025-01-07,0.0,0.1,0.3,False,False,False,1,0.6055555555555556,0.0,0.0
2025-01-08,0.0,0.1,0.3,False,True,False,-1,0.6055555555555555,0.0,0.0
2025-01-09,0.0,0.1,0.3,False,True,False,1,0.5611111111111111,0.0,0.0
2025-01-10,0.0,0.1,0.3,False,True,False,-1,0.08333333333333326,0.0,0.0
2025-01-13,0.0,0.1,0.3,False,True,False,1,0.44999999999999996,0.0,0.0
2025-01-14,0.0,0.1,0.3,False,False,False,1,0.23888888888888893,0.0,0.0
2025-01-15,0.0,0.1,0.3,False,False,False,1,0.6111111111111112,0.0,0.0
2025-01-16,0.0,0.1,0.3,False,True,False,-1,0.12777777777777777,0.0,0.0
2025-01-17,0.0,0.1,0.3,False,True,False,1,0.4833333333333334,0.0,0.0
2025-01-20,0.0,0.1,0.3,False,True,False,1,0.050000000000000044,0.0,0.0
2025-01-21,0.0,0.1,0.3,False,False,False,-1,0.75,0.0,0.0
2025-01-22,0.0,0.1,0.3,False,True,False,1,0.3833333333333333,0.0,0.0
2025-01-23,0.0,0.1,0.3,False,False,False,1,0.25,0.0,0.0
2025-01-24,0.0,0.1,0.3,False,True,False,1,0.06666666666666665,0.0,0.0
2025-01-27,0.0,0.1,0.3,False,True,False,1,0.09444444444444455,0.0,0.0
2025-02-05,0.0,0.1,0.3,False,True,False,-1,0.5888888888888888,0.0,0.0
2025-02-06,0.0,0.1,0.3,False,False,False,-1,0.21666666666666667,0.0,0.0
2025-02-07,0.0,0.1,0.3,False,True,False,1,0.24444444444444446,0.0,0.0
2025-02-10,0.0,0.1,0.3,False,False,False,1,0.461111111111111,0.0,0.0
2025-02-11,0.0,0.1,0.3,False,True,False,-1,0.5555555555555556,0.0,0.0
2025-02-12,0.0,0.1,0.3,False,True,False,1,0.18888888888888888,0.0,0.0
2025-02-13,0.0,0.1,0.3,False,True,False,-1,0.033333333333333326,0.0,0.0
2025-02-14,0.0,0.1,0.3,False,False,False,-1,0.21666666666666667,0.0,0.0
2025-02-17,0.0,0.1,0.3,False,True,False,1,0.2777777777777779,0.0,0.0
2025-02-18,0.0,0.1,0.3,False,True,False,1,0.005555555555555536,0.0,0.0
2025-02-19,0.0,0.1,0.3,False,True,False,1,0.23888888888888893,0.0,0.0
2025-02-20,0.0,0.1,0.3,False,True,False,-1,0.02777777777777779,0.0,0.0
2025-02-21,0.0,0.1,0.3,False,False,False,-1,0.22777777777777775,0.0,0.0
2025-02-24,0.0,0.1,0.3,False,True,False,1,0.12222222222222223,0.0,0.0
2025-02-25,0.0,0.1,0.3,False,True,False,1,0.005555555555555536,0.0,0.0
2025-02-26,0.0,0.1,0.3,False,False,False,-1,0.27222222222222225,0.0,0.0
2025-02-27,0.0,0.1,0.3,False,True,False,1,0.1499999999999999,0.0,0.0
2025-02-28,0.0,0.1,0.3,False,True,False,-1,0.3944444444444444,0.0,0.0
2025-03-03,0.0,0.1,0.3,False,True,False,1,0.22222222222222232,0.0,0.0
2025-03-04,0.0,0.1,0.3,False,True,False,-1,0.04999999999999993,0.0,0.0
2025-03-05,0.0,0.1,0.3,False,True,False,1,0.10555555555555562,0.0,0.0
2025-03-06,0.0,0.1,0.3,False,False,False,1,0.7277777777777779,0.0,0.0
2025-03-07,0.0,0.1,0.3,False,True,False,-1,0.3277777777777777,0.0,0.0
2025-03-10,0.0,0.1,0.3,False,False,False,-1,0.18333333333333335,0.0,0.0
2025-03-11,0.0,0.1,0.3,False,True,False,1,0.22777777777777786,0.0,0.0
2025-03-12,0.0,0.1,0.3,False,True,False,-1,0.18888888888888888,0.0,0.0
2025-03-13,0.0,0.1,0.3,False,False,False,-1,0.15000000000000002,0.0,0.0
2025-03-14,0.0,0.1,0.3,False,True,False,1,0.22222222222222232,0.0,0.0
2025-03-17,0.0,0.1,0.3,False,False,False,1,0.4722222222222223,0.0,0.0
2025-03-18,0.0,0.1,0.3,False,True,False,-1,0.43333333333333335,0.0,0.0
2025-03-19,0.0,0.1,0.3,False,False,False,-1,0.09444444444444444,0.0,0.0
2025-03-20,0.0,0.1,0.3,True,False,False,-1,0.7722222222222221,0.0,0.0
2025-03-21,0.0,0.1,0.3,False,False,False,1,0.011111111111111072,0.0,0.0
2025-03-24,0.0,0.1,0.3,False,True,False,1,0.3944444444444444,0.0,0.0
2025-03-25,0.0,0.1,0.3,False,False,False,1,0.11111111111111116,0.0,0.0
2025-03-26,0.0,0.1,0.3,False,False,False,1,0.48888888888888893,0.0,0.0
2025-03-27,0.0,0.1,0.3,False,True,False,-1,0.03888888888888886,0.0,0.0
2025-03-28,0.0,0.1,0.3,False,False,False,-1,0.22777777777777775,0.0,0.0
2025-03-31,0.0,0.1,0.3,False,True,False,1,0.2055555555555555,0.0,0.0
2025-04-01,0.0,0.1,0.3,False,False,False,1,0.26111111111111107,0.0,0.0
2025-04-02,0.0,0.1,0.3,False,True,False,-1,0.5333333333333333,0.0,0.0
2025-04-03,0.0,0.1,0.3,False,False,False,-1,0.08333333333333326,0.0,0.0
2025-04-07,0.0,0.1,0.3,True,False,False,-1,0.8,0.0,0.0
2025-04-08,0.0,0.1,0.3,False,False,False,-1,0.3944444444444444,0.0,0.0
2025-04-09,0.0,0.1,0.3,False,False,False,-1,0.2222222222222222,0.0,0.0
2025-04-10,0.0,0.1,0.3,False,True,False,1,0.49444444444444446,0.0,0.0
2025-04-11,0.0,0.1,0.3,False,True,False,-1,0.1611111111111111,0.0,0.0
2025-04-14,0.0,0.1,0.3,False,True,False,1,0.44999999999999996,0.0,0.0
2025-04-15,0.0,0.1,0.3,False,True,False,1,0.005555555555555536,0.0,0.0
2025-04-16,0.0,0.1,0.3,False,False,False,-1,0.21666666666666667,0.0,0.0
2025-04-17,0.0,0.1,0.3,False,True,False,1,0.12777777777777777,0.0,0.0
2025-04-18,0.0,0.1,0.3,False,True,False,-1,0.16666666666666663,0.0,0.0
2025-04-21,0.0,0.1,0.3,False,False,False,-1,0.6166666666666667,0.0,0.0
2025-04-22,0.0,0.1,0.3,False,False,False,-1,0.6055555555555555,0.0,0.0
2025-04-23,0.0,0.1,0.3,False,True,False,1,0.7166666666666668,0.0,0.0
2025-04-24,0.0,0.1,0.3,False,True,False,-1,0.4,0.0,0.0
2025-04-25,0.0,0.1,0.3,False,False,False,-1,0.0444444444444444,0.0,0.0
2025-04-28,0.0,0.1,0.3,False,False,False,-1,0.6444444444444444,0.0,0.0
2025-04-29,0.0,0.1,0.3,False,False,False,-1,0.4388888888888889,0.0,0.0
2025-04-30,0.0,0.1,0.3,False,False,False,-1,0.19444444444444442,0.0,0.0
2025-05-06,0.0,0.1,0.3,False,False,False,-1,0.4444444444444444,0.0,0.0
2025-05-07,0.0,0.1,0.3,False,True,False,-1,0.6277777777777778,0.0,0.0
2025-05-08,0.0,0.1,0.3,False,True,False,1,0.2055555555555555,0.0,0.0
2025-05-09,0.0,0.1,0.3,False,True,False,-1,0.6833333333333333,0.0,0.0
2025-05-12,0.0,0.1,0.3,False,True,False,1,0.6888888888888889,0.0,0.0
2025-05-13,0.0,0.1,0.3,False,True,False,-1,0.5055555555555555,0.0,0.0
2025-05-14,1.0,0.1,0.3,True,True,True,1,0.8944444444444444,0.0,0.0
2025-05-15,1.0,0.1,0.3,False,True,False,-1,0.6277777777777778,0.0,0.0
2025-05-16,0.0,0.1,0.3,True,False,False,-1,0.8833333333333333,-1.0,-1.0
2025-05-19,0.0,0.1,0.3,False,False,False,-1,0.37777777777777777,0.0,0.0
2025-05-20,0.0,0.1,0.3,False,False,False,-1,0.21111111111111114,0.0,0.0
2025-05-21,0.0,0.1,0.3,False,True,False,1,0.3555555555555556,0.0,0.0
