date,alpha_t,beta_t,disagreement,deviation
2024-04-11,0.1,0.3,-0.5629629629629629,0.5629629629629629
2024-04-12,0.1,0.3,0.03676470588235303,0.03676470588235303
2024-04-15,0.1,0.3,0.029197080291970767,0.029197080291970767
2024-04-16,0.1,0.3,-0.5724637681159421,0.5724637681159421
2024-04-17,0.1,0.3,0.4316546762589928,0.4316546762589928
2024-04-18,0.1,0.3,-0.06428571428571428,0.06428571428571428
2024-04-19,0.1,0.3,0.021276595744680993,0.021276595744680993
2024-04-22,0.1,0.3,0.3943661971830985,0.3943661971830985
2024-04-23,0.1,0.3,0.3076923076923075,0.3076923076923075
2024-04-24,0.1,0.3,0.4444444444444444,0.4444444444444444
2024-04-25,0.1,0.3,-0.01379310344827589,0.01379310344827589
2024-04-26,0.1,0.3,0.1643835616438356,0.1643835616438356
2024-04-29,0.1,0.3,0.8571428571428572,0.8571428571428572
2024-04-30,0.1,0.3,-0.6013513513513513,0.6013513513513513
2024-05-06,0.1,0.3,0.4026845637583891,0.4026845637583891
2024-05-07,0.1,0.3,0.4933333333333334,0.4933333333333334
2024-05-08,0.1,0.3,-0.3973509933774835,0.3973509933774835
2024-05-09,0.1,0.3,0.019736842105263275,0.019736842105263275
2024-05-10,0.1,0.3,-0.5751633986928104,0.5751633986928104
2024-05-13,0.1,0.3,-0.19480519480519487,0.19480519480519487
2024-05-14,0.1,0.3,-0.47741935483870956,0.47741935483870956
2024-05-15,0.1,0.3,-0.46153846153846156,0.46153846153846156
2024-05-16,0.1,0.3,0.4267515923566878,0.4267515923566878
2024-05-17,0.1,0.3,0.6329113924050633,0.6329113924050633
2024-05-20,0.1,0.3,0.018867924528301883,0.018867924528301883
2024-05-21,0.1,0.3,0.34375,0.34375
2024-05-22,0.1,0.3,0.04347826086956541,0.04347826086956541
2024-05-23,0.1,0.3,0.05555555555555558,0.05555555555555558
2024-05-24,0.1,0.3,0.5030674846625767,0.5030674846625767
2024-05-27,0.1,0.3,-0.25609756097560976,0.25609756097560976
2024-05-28,0.1,0.3,-0.19393939393939397,0.19393939393939397
2024-05-29,0.1,0.3,0.1506024096385541,0.1506024096385541
2024-05-30,0.1,0.3,0.3772455089820359,0.3772455089820359
2024-05-31,0.1,0.3,-0.1964285714285714,0.1964285714285714
2024-06-03,0.1,0.3,-0.5207100591715976,0.5207100591715976
2024-06-04,0.1,0.3,-0.04705882352941171,0.04705882352941171
2024-06-05,0.1,0.3,-0.5029239766081871,0.5029239766081871
2024-06-06,0.1,0.3,0.5116279069767442,0.5116279069767442
2024-06-07,0.1,0.3,-0.17919075144508678,0.17919075144508678
2024-06-11,0.1,0.3,-0.5919540229885059,0.5919540229885059
2024-06-12,0.1,0.3,0.5314285714285714,0.5314285714285714
2024-06-13,0.1,0.3,0.005681818181818343,0.005681818181818343
2024-06-14,0.1,0.3,-0.062146892655367325,0.062146892655367325
2024-06-17,0.1,0.3,-0.1853932584269662,0.1853932584269662
2024-06-18,0.1,0.3,-0.5865921787709498,0.5865921787709498
2024-06-19,0.1,0.3,0.4722222222222223,0.4722222222222223
2024-06-20,0.1,0.3,0.23888888888888893,0.23888888888888893
2024-06-21,0.1,0.3,-0.5611111111111111,0.5611111111111111
2024-06-24,0.1,0.3,-0.6555555555555556,0.6555555555555556
2024-06-25,0.1,0.3,0.5777777777777777,0.5777777777777777
2024-06-26,0.1,0.3,0.6722222222222223,0.6722222222222223
2024-06-27,0.1,0.3,0.6222222222222222,0.6222222222222222
2024-06-28,0.1,0.3,0.07222222222222219,0.07222222222222219
2024-07-01,0.1,0.3,0.4444444444444444,0.4444444444444444
2024-07-02,0.1,0.3,-0.3666666666666667,0.3666666666666667
2024-07-03,0.1,0.3,0.27222222222222214,0.27222222222222214
2024-07-04,0.1,0.3,-0.005555555555555536,0.005555555555555536
2024-07-05,0.1,0.3,0.08333333333333326,0.08333333333333326
2024-07-08,0.1,0.3,0.06666666666666665,0.06666666666666665
2024-07-09,0.1,0.3,0.30000000000000004,0.30000000000000004
2024-07-10,0.1,0.3,-0.5722222222222222,0.5722222222222222
2024-07-11,0.1,0.3,0.38888888888888884,0.38888888888888884
2024-07-12,0.1,0.3,-0.2222222222222222,0.2222222222222222
2024-07-15,0.1,0.3,-0.7055555555555555,0.7055555555555555
2024-07-16,0.1,0.3,0.4388888888888889,0.4388888888888889
2024-07-17,0.1,0.3,-0.5166666666666666,0.5166666666666666
2024-07-18,0.1,0.3,0.4833333333333334,0.4833333333333334
2024-07-19,0.1,0.3,0.6777777777777778,0.6777777777777778
2024-07-22,0.1,0.3,-0.08333333333333326,0.08333333333333326
2024-07-23,0.1,0.3,-0.19444444444444442,0.19444444444444442
2024-07-24,0.1,0.3,-0.14444444444444438,0.14444444444444438
2024-07-25,0.1,0.3,0.15555555555555567,0.15555555555555567
2024-07-26,0.1,0.3,-0.2777777777777778,0.2777777777777778
2024-07-29,0.1,0.3,-0.6277777777777778,0.6277777777777778
2024-07-30,0.1,0.3,-0.6055555555555555,0.6055555555555555
2024-07-31,0.1,0.3,0.6388888888888888,0.6388888888888888
2024-08-01,0.1,0.3,-0.4888888888888888,0.4888888888888888
2024-08-02,0.1,0.3,0.1499999999999999,0.1499999999999999
2024-08-05,0.1,0.3,0.2944444444444445,0.2944444444444445
2024-08-06,0.1,0.3,0.061111111111111116,0.061111111111111116
2024-08-07,0.1,0.3,-0.12222222222222223,0.12222222222222223
2024-08-08,0.1,0.3,-0.47777777777777775,0.47777777777777775
2024-08-09,0.1,0.3,-0.1166666666666667,0.1166666666666667
2024-08-12,0.1,0.3,-0.40555555555555556,0.40555555555555556
2024-08-13,0.1,0.3,0.5055555555555555,0.5055555555555555
