date,IC_roll,dev_median,dev_mean,dev_p90,alpha_cv_roll,beta_cv_roll
2024-07-04,-0.05255170912697697,0.395858595280291,0.3452737715079428,0.5928937558247904,0.0,0.0
2024-07-05,-0.06969034962468984,0.3858058530825672,0.3387081149422862,0.5928937558247904,0.0,0.0
2024-07-08,-0.07341951227340604,0.3858058530825672,0.3343054415922444,0.5928937558247904,0.0,0.0
2024-07-09,-0.09696188435072835,0.3719560878243513,0.3309721082589111,0.5928937558247904,0.0,0.0
2024-07-10,-0.036532710577087193,0.3719560878243513,0.33112642924656543,0.5928937558247904,0.0,0.0
2024-07-11,-0.036532710577087193,0.38306719893546237,0.33699516563000764,0.5928937558247904,0.0,0.0
2024-07-12,-0.036532710577087193,0.38306719893546237,0.3402122513288452,0.5928937558247904,0.0,0.0
2024-07-15,-0.036532710577087193,0.38306719893546237,0.3424304477861721,0.6034384384384385,0.0,0.0
2024-07-16,-0.036532710577087193,0.38306719893546237,0.3425510179966703,0.6034384384384385,0.0,0.0
2024-07-17,-0.036532710577087193,0.3916275430359937,0.35009070053635294,0.6034384384384385,0.0,0.0
2024-07-18,-0.036532710577087193,0.395858595280291,0.35779164616283043,0.6034384384384385,0.0,0.0
2024-07-19,-0.036532710577087193,0.4000177785679363,0.3625151725060751,0.6232911392405064,0.0,0.0
2024-07-22,-0.036532710577087193,0.4000177785679363,0.35877585626675884,0.6232911392405064,0.0,0.0
2024-07-23,-0.036532710577087193,0.39311994113318616,0.3546091896000922,0.6232911392405064,0.0,0.0
2024-07-24,-0.036532710577087193,0.39311994113318616,0.35678671195002837,0.6232911392405064,0.0,0.0
2024-07-25,-0.036532710577087193,0.39311994113318616,0.35663957851522365,0.6232911392405064,0.0,0.0
2024-07-26,0.4304408203349493,0.38306719893546237,0.346983493859139,0.6034384384384385,0.0,0.0
2024-07-29,0.18708741575218849,0.38306719893546237,0.3474239342995794,0.6227777777777778,0.0,0.0
2024-07-30,0.2835245952101842,0.38306719893546237,0.3508051174961989,0.6227777777777778,0.0,0.0
2024-07-31,0.6426292172774644,0.38306719893546237,0.3532310434221248,0.6282911392405063,0.0,0.0
2024-08-01,9.125644666172082e-17,0.38306719893546237,0.3547566750139816,0.6282911392405063,0.0,0.0
2024-08-02,9.125644666172082e-17,0.38306719893546237,0.3569277276455605,0.6282911392405063,0.0,0.0
2024-08-05,9.125644666172082e-17,0.3719560878243513,0.3522490784080877,0.6282911392405063,0.0,0.0
2024-08-06,9.125644666172082e-17,0.3719560878243513,0.35002084367985303,0.6282911392405063,0.0,0.0
2024-08-07,9.125644666172082e-17,0.35520833333333335,0.34410089146957823,0.6282911392405063,0.0,0.0
2024-08-08,9.125644666172082e-17,0.35520833333333335,0.34437154674023346,0.6282911392405063,0.0,0.0
2024-08-09,,0.321875,0.3392034646453998,0.6282911392405063,0.0,0.0
2024-08-12,,0.321875,0.335414200697908,0.6227777777777778,0.0,0.0
2024-08-13,,0.35520833333333335,0.3435256612150289,0.6227777777777778,0.0,0.0
2024-08-14,,0.3719560878243513,0.3512224204742882,0.6288888888888889,0.0,0.0
2024-08-15,,0.3719560878243513,0.3542014864968325,0.6288888888888889,0.0,0.0
2024-08-16,,0.3719560878243513,0.35883111612646207,0.6288888888888889,0.0,0.0
2024-08-19,,0.35,0.35470591730801176,0.6288888888888889,0.0,0.0
2024-08-20,,0.3719560878243513,0.3614561431436034,0.6405555555555555,0.0,0.0
2024-08-21,,0.38306719893546237,0.37183493102239135,0.6561111111111111,0.0,0.0
2024-08-22,,0.3972222222222222,0.38117674271360064,0.6622222222222224,0.0,0.0
2024-08-23,,0.4222222222222222,0.38581524348982593,0.6622222222222224,0.0,0.0
2024-08-26,0.36425528620618053,0.44166666666666665,0.39050439692897937,0.6622222222222224,0.0,0.0
2024-08-27,0.36425528620618053,0.44166666666666665,0.3933073774242675,0.6727777777777778,0.0,0.0
2024-08-28,0.36425528620618053,0.44166666666666665,0.39298602666174026,0.6727777777777778,0.0,0.0
2024-08-29,0.36425528620618053,0.44166666666666665,0.39275210853308534,0.6727777777777778,0.0,0.0
2024-08-30,0.36425528620618053,0.44166666666666665,0.39635460637976927,0.678888888888889,0.0,0.0
2024-09-02,0.4954486659271617,0.45833333333333337,0.4086458716334622,0.6905555555555556,0.0,0.0
2024-09-03,0.30249141117276174,0.44166666666666665,0.39905774902809826,0.6905555555555556,0.0,0.0
2024-09-04,0.30249141117276174,0.4222222222222222,0.39695986543021466,0.6905555555555556,0.0,0.0
2024-09-05,0.35737818361235413,0.44166666666666665,0.4101059092012584,0.706111111111111,0.0,0.0
2024-09-06,0.507891044619013,0.44166666666666665,0.41249605358292823,0.706111111111111,0.0,0.0
2024-09-09,0.507891044619013,0.45833333333333337,0.4217209807572936,0.7127777777777777,0.0,0.0
2024-09-10,0.507891044619013,0.44166666666666665,0.4162037037037037,0.7127777777777777,0.0,0.0
2024-09-11,0.8783563825876937,0.44166666666666665,0.42453703703703705,0.728888888888889,0.0,0.0
2024-09-12,0.6387090177397335,0.4611111111111111,0.42879629629629623,0.728888888888889,0.0,0.0
2024-09-13,0.6387090177397335,0.44166666666666665,0.4244444444444444,0.728888888888889,0.0,0.0
2024-09-18,0.6054898288167736,0.44166666666666665,0.42574074074074075,0.7338888888888889,0.0,0.0
2024-09-19,0.6126470069670196,0.4222222222222222,0.41888888888888887,0.7338888888888889,0.0,0.0
2024-09-20,0.6126470069670196,0.40555555555555556,0.4087962962962963,0.7338888888888889,0.0,0.0
2024-09-23,0.6126470069670196,0.3972222222222222,0.3998148148148148,0.7338888888888889,0.0,0.0
2024-09-24,0.6506888322595655,0.40555555555555556,0.41138888888888886,0.7416666666666667,0.0,0.0
2024-09-25,0.6130604440241723,0.3972222222222222,0.40574074074074074,0.7416666666666667,0.0,0.0
2024-09-26,0.6130604440241723,0.40555555555555556,0.40657407407407403,0.7416666666666667,0.0,0.0
2024-09-27,0.6130604440241723,0.40555555555555556,0.40277777777777773,0.7416666666666667,0.0,0.0
2024-09-30,0.6591474791867431,0.41111111111111115,0.41703703703703704,0.7694444444444444,0.0,0.0
2024-10-08,0.5242084167322202,0.4277777777777778,0.4298148148148148,0.7955555555555556,0.0,0.0
2024-10-09,0.5242084167322202,0.4277777777777778,0.42888888888888893,0.7955555555555556,0.0,0.0
2024-10-10,0.5242084167322202,0.4583333333333333,0.43731481481481477,0.8055555555555556,0.0,0.0
2024-10-11,0.5242084167322202,0.4277777777777778,0.4298148148148148,0.8055555555555556,0.0,0.0
2024-10-14,0.5242084167322202,0.4277777777777778,0.4262962962962963,0.8055555555555556,0.0,0.0
2024-10-15,0.5242084167322202,0.4277777777777778,0.42527777777777775,0.8055555555555556,0.0,0.0
2024-10-16,0.5242084167322202,0.4277777777777778,0.4256481481481481,0.8055555555555556,0.0,0.0
2024-10-17,0.5242084167322202,0.44722222222222224,0.4315740740740741,0.8055555555555556,0.0,0.0
2024-10-18,0.562733088332952,0.44722222222222224,0.4360185185185185,0.8055555555555556,0.0,0.0
2024-10-21,0.5869628992748785,0.44722222222222224,0.4399074074074074,0.8055555555555556,0.0,0.0
2024-10-22,0.597698761328202,0.44722222222222224,0.4384259259259259,0.8055555555555556,0.0,0.0
2024-10-23,0.6095854606332322,0.4777777777777778,0.4477777777777778,0.8055555555555556,0.0,0.0
2024-10-24,0.5714670448841547,0.4777777777777778,0.45046296296296295,0.8055555555555556,0.0,0.0
2024-10-25,0.5714670448841547,0.4777777777777778,0.45249999999999996,0.8055555555555556,0.0,0.0
2024-10-28,0.5714670448841547,0.48333333333333334,0.4625925925925926,0.8055555555555556,0.0,0.0
2024-10-29,0.5714670448841547,0.4888888888888889,0.4673148148148148,0.8055555555555556,0.0,0.0
2024-10-30,0.5714670448841547,0.48333333333333334,0.4626851851851852,0.8055555555555556,0.0,0.0
2024-10-31,0.5714670448841547,0.4777777777777778,0.46046296296296296,0.8055555555555556,0.0,0.0
2024-11-01,0.5714670448841547,0.4777777777777778,0.46101851851851855,0.8055555555555556,0.0,0.0
2024-11-04,0.5714670448841547,0.47500000000000003,0.4589814814814815,0.8055555555555556,0.0,0.0
2024-11-05,0.5714670448841547,0.47500000000000003,0.4570370370370371,0.8055555555555556,0.0,0.0
2024-11-06,0.5714670448841547,0.4777777777777778,0.460462962962963,0.8055555555555556,0.0,0.0
2024-11-07,0.5714670448841547,0.4777777777777778,0.4666666666666667,0.8055555555555556,0.0,0.0
2024-11-08,0.5714670448841547,0.4777777777777778,0.4668518518518519,0.8055555555555556,0.0,0.0
2024-11-11,0.6242856163424251,0.4833333333333334,0.4747222222222222,0.8066666666666668,0.0,0.0
2024-11-12,0.5981319372338703,0.4833333333333334,0.4745370370370371,0.8066666666666668,0.0,0.0
2024-11-13,0.6042379022945511,0.4916666666666667,0.48361111111111116,0.8200000000000001,0.0,0.0
2024-11-14,0.5114826793503017,0.4916666666666667,0.4912037037037037,0.8511111111111112,0.0,0.0
2024-11-15,0.4712341468569118,0.4916666666666667,0.4911111111111111,0.8511111111111112,0.0,0.0
2024-11-18,0.47281248885692057,0.49722222222222223,0.5015740740740741,0.8511111111111113,0.0,0.0
2024-11-19,0.4781455084609084,0.5305555555555556,0.5070370370370371,0.8511111111111113,0.0,0.0
2024-11-20,0.47228338100630873,0.5305555555555556,0.5032407407407408,0.8511111111111113,0.0,0.0
2024-11-21,0.47228338100630873,0.49722222222222223,0.49583333333333335,0.8511111111111113,0.0,0.0
2024-11-22,0.47228338100630873,0.49722222222222223,0.49472222222222223,0.8511111111111113,0.0,0.0
2024-11-25,0.44555052761237585,0.4916666666666667,0.4896296296296296,0.8511111111111113,0.0,0.0
2024-11-26,0.4172084866950481,0.4916666666666667,0.487962962962963,0.8511111111111113,0.0,0.0
2024-11-27,0.44482487511511243,0.4916666666666667,0.48027777777777775,0.8511111111111113,0.0,0.0
2024-11-28,0.44482487511511243,0.4805555555555556,0.46972222222222226,0.8511111111111113,0.0,0.0
2024-11-29,0.44482487511511243,0.4805555555555556,0.47037037037037044,0.8511111111111113,0.0,0.0
2024-12-02,0.44482487511511243,0.45277777777777783,0.4626851851851852,0.8511111111111113,0.0,0.0
2024-12-03,0.44482487511511243,0.42500000000000004,0.45185185185185184,0.8511111111111113,0.0,0.0
2024-12-04,0.35800832397053095,0.42500000000000004,0.4461111111111112,0.85,0.0,0.0
2024-12-05,0.36931149584796363,0.42500000000000004,0.4487962962962963,0.85,0.0,0.0
2024-12-06,0.36931149584796363,0.42500000000000004,0.4444444444444445,0.85,0.0,0.0
2024-12-09,0.24022202807845686,0.4111111111111112,0.4335185185185185,0.85,0.0,0.0
2024-12-10,0.26308928762927813,0.4111111111111112,0.43018518518518517,0.85,0.0,0.0
2024-12-11,0.26308928762927813,0.3861111111111112,0.41925925925925933,0.85,0.0,0.0
2024-12-12,0.26308928762927813,0.3861111111111112,0.41935185185185186,0.85,0.0,0.0
2024-12-13,0.2870504708812664,0.3861111111111112,0.41111111111111115,0.81,0.0,0.0
2024-12-16,0.29908136378016337,0.3611111111111111,0.4062962962962963,0.81,0.0,0.0
2024-12-17,0.29908136378016337,0.3611111111111111,0.40546296296296297,0.81,0.0,0.0
2024-12-18,0.1628554165245829,0.35277777777777775,0.3977777777777778,0.81,0.0,0.0
2024-12-19,0.17370925259019934,0.35277777777777775,0.3973148148148148,0.81,0.0,0.0
2024-12-20,0.28524385973439464,0.3611111111111111,0.41185185185185186,0.85,0.0,0.0
2024-12-23,0.18216226087820894,0.3611111111111111,0.4141666666666667,0.85,0.0,0.0
2024-12-24,0.22372540359501375,0.3611111111111111,0.41074074074074074,0.85,0.0,0.0
2024-12-25,0.18030983490218885,0.3611111111111111,0.41277777777777774,0.85,0.0,0.0
2024-12-26,0.18030983490218885,0.35277777777777775,0.4072222222222222,0.85,0.0,0.0
2024-12-27,0.18030983490218885,0.3611111111111111,0.41305555555555556,0.85,0.0,0.0
2024-12-30,0.20979487294809512,0.3611111111111111,0.4121296296296296,0.81,0.0,0.0
2024-12-31,0.16151510210400735,0.3611111111111111,0.40638888888888886,0.8055555555555556,0.0,0.0
2025-01-02,0.16151510210400735,0.38055555555555554,0.41314814814814815,0.8055555555555556,0.0,0.0
2025-01-03,0.16151510210400735,0.38055555555555554,0.4088888888888889,0.8005555555555556,0.0,0.0
2025-01-06,0.16151510210400735,0.4,0.41768518518518516,0.8005555555555556,0.0,0.0
2025-01-07,0.16151510210400735,0.4111111111111112,0.42481481481481487,0.8005555555555556,0.0,0.0
2025-01-08,0.16151510210400735,0.42500000000000004,0.43222222222222223,0.8005555555555556,0.0,0.0
2025-01-09,0.16151510210400735,0.42500000000000004,0.4294444444444444,0.8005555555555556,0.0,0.0
2025-01-10,0.16151510210400735,0.4111111111111112,0.4175925925925926,0.8005555555555556,0.0,0.0
2025-01-13,0.1717336686186981,0.4111111111111112,0.41203703703703703,0.8005555555555556,0.0,0.0
2025-01-14,0.18001421296610218,0.4,0.4040740740740741,0.8005555555555556,0.0,0.0
2025-01-15,0.18354994348239964,0.4,0.40444444444444444,0.8005555555555556,0.0,0.0
2025-01-16,0.1897568341405044,0.38055555555555554,0.3958333333333333,0.8005555555555556,0.0,0.0
2025-01-17,0.1720182075364551,0.4,0.397962962962963,0.8005555555555556,0.0,0.0
2025-01-20,0.1720182075364551,0.4,0.39435185185185184,0.8005555555555556,0.0,0.0
2025-01-21,0.1720182075364551,0.4,0.39416666666666667,0.8005555555555556,0.0,0.0
2025-01-22,0.1720182075364551,0.38888888888888884,0.39120370370370366,0.8005555555555556,0.0,0.0
2025-01-23,0.1720182075364551,0.38888888888888884,0.389537037037037,0.8005555555555556,0.0,0.0
2025-01-24,0.1720182075364551,0.375,0.38277777777777783,0.8005555555555556,0.0,0.0
2025-01-27,0.1720182075364551,0.3194444444444445,0.3731481481481481,0.8005555555555556,0.0,0.0
2025-02-05,0.1720182075364551,0.3277777777777778,0.3768518518518519,0.8005555555555556,0.0,0.0
2025-02-06,0.1720182075364551,0.3277777777777778,0.3799074074074074,0.8005555555555556,0.0,0.0
2025-02-07,0.1720182075364551,0.26666666666666666,0.3756481481481481,0.8005555555555556,0.0,0.0
2025-02-10,0.1720182075364551,0.26666666666666666,0.3761111111111111,0.8005555555555556,0.0,0.0
2025-02-11,0.1720182075364551,0.3277777777777778,0.3831481481481481,0.8005555555555556,0.0,0.0
2025-02-12,0.021060714677075956,0.26666666666666666,0.37046296296296294,0.7550000000000001,0.0,0.0
2025-02-13,0.07121081462014639,0.26666666666666666,0.36925925925925923,0.7550000000000001,0.0,0.0
2025-02-14,0.20017962341869025,0.25555555555555554,0.357037037037037,0.75,0.0,0.0
2025-02-17,0.04785422606866804,0.25555555555555554,0.3456481481481482,0.6700000000000003,0.0,0.0
2025-02-18,0.04785422606866804,0.25,0.33240740740740743,0.6511111111111111,0.0,0.0
2025-02-19,0.27173177007790394,0.24722222222222223,0.3222222222222222,0.6150000000000001,0.0,0.0
2025-02-20,0.3785261191768003,0.2416666666666667,0.31166666666666665,0.6061111111111112,0.0,0.0
2025-02-21,,0.2416666666666667,0.315,0.6061111111111112,0.0,0.0
2025-02-24,,0.2416666666666667,0.31342592592592594,0.6061111111111112,0.0,0.0
2025-02-25,,0.23888888888888893,0.3010185185185185,0.6055555555555555,0.0,0.0
2025-02-26,,0.23888888888888893,0.2987962962962963,0.6055555555555555,0.0,0.0
2025-02-27,,0.23333333333333334,0.29203703703703704,0.6055555555555555,0.0,0.0
2025-02-28,,0.23888888888888893,0.2983333333333333,0.6055555555555555,0.0,0.0
2025-03-03,,0.23888888888888893,0.3011111111111111,0.6055555555555555,0.0,0.0
2025-03-04,,0.23888888888888893,0.3008333333333333,0.6055555555555555,0.0,0.0
2025-03-05,,0.23888888888888893,0.3021296296296296,0.6055555555555555,0.0,0.0
2025-03-06,,0.2416666666666667,0.312962962962963,0.6061111111111112,0.0,0.0
2025-03-07,,0.2416666666666667,0.3088888888888889,0.6061111111111112,0.0,0.0
2025-03-10,,0.2416666666666667,0.30898148148148147,0.6061111111111112,0.0,0.0
2025-03-11,,0.2416666666666667,0.31037037037037035,0.6061111111111112,0.0,0.0
2025-03-12,,0.2416666666666667,0.3112037037037037,0.6061111111111112,0.0,0.0
2025-03-13,,0.2416666666666667,0.3136111111111111,0.6061111111111112,0.0,0.0
2025-03-14,,0.2416666666666667,0.31592592592592594,0.6061111111111112,0.0,0.0
2025-03-17,,0.2416666666666667,0.3194444444444445,0.6061111111111112,0.0,0.0
2025-03-18,,0.2416666666666667,0.3187037037037037,0.6061111111111112,0.0,0.0
2025-03-19,,0.2416666666666667,0.3168518518518519,0.6061111111111112,0.0,0.0
2025-03-20,,0.2416666666666667,0.3255555555555556,0.6150000000000001,0.0,0.0
2025-03-21,,0.23888888888888893,0.3212037037037037,0.6150000000000001,0.0,0.0
2025-03-24,,0.2416666666666667,0.32546296296296295,0.6150000000000001,0.0,0.0
2025-03-25,,0.23888888888888893,0.31166666666666665,0.6061111111111112,0.0,0.0
2025-03-26,,0.2416666666666667,0.31611111111111106,0.6061111111111112,0.0,0.0
2025-03-27,,0.23888888888888893,0.30740740740740746,0.6061111111111112,0.0,0.0
2025-03-28,,0.23888888888888893,0.30740740740740746,0.6061111111111112,0.0,0.0
2025-03-31,,0.23888888888888893,0.3094444444444445,0.6061111111111112,0.0,0.0
2025-04-01,,0.23888888888888893,0.30722222222222223,0.6061111111111112,0.0,0.0
2025-04-02,,0.23888888888888893,0.30268518518518517,0.6055555555555555,0.0,0.0
2025-04-03,,0.2333333333333334,0.29564814814814816,0.6055555555555555,0.0,0.0
2025-04-07,,0.2333333333333334,0.30203703703703705,0.6061111111111112,0.0,0.0
2025-04-08,,0.2333333333333334,0.2994444444444444,0.6061111111111112,0.0,0.0
2025-04-09,,0.2277777777777778,0.29231481481481486,0.6055555555555555,0.0,0.0
2025-04-10,,0.2277777777777778,0.290462962962963,0.5905555555555555,0.0,0.0
2025-04-11,,0.22777777777777775,0.28305555555555556,0.5638888888888889,0.0,0.0
2025-04-14,,0.22777777777777775,0.28120370370370373,0.558888888888889,0.0,0.0
2025-04-15,,0.22777777777777775,0.2799074074074074,0.558888888888889,0.0,0.0
2025-04-16,,0.22500000000000003,0.2760185185185185,0.558888888888889,0.0,0.0
2025-04-17,,0.22222222222222232,0.2741666666666667,0.558888888888889,0.0,0.0
2025-04-18,,0.22222222222222227,0.26675925925925925,0.5355555555555556,0.0,0.0
2025-04-21,,0.22222222222222232,0.2749074074074074,0.558888888888889,0.0,0.0
2025-04-22,,0.22222222222222232,0.2769444444444444,0.5905555555555555,0.0,0.0
2025-04-23,,0.22500000000000003,0.28805555555555556,0.6066666666666667,0.0,0.0
2025-04-24,,0.22500000000000003,0.2822222222222222,0.5905555555555555,0.0,0.0
2025-04-25,,0.22222222222222232,0.27657407407407403,0.5905555555555555,0.0,0.0
2025-04-28,,0.22222222222222232,0.2831481481481481,0.6066666666666667,0.0,0.0
2025-04-29,,0.22500000000000003,0.28935185185185186,0.6066666666666667,0.0,0.0
2025-04-30,,0.22500000000000003,0.2910185185185185,0.6066666666666667,0.0,0.0
2025-05-06,,0.22500000000000003,0.2886111111111111,0.6066666666666667,0.0,0.0
2025-05-07,,0.22777777777777775,0.295462962962963,0.6177777777777779,0.0,0.0
2025-05-08,,0.22500000000000003,0.2948148148148148,0.6177777777777779,0.0,0.0
2025-05-09,,0.22500000000000003,0.2985185185185185,0.6294444444444445,0.0,0.0
2025-05-12,,0.22500000000000003,0.30074074074074075,0.6483333333333333,0.0,0.0
2025-05-13,,0.22777777777777775,0.3060185185185185,0.6483333333333333,0.0,0.0
2025-05-14,,0.2277777777777778,0.32037037037037036,0.6838888888888889,0.0,0.0
2025-05-15,,0.2333333333333334,0.3272222222222222,0.6838888888888889,0.0,0.0
2025-05-16,,0.2333333333333334,0.3373148148148148,0.6916666666666668,0.0,0.0
2025-05-19,,0.25,0.3435185185185185,0.6916666666666668,0.0,0.0
2025-05-20,,0.24444444444444446,0.34305555555555556,0.6916666666666668,0.0,0.0
2025-05-21,,0.26666666666666666,0.3485185185185185,0.6916666666666668,0.0,0.0
2025-05-22,,0.3,0.3561111111111111,0.6916666666666668,0.0,0.0
2025-05-23,,0.3416666666666667,0.365,0.6916666666666668,0.0,0.0
2025-05-26,,0.3666666666666667,0.3738888888888889,0.6916666666666668,0.0,0.0
2025-05-27,,0.38611111111111107,0.3794444444444445,0.6916666666666668,0.0,0.0
2025-05-28,,0.38611111111111107,0.3827777777777778,0.6916666666666668,0.0,0.0
2025-05-29,,0.38611111111111107,0.3894444444444444,0.717777777777778,0.0,0.0
2025-05-30,,0.3944444444444444,0.3967592592592592,0.717777777777778,0.0,0.0
2025-06-03,,0.3944444444444444,0.3996296296296296,0.717777777777778,0.0,0.0
2025-06-04,0.7087813007671453,0.3972222222222222,0.4102777777777778,0.7294444444444446,0.0,0.0
2025-06-05,0.6394071301647556,0.3972222222222222,0.4075,0.7194444444444446,0.0,0.0
2025-06-06,0.6516935699725246,0.41111111111111115,0.4090740740740741,0.7194444444444446,0.0,0.0
2025-06-09,0.6597095792462581,0.41111111111111115,0.41240740740740744,0.7194444444444446,0.0,0.0
2025-06-10,0.6627902864705956,0.41111111111111115,0.41074074074074074,0.7194444444444446,0.0,0.0
2025-06-11,0.6585680946635828,0.4277777777777778,0.4189814814814815,0.7194444444444446,0.0,0.0
2025-06-12,0.5919162016932222,0.4361111111111111,0.42888888888888893,0.7444444444444445,0.0,0.0
2025-06-13,0.5722042242194437,0.4361111111111111,0.43212962962962964,0.7444444444444445,0.0,0.0
2025-06-16,0.5739248084950977,0.4277777777777778,0.4249074074074074,0.7444444444444445,0.0,0.0
2025-06-17,0.5764705867630253,0.41944444444444445,0.420462962962963,0.7444444444444445,0.0,0.0
2025-06-18,0.5780930792130908,0.41944444444444445,0.42018518518518516,0.7444444444444445,0.0,0.0
2025-06-19,0.5805347962431946,0.4083333333333333,0.41203703703703703,0.7194444444444446,0.0,0.0
2025-06-20,0.5426696640778728,0.41944444444444445,0.4233333333333334,0.7194444444444446,0.0,0.0
2025-06-23,0.5449081295929222,0.41944444444444445,0.4233333333333333,0.7194444444444446,0.0,0.0
