date,deviation,disagreement,alpha_t,beta_t,open_signal,signal_dir,pos_A,pos_B,action_A,action_B,shadow_active_A,shadow_active_B
2024-06-18,0.5865921787709498,-0.5865921787709498,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-06-19,0.4722222222222223,0.4722222222222223,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-06-20,0.23888888888888893,0.23888888888888893,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-06-21,0.5611111111111111,-0.5611111111111111,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-06-24,0.6555555555555556,-0.6555555555555556,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-06-25,0.5777777777777777,0.5777777777777777,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-06-26,0.6722222222222223,0.6722222222222223,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-06-27,0.6222222222222222,0.6222222222222222,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-06-28,0.07222222222222219,0.07222222222222219,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-01,0.4444444444444444,0.4444444444444444,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-02,0.3666666666666667,-0.3666666666666667,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-03,0.27222222222222214,0.27222222222222214,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-04,0.005555555555555536,-0.005555555555555536,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-05,0.08333333333333326,0.08333333333333326,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-08,0.06666666666666665,0.06666666666666665,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-09,0.30000000000000004,0.30000000000000004,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-10,0.5722222222222222,-0.5722222222222222,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-11,0.38888888888888884,0.38888888888888884,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-12,0.2222222222222222,-0.2222222222222222,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-15,0.7055555555555555,-0.7055555555555555,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-16,0.4388888888888889,0.4388888888888889,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-17,0.5166666666666666,-0.5166666666666666,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-18,0.4833333333333334,0.4833333333333334,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-19,0.6777777777777778,0.6777777777777778,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-22,0.08333333333333326,-0.08333333333333326,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-23,0.19444444444444442,-0.19444444444444442,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-24,0.14444444444444438,-0.14444444444444438,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-25,0.15555555555555567,0.15555555555555567,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-26,0.2777777777777778,-0.2777777777777778,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-29,0.6277777777777778,-0.6277777777777778,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-30,0.6055555555555555,-0.6055555555555555,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-07-31,0.6388888888888888,0.6388888888888888,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-01,0.4888888888888888,-0.4888888888888888,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-02,0.1499999999999999,0.1499999999999999,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-05,0.2944444444444445,0.2944444444444445,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-06,0.061111111111111116,0.061111111111111116,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-07,0.12222222222222223,-0.12222222222222223,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-08,0.47777777777777775,-0.47777777777777775,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-09,0.1166666666666667,-0.1166666666666667,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-12,0.40555555555555556,-0.40555555555555556,0.1,0.3,False,-1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-13,0.5055555555555555,0.5055555555555555,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-14,0.8055555555555556,-0.8055555555555556,0.1,0.3,True,-1,-1.0,-1.0,OPEN_SHORT,OPEN_SHORT,1,1
2024-08-15,0.2222222222222222,-0.2222222222222222,0.1,0.3,False,-1,-1.0,-1.0,HOLD,HOLD,1,1
2024-08-16,0.33333333333333326,0.33333333333333326,0.1,0.3,False,1,0.0,0.0,CLOSE,CLOSE,0,0
2024-08-19,0.25555555555555554,0.25555555555555554,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-20,0.6611111111111112,0.6611111111111112,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-21,0.8166666666666667,0.8166666666666667,0.1,0.3,False,1,0.0,0.0,HOLD_FLAT,HOLD_FLAT,0,0
2024-08-22,0.711111111111111,-0.711111111111111,0.1,0.3,True,-1,-0.6,-0.6,OPEN_SHORT,OPEN_SHORT,1,1
2024-08-23,0.6555555555555556,-0.6555555555555556,0.1,0.3,False,-1,-0.6,-0.6,HOLD,HOLD,1,1
