window,factor,quintile,mean_fwd_ret,n
4,f_oi_pct_20,1,-0.1714218069714109,4
4,f_oi_pct_20,2,-0.2182384377612035,4
4,f_oi_pct_20,3,-0.21414591786662043,4
4,f_oi_pct_20,4,-0.20598486161800272,4
4,f_oi_pct_20,5,-0.13236482090268792,4
4,f_hv20,1,-0.10343978051769318,4
4,f_hv20,2,-0.19574455145802133,4
4,f_hv20,3,-0.17446902362333452,4
4,f_hv20,4,-0.21519122110927988,4
4,f_hv20,5,-0.25331126841159657,4
4,f_hv20_pct_5,1,-0.12248982522621041,4
4,f_hv20_pct_5,2,-0.18622259582730236,4
4,f_hv20_pct_5,3,-0.19044585621370783,4
4,f_hv20_pct_5,4,-0.18968629944110832,4
4,f_hv20_pct_5,5,-0.25331126841159657,4
5,f_stock_abs,1,0.16279163826841964,4
5,f_stock_abs,2,0.09045945519052642,4
5,f_stock_abs,3,0.19369712446521384,4
5,f_stock_abs,4,0.11095671883320918,4
5,f_stock_abs,5,0.14658998916529697,4
5,f_stock_pct_5,1,0.14982799991011075,4
5,f_stock_pct_5,2,0.10607540835042828,4
5,f_stock_pct_5,3,0.1476256192013629,4
5,f_stock_pct_5,4,0.20886059811058044,4
5,f_stock_pct_5,5,0.09210530035018366,4
5,f_stock_pct_20,1,0.13921585780830734,4
5,f_stock_pct_20,2,0.11403523565063872,4
5,f_stock_pct_20,3,0.11095671883320918,4
5,f_stock_pct_20,4,0.19369712446521384,4
5,f_stock_pct_20,5,0.14658998916529697,4
5,f_basis_abs,1,0.15010628186157132,4
5,f_basis_abs,2,0.12288777897576242,4
5,f_basis_abs,3,0.13172731545864258,4
5,f_basis_abs,4,0.15318356046139275,4
5,f_basis_abs,5,0.14658998916529697,4
5,f_basis_pct_5,1,0.19369712446521384,4
5,f_basis_pct_5,2,0.16087176559911187,4
5,f_basis_pct_5,3,0.0965258718383741,4
5,f_basis_pct_5,4,0.1292802318890008,4
5,f_basis_pct_5,5,0.12411993213096542,4
5,f_basis_pct_20,1,0.2116855474506874,4
5,f_basis_pct_20,2,0.14009488641370996,4
5,f_basis_pct_20,3,0.0841516001746528,4
5,f_basis_pct_20,4,0.11251633597222135,4
5,f_basis_pct_20,5,0.15604655591139457,4
5,f_spread_1_3,1,0.15118024816089307,4
5,f_spread_1_3,2,0.14043365358678964,4
5,f_spread_1_3,3,0.16194467987708755,4
5,f_spread_1_3,4,0.0944748563849231,4
5,f_spread_1_3,5,0.15646148791297268,4
5,f_spread_1_3_pct_5,1,0.1011717082474865,4
5,f_spread_1_3_pct_5,2,0.14806065746972547,4
5,f_spread_1_3_pct_5,3,0.11569951132617912,4
5,f_spread_1_3_pct_5,4,0.18687558275556077,4
5,f_spread_1_3_pct_5,5,0.1526874661237142,4
5,f_volume_pct_5,1,0.09087314719498069,4
5,f_volume_pct_5,2,0.13368422840753597,4
5,f_volume_pct_5,3,0.12398219356057083,4
5,f_volume_pct_5,4,0.17302629916841827,4
5,f_volume_pct_5,5,0.18292905759116027,4
5,f_oi_pct_5,1,0.11642984209175775,4
5,f_oi_pct_5,2,0.1256568375190967,4
5,f_oi_pct_5,3,0.13288919955535436,4
5,f_oi_pct_5,4,0.18292905759116027,4
5,f_oi_pct_5,5,0.14658998916529697,4
5,f_oi_pct_20,1,0.15517594286432917,4
5,f_oi_pct_20,2,0.16895239090593053,4
5,f_oi_pct_20,3,0.10008611552546332,4
5,f_oi_pct_20,4,0.12503983867990284,4
5,f_oi_pct_20,5,0.1552406379470402,4
5,f_hv20,1,0.16817338722247285,4
5,f_hv20,2,0.17211372640803796,4
5,f_hv20,3,0.11095671883320918,4
5,f_hv20,4,0.07571274885398335,4
5,f_hv20,5,0.17753834460496273,4
5,f_hv20_pct_5,1,0.14658998916529697,4
5,f_hv20_pct_5,2,0.17855137293188358,4
5,f_hv20_pct_5,3,0.15201359055117414,4
5,f_hv20_pct_5,4,0.14558399084788848,4
5,f_hv20_pct_5,5,0.08175598242642289,4
6,f_stock_abs,1,0.16401857534081316,4
6,f_stock_abs,2,0.21163048212699662,4
6,f_stock_abs,3,0.062040355332792674,4
6,f_stock_abs,4,0.07566479223961803,4
