cost_per_side_pct,combo_annual,combo_sharpe,combo_maxdd,combo_calmar,ham_annual,ham_sharpe,ham_maxdd
0.0,0.9208104257988998,2.965782819426932,-0.10581459468096546,8.702111732083594,1.0718781616536184,2.8499699761875252,-0.1467594415880848
0.1,0.8165159715537065,2.7569620197318603,-0.112320515487083,7.269517665698452,0.9624775256807763,2.6836965623845286,-0.1517096203227422
0.15,0.7608605903067274,2.638062874469731,-0.1155600100832581,6.584116683258736,0.9098937362231017,2.597621882047032,-0.15417983439304994
0.2,0.7161888734219177,2.538979433012947,-0.1187905540139682,6.029005246811993,0.8586739157420529,2.5096020853599956,-0.15664679826534395
0.3,0.6094822570608489,2.2989222969975236,-0.12608018495930712,4.834084414276214,0.7601901291287003,2.3278021732387666,-0.16157097541589033
0.4,0.5324185111524335,2.0937152729377253,-0.12790651278089807,4.162559822614025,0.6667622411067717,2.1385087292043803,-0.16648215177438136
