n_ham_trades,win_rate,avg_win,avg_loss,pl_ratio,max_single_win,max_single_loss,p5_loss,p10_loss,p95_win,std_net
40,0.4,0.05149148694115907,0.017228588488382907,2.988723479922882,0.22342263717322608,-0.08575769061260467,-0.026458948368503345,-0.020976824015502056,0.10368146830361798,0.05127965028765507
