date,adx
2024-11-25,22.13061125076484
2024-11-26,21.53769524957039
2024-11-27,20.924928680525174
2024-11-28,19.95104328821967
2024-11-29,18.559741141830454
2024-12-02,17.320103865778883
2024-12-03,17.386808464935267
2024-12-04,16.74369596979233
2024-12-05,15.605414432139268
2024-12-06,14.993069833519176
2024-12-09,15.17052752237334
2024-12-10,14.823162278266848
2024-12-11,14.650300742333059
2024-12-12,13.761942094885583
2024-12-13,13.572597024615977
2024-12-16,12.915040967648709
2024-12-17,12.731454297545723
2024-12-18,12.340215890571812
2024-12-19,12.412944724621143
2024-12-20,12.790379165682552
2024-12-23,12.914038684792372
2024-12-24,13.796701480839872
2024-12-25,14.116985916753839
2024-12-26,14.487753630572973
2024-12-27,15.041523170022515
2024-12-30,15.655720087988058
2024-12-31,15.474283220264999
2025-01-02,15.738024895007973
2025-01-03,15.751968271789865
2025-01-06,16.836342467440254
2025-01-07,18.515059386983864
2025-01-08,19.623501276789977
2025-01-09,21.180833043461178
2025-01-10,20.380972704359756
2025-01-13,20.283123417901717
2025-01-14,20.138570721303665
2025-01-15,20.74172563471807
2025-01-16,21.078553594607545
2025-01-17,21.99453189542495
2025-01-20,22.330152980868412
2025-01-21,22.172073812468
2025-01-22,21.888993913283183
2025-01-23,22.344969837702315
2025-01-24,21.86238078153855
2025-01-27,20.91374187407564
2025-02-05,19.879086842253912
2025-02-06,18.658099571336916
2025-02-07,17.74932473042436
2025-02-10,16.778105045033197
2025-02-11,16.080596614172755
2025-02-12,15.818915542544302
2025-02-13,15.492036114526556
2025-02-14,15.945725490256766
2025-02-17,16.229263257901867
2025-02-18,15.393073958432208
2025-02-19,14.649343169392576
2025-02-20,14.182112093586541
2025-02-21,13.839041811000675
2025-02-24,13.46561818957999
2025-02-25,13.105947787334244
2025-02-26,12.737035550423814
2025-02-27,11.837956228070775
2025-02-28,12.307242225994646
2025-03-03,11.465946390502209
2025-03-04,11.260687487968296
2025-03-05,11.057153735489921
2025-03-06,10.801856554189134
2025-03-07,10.030295371747053
2025-03-10,9.435737462453565
2025-03-11,9.44668772198477
2025-03-12,9.631030842481193
2025-03-13,9.511562747207574
2025-03-14,8.881768582724494
2025-03-17,8.777827796961173
2025-03-18,8.646368257681013
2025-03-19,8.456335917343637
2025-03-20,7.977226754044847
2025-03-21,8.027124777810073
2025-03-24,7.699327801902008
2025-03-25,7.201666131885372
2025-03-26,6.9534548420745725
2025-03-27,6.556447270298483
2025-03-28,6.232992545508943
2025-03-31,6.045954351638683
2025-04-01,6.284741303954037
2025-04-02,6.038753288736542
2025-04-03,5.907533816131711
2025-04-07,8.268498469339372
2025-04-08,10.359849174662882
2025-04-09,12.912075317129453
2025-04-10,13.753452653383876
2025-04-11,14.745961664668565
2025-04-14,15.393358960729655
2025-04-15,16.516477697577233
2025-04-16,17.811790461320776
2025-04-17,19.089149920389534
2025-04-18,20.498068938397903
2025-04-21,22.40871537694841
2025-04-22,24.95469531123273
2025-04-23,26.41738846848677
2025-04-24,28.062805001244573
2025-04-25,27.755446867063917
2025-04-28,27.83555818710175
2025-04-29,27.42561240805543
2025-04-30,28.02138461874177
2025-05-06,28.394158821952153
2025-05-07,29.349729756008013
2025-05-08,30.077240753502455
2025-05-09,31.039977525077678
2025-05-12,31.375433007139588
2025-05-13,31.78036882184072
2025-05-14,30.53694745139692
2025-05-15,29.320987884405245
2025-05-16,29.29902729636469
2025-05-19,29.128267985664706
2025-05-20,29.25326219874855
2025-05-21,28.662861636051343
2025-05-22,27.14292679982603
2025-05-23,26.11438651639977
2025-05-26,25.222813613450494
2025-05-27,23.902508674946425
2025-05-28,22.857395704786626
2025-05-29,22.263685621977196
2025-05-30,21.582752885141186
2025-06-03,20.914433205649868
2025-06-04,20.908106032586648
2025-06-05,21.033541302758042
2025-06-06,19.957897978977716
2025-06-09,18.639799090523727
2025-06-10,17.36440727873562
2025-06-11,16.408696110484964
2025-06-12,16.25093210259318
2025-06-13,15.882187279395309
2025-06-16,15.49225366051472
2025-06-17,15.481575818604801
2025-06-18,14.84760058522252
2025-06-19,14.204158833306208
2025-06-20,13.773912358120636
2025-06-23,13.053267138857525
2025-06-24,12.427639380911085
2025-06-25,12.60707649914205
2025-06-26,12.502122788553205
2025-06-27,13.189100851385316
2025-06-30,13.599270435503223
2025-07-01,13.242950561030261
2025-07-02,14.102537082565792
2025-07-03,14.89833945625344
2025-07-04,15.663533214539878
2025-07-07,16.3304236992156
2025-07-08,17.122375346394545
2025-07-09,18.104618993635434
2025-07-10,19.493589122890963
2025-07-11,20.6547088588311
2025-07-14,22.17476421684086
2025-07-15,23.020770469683725
2025-07-16,23.440186115330796
2025-07-17,23.812045884740066
2025-07-18,25.052361934989726
2025-07-21,26.67688331831971
2025-07-22,28.3333969297703
2025-07-23,28.819453139725873
2025-07-24,30.3563186633025
2025-07-25,32.164115017773696
2025-07-28,31.947902550446862
2025-07-29,30.685499383966896
2025-07-30,29.497609847366373
2025-07-31,27.707926060868992
2025-08-01,25.81664323191123
2025-08-04,24.108271668259153
2025-08-05,22.459512336643574
2025-08-06,20.958153256602802
2025-08-07,19.503439021133286
2025-08-08,18.49452387924362
2025-08-11,18.290232251270027
2025-08-12,19.789909539444615
2025-08-13,20.921696046264326
2025-08-14,21.320713222098053
2025-08-15,23.253451732596574
2025-08-18,26.598828030168665
2025-08-19,29.644960718199197
2025-08-20,31.779018971156912
2025-08-21,34.144607635643744
2025-08-22,35.36324693494843
2025-08-25,36.914778622005386
2025-08-26,37.97138851137434
2025-08-27,38.8064437721449
2025-08-28,38.36531595769061
2025-08-29,36.50266021737131
2025-09-01,34.825575191654785
2025-09-02,34.732789109987245
2025-09-03,34.67671650623459
2025-09-04,34.3510089389134
2025-09-05,34.42963952470672
2025-09-08,33.940347873851174
2025-09-09,32.44898191784723
2025-09-10,32.80478089498424
2025-09-11,32.49098462460106
2025-09-12,32.79470660131869
2025-09-15,32.54220573530205
2025-09-16,32.131477425687976
2025-09-17,30.951354473678908
2025-09-18,30.01620704262797
2025-09-19,28.551407383052883
2025-09-22,26.563274519469804
2025-09-23,24.69330003333303
2025-09-24,23.55916624504104
2025-09-25,22.57766735740824
2025-09-26,22.373963884430488
2025-09-29,21.314285145432706
2025-09-30,20.7055242883029
2025-10-09,20.670385226410936
2025-10-10,20.607279867229376
2025-10-13,19.93150964923347
2025-10-14,19.264268776378533
2025-10-15,18.910326438245665
2025-10-16,19.773115292703412
2025-10-17,20.79138509007165
2025-10-20,22.06629563149392
2025-10-21,23.333645472708607
2025-10-22,24.98028184050433
2025-10-23,26.741628417711976
2025-10-24,28.794608307336937
2025-10-27,31.051281683236244
2025-10-28,33.48642583212094
2025-10-29,35.60282807509118
2025-10-30,37.751803754345396
2025-10-31,38.93775815966104
2025-11-03,40.094529925570455
2025-11-04,39.54080989266705
2025-11-05,38.728478340917135
2025-11-06,37.875423765545506
2025-11-07,36.88241942015495
2025-11-10,36.72434222424065
2025-11-11,36.216138555021004
2025-11-12,35.33197039908443
2025-11-13,34.97862708853235
2025-11-14,34.09707776079735
2025-11-17,34.23127738279492
2025-11-18,33.94756942646931
2025-11-19,34.25696866027927
2025-11-20,35.01406221069589
2025-11-21,33.82958437771901
2025-11-24,33.444493730644304
2025-11-25,33.54215032317308
2025-11-26,33.917343473993924
2025-11-27,34.4009458431967
2025-11-28,34.26510192863101
2025-12-01,34.38961619270987
2025-12-02,34.29250724842404
2025-12-03,33.40813264486766
2025-12-04,32.51907186373035
2025-12-05,30.598806667465478
2025-12-08,29.20391913633734
2025-12-09,27.572290775608387
2025-12-10,25.694933065666515
2025-12-11,25.81243080939266
2025-12-12,25.969373667194585
2025-12-15,25.829875079725184
2025-12-16,25.094365022224185
2025-12-17,25.497809899573696
2025-12-18,25.48228624129129
2025-12-19,25.95387070011692
2025-12-22,26.66555666515791
2025-12-23,28.190665731043303
2025-12-24,29.909332701385434
2025-12-25,30.50351237280546
2025-12-26,31.49071322648538
2025-12-29,31.43780513887928
2025-12-30,31.111943653458848
2025-12-31,30.46561692087021
2026-01-05,30.374948689539696
2026-01-06,30.713898760195594
2026-01-07,31.44493635307981
2026-01-08,31.448012711304596
2026-01-09,31.320082047897184
2026-01-12,32.142428900699024
2026-01-13,33.98835381791148
2026-01-14,34.75769145953159
2026-01-15,35.03058687282841
2026-01-16,34.8046972296358
2026-01-19,34.20414523373115
2026-01-20,34.951025412563986
2026-01-21,35.81324317850776
2026-01-22,36.68353443936739
2026-01-23,37.76195859970441
2026-01-26,37.49056755543698
2026-01-27,37.305773376166655
2026-01-28,36.557976275118534
2026-01-29,35.94503559777411
2026-01-30,33.96106135931363
2026-02-02,32.127397582501466
2026-02-03,30.249952548806558
2026-02-04,28.695314766482028
2026-02-05,27.250212859432594
2026-02-06,25.76378032695465
2026-02-09,24.216763373264172
2026-02-10,22.57040750486603
2026-02-11,21.436986945186714
2026-02-12,20.079812750769825
2026-02-13,18.722548112199203
2026-02-24,17.64484400355728
2026-02-25,17.517405946842363
2026-02-26,18.503799525444816
2026-02-27,20.178319881531625
2026-03-02,22.343333440092923
2026-03-03,21.991265916318223
2026-03-04,21.546516011206318
2026-03-05,22.045311036880587
2026-03-06,22.730101185235874
2026-03-09,22.45085387347894
2026-03-10,22.36125395025197
2026-03-11,21.5079774337406
2026-03-12,20.881516620705153
2026-03-13,20.388145999543134
2026-03-16,19.366900028516433
2026-03-17,18.05069185067126
2026-03-18,18.19613853300911
2026-03-19,18.674204205183546
2026-03-20,18.551780151621646
2026-03-23,17.32202218483833
2026-03-24,16.329144026823176
2026-03-25,15.749122656724168
2026-03-26,15.171811558416051
2026-03-27,15.632762261279966
2026-03-30,16.103831453585784
2026-03-31,15.898086899386419
2026-04-01,15.74890382153909
2026-04-02,15.760641453381227
2026-04-03,15.654585783065821
2026-04-07,16.183457076960504
2026-04-08,16.911102610859803
2026-04-09,17.812384408851475
2026-04-10,18.434191545480733
2026-04-13,19.241481604395037
2026-04-14,19.549432256785444
2026-04-15,19.41180620902315
2026-04-16,19.82670559266065
2026-04-17,19.598067939525173
2026-04-20,19.171567960151606
2026-04-21,19.101620798162752
2026-04-22,18.855356708383088
2026-04-23,18.619592245523673
2026-04-24,18.15083754774187
2026-04-27,17.831162913628667
2026-04-28,16.998574203329586
2026-04-29,16.914383840838852
2026-04-30,16.71422559900414
2026-05-06,17.031513991342916
2026-05-07,16.959637951963607
2026-05-08,16.544161969030874
2026-05-11,16.103302531926136
2026-05-12,15.851688656521903
2026-05-13,15.113879540746696
2026-05-14,14.453891849336104
2026-05-15,13.716953298437248
2026-05-18,13.23853158093996
2026-05-19,12.325947281376687
2026-05-20,12.413442194488445
2026-05-21,12.232235124159022
2026-05-22,11.831368217313516
2026-05-25,11.784899489051142
2026-05-26,12.700598138541073
2026-05-27,13.325156075022946
2026-05-28,13.311993066441485
2026-05-29,13.646756347126878
2026-06-01,14.058556696824965
2026-06-02,14.640270473842524
2026-06-03,15.10911468000312
2026-06-04,15.953071292271929
2026-06-05,16.870573573406777
2026-06-08,17.30008789070617
2026-06-09,16.851233462697277
2026-06-10,16.4692928611225
2026-06-11,16.11311234630528
2026-06-12,15.374263662228529
2026-06-15,14.380434090789958
2026-06-16,13.87944335149256
2026-06-17,13.932010584627706
2026-06-18,14.830028983277852
2026-06-22,16.160023442267654
2026-06-23,17.652870101105936
2026-06-24,18.224876824610586
2026-06-25,19.125033313507895
2026-06-26,20.323523404976687
2026-06-29,21.195873259421358
2026-06-30,21.825481184890666
2026-07-01,22.148549704672053
2026-07-02,22.859949462595726
2026-07-03,23.11085797542085
2026-07-06,23.670640219377834
2026-07-07,23.930880652787376
2026-07-08,24.488250922423294
2026-07-09,24.818113203258427
2026-07-10,24.830431008483266
2026-07-13,24.26640833996556
2026-07-14,24.092107132090568
2026-07-15,23.112069496714906
2026-07-16,21.874140090562275
2026-07-17,20.63080861771321
2026-07-20,20.118568552592485
2026-07-21,20.220780391191028
2026-07-22,20.404373345435907
2026-07-23,21.013082285142946
2026-07-24,21.400421287819935
2026-07-27,21.40189888354738
2026-07-28,21.54524571283331
2026-07-29,20.876777427258048
2026-07-30,20.610153551842505
2026-07-31,20.217580232571475
2026-08-03,19.785240192068148
2026-08-04,19.192922356950714
2026-08-05,18.414544041646003
2026-08-06,18.04125526773803
2026-08-07,17.30893438869794
2026-08-10,16.583156891689452
2026-08-11,15.782709781578884
2026-08-12,15.149533296731155
2026-08-13,14.943914901518033
2026-08-14,14.767516169186077
2026-08-17,14.93461862139623
2026-08-18,14.984634245276412
2026-08-19,15.070838999677054
2026-08-20,15.516796040679782
2026-08-21,16.38733511881767
2026-08-24,17.154015194139472
2026-08-25,16.761943036347
2026-08-26,16.902210029025937
2026-08-27,16.945918190794465
2026-08-28,17.154294108652103
2026-08-31,17.6329627524845
2026-09-01,17.445236403296626
2026-09-02,16.75589402294945
2026-09-03,15.669345940622993
2026-09-04,14.894999107540944
2026-09-07,14.522314839490786
