slip_bp,slip_pct,ann_ret,sharpe,max_dd,calmar
0.0,0.0,0.3352806543398108,2.345222522769966,-0.06128225295573046,5.471088906963218
2.0,0.02,0.32582187916320504,2.2956354950896922,-0.06268975549750355,5.197370392937327
5.0,0.05,0.3117548147600724,2.220301878874009,-0.06479743762398149,4.811221341331128
10.0,0.1,0.28862909717477203,2.092271308070871,-0.06830073619489901,4.225856312165608
15.0,0.15,0.26589693391888636,1.9612710912162024,-0.07193042254857984,3.6965851790917372
20.0,0.2,0.24355186133447648,1.8274640673301623,-0.07560237991928868,3.221484053735963
