date,close,regime,ctrl1_ham_fixed20,exp1_ham_dynamic,ctrl2_fund_fixed20,exp2_fund_dynamic,exp_T1_ham_fund_combined
2024-08-27,76150.0,range,1.1436494626319695,1.064649993388193,0.8519400349070256,1.1396195179454351,1.187437306816122
2024-08-28,75750.0,range,1.1496568137160508,1.064649993388193,0.8474649723467785,1.1396195179454351,1.187437306816122
2024-08-29,76850.0,range,1.1329621273122534,1.064649993388193,0.8597713943874579,1.1396195179454351,1.187437306816122
2024-08-30,78900.0,range,1.1027399755752316,1.064649993388193,0.8827060900087238,1.1396195179454351,1.187437306816122
2024-09-02,75200.0,range,1.1544527500952362,1.1113825956961947,0.8800579717386976,1.1396195179454351,1.239559634125327
2024-09-03,74900.0,range,1.159058279683382,1.1158163028598762,0.880928667391588,1.1396195179454351,1.24450468585721
2024-09-04,73600.0,range,1.1791754460864312,1.1124688539512966,0.8962184840485848,1.1396195179454351,1.2407711717996384
2024-09-05,70750.0,range,1.2248364518112456,1.1363131727894114,0.930922596542314,1.1396195179454351,1.267365483469983
2024-09-06,71200.0,range,1.217045972612446,1.1319767126247027,0.9250015340908082,1.1396195179454351,1.2625288943457866
2024-09-09,73150.0,range,1.1837139551040996,1.1299391545419781,0.8996679246599504,1.1396195179454351,1.2602563423359643
2024-09-10,72150.0,range,1.1998959640597264,1.1299391545419781,0.9119668709984323,1.1396195179454351,1.2602563423359643
2024-09-11,78450.0,range,1.1962962761675473,1.2252134628387743,0.8323356681253883,1.1396195179454351,1.3665187466522215
2024-09-12,76950.0,range,1.1962962761675473,1.2017868191898493,0.848250308051304,1.1396195179454351,1.3403902811330586
2024-09-13,77550.0,range,1.1962962761675473,1.1981814587322797,0.8416362705616252,1.1396195179454351,1.3363691102896593
2024-09-18,75300.0,range,1.1962962761675473,1.1981814587322797,0.8660551178699896,1.1396195179454351,1.3363691102896593
2024-09-19,75700.0,range,1.1962962761675473,1.1981814587322797,0.8614545594749299,1.1396195179454351,1.3363691102896593
2024-09-20,75300.0,range,1.1962962761675473,1.1981814587322797,0.8660064990230141,1.1396195179454351,1.3363691102896593
2024-09-23,74850.0,range,1.1962962761675473,1.1981814587322797,0.8711818366665779,1.1396195179454351,1.3363691102896593
2024-09-24,76800.0,range,1.2238734225899026,1.2147538210406532,0.8484857166732602,1.1396195179454351,1.3548527822844432
2024-09-25,76250.0,range,1.215108704068751,1.209534175715869,0.8545621117796441,1.1396195179454351,1.3490311492355647
2024-09-26,77050.0,range,1.2278573855540624,1.2073570141995804,0.8455962142134316,1.1396195179454351,1.3466028931669407
2024-09-27,76950.0,range,1.2262638003683983,1.2073570141995804,0.846693678475876,1.1396195179454351,1.3466028931669407
2024-09-30,79750.0,range,1.2708841855669886,1.2476673621272067,0.8158848116827316,1.1396195179454351,1.391562280080259
2024-10-08,76650.0,range,1.2214830448114065,1.199168693505334,0.8475994564001794,1.1396195179454351,1.337470203989365
2024-10-09,76400.0,range,1.2174990818472466,1.195571187424818,0.850363968651974,1.1396195179454351,1.3334577933773968
2024-10-10,73700.0,range,1.1744722818343203,1.195571187424818,0.847812876746018,1.1396195179454351,1.3334577933773968
2024-10-11,73900.0,range,1.177659452205648,1.195571187424818,0.8475701514855113,1.1396195179454351,1.3334577933773968
2024-10-14,73100.0,range,1.1649107707203366,1.195571187424818,0.8383948318483204,1.1396195179454351,1.3334577933773968
2024-10-15,73400.0,range,1.1696915262773282,1.195571187424818,0.8418355767122669,1.1396195179454351,1.3334577933773968
2024-10-16,71150.0,range,1.1338358595998896,1.195571187424818,0.8160299902326674,1.1396195179454351,1.3334577933773968
2024-10-17,68600.0,range,1.0931994373654592,1.195571187424818,0.7867836588891214,1.1396195179454351,1.3334577933773968
2024-10-18,70650.0,range,1.1258679336715698,1.195571187424818,0.8102954154594231,1.1396195179454351,1.3334577933773968
2024-10-21,72450.0,range,1.1545524670135205,1.195571187424818,0.8309398846431026,1.1396195179454351,1.3334577933773968
2024-10-22,73750.0,range,1.1752690744271517,1.195571187424818,0.8458497790535379,1.1396195179454351,1.3334577933773968
2024-10-23,75250.0,range,1.1991728522121106,1.195571187424818,0.8630535033732708,1.1396195179454351,1.3334577933773968
2024-10-24,74200.0,range,1.1824402077626393,1.195571187424818,0.8510108963494578,1.1396195179454351,1.3334577933773968
2024-10-25,74700.0,range,1.1904081336909589,1.195571187424818,0.856745471122702,1.1396195179454351,1.3334577933773968
2024-10-28,76600.0,range,1.2206862522185737,1.195571187424818,0.8785368552610305,1.1396195179454351,1.3334577933773968
2024-10-29,74900.0,range,1.217024193461918,1.195571187424818,0.8590393010319999,1.1396195179454351,1.3334577933773968
2024-10-30,73850.0,range,1.217024193461918,1.195571187424818,0.8469966940081869,1.1396195179454351,1.3334577933773968
2024-10-31,74850.0,range,1.217024193461918,1.195571187424818,0.8584658435546756,1.1396195179454351,1.3334577933773968
2024-11-01,76500.0,range,1.217024193461918,1.195571187424818,0.8773899403063818,1.1396195179454351,1.3334577933773968
2024-11-04,77250.0,range,1.217024193461918,1.195571187424818,0.8859918024662483,1.1396195179454351,1.3334577933773968
2024-11-05,77350.0,range,1.217024193461918,1.195571187424818,0.8871387174208971,1.1396195179454351,1.3334577933773968
2024-11-06,75900.0,range,1.217024193461918,1.195571187424818,0.8705084505784886,1.1396195179454351,1.3334577933773968
2024-11-07,76850.0,range,1.217024193461918,1.195571187424818,0.8814041426476529,1.1396195179454351,1.3334577933773968
2024-11-08,76400.0,range,1.217024193461918,1.195571187424818,0.8787599302197099,1.1396195179454351,1.3334577933773968
2024-11-11,80950.0,range,1.2858529648638846,1.2631866846319535,0.8787599302197099,1.1396195179454351,1.4088714639745834
2024-11-12,81150.0,range,1.2890298715096262,1.266307590585337,0.8787599302197099,1.1396195179454351,1.4123523076162747
2024-11-13,86500.0,uptrend,1.3740121242832122,1.3497918248383445,0.8787599302197099,1.1396195179454351,1.505464875031519
2024-11-14,81000.0,uptrend,1.2866471915253201,1.2639669111202994,0.8787599302197099,1.1396195179454351,1.4097416748850062
2024-11-15,78300.0,range,1.2437589518078094,1.2601750103869385,0.8468316527550604,1.1396195179454351,1.4055124498603513
2024-11-18,80950.0,range,1.2858529648638846,1.283496456115563,0.8754919832761449,1.1396195179454351,1.4315235848615602
2024-11-19,82650.0,uptrend,1.3128566713526877,1.299668987125296,0.8938778556858972,1.1396195179454351,1.4495613125522187
2024-11-20,82700.0,range,1.313650898014123,1.300140736303926,0.8944186166391253,1.1396195179454351,1.450087469108499
2024-11-21,81950.0,range,1.3017374980925924,1.2978004829785788,0.8863072023407051,1.1396195179454351,1.4474773116641038
2024-11-22,79500.0,range,1.2628203916822587,1.2978004829785788,0.8598099156325327,1.1396195179454351,1.4474773116641038
2024-11-25,80350.0,range,1.2763222449266602,1.2978004829785788,0.869002851837409,1.1396195179454351,1.4474773116641038
2024-11-26,78650.0,range,1.2493185384378573,1.2978004829785788,0.8506169794276568,1.1396195179454351,1.4474773116641038
2024-11-27,78500.0,range,1.246935858453551,1.2978004829785788,0.8489946965679728,1.1396195179454351,1.4474773116641038
2024-11-28,78500.0,range,1.246935858453551,1.2978004829785788,0.8489946965679728,1.1396195179454351,1.4474773116641038
2024-11-29,78550.0,range,1.2477300851149866,1.2978004829785788,0.8495354575212009,1.1396195179454351,1.4474773116641038
2024-12-02,78300.0,range,1.2437589518078098,1.2978004829785788,0.8468316527550609,1.1396195179454351,1.4474773116641038
2024-12-03,78000.0,range,1.2389935918391974,1.2978004829785788,0.8435870870356929,1.1396195179454351,1.4474773116641038
2024-12-04,76300.0,range,1.2119898853503943,1.2978004829785788,0.8252012146259405,1.1396195179454351,1.4474773116641038
2024-12-05,76500.0,range,1.215166791996136,1.2978004829785788,0.8273642584388526,1.1396195179454351,1.4474773116641038
2024-12-06,76650.0,range,1.217549471980442,1.2978004829785788,0.8289865412985367,1.1396195179454351,1.4474773116641038
2024-12-09,76800.0,range,1.2138968235645007,1.2978004829785788,0.8306088241582207,1.1396195179454351,1.4474773116641038
2024-12-10,76600.0,range,1.2138968235645007,1.2978004829785788,0.8284457803453087,1.1396195179454351,1.4474773116641038
2024-12-11,76650.0,range,1.2138968235645007,1.2978004829785788,0.8289865412985367,1.1396195179454351,1.4474773116641038
2024-12-12,77050.0,range,1.2138968235645007,1.2978004829785788,0.8333126289243608,1.1396195179454351,1.4474773116641038
2024-12-13,75800.0,range,1.2138968235645007,1.2978004829785788,0.8308126910375877,1.1396195179454351,1.4474773116641038
2024-12-16,76000.0,range,1.2138968235645007,1.2978004829785788,0.8308126910375877,1.1396195179454351,1.4474773116641038
2024-12-17,75200.0,range,1.2138968235645007,1.2978004829785788,0.8308126910375877,1.1396195179454351,1.4474773116641038
2024-12-18,74360.0,range,1.2138968235645007,1.2978004829785788,0.8308126910375877,1.1396195179454351,1.4474773116641038
2024-12-19,73920.0,range,1.2138968235645007,1.2978004829785788,0.8308126910375877,1.1396195179454351,1.4474773116641038
2024-12-20,77880.0,range,1.2752853200704768,1.3634321074034954,0.8728280756986313,1.1396195179454351,1.5206783071396883
2024-12-23,77180.0,range,1.2638228171936237,1.351177324722673,0.8649829337753,1.1396195179454351,1.5070101662177857
2024-12-24,78200.0,range,1.28052532138561,1.3471237927485051,0.8764144262921543,1.1396195179454351,1.5024891357191323
2024-12-25,77500.0,range,1.2690628185087567,1.3471237927485051,0.868569284368823,1.1396195179454351,1.5024891357191323
2024-12-26,77520.0,range,1.2693903185909525,1.3471237927485051,0.8687934312809181,1.1396195179454351,1.5024891357191323
2024-12-27,76500.0,range,1.2526878143989661,1.3471237927485051,0.8573619387640639,1.1396195179454351,1.5024891357191323
2024-12-30,78320.0,range,1.2824903218787846,1.3639285017082425,0.8777593077647253,1.1396195179454351,1.5212319511729464
2024-12-31,77100.0,range,1.2625128168648403,1.3511808553439622,0.8640863461269194,1.1396195179454351,1.5070141040297058
2025-01-02,77800.0,range,1.2739753197416936,1.348748729804343,0.8719314880502507,1.1396195179454351,1.5043014786424522
2025-01-03,76380.0,range,1.2507228139057913,1.348748729804343,0.8560170572914929,1.1396195179454351,1.5043014786424522
2025-01-06,77660.0,range,1.271682819166323,1.348748729804343,0.8703624596655845,1.1396195179454351,1.5043014786424522
2025-01-07,78820.0,range,1.2906778239336798,1.348748729804343,0.8833629805671049,1.1396195179454351,1.5043014786424522
2025-01-08,77180.0,range,1.2638228171936237,1.348748729804343,0.8649829337753002,1.1396195179454351,1.5043014786424522
2025-01-09,78240.0,range,1.2811803215500017,1.348748729804343,0.8768627201163449,1.1396195179454351,1.5043014786424522
2025-01-10,77920.0,range,1.2759403202348687,1.348748729804343,0.8732763695228221,1.1396195179454351,1.5043014786424522
2025-01-13,78760.0,range,1.2896953236870925,1.348748729804343,0.8826905398308196,1.1396195179454351,1.5043014786424522
2025-01-14,79100.0,range,1.2952628250844214,1.348748729804343,0.8865010373364377,1.1396195179454351,1.5043014786424522
2025-01-15,80260.0,range,1.3142578298517782,1.348748729804343,0.8995015582379581,1.1396195179454351,1.5043014786424522
2025-01-16,79860.0,range,1.307707828207862,1.348748729804343,0.8950186199960545,1.1396195179454351,1.5043014786424522
2025-01-17,80740.0,range,1.3221178318244777,1.348748729804343,0.9048810841282425,1.1396195179454351,1.5043014786424522
2025-01-20,80720.0,range,1.3181514783290043,1.348748729804343,0.9021664408758578,1.1396195179454351,1.5043014786424522
2025-01-21,78520.0,range,1.3181514783290043,1.348748729804343,0.874871658972372,1.1396195179454351,1.5043014786424522
2025-01-22,79200.0,range,1.3181514783290043,1.348748729804343,0.882448234725062,1.1396195179454351,1.5043014786424522
2025-01-23,79580.0,range,1.3181514783290043,1.348748729804343,0.8866822035280357,1.1396195179454351,1.5043014786424522
2025-01-24,79580.0,range,1.3181514783290043,1.348748729804343,0.8866822035280357,1.1396195179454351,1.5043014786424522
2025-01-27,79620.0,range,1.3181514783290043,1.348748729804343,0.8871278844546646,1.1396195179454351,1.5043014786424522
2025-02-05,78120.0,range,1.3181514783290043,1.348748729804343,0.8704148497060838,1.1396195179454351,1.5043014786424522
2025-02-06,77500.0,range,1.3181514783290043,1.348748729804343,0.8635067953433372,1.1396195179454351,1.5043014786424522
2025-02-07,77800.0,range,1.3181514783290043,1.348748729804343,0.8668494022930534,1.1396195179454351,1.5043014786424522
2025-02-10,78600.0,range,1.3181514783290043,1.348748729804343,0.8757630208256298,1.1396195179454351,1.5043014786424522
2025-02-11,77300.0,range,1.3181514783290043,1.348748729804343,0.8612783907101932,1.1396195179454351,1.5043014786424522
2025-02-12,77500.0,range,1.3181514783290043,1.348748729804343,0.8635067953433373,1.1396195179454351,1.5043014786424522
2025-02-13,77300.0,range,1.3181514783290043,1.348748729804343,0.8612783907101932,1.1396195179454351,1.5043014786424522
2025-02-14,76780.0,range,1.3181514783290043,1.348748729804343,0.8554845386640185,1.1396195179454351,1.5043014786424522
2025-02-17,77160.0,range,1.3181514783290043,1.348748729804343,0.8597185074669924,1.1396195179454351,1.5043014786424522
2025-02-18,77060.0,range,1.3181514783290043,1.348748729804343,0.8586043051504204,1.1396195179454351,1.5043014786424522
2025-02-19,77300.0,range,1.3181514783290043,1.348748729804343,0.8612783907101934,1.1396195179454351,1.5043014786424522
2025-02-20,77180.0,range,1.3181514783290043,1.348748729804343,0.859941347930307,1.1396195179454351,1.5043014786424522
2025-02-21,76620.0,range,1.3181514783290043,1.348748729804343,0.8537018149575035,1.1396195179454351,1.5043014786424522
2025-02-24,76720.0,range,1.3181514783290043,1.348748729804343,0.8548160172740755,1.1396195179454351,1.5043014786424522
2025-02-25,76640.0,range,1.3181514783290043,1.348748729804343,0.8539246554208179,1.1396195179454351,1.5043014786424522
2025-02-26,76000.0,range,1.3181514783290043,1.348748729804343,0.8513628814545554,1.1396195179454351,1.5043014786424522
2025-02-27,76140.0,range,1.3181514783290043,1.348748729804343,0.8503770928549764,1.1396195179454351,1.5043014786424522
2025-02-28,75200.0,range,1.3181514783290043,1.348748729804343,0.8398786102271372,1.1396195179454351,1.5043014786424522
2025-03-03,75400.0,range,1.3181514783290043,1.348748729804343,0.842112329935188,1.1396195179454351,1.5043014786424522
2025-03-04,75260.0,range,1.3181514783290043,1.348748729804343,0.8405487261395524,1.1396195179454351,1.5043014786424522
2025-03-05,75340.0,range,1.3181514783290043,1.348748729804343,0.8414422140227729,1.1396195179454351,1.5043014786424522
2025-03-06,76800.0,range,1.3181514783290043,1.348748729804343,0.8577483678915445,1.1396195179454351,1.5043014786424522
2025-03-07,76120.0,range,1.3181514783290043,1.348748729804343,0.8501537208841714,1.1396195179454351,1.5043014786424522
2025-03-10,75760.0,range,1.3181514783290043,1.348748729804343,0.8461330254096798,1.1396195179454351,1.5043014786424522
2025-03-11,75960.0,range,1.3181514783290043,1.348748729804343,0.8483667451177307,1.1396195179454351,1.5043014786424522
2025-03-12,75600.0,range,1.3181514783290043,1.348748729804343,0.844346049643239,1.1396195179454351,1.5043014786424522
2025-03-13,75340.0,range,1.3181514783290043,1.348748729804343,0.8414422140227729,1.1396195179454351,1.5043014786424522
2025-03-14,75540.0,range,1.3181514783290043,1.348748729804343,0.8436759337308237,1.1396195179454351,1.5043014786424522
2025-03-17,76240.0,range,1.3181514783290043,1.348748729804343,0.8514939527090019,1.1396195179454351,1.5043014786424522
2025-03-18,75400.0,range,1.3181514783290043,1.348748729804343,0.8421123299351881,1.1396195179454351,1.5043014786424522
2025-03-19,75200.0,range,1.3181514783290043,1.348748729804343,0.8398786102271372,1.1396195179454351,1.5043014786424522
2025-03-20,73260.0,range,1.3482025274572922,1.348748729804343,0.8182115290590435,1.1396195179454351,1.5043014786424522
2025-03-21,73240.0,range,1.3485705871153477,1.348748729804343,0.8179881570882384,1.1396195179454351,1.5043014786424522
