group,sharpe_full,sharpe_held,max_drawdown_full,max_drawdown_held,win_rate,pl_ratio,avg_hold_days,n_trades,annual_return_full,annual_return_held,n_hold_days,n_total_days
ctrl1_ham_fixed20,1.6114145549254233,2.055446774888354,-0.27038342882327016,-0.2703834288232702,0.5,1.7118112423955567,19.136363636363637,22,0.7577808361002079,0.8046478937834964,421,628
exp1_ham_dynamic,2.597621882047032,6.675577293881649,-0.15417983439304994,-0.15163473860887647,0.3137254901960784,1.5613111243598952,1.392156862745098,51,0.9098937362231017,0.9853432781540294,122,628
ctrl2_fund_fixed20,0.1068898385924586,0.19637158833471668,-0.5185084046400736,-0.5097498210530285,0.5714285714285714,0.9317627550499088,20.0,28,-0.04445396637559351,-0.011911083386959564,560,628
exp2_fund_dynamic,0.5335734876231916,1.3327028676210098,-0.16842057999108048,-0.16667058822635591,0.6923076923076923,1.426763540928225,8.076923076923077,13,0.0701006464186984,0.0767744654931366,118,628
exp_T1_ham_fund_combined,2.539748299456048,4.633208349860973,-0.16953733521433623,-0.16553641611504116,0.5,2.839976614024572,4.525,40,1.0052240156559265,1.0826929519714121,221,628
