date,equity_A_fixed,equity_B_fixed,daily_ret_A,daily_ret_B
2025-10-30,1.5451623171212563,0.5977588535146569,0.0,0.0
2025-10-31,1.5742869593576425,0.5977588535146569,0.018848920863309353,0.0
2025-11-03,1.5567472432964655,0.5910989999845356,-0.011141371626640258,-0.011141371626640258
2025-11-04,1.6271300792841035,0.6071336738781365,0.04521147301895965,0.02712688381137579
2025-11-05,1.615117153546008,0.6026512714997083,-0.007382892057026477,-0.007382892057026477
2025-11-06,1.615117153546008,0.5922948685525311,0.0,-0.01718473591104372
2025-11-07,1.615117153546008,0.5922948685525311,0.0,0.0
2025-11-10,1.615117153546008,0.5922948685525311,0.0,0.0
2025-11-11,1.615117153546008,0.5922948685525311,0.0,0.0
2025-11-12,1.615117153546008,0.5922948685525311,0.0,0.0
2025-11-13,1.615117153546008,0.5922948685525311,0.0,0.0
2025-11-14,1.615117153546008,0.5922948685525311,0.0,0.0
2025-11-17,1.7600635647616751,0.5922948685525311,0.08974358974358974,0.0
2025-11-18,1.7290036195011749,0.58184260616631,-0.01764705882352941,-0.01764705882352941
2025-11-19,1.8358646216474195,0.6178033660427136,0.06180496150556031,0.06180496150556031
2025-11-20,1.8299484415978005,0.6158124589215287,-0.0032225579053373615,-0.0032225579053373615
2025-11-21,1.8299484415978005,0.5662886442820524,0.0,-0.08042028692665185
2025-11-24,1.8299484415978005,0.5662886442820524,0.0,0.0
2025-11-25,1.889652329745421,0.5662886442820524,0.03262599469496021,0.0
2025-11-26,1.9008238592420295,0.5696365142545374,0.0059119496855345914,0.0059119496855345914
2025-11-27,1.9008238592420295,0.5677917291969559,0.0,-0.003238530205522109
2025-11-28,1.9008238592420295,0.5699249479666376,0.0,0.003757044458359424
2025-12-01,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-02,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-03,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-04,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-05,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-08,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-09,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-10,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-11,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-12,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-15,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-16,1.9008238592420295,0.5699249479666376,0.0,0.0
2025-12-17,2.052360711638859,0.5699249479666376,0.07972166998011929,0.0
2025-12-18,2.0058793329734974,0.5570174229068151,-0.022647762842938686,-0.022647762842938686
2025-12-19,2.0058793329734974,0.5845115006765185,0.0,0.0493594574227581
2025-12-22,2.0058793329734974,0.5845115006765185,0.0,0.0
2025-12-23,2.0688020034290746,0.5845115006765185,0.03136912047560762,0.0
2025-12-24,2.1137669921377027,0.5972157386772643,0.02173479561316052,0.02173479561316052
2025-12-25,2.1015643603678247,0.5937680532070299,-0.005772931366260423,-0.005772931366260423
2025-12-26,2.1730229930875855,0.613957705275274,0.03400259067357513,0.03400259067357513
2025-12-29,2.0561472544155444,0.5809360757086757,-0.053784860557768925,-0.053784860557768925
2025-12-30,2.0561472544155444,0.5890326094687629,0.0,0.01393704763507827
2025-12-31,2.0561472544155444,0.5890326094687629,0.0,0.0
2026-01-05,2.198207107492453,0.5890326094687629,0.06909031090639908,0.0
2026-01-06,2.3328257301700956,0.6251050788592181,0.0612401907985844,0.0612401907985844
2026-01-07,2.40656155867192,0.6448633661132864,0.03160794548354357,0.03160794548354357
2026-01-08,2.452223654303783,0.6570990027155764,0.018973998594518624,0.018973998594518624
2026-01-09,2.452223654303783,0.6499388894446068,0.0,-0.010896551724137931
2026-01-12,2.6683448855853324,0.6499388894446068,0.0881327569376656,0.0
2026-01-13,2.855057215141861,0.6954171200785623,0.06997308727412534,0.06997308727412534
2026-01-14,2.768882293808079,0.6744271674782751,-0.030183255479698166,-0.030183255479698166
2026-01-15,2.768882293808079,0.6797579490910465,0.0,0.007904162035321724
2026-01-16,3.057611473079084,0.6797579490910465,0.10427643671118736,0.0
2026-01-19,3.035442744204502,0.6748294714847776,-0.007250341997264022,-0.007250341997264022
2026-01-20,3.035442744204502,0.6141562255085555,0.0,-0.08990900448186881
2026-01-21,3.035442744204502,0.6141562255085555,0.0,0.0
2026-01-22,3.035442744204502,0.6141562255085555,0.0,0.0
2026-01-23,3.1729171152004683,0.6141562255085555,0.04528972627088518,0.0
2026-01-26,3.006789943192617,0.5820003155965165,-0.05235786690171882,-0.05235786690171882
2026-01-27,3.1583635163791497,0.6113392016169301,0.05041042974408498,0.05041042974408498
2026-01-28,3.0178198570088703,0.5841352879235977,-0.044498886414253896,-0.044498886414253896
2026-01-29,3.0178198570088703,0.581057933387748,0.0,-0.005268222275679577
2026-01-30,3.0178198570088703,0.581057933387748,0.0,0.0
2026-02-02,3.0178198570088703,0.581057933387748,0.0,0.0
2026-02-03,3.2319200939195873,0.581057933387748,0.07094533373603142,0.0
2026-02-04,3.2203977859547694,0.578986369654941,-0.0035651586765698853,-0.0035651586765698853
2026-02-05,3.2203977859547694,0.54491261672266,0.0,-0.05885069963320201
2026-02-06,3.2203977859547694,0.54491261672266,0.0,0.0
2026-02-09,3.2203977859547694,0.54491261672266,0.0,0.0
2026-02-10,3.2203977859547694,0.54491261672266,0.0,0.0
2026-02-11,3.2203977859547694,0.54491261672266,0.0,0.0
2026-02-12,3.2203977859547694,0.54491261672266,0.0,0.0
2026-02-13,3.2203977859547694,0.54491261672266,0.0,0.0
2026-02-24,3.2203977859547694,0.54491261672266,0.0,0.0
2026-02-25,3.2203977859547694,0.54491261672266,0.0,0.0
2026-02-26,3.2203977859547694,0.54491261672266,0.0,0.0
2026-02-27,3.2203977859547694,0.54491261672266,0.0,0.0
2026-03-02,3.2203977859547694,0.54491261672266,0.0,0.0
2026-03-03,3.2203977859547694,0.54491261672266,0.0,0.0
2026-03-04,3.2203977859547694,0.54491261672266,0.0,0.0
2026-03-05,3.2203977859547694,0.54491261672266,0.0,0.0
2026-03-06,3.2203977859547694,0.54491261672266,0.0,0.0
2026-03-09,3.2203977859547694,0.54491261672266,0.0,0.0
2026-03-10,3.2203977859547694,0.54491261672266,0.0,0.0
2026-03-11,3.2203977859547694,0.54491261672266,0.0,0.0
2026-03-12,3.2606943010783005,0.54491261672266,0.012512899896800826,0.0
2026-03-13,3.1589144432920624,0.5279036230805334,-0.03121416740986113,-0.03121416740986113
2026-03-16,3.3155307958855795,0.5540766459502546,0.04957916885849553,0.04957916885849553
2026-03-17,3.226213777828269,0.5391503862234905,-0.0269389800776845,-0.0269389800776845
2026-03-18,3.226213777828269,0.5211000256236827,0.0,-0.03347926860674736
2026-03-19,3.226213777828269,0.5211000256236827,0.0,0.0
2026-03-20,3.2547202950797667,0.5211000256236827,0.008835904628330995,0.0
2026-03-23,3.371913754891481,0.5398633937088396,0.03600722925066036,0.03600722925066036
2026-03-24,3.460148213050879,0.553990253850174,0.026167471819645734,0.026167471819645734
2026-03-25,3.5999658929034646,0.5763758937664423,0.04040800313848568,0.04040800313848568
2026-03-26,3.556527390424992,0.5694211318507085,-0.012066365007541479,-0.012066365007541479
2026-03-27,3.8108236236843878,0.6101354672324004,0.07150127226463104,0.07150127226463104
2026-03-30,3.8827686434143582,0.6216542916553346,0.01887912609831394,0.01887912609831394
2026-03-31,3.556527390424992,0.5694211318507085,-0.08402284116070388,-0.08402284116070388
2026-04-01,3.575803225899815,0.5745647578508867,0.005419847328244275,0.009033078880407124
2026-04-02,3.5828367059558026,0.5756949066621935,0.00196696507376119,0.00196696507376119
2026-04-03,3.5828367059558026,0.5729166379157026,0.0,-0.004825939424406183
2026-04-07,3.623690032135458,0.5794493247790515,0.011402508551881414,0.011402508551881414
2026-04-08,3.606929958879777,0.5767692906025277,-0.004625139873181649,-0.004625139873181649
2026-04-09,3.606929958879777,0.5636310050453871,0.0,-0.022779100363362986
2026-04-10,3.663866649556545,0.5636310050453871,0.015785360771034124,0.0
2026-04-13,3.7880103545605546,0.5827286545818234,0.03388324873096447,0.03388324873096447
2026-04-14,3.7926515204003763,0.5834426284288785,0.0012252252252252253,0.0012252252252252253
2026-04-15,3.7926515204003763,0.5872613730359533,0.0,0.0065451929992807484
2026-04-16,3.7926515204003763,0.5872613730359533,0.0,0.0
2026-04-17,3.7926515204003763,0.5872613730359533,0.0,0.0
2026-04-20,3.7926515204003763,0.5872613730359533,0.0,0.0
2026-04-21,3.7926515204003763,0.5872613730359533,0.0,0.0
2026-04-22,3.7926515204003763,0.5872613730359533,0.0,0.0
2026-04-23,3.7926515204003763,0.5872613730359533,0.0,0.0
2026-04-24,3.7926515204003763,0.5872613730359533,0.0,0.0
2026-04-27,3.82667665714326,0.5872613730359533,0.00897133220910624,0.0
2026-04-28,3.8020075630531256,0.5834755276758854,-0.0064466105449712,-0.0064466105449712
2026-04-29,3.913969044307518,0.5937848366297824,0.029447990146680102,0.01766879408800806
2026-04-30,4.0246533983993125,0.6105766636391085,0.028279312595170764,0.028279312595170764
2026-05-06,4.244319270366103,0.6439019818576169,0.054580071927226574,0.054580071927226574
2026-05-07,4.237082216444716,0.6428040547070072,-0.0017051153460381143,-0.0017051153460381143
2026-05-08,4.237082216444716,0.6347310609525235,0.0,-0.012559027428915905
2026-05-11,4.419447476676312,0.6347310609525235,0.04304029304029304,0.0
2026-05-12,4.424620959236073,0.6354740882407325,0.001170617500731636,0.001170617500731636
2026-05-13,4.424620959236073,0.6252574630278589,0.0,-0.01607717041800643
2026-05-14,4.424620959236073,0.5936788032789772,0.0,-0.050505050505050504
2026-05-15,4.424620959236073,0.5936788032789772,0.0,0.0
2026-05-18,4.424620959236073,0.5936788032789772,0.0,0.0
2026-05-19,4.424620959236073,0.5936788032789772,0.0,0.0
2026-05-20,4.424620959236073,0.5936788032789772,0.0,0.0
2026-05-21,4.424620959236073,0.5936788032789772,0.0,0.0
2026-05-22,4.527164539575125,0.5936788032789772,0.023175675675675675,0.0
2026-05-25,4.479158826469796,0.5873834777926187,-0.010603924970183238,-0.010603924970183238
2026-05-26,4.479158826469796,0.5771917909593958,0.0,-0.017350993377483442
2026-05-27,4.479158826469796,0.5771917909593958,0.0,0.0
2026-05-28,4.479158826469796,0.5771917909593958,0.0,0.0
2026-05-29,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-01,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-02,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-03,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-04,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-05,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-08,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-09,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-10,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-11,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-12,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-15,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-16,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-17,4.479158826469796,0.5771917909593958,0.0,0.0
2026-06-18,4.761557631641271,0.5771917909593958,0.06304728546409807,0.0
2026-06-22,4.724770519720803,0.5727324898952858,-0.007725856697819315,-0.007725856697819315
2026-06-23,4.724770519720803,0.5887381214912217,0.0,0.027946086311363916
2026-06-24,4.724770519720803,0.5887381214912217,0.0,0.0
2026-06-25,5.070258839646312,0.5887381214912217,0.07312277252058498,0.0
2026-06-26,5.091099203479385,0.5911580209563806,0.004110315566162821,0.004110315566162821
2026-06-29,5.091099203479385,0.5765974785682925,0.0,-0.024630541871921183
2026-06-30,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-01,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-02,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-03,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-06,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-07,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-08,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-09,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-10,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-13,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-14,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-15,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-16,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-17,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-20,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-21,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-22,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-23,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-24,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-27,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-28,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-29,5.091099203479385,0.5765974785682925,0.0,0.0
2026-07-30,5.232369461296015,0.5765974785682925,0.02774847870182556,0.0
2026-07-31,5.305814034763801,0.5846909353070221,0.014036580178647383,0.014036580178647383
2026-08-03,5.279469836159138,0.5817878531369437,-0.004965156794425087,-0.004965156794425087
2026-08-04,5.279469836159138,0.580581554348582,0.0,-0.0020734341252699783
2026-08-05,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-06,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-07,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-10,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-11,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-12,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-13,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-14,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-17,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-18,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-19,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-20,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-21,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-24,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-25,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-26,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-27,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-28,5.279469836159138,0.580581554348582,0.0,0.0
2026-08-31,5.279469836159138,0.580581554348582,0.0,0.0
2026-09-01,5.279469836159138,0.580581554348582,0.0,0.0
2026-09-02,5.279469836159138,0.580581554348582,0.0,0.0
2026-09-03,5.279469836159138,0.580581554348582,0.0,0.0
2026-09-04,5.279469836159138,0.580581554348582,0.0,0.0
2026-09-07,5.279469836159138,0.580581554348582,0.0,0.0
