date,equity_A,equity_B,daily_ret_A
2026-02-06,6.018955254470417,0.553192866658892,0.0
2026-02-09,6.018955254470417,0.553192866658892,0.0
2026-02-10,6.018955254470417,0.553192866658892,0.0
2026-02-11,6.018955254470417,0.553192866658892,0.0
2026-02-12,6.018955254470417,0.553192866658892,0.0
2026-02-13,6.018955254470417,0.553192866658892,0.0
2026-02-24,6.018955254470417,0.553192866658892,0.0
2026-02-25,6.018955254470417,0.553192866658892,0.0
2026-02-26,6.018955254470417,0.553192866658892,0.0
2026-02-27,6.018955254470417,0.553192866658892,0.0
2026-03-02,6.018955254470417,0.553192866658892,0.0
2026-03-03,6.018955254470417,0.553192866658892,0.0
2026-03-04,6.018955254470417,0.553192866658892,0.0
2026-03-05,6.018955254470417,0.553192866658892,0.0
2026-03-06,6.018955254470417,0.553192866658892,0.0
2026-03-09,6.018955254470417,0.553192866658892,0.0
2026-03-10,6.018955254470417,0.553192866658892,0.0
2026-03-11,6.018955254470417,0.553192866658892,0.0
2026-03-12,6.094269839052929,0.553192866658892,0.012512899896800826
2026-03-13,6.094269839052929,0.5452228243834981,0.0
2026-03-16,6.396418672472571,0.5373676092826758,0.04957916885849553
2026-03-17,6.396418672472571,0.5287848433126624,0.0
2026-03-18,6.396418672472571,0.5203391601709095,0.0
2026-03-19,6.396418672472571,0.5203391601709095,0.0
2026-03-20,6.452936817825414,0.5203391601709095,0.008835904628330995
2026-03-23,6.685289193164881,0.5305440591347985,0.03600722925066036
2026-03-24,6.860226309733204,0.5409490967214062,0.026167471819645734
2026-03-25,7.137434355987626,0.5515581980522302,0.04040800313848568
2026-03-26,7.137434355987626,0.5623753652283061,0.0
2026-03-27,7.647769993146029,0.5734046788399321,0.07150127226463104
2026-03-30,7.792153207217534,0.5630850189966741,0.01887912609831394
2026-03-31,7.792153207217534,0.5529510837964309,0.0
2026-04-01,7.834385487958943,0.5429995307217603,0.005419847328244275
2026-04-02,7.834385487958943,0.5422511348233465,0.0
2026-04-03,7.834385487958943,0.5415037704109453,0.0
2026-04-07,7.9237171354841305,0.5407574360628982,0.011402508551881414
2026-04-08,7.9237171354841305,0.5382564329211073,0.0
2026-04-09,7.9237171354841305,0.5357669969188471,0.0
2026-04-10,8.048795869115372,0.5357669969188471,0.015785360771034124
2026-04-13,8.321515221533366,0.5506455042494864,0.03388324873096447
2026-04-14,8.321515221533366,0.5659371948886553,0.0
2026-04-15,8.321515221533366,0.5816535431356672,0.0
2026-04-16,8.321515221533366,0.5816535431356672,0.0
2026-04-17,8.321515221533366,0.5816535431356672,0.0
2026-04-20,8.321515221533366,0.5816535431356672,0.0
2026-04-21,8.321515221533366,0.5816535431356672,0.0
2026-04-22,8.321515221533366,0.5816535431356672,0.0
2026-04-23,8.321515221533366,0.5816535431356672,0.0
2026-04-24,8.321515221533366,0.5816535431356672,0.0
2026-04-27,8.396170299068876,0.5816535431356672,0.00897133220910624
2026-04-28,8.396170299068876,0.5802936436507382,0.0
2026-04-29,8.643420639305706,0.5789369235956107,0.029447990146680102
2026-04-30,8.887850633456184,0.5888229008452704,0.028279312595170764
2026-05-06,9.372950160308667,0.5988776919020956,0.054580071927226574
2026-05-07,9.372950160308667,0.6091041794453368,0.0
2026-05-08,9.372950160308667,0.6195052953791261,0.0
2026-05-11,9.776364681860414,0.6195052953791261,0.04304029304029304
2026-05-12,9.776364681860414,0.6139218053451322,0.0
2026-05-13,9.776364681860414,0.6083886383046498,0.0
2026-05-14,9.776364681860414,0.6029053407055708,0.0
2026-05-15,9.776364681860414,0.6029053407055708,0.0
2026-05-18,9.776364681860414,0.6029053407055708,0.0
2026-05-19,9.776364681860414,0.6029053407055708,0.0
2026-05-20,9.776364681860414,0.6029053407055708,0.0
2026-05-21,9.776364681860414,0.6029053407055708,0.0
2026-05-22,10.002938539014341,0.6029053407055708,0.023175675675675675
2026-05-25,10.002938539014341,0.596313196461441,0.0
2026-05-26,10.002938539014341,0.5897931304737164,0.0
2026-05-27,10.002938539014341,0.5897931304737164,0.0
2026-05-28,10.002938539014341,0.5897931304737164,0.0
2026-05-29,10.002938539014341,0.5897931304737164,0.0
2026-06-01,10.002938539014341,0.5897931304737164,0.0
2026-06-02,10.002938539014341,0.5897931304737164,0.0
2026-06-03,10.002938539014341,0.5897931304737164,0.0
2026-06-04,10.002938539014341,0.5897931304737164,0.0
2026-06-05,10.002938539014341,0.5897931304737164,0.0
2026-06-08,10.002938539014341,0.5897931304737164,0.0
2026-06-09,10.002938539014341,0.5897931304737164,0.0
2026-06-10,10.002938539014341,0.5897931304737164,0.0
2026-06-11,10.002938539014341,0.5897931304737164,0.0
2026-06-12,10.002938539014341,0.5897931304737164,0.0
2026-06-15,10.002938539014341,0.5897931304737164,0.0
2026-06-16,10.002938539014341,0.5897931304737164,0.0
2026-06-17,10.002938539014341,0.5897931304737164,0.0
2026-06-18,10.633596660563406,0.5897931304737164,0.06304728546409807
2026-06-22,10.633596660563406,0.5874453996834584,0.0
2026-06-23,10.633596660563406,0.5851070142713996,0.0
2026-06-24,10.633596660563406,0.5851070142713996,0.0
2026-06-25,11.411154730249438,0.5851070142713996,0.07312277252058498
2026-06-26,11.411154730249438,0.5861928001066079,0.0
2026-06-29,11.411154730249438,0.5872806008396917,0.0
2026-06-30,11.411154730249438,0.5872806008396917,0.0
2026-07-01,11.411154730249438,0.5872806008396917,0.0
2026-07-02,11.411154730249438,0.5872806008396917,0.0
2026-07-03,11.411154730249438,0.5872806008396917,0.0
2026-07-06,11.411154730249438,0.5872806008396917,0.0
2026-07-07,11.411154730249438,0.5872806008396917,0.0
2026-07-08,11.411154730249438,0.5872806008396917,0.0
2026-07-09,11.411154730249438,0.5872806008396917,0.0
2026-07-10,11.411154730249438,0.5872806008396917,0.0
2026-07-13,11.411154730249438,0.5872806008396917,0.0
2026-07-14,11.411154730249438,0.5872806008396917,0.0
2026-07-15,11.411154730249438,0.5872806008396917,0.0
2026-07-16,11.411154730249438,0.5872806008396917,0.0
2026-07-17,11.411154730249438,0.5872806008396917,0.0
2026-07-20,11.411154730249438,0.5872806008396917,0.0
2026-07-21,11.411154730249438,0.5872806008396917,0.0
2026-07-22,11.411154730249438,0.5872806008396917,0.0
2026-07-23,11.411154730249438,0.5872806008396917,0.0
2026-07-24,11.411154730249438,0.5872806008396917,0.0
2026-07-27,11.411154730249438,0.5872806008396917,0.0
2026-07-28,11.411154730249438,0.5872806008396917,0.0
2026-07-29,11.411154730249438,0.5872806008396917,0.0
2026-07-30,11.727796914245001,0.5872806008396917,0.02774847870182556
2026-07-31,11.892415075950694,0.5936322764622846,0.014036580178647383
2026-08-03,11.892415075950694,0.6000526480083541,0.0
2026-08-04,11.892415075950694,0.6065424584519096,0.0
2026-08-05,11.892415075950694,0.6065424584519096,0.0
2026-08-06,11.892415075950694,0.6065424584519096,0.0
2026-08-07,11.892415075950694,0.6065424584519096,0.0
2026-08-10,11.892415075950694,0.6065424584519096,0.0
2026-08-11,11.892415075950694,0.6065424584519096,0.0
2026-08-12,11.892415075950694,0.6065424584519096,0.0
2026-08-13,11.892415075950694,0.6065424584519096,0.0
2026-08-14,11.892415075950694,0.6065424584519096,0.0
2026-08-17,11.892415075950694,0.6065424584519096,0.0
2026-08-18,11.892415075950694,0.6065424584519096,0.0
2026-08-19,11.892415075950694,0.6065424584519096,0.0
2026-08-20,11.892415075950694,0.6065424584519096,0.0
2026-08-21,11.892415075950694,0.6065424584519096,0.0
2026-08-24,11.892415075950694,0.6065424584519096,0.0
2026-08-25,11.892415075950694,0.6065424584519096,0.0
2026-08-26,11.892415075950694,0.6065424584519096,0.0
2026-08-27,11.892415075950694,0.6065424584519096,0.0
2026-08-28,11.892415075950694,0.6065424584519096,0.0
2026-08-31,11.892415075950694,0.6065424584519096,0.0
2026-09-01,11.892415075950694,0.6065424584519096,0.0
2026-09-02,11.892415075950694,0.6065424584519096,0.0
2026-09-03,11.892415075950694,0.6065424584519096,0.0
2026-09-04,11.892415075950694,0.6065424584519096,0.0
2026-09-07,11.892415075950694,0.6065424584519096,0.0
