datetime,open,high,low,close,volume,hold
2026-09-10 10:55:00,140220.0,140280.0,139600.0,139800.0,6983,412402
2026-09-10 10:56:00,139820.0,140840.0,139800.0,140820.0,2561,411775
2026-09-10 10:57:00,140800.0,142000.0,140800.0,141980.0,3693,410753
2026-09-10 10:58:00,142000.0,142380.0,141720.0,141900.0,3972,410416
2026-09-10 10:59:00,141780.0,141900.0,141540.0,141540.0,1126,410342
2026-09-10 11:00:00,141340.0,141540.0,141260.0,141440.0,1028,410538
2026-09-10 11:01:00,141400.0,141900.0,141400.0,141800.0,1158,410725
2026-09-10 11:02:00,141800.0,141880.0,141520.0,141700.0,499,410771
2026-09-10 11:03:00,141700.0,141920.0,141700.0,141780.0,554,410714
2026-09-10 11:04:00,141740.0,141900.0,141560.0,141700.0,641,410878
2026-09-10 11:05:00,141840.0,141900.0,141640.0,141800.0,650,410719
2026-09-10 11:06:00,141800.0,142040.0,141800.0,142040.0,1306,411023
2026-09-10 11:07:00,142040.0,142100.0,141920.0,141980.0,575,410908
2026-09-10 11:08:00,141960.0,142000.0,141900.0,141980.0,245,410896
2026-09-10 11:09:00,141980.0,142000.0,141860.0,141900.0,202,410909
2026-09-10 11:10:00,141920.0,142060.0,141880.0,142040.0,376,410819
2026-09-10 11:11:00,142040.0,142080.0,141940.0,142080.0,497,410718
2026-09-10 11:12:00,142040.0,142200.0,141960.0,141980.0,834,410590
2026-09-10 11:13:00,141980.0,141980.0,141680.0,141900.0,363,410523
2026-09-10 11:14:00,141920.0,141940.0,141840.0,141920.0,149,410529
2026-09-10 11:15:00,141920.0,141960.0,141780.0,141880.0,277,410510
2026-09-10 11:16:00,141960.0,142200.0,141920.0,142080.0,815,410542
2026-09-10 11:17:00,142100.0,142160.0,142020.0,142080.0,266,410517
2026-09-10 11:18:00,142060.0,142420.0,142040.0,142400.0,980,410413
2026-09-10 11:19:00,142400.0,142700.0,142320.0,142480.0,1431,410399
2026-09-10 11:20:00,142480.0,142700.0,142420.0,142540.0,779,410564
2026-09-10 11:21:00,142500.0,142600.0,142260.0,142560.0,543,410525
2026-09-10 11:22:00,142560.0,142560.0,142240.0,142240.0,393,410536
2026-09-10 11:23:00,142240.0,142440.0,142240.0,142440.0,188,410470
2026-09-10 11:24:00,142440.0,142540.0,142400.0,142480.0,356,410403
2026-09-10 11:25:00,142480.0,142660.0,142360.0,142640.0,437,410385
2026-09-10 11:26:00,142600.0,142620.0,142420.0,142460.0,307,410383
2026-09-10 11:27:00,142460.0,142500.0,142360.0,142480.0,185,410312
2026-09-10 11:28:00,142500.0,142500.0,142420.0,142440.0,243,410247
2026-09-10 11:29:00,142400.0,142480.0,142380.0,142420.0,255,410173
2026-09-10 11:30:00,142440.0,142580.0,142380.0,142420.0,948,410066
