date,ham_dev_mean,ham_dev_median,ham_D_f_minus_D_c,ham_n_f_minus_n_c,dir_disagreement,disagreement_vol,disagreement_decay,adaptive_disagree_v1,multiagent_3,basis_rate,basis_rate_chg5,pos_chg_20d_pct,vol_chg_20d_pct,rvol20,vol_rel,basis_turn,momentum_20d,bias_rate,position_pct_chg
2025-01-09,0.4294444444444444,0.425,-530.0,-1.0,-1.0,408.99065424916216,-0.15270005717823798,-545.9,-530.0,0.0,0.0,18.036722324558795,50.458333333333336,1.8163648918265063,1.0886335787803043,0.0,2.0743639921722012,1.7021857390761896,1.4690858567283804
2025-01-10,0.4175925925925926,0.4111111111111112,160.0,-1.0,1.0,410.84084189430445,0.011157177503210524,163.2,160.0,0.0,0.0,24.00584025767317,21.785345209389305,1.8174019147145404,0.9860206171327788,0.0,1.1291369240752802,1.2289864109959137,-0.3790700952457704
2025-01-13,0.412037037037037,0.4111111111111112,-420.0,-1.0,-1.0,411.146023489926,0.019874846883901797,-451.5,-420.0,0.0,0.0,36.78468561491224,79.59180043576859,1.784950180431001,1.302279870031254,0.0,3.905013192612139,2.1239075750110192,1.7519745718602708
2025-01-14,0.4040740740740741,0.4,-170.0,-1.0,-1.0,407.58434709885483,-0.026531412347226134,-200.60000000000002,-170.0,0.0,0.0,59.77012332001982,87.17808169119594,1.7856277804075578,1.2818307882258029,0.0,4.078947368421049,2.359046029219569,8.866297837682136
2025-01-15,0.4044444444444444,0.4,-580.0,-1.0,-1.0,406.4904349233944,-0.018578177782831017,-823.5999999999999,-580.0,0.0,0.0,94.36582599945694,258.4838998211091,1.780342987162307,1.8706554160984252,0.0,6.728723404255321,3.5212175931897294,11.025906546660513
2025-01-16,0.3958333333333333,0.3805555555555555,200.0,-1.0,1.0,412.87789707701313,0.03709686710551652,277.0,200.0,0.0,0.0,109.75868469901884,69.87660578178911,1.7589234690614943,0.996037623008132,0.0,7.396449704142016,2.641218430692116,-2.4985516535801944
2025-01-17,0.397962962962963,0.4,-440.0,-1.0,-1.0,407.05973957018546,-0.03465735891436088,-624.8,-440.0,0.0,0.0,142.0457356593673,208.97156223717408,1.7508395875692286,1.285242844015584,0.0,9.226190476190466,3.3194277378240766,3.0800674252001725
2025-01-20,0.3943518518518518,0.4,10.0,-1.0,1.0,247.87730411382287,0.2644133465599796,14.350000000000001,10.0,0.0,0.0,71.8971465709762,110.46310852253694,1.3181213741462738,1.293795671029962,0.0,3.64663585002567,3.1064786429593205,1.6397597798936348
2025-01-21,0.3941666666666666,0.4,1100.0,-1.0,1.0,286.75085463094746,-0.05725661511774751,1540.0,1100.0,0.0,0.0,59.52324337177506,193.1568239562727,1.4536688341948156,1.5660439065654506,0.0,1.7362010883648527,0.21058005232594823,-2.857774917544853
2025-01-22,0.3912037037037036,0.3888888888888888,-340.0,-1.0,-1.0,288.34555293039745,0.02027325535638864,-453.9,-340.0,0.0,0.0,45.92076042126741,19.124785900018622,1.43692938680775,0.6686728862462539,0.0,1.278772378516635,1.0139659460493666,-2.8747696830424663
2025-01-23,0.389537037037037,0.3888888888888888,-190.0,-1.0,-1.0,294.07124092104266,0.03054545399584794,-248.9,-190.0,0.0,0.0,41.805975077348265,6.936254811556197,1.4209550822680872,0.6283993202167412,0.0,2.6838709677419414,1.364174807983809,-1.1314223351465702
2025-01-24,0.3827777777777778,0.375,0.0,-1.0,0.0,294.8911485170147,0.805904787547916,0.0,0.0,0.0,0.0,37.21878635723471,12.494598098530684,1.4210779877390378,0.5161586789510366,0.0,2.6573787409700733,1.231364168320348,-3.3744685621642123
2025-01-27,0.3731481481481481,0.3194444444444445,-20.0,-1.0,-1.0,310.7529057322754,0.16193392020625835,-23.6,-20.0,0.0,0.0,29.48204387721832,10.263582834494112,1.3796053425168655,0.6681315488225554,0.0,4.078431372549018,1.0816575258988381,-0.7604019777591398
2025-02-05,0.3768518518518519,0.3277777777777778,750.0,-1.0,1.0,299.8578610643801,0.009668569637305512,986.25,750.0,0.0,0.0,28.205778282388472,-43.285181663119445,1.3558189610014582,0.7643599111301661,0.0,-0.25536261491317935,-0.8100764366794522,4.598269690810652
2025-02-06,0.3799074074074074,0.3277777777777778,310.0,-1.0,1.0,297.9296985249334,0.03384433290508526,440.2,310.0,0.0,0.0,33.83120594398933,-1.6031110121918046,1.3200279263691044,0.8099697193312807,0.0,0.5188067444876765,-1.622280332072401,5.697851376099461
