date,open,high,low,close,volume,position,settle,ret,rvol20,rvol60,rvol20_rel,pos_chg_5d,pos_chg_5d_pct,pos_chg_20d,pos_chg_20d_pct,pos_price_diverge,vol_chg_5d_pct,vol_chg_20d_pct,spot_price,near_basis_abs,basis_abs,near_basis_rate,basis_rate,basis_rate_chg5,basis_turn,spot_close_gap_pct,vol_rel,amt_proxy,amt_rel,IC_roll,dev_median,dev_mean,dev_p90,alpha_cv_roll,beta_cv_roll,alert_level,flags,fwd20_ret,fwd20_dir,fwd20_up_ratio,regime_gt
2024-02-23,98150.0,103000.0,98150.0,101800.0,206120,173784,100350.0,0.042498719918074856,1.9727222332061873,3.1501419371936734,,35556.0,25.72271898602309,19190.0,12.413159631033546,1.0,255.67366096079516,63.943814326392314,96250.0,-1350.0,-5550.0,-1.38,-5.45,-6.23,-1.0,-5.451866404715128,2.094436614637685,20983016000.0,2.152773672476899,,,,,,,OK,-,0.12328094302554038,1.0,0.65,VALID
2024-02-26,102000.0,104750.0,101250.0,102300.0,215205,179602,103150.0,0.004911591355599265,1.9621870909142198,3.1514061431385234,,30695.0,20.613537308521426,24524.0,15.81397748229923,1.0,223.76259966902361,146.46403334974863,96650.0,-2100.0,-5650.0,-2.13,-5.52,-7.789999999999999,-1.0,-5.52297165200391,2.0533358776805093,22015471500.0,2.1158460051310075,,,,,,,OK,-,0.04985337243401755,1.0,0.6,VALID
2024-02-27,102300.0,107600.0,101000.0,106650.0,246221,191979,104400.0,0.04252199413489732,2.1337717222461254,3.204927902860702,,18824.0,10.871184776645203,39727.0,26.092924887686202,1.0,137.33517119062307,127.07201682144733,97100.0,-5050.0,-9550.0,-4.94,-8.95,-13.209999999999999,-1.0,-8.954524144397562,2.2043673548683986,26259469650.0,2.3494904012999647,,,,,,,OK,-,0.016408813877168305,1.0,0.6,VALID
2024-02-28,107800.0,112250.0,107150.0,108000.0,376684,190062,109150.0,0.012658227848101333,2.1033403626383103,3.119341423843545,,24419.0,14.741945026351852,41774.0,28.170856711264562,1.0,16.06776402147052,306.7510366275052,98000.0,-6450.0,-10000.0,-6.18,-9.26,-8.49,-1.0,-9.25925925925926,2.9919134683127258,40681872000.0,3.193625886394215,,,,,,,OK,-,0.0037037037037037646,1.0,0.55,VALID
2024-02-29,108450.0,119800.0,108450.0,119200.0,590362,209410,115100.0,0.10370370370370363,3.08049873948793,3.375113884000801,,43397.0,26.140723919211144,61011.0,41.11281073322596,1.0,394.20047213246494,714.0902948233542,99500.0,-15000.0,-19700.0,-13.1,-16.53,-14.990000000000002,-1.0,-16.526845637583893,3.889259642578803,70371150400.0,4.429785276593479,,,,,,,OK,-,-0.08976510067114096,-1.0,0.55,VALID
2024-03-01,119200.0,121000.0,116400.0,119450.0,445315,205233,118700.0,0.002097315436241587,3.0556272390395387,3.350483498180432,,31449.0,18.096602679187956,56066.0,37.5860612601983,1.0,116.04647777993402,423.3766233766234,102500.0,-13200.0,-16950.0,-11.41,-14.19,-8.739999999999998,-1.0,-14.190037672666387,2.6225174377106835,53192876750.0,2.9364998110030656,,,,,,,OK,-,-0.1038091251569695,-1.0,0.5,VALID
2024-03-04,121000.0,125000.0,115250.0,117600.0,669592,208233,120150.0,-0.015487651737128516,3.084547404820241,3.3266707105106534,,28631.0,15.94135922762553,59985.0,40.462603205439535,1.0,211.1414697613903,728.7439972275855,106000.0,-6000.0,-11600.0,-5.36,-9.86,-4.34,-1.0,-9.863945578231291,3.3606599338901706,78744019200.0,3.637981322678945,,,,,,,OK,-,-0.04251700680272108,-1.0,0.55,VALID
2024-03-05,118200.0,118950.0,111500.0,111550.0,472377,202406,115350.0,-0.05144557823129248,3.3569884229537683,3.350327521330445,,10427.0,5.431323217643596,57678.0,39.85268918246642,1.0,91.8508169490011,510.929760349711,107500.0,-1600.0,-4050.0,-1.47,-3.63,5.319999999999999,-1.0,-3.630658897355446,2.1570021507143933,52693654350.0,2.20609243937916,,,,,,,OK,-,-0.004930524428507388,-1.0,0.55,VALID
2024-03-06,110800.0,115200.0,109400.0,114000.0,507862,212004,112700.0,0.02196324518153303,3.3594923519231066,3.280312144008704,,21942.0,11.544653849796383,70886.0,50.2317209711022,1.0,34.824415159656375,824.7978731153033,107500.0,-3000.0,-6500.0,-2.71,-5.7,3.5599999999999996,-1.0,-5.701754385964912,2.101692446293995,57896268000.0,2.184517300884624,,,,,,,OK,-,-0.019298245614035037,-1.0,0.55,VALID
2024-03-07,115000.0,116450.0,111800.0,113000.0,365677,215643,114150.0,-0.00877192982456143,3.3288823902035727,3.247172350924174,,6233.0,2.976457666778091,65255.0,43.39109503417826,-1.0,-38.05885202638382,258.4682044093284,108500.0,-2650.0,-4500.0,-2.38,-3.98,12.55,-1.0,-3.982300884955752,1.4349976219216443,41321501000.0,1.4724360722693945,,,,,,,OK,-,0.004424778761061843,1.0,0.6,VALID
2024-03-08,113200.0,114100.0,111100.0,113350.0,314274,217323,112700.0,0.003097345132743401,3.329615365081401,3.2444294413132653,,12090.0,5.890865504085601,72291.0,49.844861823597554,-1.0,-29.42658567530849,432.71294177472663,108900.0,200.0,-4450.0,0.18,-3.93,10.26,-1.0,-3.925893250992501,1.1744541260738615,35622957900.0,1.205485642722418,,,,,,,OK,-,0.0070577856197617805,1.0,0.6,VALID
2024-03-11,112750.0,117100.0,111400.0,116400.0,362739,229549,115100.0,0.026907807675341955,3.3588341326926203,3.2344419769030996,,21316.0,10.236609951352571,94000.0,69.34761599126516,-1.0,-45.826861730725575,408.58629053741436,109250.0,-3050.0,-7150.0,-2.72,-6.14,3.7199999999999998,-1.0,-6.142611683848797,1.2855683970593526,42222819600.0,1.3487692506505646,,,,,,,OK,-,-0.0038659793814432852,-1.0,0.6,VALID
2024-03-12,117950.0,120000.0,116600.0,119850.0,369891,229075,118350.0,0.029639175257731853,3.3903450312830596,3.1345368881614113,,26669.0,13.175992806537357,96092.0,72.25886015505742,1.0,-21.695806527413485,718.7051792828685,110000.0,-4800.0,-9850.0,-4.18,-8.22,-4.590000000000001,-1.0,-8.218606591572799,1.23958982285063,44331436350.0,1.3314999852382268,,,,,,,OK,-,-0.06132665832290363,-1.0,0.55,VALID
2024-03-13,121200.0,121950.0,118600.0,118800.0,341890,226877,120550.0,-0.008760951188986232,3.273093631485839,3.0488024646907013,,14873.0,7.01543367106281,84638.0,59.50407412875512,1.0,-32.6805313254388,208.26728700623045,111000.0,-5300.0,-7800.0,-4.56,-6.57,-0.8700000000000001,-1.0,-6.565656565656567,1.1030593774001076,40616532000.0,1.1675962404999678,,,,,,,OK,-,-0.05555555555555558,-1.0,0.55,VALID
2024-03-14,119500.0,119800.0,111150.0,112100.0,433149,210848,115800.0,-0.056397306397306446,3.6000804776528996,3.099924417120784,,-4795.0,-2.223582495142434,74396.0,54.52173658136195,1.0,18.451256163226027,917.4982381959126,112250.0,2700.0,150.0,2.46,0.13,4.11,1.0,0.13380909901873325,1.3146602483944203,48556002900.0,1.3120972559719577,,,,,,,OK,-,-0.003122212310437078,-1.0,0.55,VALID
2024-03-15,112300.0,115200.0,112100.0,115050.0,322636,206667,113500.0,0.026315789473684292,3.5866411143831587,2.7702628116107935,,-10656.0,-4.903300617053878,68439.0,49.51167636079521,-1.0,2.6607355365063645,456.7297073440089,112250.0,-2100.0,-2800.0,-1.84,-2.43,1.5,-1.0,-2.4337244676227727,0.9414251457937347,37119271800.0,0.9620546425592935,,,,,,,OK,-,-0.059973924380704036,-1.0,0.5,VALID
2024-03-18,114700.0,119000.0,114550.0,116900.0,333726,205503,117100.0,0.016079965232507654,3.537450019958132,2.7716299616656896,,-24046.0,-10.475323351441304,56596.0,38.00761549154842,-1.0,-7.998312836502275,402.07010681510457,112550.0,-3200.0,-4350.0,-2.76,-3.72,2.4199999999999995,-1.0,-3.721129170230967,0.9372403973342545,39012569400.0,0.9700020938295549,,,,,,,OK,-,-0.06415739948674082,-1.0,0.5,VALID
2024-03-19,116150.0,118200.0,114100.0,114950.0,258624,202175,116050.0,-0.01668092386655262,3.520076024257607,2.772968842322116,,-26900.0,-11.742878969769727,29020.0,16.759550691576912,1.0,-30.081023869193903,149.29056138186306,112550.0,-1450.0,-2400.0,-1.27,-2.09,6.130000000000001,-1.0,-2.0878642888212267,0.7108628788649238,29728828800.0,0.721151217949376,,,,,,,OK,-,-0.05698129621574599,-1.0,0.5,VALID
2024-03-20,114450.0,117550.0,113700.0,117200.0,250314,204597,115800.0,0.01957372770769905,3.4413653623057905,2.7699767068794525,,-22280.0,-9.82029910480128,38954.0,23.51684043394529,1.0,-26.785223317441286,-22.8706653766277,112550.0,-3650.0,-4650.0,-3.14,-3.97,2.6,-1.0,-3.967576791808874,0.6951123808614024,29336800800.0,0.713468244327016,,,,,,,OK,-,-0.08105802047781574,-1.0,0.45,VALID
2024-03-21,118000.0,118850.0,116300.0,117350.0,223038,208023,117500.0,0.0012798634812287712,3.446732695681239,2.7663836995458846,,-2825.0,-1.3398277432083776,42010.0,25.305247179437757,-1.0,-48.50778831302854,86.70829915116609,112550.0,-3850.0,-4800.0,-3.31,-4.09,-4.22,-1.0,-4.090328078397955,0.6105865888753105,26173509300.0,0.6255020656170452,,,,,,,OK,-,-0.07498934810396252,-1.0,0.45,VALID
2024-03-22,117200.0,117350.0,113050.0,114350.0,243895,200633,115000.0,-0.02556455048998718,3.4427449915169723,2.785127064995857,,-6034.0,-2.9196727102053064,26849.0,15.449638631864843,1.0,-24.405522012422665,18.326702891519496,112550.0,-950.0,-1800.0,-0.84,-1.57,0.8600000000000001,-1.0,-1.5741145605596851,0.6642499166947075,27889393250.0,0.6610533918629,,,,,,,OK,-,-0.04547442063839091,-1.0,0.5,VALID
2024-03-25,114650.0,114800.0,107200.0,107400.0,323927,206188,111200.0,-0.060778312199387896,3.756561260390804,2.8695380193882305,,685.0,0.33332846722432274,26586.0,14.802730481843188,-1.0,-2.936241107974802,50.52020166817685,112450.0,5950.0,5050.0,5.59,4.7,8.42,1.0,4.702048417132216,0.8693467815447077,34789759800.0,0.8123127776970287,,,,,,,OK,-,0.027932960893854775,1.0,0.55,VALID
2024-03-26,107900.0,109600.0,106550.0,108400.0,265201,200797,107850.0,0.009310986964618184,3.6448594705784036,2.842722829176424,,-1378.0,-0.6815877333992828,8818.0,4.593210715755369,1.0,2.5430741153180003,7.708522018836739,110500.0,3250.0,2100.0,3.03,1.94,4.029999999999999,1.0,1.9372693726937271,0.7099313588374944,28747788400.0,0.669293323161403,,,,,,,OK,-,0.011070110701107083,1.0,0.5,VALID
2024-03-27,109350.0,109400.0,105800.0,108400.0,284502,201977,107550.0,0.0,3.6353265601606086,2.832113705034886,,-2620.0,-1.280566186209964,11915.0,6.269006955625006,1.0,13.65804549485845,-24.47197120132525,109750.0,2550.0,1350.0,2.38,1.25,5.220000000000001,1.0,1.2453874538745386,0.7711135573955843,30840016800.0,0.7263249385747522,,,,,,,OK,-,0.013837638376383854,1.0,0.55,VALID
2024-03-28,108800.0,109600.0,107000.0,108500.0,199520,199818,108350.0,0.0009225092250921829,2.7138167427531537,2.782863595792848,,-8205.0,-3.944275392624854,-9592.0,-4.580488037820543,1.0,-10.544391538661568,-66.20378682909808,109750.0,2350.0,1250.0,2.19,1.15,5.24,1.0,1.1520737327188941,0.571023886296643,21647920000.0,0.5408708229122537,,,,,,,OK,-,0.06820276497695854,1.0,0.55,VALID
2024-03-29,108900.0,109700.0,106350.0,107050.0,204922,196813,107900.0,-0.013364055299539213,2.7165496467515817,2.7831092937311697,,-3820.0,-1.9039739225351762,-8420.0,-4.10265405660883,1.0,-15.979417372229854,-53.982686412988556,109750.0,4450.0,2700.0,4.23,2.52,4.09,1.0,2.5221858944418494,0.6073782158098189,21936900100.0,0.5703614931602399,,,,,,,OK,-,0.04110228865016352,1.0,0.55,VALID
2024-04-01,107100.0,112850.0,106000.0,112600.0,273984,200099,109750.0,0.051844932274637934,2.985098158610889,2.859398745610513,,-6089.0,-2.953130153064194,-8134.0,-3.9062012265106874,-1.0,-15.41797997697012,-59.081948410375276,109750.0,-150.0,-2850.0,-0.14,-2.53,-7.23,-1.0,-2.5310834813499112,0.8626499256629411,30850598400.0,0.8553756173271566,,,,,,,OK,-,-0.001776198934280604,-1.0,0.55,VALID
2024-04-02,112800.0,112950.0,110500.0,111000.0,186425,191181,111550.0,-0.014209591474245165,2.766925562373559,2.8635720523242014,,-9616.0,-4.788916169066271,-11225.0,-5.545784215882929,-1.0,-29.704262050293927,-60.53470003831685,110750.0,750.0,-250.0,0.68,-0.23,-2.17,-1.0,-0.22522522522522523,0.6146355970034598,20693175000.0,0.6003816295454325,,,,,,,OK,-,0.02612612612612608,1.0,0.6,VALID
2024-04-03,111550.0,113650.0,110700.0,111800.0,199227,183070,112300.0,0.007207207207207134,2.7249714574609833,2.8639681066514577,,-18907.0,-9.360966842759325,-28934.0,-13.647855700835834,-1.0,-29.97342725182951,-60.77143003414314,111050.0,550.0,-750.0,0.5,-0.67,-1.92,-1.0,-0.6708407871198568,0.6920534580528109,22273578600.0,0.6814499473647054,,,,,,,OK,-,0.0022361359570661765,1.0,0.55,VALID
2024-04-08,112500.0,115350.0,112050.0,113500.0,178332,183798,113650.0,0.015205724508050134,2.7399117548883747,2.8608951908776827,,-16020.0,-8.017295739122602,-31845.0,-14.767462890054395,-1.0,-10.61948676824378,-51.23237173789984,111850.0,-1500.0,-1650.0,-1.32,-1.45,-2.5999999999999996,-1.0,-1.4537444933920705,0.6403055105942032,20240682000.0,0.6398894989042618,,,,,,,OK,-,-0.01585903083700435,-1.0,0.5,VALID
2024-04-09,114000.0,114850.0,112050.0,114150.0,159011,184198,113650.0,0.005726872246696102,2.7418127923325795,2.753860930822202,,-12615.0,-6.4096375747537,-33125.0,-15.24228912724378,-1.0,-22.404134255960805,-49.40370504718812,112000.0,-1000.0,-2150.0,-0.88,-1.88,-4.4,-1.0,-1.8834866403854578,0.5873033431684448,18151105650.0,0.5901275874354209,,,,,,,OK,-,-0.05081033727551465,-1.0,0.45,VALID
2024-04-10,114850.0,117350.0,114650.0,115950.0,180964,184304,116050.0,0.01576872536136653,2.696744893434823,2.7458531405732987,,-15795.0,-7.893592671627545,-45245.0,-19.710388631621136,-1.0,-33.95088764307405,-50.11178836573955,113250.0,-1250.0,-2700.0,-1.09,-2.33,0.19999999999999973,-1.0,-2.3285899094437257,0.6916026934302636,20982775800.0,0.7065875426322268,,,,,,,OK,-,-0.07632600258732214,-1.0,0.4,VALID
2024-04-11,115600.0,115700.0,107800.0,112500.0,195122,180154,112750.0,-0.02975420439844756,2.6819676109785804,2.7691391671316974,,-11027.0,-5.767832577505087,-48921.0,-21.355887809669323,-1.0,4.665146841893519,-47.24878410126227,113250.0,1250.0,750.0,1.12,0.67,0.9,1.0,0.6666666666666667,0.7714757742997848,21951225000.0,0.7681451920582982,,,,,,,OK,-,-0.06666666666666665,-1.0,0.4,VALID
2024-04-12,111050.0,113400.0,110550.0,112200.0,126606,178440,112350.0,-0.002666666666666706,2.678314480186478,2.762767931770908,,-4630.0,-2.5290872343912163,-48437.0,-21.34945366872799,-1.0,-36.45138460148474,-62.968791131650526,112750.0,1150.0,550.0,1.03,0.49,1.1600000000000001,1.0,0.49019607843137253,0.5228277197057685,14205193200.0,0.5211699557880167,,,,,,,OK,-,-0.08199643493761144,-1.0,0.4,VALID
2024-04-15,113200.0,113900.0,111500.0,111750.0,107237,179104,112400.0,-0.004010695187165791,2.3609191012040416,2.758783411378202,,-4694.0,-2.5538906843382407,-31744.0,-15.05539535589619,1.0,-39.86665320862212,-75.24246852699649,112750.0,1500.0,1000.0,1.35,0.89,2.34,1.0,0.8948545861297539,0.4747927538506597,11983734750.0,0.4712858522738845,,,,,,,OK,-,-0.06935123042505598,-1.0,0.45,VALID
2024-04-16,111400.0,111650.0,106850.0,108150.0,176355,179955,109100.0,-0.03221476510067112,2.3816604780190027,2.6511639379672705,,-4243.0,-2.3034994951085244,-26712.0,-12.925140443321867,1.0,10.907421499141567,-45.33932977101129,111500.0,5300.0,3350.0,4.99,3.1,4.98,1.0,3.0975496994914473,0.8069446058643786,19072793250.0,0.7776745621599443,,,,,,,OK,-,-0.015718908922792374,-1.0,0.5,VALID
2024-04-17,108400.0,109950.0,108150.0,109400.0,98410,175021,109200.0,0.0115580212667592,2.364864936441664,2.6433394540926374,,-9283.0,-5.0367870474867615,-30482.0,-14.832873486031833,1.0,-45.61901814725581,-70.51173717360949,111500.0,2900.0,2100.0,2.67,1.92,4.25,1.0,1.9195612431444242,0.4759145916835606,10766054000.0,0.4657989578096531,,,,,,,OK,-,-0.031078610603290646,-1.0,0.45,VALID
2024-04-18,109900.0,111850.0,108250.0,108400.0,131581,174354,110050.0,-0.009140767824497242,2.3479273796525777,2.6435974068175483,,-5800.0,-3.2194677886696934,-27821.0,-13.760850748114256,1.0,-32.56475435881141,-49.12266456322693,111500.0,4000.0,3100.0,3.72,2.86,2.19,1.0,2.859778597785978,0.6564979607456319,14263380400.0,0.6384734028661326,,,,,,,OK,-,-0.01568265682656822,-1.0,0.5,VALID
2024-04-19,108200.0,110500.0,106100.0,107700.0,172997,176344,108150.0,-0.0064575645756457245,2.289584847882308,2.6320104264140967,,-2096.0,-1.174624523649406,-28253.0,-13.809097885110729,1.0,36.64202328483641,-30.888004666139324,111400.0,4500.0,3700.0,4.21,3.44,2.95,1.0,3.4354688950789227,0.8801105804353622,18631776900.0,0.8544896131106707,,,,,,,OK,-,-0.0120705663881151,-1.0,0.5,VALID
2024-04-22,108600.0,110300.0,107650.0,108550.0,134200,177912,109000.0,0.00789229340761377,2.3022988854035926,2.61456340416559,,-1192.0,-0.6655351080936216,-30111.0,-14.474841724232418,1.0,25.143374022025977,-39.83088083644939,111400.0,3700.0,2850.0,3.44,2.63,1.7399999999999998,1.0,2.62551819438047,0.6985184849748257,14567410000.0,0.6863564570127514,,,,,,,OK,-,-0.02210962690004603,-1.0,0.45,VALID
2024-04-23,108650.0,110500.0,107100.0,109150.0,139477,176631,108950.0,0.005527406725011508,2.250834422344371,2.6143092653320226,,-3324.0,-1.8471284487788613,-24002.0,-11.963136672431753,-1.0,-20.9112301891072,-42.812685786916504,111250.0,3050.0,2100.0,2.82,1.92,-1.1800000000000002,1.0,1.9239578561612463,0.7462653825575174,15223914550.0,0.7393483845717518,,,,,,,OK,-,-0.014200641319285334,-1.0,0.45,VALID
2024-04-24,109800.0,112000.0,109250.0,110400.0,179713,178807,110550.0,0.011452130096197832,1.7922172703267236,2.6133047061660553,,3786.0,2.1631689911496337,-27381.0,-13.279628300386056,1.0,82.61660400365815,-44.52052468611755,111250.0,1800.0,850.0,1.64,0.77,-1.15,1.0,0.7699275362318841,1.0001318943309367,19840315200.0,0.9998386525928779,,,,,,,OK,-,-0.03804347826086951,-1.0,0.4,VALID
2024-04-25,110500.0,112650.0,108400.0,109600.0,158133,176148,110900.0,-0.007246376811594235,1.7926241343026121,2.606473750863697,,1794.0,1.0289411197907705,-24649.0,-12.275581806501092,1.0,20.17920520439882,-40.37239678583414,111750.0,3050.0,2150.0,2.81,1.96,-0.8999999999999999,1.0,1.9616788321167884,0.9070593033333927,17331376800.0,0.8992709952065493,,,,,,,OK,-,-0.041970802919708006,-1.0,0.4,VALID
2024-04-26,109800.0,110700.0,108800.0,109900.0,98463,172606,109700.0,0.0027372262773721623,1.793104754627048,2.5937229962501682,,-3738.0,-2.1197205462051447,-29371.0,-14.541754754254196,-1.0,-43.083984115331475,-65.39110445620769,111250.0,2050.0,1350.0,1.88,1.23,-2.21,1.0,1.2283894449499546,0.5966226949061086,10821083700.0,0.592230295313648,,,,,,,OK,-,-0.0427661510464058,-1.0,0.4,VALID
2024-04-29,109700.0,117150.0,109400.0,115900.0,287181,193148,113900.0,0.05459508644222022,2.158777459839999,2.682527391610533,,15236.0,8.563784342821169,-6670.0,-3.338037614228948,1.0,113.99478390462,43.93594627105053,111250.0,-3400.0,-4650.0,-2.97,-4.01,-6.64,-1.0,-4.012079378774805,1.695113241292196,33284277900.0,1.7654100633249064,,,,,,,OK,-,-0.08541846419327004,-1.0,0.4,VALID
2024-04-30,116000.0,117200.0,110550.0,111450.0,242267,179848,113250.0,-0.0383951682484901,2.32777484780667,2.729622497558985,,3217.0,1.8213110948814195,-16965.0,-8.619857428117045,1.0,73.69673853036703,18.224007183220927,111750.0,850.0,300.0,0.77,0.27,-1.65,1.0,0.2691790040376851,1.4144149272335313,27000657150.0,1.4131471601052505,,,,,,,OK,-,-0.05921938088829071,-1.0,0.4,VALID
2024-05-06,112000.0,113000.0,110850.0,112400.0,117124,185096,112000.0,0.008524001794526725,2.023923661123372,2.728408676146644,,6289.0,3.5172001096153953,-15003.0,-7.497788594645651,1.0,-34.827196696955696,-57.251518336837194,111750.0,500.0,-650.0,0.45,-0.58,-1.35,-1.0,-0.5782918149466192,0.7166122383425237,13164737600.0,0.7224455911000949,,,,,,,OK,-,-0.08629893238434161,-1.0,0.35,VALID
2024-05-07,113000.0,115250.0,112500.0,113900.0,151842,189460,113900.0,0.013345195729537407,2.0151194632436678,2.7286998667570783,,13312.0,7.557281377023867,-1721.0,-0.9001940569408049,1.0,-3.978296750203947,-18.55062357516427,111850.0,-450.0,-2050.0,-0.4,-1.8,-3.76,-1.0,-1.7998244073748904,0.9389649877776616,17294803800.0,0.9580258593819159,,,,,,,OK,-,-0.10579455662862158,-1.0,0.3,VALID
2024-05-08,114000.0,114500.0,111400.0,112050.0,118354,190964,112550.0,-0.016242317822651398,2.0480097880759214,2.735114960947332,,18358.0,10.635783228856472,7894.0,4.312011798765499,1.0,20.201497009028778,-40.59339346574511,111850.0,150.0,-200.0,0.13,-0.18,-1.41,-1.0,-0.178491744756805,0.750651128998858,13261565700.0,0.7534148686768847,,,,,,,OK,-,-0.10932619366354301,-1.0,0.3,VALID
2024-05-09,112500.0,113450.0,110050.0,111700.0,136072,193390,111850.0,-0.0031236055332440893,2.0186460048050203,2.7229024137174225,,242.0,0.1252925217967569,9592.0,5.218772783164126,-1.0,-52.61803531570681,-23.69737343830608,111500.0,500.0,-200.0,0.45,-0.18,3.8299999999999996,-1.0,-0.17905102954341987,0.8747491650083619,15199242400.0,0.8760435299917698,,0.3986754966887417,0.393177711056793,0.7026304870965064,0.0,0.0,OK,-,-0.09444941808415397,-1.0,0.35,VALID
2024-05-10,111900.0,112500.0,107200.0,108350.0,202809,195326,109450.0,-0.02999104744852288,2.1153497898141684,2.7545020360005488,,15478.0,8.606156309772697,11128.0,6.041325095820802,-1.0,-16.28698914833634,27.544006389495056,111100.0,4100.0,2750.0,3.83,2.54,2.27,1.0,2.5380710659898478,1.2856733970288188,21974355150.0,1.2527400364653396,0.0615484115064979,0.3999999999999999,0.3966705777375155,0.7026304870965064,0.0,0.0,OK,-,-0.07660359944623907,-1.0,0.35,VALID
