date,warehouse_stock,basis_spot_main,spread_near1_near3,hv_20d,oi_main,state_id,proba_max,close
2025-12-08,13120.0,-2090.0,260.0,0.6672721562270746,593129.0,3,1.0,94840.0
2025-12-09,12920.0,-50.0,40.0,0.6078397926052221,575421.0,3,1.0,92800.0
2025-12-10,13680.0,-3280.0,-40.0,0.5395522217346783,605453.0,3,1.0,95980.0
2025-12-11,14750.0,-5380.0,100.0,0.5010932445343959,634283.0,3,1.0,98880.0
2025-12-12,15050.0,-3220.0,-320.0,0.414843997875995,636384.0,3,1.0,97720.0
2025-12-15,15260.0,-5910.0,20.0,0.4630439318425782,662185.0,3,1.0,101060.0
2025-12-16,15286.0,-4750.0,-160.0,0.4890264414096471,666027.0,3,1.0,100600.0
2025-12-17,15636.0,-11570.0,40.0,0.645312159608747,668589.0,3,1.0,108620.0
2025-12-18,15636.0,-8610.0,60.0,0.7241415919430352,672711.0,3,1.0,106160.0
2025-12-19,15511.0,-13750.0,-220.0,0.8420635669079394,668829.0,3,1.0,111400.0
2025-12-22,16411.0,-15380.0,-540.0,0.9587647323666508,671889.0,3,1.0,114380.0
2025-12-23,16651.0,-20860.0,-160.0,1.1688055159909667,671573.0,3,1.0,120360.0
2025-12-24,17101.0,-23220.0,-680.0,1.3896568132720115,647366.0,3,1.0,124720.0
2025-12-25,17101.0,-18620.0,-340.0,1.534692334851113,607187.0,3,1.0,123520.0
2025-12-26,17861.0,-18620.0,-1260.0,1.7292700006376391,577035.0,3,1.0,130520.0
2025-12-29,18191.0,-820.0,160.0,1.766942153480341,512345.0,3,1.0,118820.0
2025-12-30,19491.0,-3580.0,-100.0,1.8064847888278923,511309.0,3,1.0,121580.0
2025-12-31,20281.0,-3080.0,-860.0,1.800118615099568,490194.0,3,1.0,121580.0
2026-01-05,20281.0,-10480.0,-820.0,1.8355663897823915,515292.0,3,1.0,129980.0
2026-01-06,23141.0,-10440.0,-1100.0,1.88697262072568,534999.0,3,1.0,137940.0
2026-01-07,25180.0,-8800.0,-1120.0,1.962930722470424,506520.0,3,1.0,142300.0
2026-01-08,25770.0,-6500.0,-1240.0,1.9788450023456667,514467.0,3,1.0,145000.0
2026-01-09,25360.0,-3420.0,-900.0,1.96766679708945,510874.0,3,1.0,143420.0
2026-01-12,25970.0,-4060.0,360.0,2.05820017222708,506702.0,3,0.9999,156060.0
2026-01-13,26898.0,-7480.0,80.0,2.1694712108492427,460281.0,3,1.0,166980.0
2026-01-14,27158.0,1060.0,-960.0,2.1990717173152583,452583.0,0,1.0,161940.0
2026-01-15,27205.0,-4220.0,-1120.0,2.166697110858988,443942.0,0,1.0,163220.0
2026-01-16,27458.0,11800.0,280.0,2.08171417247578,416133.0,3,1.0,146200.0
2026-01-19,27698.0,3740.0,-240.0,1.934005896359683,411331.0,3,1.0,147260.0
2026-01-20,27681.0,-8000.0,-760.0,1.882019361341779,415351.0,3,1.0,160500.0
2026-01-21,28656.0,-8240.0,-800.0,1.8625117296524307,427928.0,3,1.0,166740.0
2026-01-22,28886.0,-4280.0,-40.0,1.8765106048283624,436686.0,3,1.0,168780.0
2026-01-23,28156.0,-10520.0,-240.0,1.981621345017271,438728.0,3,1.0,181520.0
2026-01-26,28646.0,15820.0,-1140.0,1.9342601208591468,416719.0,0,1.0,165680.0
2026-01-27,29166.0,-7100.0,200.0,1.9918050673977912,422433.0,3,1.0,179600.0
2026-01-28,29966.0,5720.0,-80.0,1.825667417118878,410985.0,3,1.0,166280.0
2026-01-29,30211.0,3180.0,-940.0,1.6399829894062847,402347.0,3,1.0,164820.0
2026-01-30,30631.0,12300.0,-80.0,1.3926402212086535,372601.0,3,1.0,148200.0
2026-02-02,32241.0,23060.0,460.0,1.3619586303859317,347698.0,3,1.0,132440.0
2026-02-03,33084.0,5400.0,20.0,1.2982581794202568,355770.0,3,1.0,148100.0
2026-02-04,34114.0,5780.0,-740.0,1.2700571040190023,359912.0,3,1.0,147220.0
2026-02-05,33787.0,11220.0,-300.0,1.375609374543754,329777.0,3,1.0,132780.0
2026-02-06,33777.0,1580.0,-780.0,1.4612006256127046,328575.0,3,0.9948,132920.0
2026-02-09,34597.0,-1500.0,100.0,1.5309126626435736,344071.0,3,0.9998,137000.0
2026-02-10,35537.0,-1340.0,-920.0,1.5625546272032151,345989.0,3,0.9992,137340.0
2026-02-11,35527.0,-12260.0,20.0,1.552316764596308,356531.0,3,1.0,150260.0
2026-02-12,37282.0,-6920.0,320.0,1.5363345522729517,353975.0,3,1.0,149420.0
2026-02-13,38759.0,-8890.0,-1420.0,1.528691401746029,342226.0,3,0.9887,152640.0
2026-02-24,38855.0,-12120.0,-620.0,1.5419540004624146,365180.0,3,1.0,164120.0
2026-02-25,38525.0,-4730.0,-1100.0,1.560369861807915,377037.0,3,0.9999,166480.0
2026-02-26,38451.0,-660.0,-820.0,1.5930741392797392,375204.0,3,1.0,173660.0
2026-02-27,38461.0,-4040.0,-220.0,1.6298165614017217,381552.0,3,1.0,176040.0
2026-03-02,38196.0,480.0,-1160.0,1.571862336778362,378336.0,3,1.0,172020.0
2026-03-03,37755.0,10140.0,-1060.0,1.5505274992535314,339604.0,3,1.0,150860.0
2026-03-04,37155.0,940.0,-340.0,1.439043025062562,339011.0,3,0.9997,153060.0
2026-03-05,36840.0,140.0,-420.0,1.4054444816445806,332374.0,3,0.9978,155860.0
2026-03-06,36330.0,-910.0,-240.0,1.377036166814137,333903.0,3,0.9957,156160.0
2026-03-09,36861.0,-6310.0,180.0,1.3916318742052551,330671.0,3,0.9994,161060.0
2026-03-10,37019.0,-4500.0,-640.0,1.316567882295124,332517.0,3,0.7827,163000.0
2026-03-11,36739.0,3960.0,1360.0,1.3103831707243585,330436.0,3,0.6568,155040.0
2026-03-12,36455.0,1020.0,-340.0,1.3019713279352183,325382.0,3,0.9887,156980.0
2026-03-13,36403.0,6920.0,-20.0,1.1824257116512118,316964.0,3,1.0,152080.0
2026-03-16,36393.0,-3120.0,320.0,1.0371388542188626,310683.0,1,0.7875,159620.0
2026-03-17,36465.0,2680.0,860.0,0.9135468154627272,308842.0,1,0.8509,155320.0
2026-03-18,35769.0,5380.0,-160.0,0.7846767625187185,307422.0,1,0.7513,150120.0
2026-03-19,34740.0,9900.0,-500.0,0.8485100333679887,282745.0,1,0.9994,142600.0
2026-03-20,34318.0,5140.0,1680.0,0.8898331515791013,276578.0,1,0.9362,143860.0
