date,warehouse_stock,basis_spot_main,spread_near1_near3,hv_20d,oi_main
2025-04-24,31555.0,1600.0,,0.4494565254079182,212456
2025-04-25,31795.0,1620.0,,0.4391940828343462,217370
2025-04-28,32847.0,1890.0,,0.4472394167821818,246197
2025-04-29,33477.0,1990.0,,0.45253261356223473,249047
2025-04-30,33477.0,1990.0,,0.4414989456287814,244729
2025-05-06,35236.0,1840.0,,0.45180162666466755,256291
2025-05-07,36244.0,2490.0,,0.4756820654402301,276900
2025-05-08,36241.0,970.0,,0.5130470370611768,267396
2025-05-09,36351.0,2230.0,,0.5759120565970268,290303
2025-05-12,36194.0,560.0,,0.603180088250376,284331
2025-05-13,36444.0,1380.0,,0.628942271836351,294226
2025-05-14,36716.0,-500.0,,0.6187720005427105,276956
2025-05-15,36664.0,680.0,,0.6060850870622796,289360
2025-05-16,36624.0,2700.0,,0.6247370560013803,328741
2025-05-19,36684.0,2520.0,,0.6451462388236537,335807
2025-05-20,36545.0,2390.0,,0.651341592973141,339673
2025-05-21,36393.0,1950.0,,0.6377901642330313,329205
2025-05-22,35863.0,910.0,,0.6143736277686883,312662
2025-05-23,35773.0,2090.0,,0.6183070916873902,318506
2025-05-26,34979.0,2400.0,,0.6022970182759307,326472
2025-05-27,34154.0,1080.0,,0.5682213151243116,293695
2025-05-28,33854.0,1120.0,,0.5279662361197848,283607
2025-05-29,33884.0,2040.0,,0.5318624520125027,287506
2025-05-30,33457.0,900.0,,0.5138758171478551,261009
2025-06-03,33397.0,360.0,,0.48694538672679955,259658
2025-06-04,33461.0,-830.0,,0.4525037290590144,245650
2025-06-05,33321.0,100.0,,0.44153186006186323,231588
2025-06-06,33309.0,-240.0,,0.4181323790546508,218416
2025-06-09,33119.0,-450.0,,0.4094204594337684,212689
2025-06-10,32947.0,-410.0,,0.3782719022356275,194731
2025-06-11,32837.0,-1240.0,,0.3604790154419008,216554
2025-06-12,32383.0,170.0,,0.271543667406523,238580
2025-06-13,32118.0,850.0,,0.20002754859626778,266931
2025-06-16,32043.0,720.0,,0.19365944649471906,300422
2025-06-17,31713.0,590.0,-200.0,0.19371000762513851,307335
2025-06-18,29967.0,570.0,40.0,0.1953460114115397,306885
2025-06-19,29957.0,390.0,-20.0,0.19222665996481578,307261
2025-06-20,27793.0,1500.0,-60.0,0.18044071790637226,354347
2025-06-23,26779.0,830.0,-140.0,0.18555407261070292,356954
2025-06-24,22375.0,-800.0,-60.0,0.18839889007265587,343564
2025-06-25,22370.0,-680.0,-20.0,0.18785510968639185,350406
2025-06-26,22590.0,-900.0,-140.0,0.20271892465909738,345216
2025-06-27,21998.0,-2150.0,80.0,0.2509015153622617,341448
2025-06-30,22628.0,-960.0,20.0,0.26794523175342794,330824
2025-07-01,22940.0,-1480.0,100.0,0.29270957495833316,326676
2025-07-02,23180.0,-2310.0,-80.0,0.344631620392021,325574
2025-07-03,22880.0,-1980.0,0.0,0.3855482960849108,334057
2025-07-04,21036.0,-980.0,-120.0,0.4034551701616607,325288
2025-07-07,15555.0,-1110.0,-80.0,0.4252340313441728,322534
2025-07-08,12655.0,-980.0,-20.0,0.4466769853848328,338034
2025-07-09,13281.0,-1100.0,-200.0,0.47512468583843676,326895
2025-07-10,13191.0,-530.0,-220.0,0.49054536572930457,323683
2025-07-11,11603.0,-530.0,-100.0,0.49368510678941835,322860
2025-07-14,11204.0,-1830.0,-120.0,0.5303542055136713,356161
2025-07-15,11203.0,-1760.0,-40.0,0.5569521817412364,342146
2025-07-16,10655.0,-1470.0,-160.0,0.5655002106642232,340618
2025-07-17,10239.0,-3010.0,60.0,0.5951029678851827,363676
2025-07-18,10239.0,-3310.0,-80.0,0.6248319107211473,377305
2025-07-21,9969.0,-3280.0,320.0,0.6636796365782262,381185
2025-07-22,10089.0,-3780.0,220.0,0.7479733351492208,411638
2025-07-23,10754.0,1070.0,100.0,0.7358065283321056,362054
2025-07-24,11654.0,-6130.0,360.0,0.8781536171044417,436727
2025-07-25,11996.0,-7620.0,580.0,1.090520622551864,491088
2025-07-28,12276.0,780.0,80.0,1.093686371161553,378472
2025-07-29,12276.0,2310.0,180.0,1.0694606856488853,300620
2025-07-30,13131.0,2350.0,100.0,1.0517794394164872,272753
2025-07-31,5545.0,3720.0,20.0,1.024729869541296,229368
2025-08-01,6605.0,2430.0,140.0,0.9812863766260311,216103
2025-08-04,12603.0,2430.0,-80.0,0.9378749862301725,207770
2025-08-05,14443.0,3360.0,-300.0,0.8953714411801559,232062
2025-08-06,15023.0,1330.0,20.0,0.85300928331419,257770
2025-08-07,16443.0,-1200.0,220.0,0.807207000722079,289832
2025-08-08,18829.0,-5060.0,600.0,0.8057085282932849,320706
2025-08-11,19389.0,-6500.0,20.0,0.9013434725908803,317676
2025-08-12,20829.0,-4520.0,620.0,0.995405524324785,356998
2025-08-13,21679.0,-4100.0,860.0,1.10044853554667,392675
2025-08-14,21939.0,-3300.0,520.0,1.1904825394408203,389177
2025-08-15,23485.0,-4200.0,800.0,1.2977503237808672,401139
2025-08-18,23555.0,-4640.0,780.0,1.4237709329902786,421106
2025-08-19,23615.0,-1840.0,860.0,1.5053756098797881,414097
2025-08-20,24045.0,4720.0,-40.0,1.4779108304650999,395102
2025-08-21,24320.0,2440.0,480.0,1.5003067138911625,390069
2025-08-22,24990.0,4940.0,340.0,1.4946777772274435,362254
2025-08-25,25630.0,3120.0,280.0,1.485348189278877,368667
2025-08-26,26690.0,2680.0,440.0,1.4510459897493329,349496
2025-08-27,27477.0,2740.0,360.0,1.4072720753713266,351322
2025-08-28,28957.0,1860.0,200.0,1.3166734926895398,347063
2025-08-29,29887.0,2470.0,340.0,1.226488841660451,346605
2025-09-01,31197.0,2790.0,480.0,1.1318270020810564,339133
2025-09-02,32007.0,4880.0,220.0,1.0299136025576323,348109
2025-09-03,34118.0,4020.0,280.0,0.9806584957978149,346048
2025-09-04,34948.0,1580.0,100.0,0.9618321177171331,353674
2025-09-05,36631.0,490.0,-20.0,0.9879434649491048,364002
2025-09-08,37451.0,-200.0,40.0,1.012156245541814,364137
2025-09-09,38101.0,1700.0,-20.0,1.0464417454327055,351340
2025-09-10,38101.0,2730.0,160.0,1.0784261829027453,340814
2025-09-11,38391.0,1850.0,260.0,1.0828585742089083,323456
2025-09-12,38625.0,1290.0,160.0,1.0398108879041352,309402
2025-09-15,38963.0,-230.0,220.0,0.899814883558626,309446
2025-09-16,38824.0,-330.0,280.0,0.7463384764580483,300437
2025-09-17,39234.0,-490.0,0.0,0.7022370715569916,294624
2025-09-18,39354.0,570.0,260.0,0.6093149677751454,281411
2025-09-19,39484.0,-460.0,100.0,0.5722227935284117,281264
2025-09-22,38909.0,430.0,320.0,0.519643723704063,271624
2025-09-23,39449.0,190.0,200.0,0.4613865925828691,255907
2025-09-24,39749.0,970.0,180.0,0.39236896190936627,260654
2025-09-25,40309.0,-290.0,260.0,0.32339020162085547,261141
2025-09-26,40329.0,720.0,100.0,0.2618452635821201,248640
2025-09-29,41119.0,-370.0,440.0,0.235874281472359,251749
2025-09-30,41709.0,750.0,180.0,0.23535693759568044,231964
2025-10-09,42379.0,210.0,60.0,0.22889526446197736,229022
2025-10-10,42669.0,810.0,60.0,0.22870607294850906,221919
2025-10-13,36718.0,820.0,0.0,0.2229296968315689,207463
2025-10-14,35180.0,320.0,100.0,0.20304321310579398,192931
2025-10-15,33076.0,60.0,-40.0,0.2030842254865874,212472
2025-10-16,30456.0,-2080.0,-60.0,0.19914777067108108,233905
2025-10-17,30686.0,-2430.0,40.0,0.20911734931139317,271858
2025-10-20,30705.0,-1940.0,140.0,0.21450544070585395,293283
2025-10-21,29892.0,-1880.0,120.0,0.23817788525808106,310199
2025-10-22,29019.0,-2770.0,20.0,0.2840359349060399,353231
2025-10-23,28759.0,-5140.0,140.0,0.39399387537925923,419147
2025-10-24,28699.0,-4120.0,-40.0,0.45568847301521986,431174
2025-10-27,27739.0,-5350.0,160.0,0.5604309972286113,483478
2025-10-28,27335.0,-3140.0,140.0,0.6297432613667832,488803
2025-10-29,27525.0,-3750.0,160.0,0.7067698109957111,506882
2025-10-30,27641.0,-3400.0,180.0,0.7663562266785632,532871
2025-10-31,27621.0,-230.0,160.0,0.7834594031978581,510440
2025-11-03,27290.0,-1280.0,140.0,0.7991513317870385,525184
2025-11-04,26490.0,2340.0,-60.0,0.7868634273601071,457374
2025-11-05,26830.0,1360.0,240.0,0.7591643989578567,453260
2025-11-06,26420.0,-100.0,280.0,0.7396371791384532,471983
2025-11-07,27332.0,-1900.0,420.0,0.7163039262721652,490951
2025-11-10,27491.0,-6490.0,200.0,0.7405907626514695,534483
2025-11-11,28099.0,-4240.0,240.0,0.7316780698205444,526493
2025-11-12,28287.0,-3280.0,40.0,0.7024950672744379,528966
2025-11-13,27508.0,-3490.0,-100.0,0.7134759163978445,536514
2025-11-14,27170.0,-2210.0,40.0,0.7091724625883414,516778
2025-11-17,26953.0,-9050.0,100.0,0.8328779598675896,562954
2025-11-18,26611.0,-6120.0,260.0,0.8751530949650975,484357
2025-11-19,26766.0,-10400.0,-140.0,1.010283532195146,503132
2025-11-20,26916.0,-7680.0,60.0,1.123158281058326,479602
2025-11-21,26848.0,1280.0,-20.0,1.1092524876488854,411327
2025-11-24,26510.0,1670.0,20.0,1.1056777094662893,365078
2025-11-25,26615.0,-3350.0,-60.0,1.1329383923407559,343199
2025-11-26,27050.0,-3540.0,-160.0,1.1667089014666625,478054
2025-11-27,26781.0,-2520.0,40.0,1.186790127643021,507882
2025-11-28,5441.0,-2670.0,200.0,1.1727095608519422,526998
2025-12-01,8222.0,-2590.0,180.0,1.1655570221440752,543633
2025-12-02,8992.0,-2160.0,-100.0,1.0756137338101377,552239
2025-12-03,9652.0,690.0,180.0,0.9500017208696542,562836
2025-12-04,10422.0,300.0,380.0,0.8221674827911025,560629
2025-12-05,10922.0,1090.0,300.0,0.7042905919113838,560676
2025-12-08,13120.0,-2090.0,260.0,0.6672721562270746,593129
2025-12-09,12920.0,-50.0,40.0,0.6078397926052221,575421
2025-12-10,13680.0,-3280.0,-40.0,0.5395522217346783,605453
2025-12-11,14750.0,-5380.0,100.0,0.5010932445343959,634283
2025-12-12,15050.0,-3220.0,-320.0,0.414843997875995,636384
2025-12-15,15260.0,-5910.0,20.0,0.46304393184257825,662185
2025-12-16,15286.0,-4750.0,-160.0,0.48902644140964713,666027
2025-12-17,15636.0,-11570.0,40.0,0.645312159608747,668589
2025-12-18,15636.0,-8610.0,60.0,0.7241415919430352,672711
2025-12-19,15511.0,-13750.0,-220.0,0.8420635669079394,668829
2025-12-22,16411.0,-15380.0,-540.0,0.9587647323666507,671889
2025-12-23,16651.0,-20860.0,-160.0,1.1688055159909667,671573
2025-12-24,17101.0,-23220.0,-680.0,1.3896568132720117,647366
2025-12-25,17101.0,-18620.0,-340.0,1.534692334851113,607187
2025-12-26,17861.0,-18620.0,-1260.0,1.7292700006376391,577035
2025-12-29,18191.0,-820.0,160.0,1.7669421534803407,512345
2025-12-30,19491.0,-3580.0,-100.0,1.8064847888278923,511309
2025-12-31,20281.0,-3080.0,-860.0,1.800118615099568,490194
2026-01-05,20281.0,-10480.0,-820.0,1.8355663897823915,515292
2026-01-06,23141.0,-10440.0,-1100.0,1.8869726207256798,534999
2026-01-07,25180.0,-8800.0,-1120.0,1.9629307224704238,506520
2026-01-08,25770.0,-6500.0,-1240.0,1.9788450023456667,514467
2026-01-09,25360.0,-3420.0,-900.0,1.96766679708945,510874
2026-01-12,25970.0,-4060.0,360.0,2.05820017222708,506702
2026-01-13,26898.0,-7480.0,80.0,2.1694712108492427,460281
2026-01-14,27158.0,1060.0,-960.0,2.1990717173152583,452583
2026-01-15,27205.0,-4220.0,-1120.0,2.166697110858988,443942
2026-01-16,27458.0,11800.0,280.0,2.08171417247578,416133
2026-01-19,27698.0,3740.0,-240.0,1.934005896359683,411331
2026-01-20,27681.0,-8000.0,-760.0,1.882019361341779,415351
2026-01-21,28656.0,-8240.0,-800.0,1.8625117296524307,427928
2026-01-22,28886.0,-4280.0,-40.0,1.8765106048283626,436686
2026-01-23,28156.0,-10520.0,-240.0,1.981621345017271,438728
2026-01-26,28646.0,15820.0,-1140.0,1.9342601208591468,416719
2026-01-27,29166.0,-7100.0,200.0,1.9918050673977912,422433
2026-01-28,29966.0,5720.0,-80.0,1.825667417118878,410985
2026-01-29,30211.0,3180.0,-940.0,1.6399829894062847,402347
2026-01-30,30631.0,12300.0,-80.0,1.3926402212086537,372601
2026-02-02,32241.0,23060.0,460.0,1.3619586303859317,347698
2026-02-03,33084.0,5400.0,20.0,1.2982581794202568,355770
2026-02-04,34114.0,5780.0,-740.0,1.2700571040190025,359912
2026-02-05,33787.0,11220.0,-300.0,1.375609374543754,329777
2026-02-06,33777.0,1580.0,-780.0,1.4612006256127046,328575
2026-02-09,34597.0,-1500.0,100.0,1.5309126626435736,344071
2026-02-10,35537.0,-1340.0,-920.0,1.5625546272032151,345989
2026-02-11,35527.0,-12260.0,20.0,1.5523167645963079,356531
2026-02-12,37282.0,-6920.0,320.0,1.5363345522729517,353975
2026-02-13,38759.0,-8890.0,-1420.0,1.5286914017460287,342226
2026-02-24,38855.0,-12120.0,-620.0,1.5419540004624146,365180
2026-02-25,38525.0,-4730.0,-1100.0,1.560369861807915,377037
2026-02-26,38451.0,-660.0,-820.0,1.5930741392797392,375204
2026-02-27,38461.0,-4040.0,-220.0,1.6298165614017215,381552
2026-03-02,38196.0,480.0,-1160.0,1.571862336778362,378336
2026-03-03,37755.0,10140.0,-1060.0,1.5505274992535314,339604
2026-03-04,37155.0,940.0,-340.0,1.439043025062562,339011
2026-03-05,36840.0,140.0,-420.0,1.4054444816445806,332374
2026-03-06,36330.0,-910.0,-240.0,1.3770361668141373,333903
2026-03-09,36861.0,-6310.0,180.0,1.3916318742052551,330671
2026-03-10,37019.0,-4500.0,-640.0,1.316567882295124,332517
2026-03-11,36739.0,3960.0,1360.0,1.3103831707243583,330436
2026-03-12,36455.0,1020.0,-340.0,1.3019713279352185,325382
2026-03-13,36403.0,6920.0,-20.0,1.1824257116512118,316964
2026-03-16,36393.0,-3120.0,320.0,1.0371388542188626,310683
2026-03-17,36465.0,2680.0,860.0,0.9135468154627273,308842
2026-03-18,35769.0,5380.0,-160.0,0.7846767625187185,307422
2026-03-19,34740.0,9900.0,-500.0,0.8485100333679887,282745
2026-03-20,34318.0,5140.0,1680.0,0.8898331515791013,276578
2026-03-23,33537.0,-2540.0,-280.0,0.9048986009737803,269477
2026-03-24,32078.0,-5440.0,480.0,0.8978581271996136,260696
2026-03-25,31460.0,-6620.0,160.0,0.873867775856823,251957
2026-03-26,30751.0,-700.0,1280.0,0.7891119202859792,246385
2026-03-27,30111.0,-10440.0,-960.0,0.713949678869058,247637
2026-03-30,31064.0,-7120.0,-1080.0,0.7098070936817771,237761
2026-03-31,11318.0,5800.0,1040.0,0.7016144991089104,217916
2026-04-01,17658.0,2880.0,3500.0,0.7008285664217405,212931
2026-04-02,19238.0,360.0,840.0,0.7038783440093759,206515
2026-04-03,21238.0,640.0,1200.0,0.7047022083345879,218471
2026-04-07,21508.0,-1860.0,3360.0,0.704054480285684,233277
2026-04-08,23654.0,-1120.0,3300.0,0.6920101693198035,241459
2026-04-09,24664.0,2190.0,-740.0,0.6941467701255754,252754
2026-04-10,25453.0,-2050.0,-1940.0,0.6946689282167335,258584
2026-04-13,26203.0,-9500.0,-2360.0,0.7215073080999916,298143
2026-04-14,27523.0,-5340.0,-2280.0,0.7508334178079619,324231
2026-04-15,28383.0,-2660.0,-2920.0,0.7875614782567611,348716
2026-04-16,29423.0,-8500.0,-1280.0,0.8498089831529839,394543
2026-04-17,30023.0,-8060.0,-1600.0,0.8312521802527113,408749
2026-04-20,30688.0,-7700.0,-1580.0,0.8140982001416048,435887
2026-04-21,32268.0,-2260.0,-1520.0,0.7803017930617292,424045
2026-04-22,32658.0,-4240.0,-1440.0,0.7688369302125742,430946
2026-04-23,33359.0,-4960.0,-1640.0,0.7982766401171294,441139
2026-04-24,34298.0,-4900.0,-1680.0,0.8062431233000005,455510
2026-04-27,35327.0,-4560.0,-1700.0,0.8502428310971254,466692
2026-04-28,36392.0,-4120.0,-1520.0,0.8752621831992506,453086
2026-04-29,36962.0,-9380.0,-1660.0,0.8935548690499898,479107
2026-04-30,38012.0,-12080.0,-500.0,0.9380943285629094,489790
2026-05-06,39041.0,-11900.0,-1880.0,1.0436457429539014,511071
2026-05-07,42631.0,-8560.0,-2520.0,1.0990141106155942,517613
2026-05-08,43930.0,-2560.0,-1960.0,1.1273782422302485,513252
2026-05-11,43880.0,-9770.0,-1920.0,1.177994606144248,540666
2026-05-12,45954.0,-5260.0,-2380.0,1.1332845234377726,537448
2026-05-13,47720.0,-1460.0,-6340.0,1.0685715629318409,519507
2026-05-14,49310.0,3240.0,-2780.0,1.0155163332312707,478280
2026-05-15,50639.0,3200.0,-2800.0,0.9446313037199612,458573
2026-05-18,51804.0,-680.0,-1160.0,0.8786619554533076,466957
2026-05-19,52579.0,2100.0,-2380.0,0.851226157847819,446424
2026-05-20,53083.0,-4100.0,-3480.0,0.83215472797611,447264
2026-05-21,52337.0,4400.0,-3800.0,0.8430489646592504,448172
2026-05-22,53047.0,-6460.0,-4420.0,0.8005872276694795,452850
2026-05-25,52143.0,2050.0,-3280.0,0.769918997277533,449777
2026-05-26,53763.0,4040.0,-3640.0,0.7818043594207513,441930
2026-05-27,54249.0,4000.0,-3420.0,0.8137884020664873,428592
2026-05-28,54033.0,-3360.0,-4080.0,0.8206760907084694,426476
2026-05-29,54195.0,-2240.0,-4120.0,0.8158517019202447,427826
2026-06-01,55215.0,100.0,-3120.0,0.8315118166413337,433713
2026-06-02,55990.0,2770.0,-4180.0,0.8803206013875441,432273
2026-06-03,56045.0,3740.0,-4420.0,0.9352497583283312,427311
2026-06-04,56599.0,7510.0,-4940.0,1.0224005433478152,425107
2026-06-05,55687.0,-1360.0,-4760.0,1.0589441953488856,422004
2026-06-08,55940.0,410.0,-4480.0,1.0272443182320012,423382
2026-06-09,55544.0,-4710.0,-5020.0,0.9293363712757795,438866
2026-06-10,55581.0,-1650.0,-3760.0,0.8303500438475069,443549
2026-06-11,54683.0,-8100.0,-4700.0,0.7728345085241802,448867
2026-06-12,53787.0,-4800.0,-1520.0,0.7261446546599075,447123
2026-06-15,53885.0,-3940.0,-5040.0,0.6399598256982918,450397
2026-06-16,53285.0,-980.0,-4760.0,0.6091290133154897,449952
2026-06-17,52685.0,-1800.0,-5300.0,0.5767938244773824,455847
2026-06-18,51975.0,6750.0,-5340.0,0.6220063825939306,450964
2026-06-22,50415.0,-4740.0,-4600.0,0.6012084029629976,447324
2026-06-23,50460.0,1280.0,-4500.0,0.6266962122877846,449841
2026-06-24,49115.0,-5240.0,-4280.0,0.6276031392586537,452152
2026-06-25,49007.0,6160.0,-4320.0,0.7343624954941964,454628
2026-06-26,48544.0,2280.0,-4260.0,0.7904974343731475,443472
2026-06-29,48489.0,-2170.0,-4720.0,0.781441785124007,437057
2026-06-30,48731.0,-6860.0,-4300.0,0.7242969178786424,424925
2026-07-01,49331.0,-4560.0,-4180.0,0.6997268484454118,423487
2026-07-02,48578.0,-1540.0,-4580.0,0.6969400976014664,419254
2026-07-03,48206.0,-3530.0,-5420.0,0.7008014505976914,412685
2026-07-06,46708.0,690.0,-3560.0,0.7008360489433284,416855
2026-07-07,46085.0,1140.0,-820.0,0.7008243889058609,413590
2026-07-08,43640.0,5560.0,-3640.0,0.7047897301699672,412567
2026-07-09,44020.0,5480.0,-4220.0,0.737080418439812,416044
2026-07-10,42067.0,3400.0,-80.0,0.7326207801191943,411866
2026-07-13,42406.0,1760.0,-4240.0,0.7000553219367286,415469
2026-07-14,42903.0,820.0,-4280.0,0.650080971227718,414398
2026-07-15,42420.0,4760.0,240.0,0.6477744863582885,418746
2026-07-16,41231.0,-660.0,-240.0,0.6002731995022104,404234
2026-07-17,40345.0,1860.0,-20.0,0.6194678643294959,385010
2026-07-20,41359.0,7600.0,2840.0,0.6803058526039353,379802
2026-07-21,41023.0,2380.0,1220.0,0.7601124851890672,375185
2026-07-22,40865.0,-300.0,1520.0,0.7898864444500677,370958
2026-07-23,40334.0,1500.0,1520.0,0.8162788748021917,367838
2026-07-24,39879.0,1220.0,1200.0,0.8439475498951647,354629
2026-07-27,38418.0,-720.0,1380.0,0.8574892943445745,354044
2026-07-28,38278.0,2020.0,500.0,0.8556968784755365,348395
2026-07-29,39315.0,-1900.0,180.0,0.8138894959123193,335476
2026-07-30,38981.0,4940.0,-20.0,0.7975347813890163,330683
2026-07-31,25042.0,,740.0,0.7364538419973117,327682
2026-08-03,26552.0,,240.0,0.6788251403355492,324208
2026-08-04,27653.0,,560.0,0.5992151845113796,315871
2026-08-05,28123.0,,340.0,0.5310387069525054,306231
2026-08-06,28453.0,,-460.0,0.5101790137817479,299348
2026-08-07,29873.0,,260.0,0.50022615200834,291475
2026-08-10,31621.0,,-320.0,0.4667582188265253,271944
2026-08-11,32551.0,,760.0,0.4161382751477361,254682
2026-08-12,35101.0,,800.0,0.41960348893862043,233810
2026-08-13,35508.0,,-180.0,0.4244340345771056,267862
2026-08-14,36098.0,,-180.0,0.4782177034124813,284020
2026-08-17,36689.0,,-40.0,0.523767966320456,302678
2026-08-18,37369.0,,-300.0,0.5712310714382001,311262
2026-08-19,38608.0,,-800.0,0.5809828272146558,315609
2026-08-20,39333.0,,-100.0,0.5988814492705627,321562
2026-08-21,39604.0,,-580.0,0.6606549514197668,353437
2026-08-24,41290.0,,-480.0,0.7148791864348847,359138
2026-08-25,41940.0,,-480.0,0.7105683793664439,354226
2026-08-26,43100.0,,-620.0,0.7178149680143258,358778
2026-08-27,43390.0,,-980.0,0.7011487474397677,363652
2026-08-28,44024.0,,-1280.0,0.6863889149109127,391884
2026-08-31,45624.0,,-720.0,0.6743764352374761,403032
2026-09-01,45839.0,,-1240.0,0.6274216121832198,404917
2026-09-02,45389.0,,980.0,0.5940928915219209,395794
2026-09-03,46898.0,,-380.0,0.5337029515912199,394277
2026-09-04,47198.0,,-940.0,0.5065974776157857,392630
2026-09-07,47988.0,,-700.0,0.5463122877356245,394996
