date,close,open,high,low,volume,position,P_fund,basis,spot_avg,D_f,D_c,profit_f,profit_c,n_f,n_c,Total_Demand,n_f_minus_n_c,valid
2023-10-24,155000.0,151000.0,155100.0,150500.0,276247,75975,155000.0,16650.0,170000.0,0.0,2100.0,0.0,66646250.0,7.124576406741286e-218,1.0,2100.0,-1.0,1
2023-10-25,150950.0,156700.0,158150.0,150700.0,369871,80037,150950.0,15350.0,169000.0,0.0,-2025.0,0.0,46710000.0,7.124576406741286e-218,1.0,-2025.0,-1.0,1
2023-10-26,151150.0,150350.0,152600.0,148000.0,371132,84140,151150.0,17000.0,168000.0,0.0,100.0,0.0,25961250.0,7.124576406741286e-218,1.0,100.0,-1.0,1
2023-10-27,154050.0,151500.0,154450.0,149150.0,381808,83815,154050.0,15400.0,167000.0,0.0,1450.0,0.0,41476250.0,7.124576406741286e-218,1.0,1450.0,-1.0,1
2023-10-30,156850.0,154500.0,157450.0,152500.0,327453,85077,156850.0,12950.0,166000.0,0.0,1400.0,0.0,56556250.0,7.124576406741286e-218,1.0,1400.0,-1.0,1
2023-10-31,153750.0,155900.0,157700.0,151950.0,399767,83965,153750.0,12050.0,165000.0,0.0,-1550.0,0.0,57156250.0,7.124576406741286e-218,1.0,-1550.0,-1.0,1
2023-11-01,154000.0,153450.0,156150.0,152800.0,359456,86155,154000.0,9550.0,164000.0,0.0,125.0,0.0,69313750.0,7.124576406741286e-218,1.0,125.0,-1.0,1
2023-11-02,152400.0,153500.0,155300.0,151900.0,262319,86387,152400.0,8850.0,163000.0,0.0,-800.0,0.0,65977500.0,7.124576406741286e-218,1.0,-800.0,-1.0,1
2023-11-03,151400.0,153250.0,154400.0,150500.0,251158,94098,151400.0,7600.0,161500.0,0.0,-500.0,0.0,67281250.0,7.124576406741286e-218,1.0,-500.0,-1.0,1
2023-11-06,147150.0,150000.0,151500.0,146900.0,272841,106826,147150.0,10050.0,160000.0,0.0,-2125.0,0.0,67933750.0,7.124576406741286e-218,1.0,-2125.0,-1.0,1
2023-11-07,142550.0,146350.0,147150.0,141200.0,349335,113986,142550.0,13450.0,158500.0,0.0,-2300.0,0.0,77708750.0,7.124576406741286e-218,1.0,-2300.0,-1.0,1
2023-11-08,145350.0,141900.0,146300.0,138300.0,584632,105461,145350.0,12150.0,156500.0,0.0,1400.0,0.0,71268750.0,7.124576406741286e-218,1.0,1400.0,-1.0,1
2023-11-09,144150.0,145300.0,146750.0,142800.0,323961,106948,144150.0,9950.0,155000.0,0.0,-600.0,0.0,51488750.0,7.124576406741286e-218,1.0,-600.0,-1.0,1
2023-11-10,148900.0,144600.0,149750.0,143200.0,374012,98275,148900.0,4050.0,153000.0,0.0,2375.0,0.0,24656250.0,7.124576406741286e-218,1.0,2375.0,-1.0,1
2023-11-13,141650.0,149800.0,151400.0,141600.0,382878,96198,141650.0,2200.0,152000.0,0.0,-3625.0,0.0,11015000.0,7.124576406741286e-218,1.0,-3625.0,-1.0,1
2023-11-14,142550.0,141150.0,145350.0,140800.0,367056,99509,142550.0,7250.0,150000.0,0.0,450.0,0.0,7921250.0,7.124576406741286e-218,1.0,450.0,-1.0,1
2023-11-15,142600.0,144000.0,144450.0,141500.0,269895,107801,142600.0,5400.0,148500.0,0.0,25.0,0.0,8350000.0,7.124576406741286e-218,1.0,25.0,-1.0,1
2023-11-16,140900.0,142500.0,142700.0,140450.0,234117,113750,140900.0,6500.0,147500.0,0.0,-850.0,0.0,-2173750.0,1.0,7.124576406741286e-218,-6.055889945730093e-215,1.0,1
2023-11-17,138000.0,139500.0,140350.0,137450.0,260604,113629,138000.0,7550.0,147000.0,0.0,-1450.0,0.0,-23896250.0,1.0,7.124576406741286e-218,-1.0330635789774865e-214,1.0,1
2023-11-20,137200.0,138000.0,141300.0,136350.0,243089,117274,137200.0,7000.0,146500.0,0.0,-400.0,0.0,-27048750.0,1.0,7.124576406741286e-218,-2.849830562696514e-215,1.0,1
2023-11-21,132300.0,137900.0,138400.0,131050.0,342947,119970,132300.0,7450.0,144000.0,0.0,-2450.0,0.0,-22673750.0,1.0,7.124576406741286e-218,-1.7455212196516149e-214,1.0,1
2023-11-22,124700.0,132300.0,132800.0,124700.0,531176,117891,124700.0,14000.0,142000.0,0.0,-3800.0,0.0,4451250.0,7.124576406741286e-218,1.0,-3800.0,-1.0,1
2023-11-23,124800.0,124400.0,125450.0,120400.0,581867,115204,124800.0,15550.0,139500.0,0.0,50.0,0.0,4476250.0,7.124576406741286e-218,1.0,50.0,-1.0,1
2023-11-24,124050.0,125050.0,128450.0,122800.0,699474,121691,124050.0,10200.0,138000.0,0.0,-375.0,0.0,4148750.0,7.124576406741286e-218,1.0,-375.0,-1.0,1
2023-11-27,116650.0,123000.0,123400.0,116650.0,532016,131927,116650.0,16300.0,135500.0,0.0,-3700.0,0.0,2863750.0,7.124576406741286e-218,1.0,-3700.0,-1.0,1
2023-11-28,113200.0,114000.0,117600.0,111800.0,569530,122796,113200.0,19950.0,133500.0,0.0,-1725.0,0.0,19968750.0,7.124576406741286e-218,1.0,-1725.0,-1.0,1
2023-11-29,109850.0,113200.0,116450.0,108700.0,760339,139951,109850.0,18550.0,132000.0,0.0,-1675.0,0.0,26135000.0,7.124576406741286e-218,1.0,-1675.0,-1.0,1
2023-11-30,106200.0,110000.0,111350.0,106200.0,579007,145034,106200.0,20650.0,131000.0,0.0,-1825.0,0.0,32448750.0,7.124576406741286e-218,1.0,-1825.0,-1.0,1
2023-12-01,101750.0,106700.0,107100.0,101500.0,754802,135390,101750.0,26050.0,130000.0,0.0,-2225.0,0.0,39770000.0,7.124576406741286e-218,1.0,-2225.0,-1.0,1
2023-12-04,96350.0,101550.0,104500.0,96350.0,852642,145341,96350.0,25650.0,128000.0,0.0,-2700.0,0.0,49660000.0,7.124576406741286e-218,1.0,-2700.0,-1.0,1
2023-12-05,93050.0,96000.0,97600.0,93050.0,409856,150080,93050.0,31150.0,126000.0,0.0,-1650.0,0.0,48795000.0,7.124576406741286e-218,1.0,-1650.0,-1.0,1
2023-12-06,92450.0,89900.0,93900.0,85650.0,678617,128782,92450.0,32400.0,122500.0,0.0,-300.0,0.0,56225000.0,7.124576406741286e-218,1.0,-300.0,-1.0,1
2023-12-07,95600.0,93300.0,95600.0,91600.0,195285,136259,95600.0,24900.0,120500.0,0.0,1575.0,0.0,56960000.0,7.124576406741286e-218,1.0,1575.0,-1.0,1
2023-12-08,102300.0,101700.0,102300.0,100000.0,35683,158316,102300.0,16200.0,118500.0,0.0,3350.0,0.0,70362500.0,7.124576406741286e-218,1.0,3350.0,-1.0,1
2023-12-11,96800.0,113650.0,113800.0,95600.0,802428,156695,96800.0,13950.0,115000.0,0.0,-2750.0,0.0,69156250.0,7.124576406741286e-218,1.0,-2750.0,-1.0,1
2023-12-12,93100.0,96000.0,97000.0,91700.0,674146,172604,93100.0,16000.0,112000.0,0.0,-1850.0,0.0,82593750.0,7.124576406741286e-218,1.0,-1850.0,-1.0,1
2023-12-13,103550.0,92200.0,103550.0,90200.0,741029,172000,103550.0,13800.0,109000.0,0.0,5225.0,0.0,63238750.0,7.124576406741286e-218,1.0,5225.0,-1.0,1
2023-12-14,102550.0,104600.0,105450.0,93650.0,888872,161651,102550.0,4350.0,106500.0,0.0,-500.0,0.0,58056250.0,7.124576406741286e-218,1.0,-500.0,-1.0,1
2023-12-15,104600.0,102000.0,107950.0,100500.0,547769,159950,104600.0,-1950.0,104500.0,0.0,1025.0,0.0,54566250.0,7.124576406741286e-218,1.0,1025.0,-1.0,1
2023-12-18,102750.0,104200.0,108150.0,100100.0,491689,159746,102750.0,-4050.0,103000.0,0.0,-925.0,0.0,51510000.0,7.124576406741286e-218,1.0,-925.0,-1.0,1
2023-12-19,101900.0,102000.0,103900.0,100800.0,261562,159563,101900.0,-600.0,102000.0,0.0,-425.0,0.0,50336250.0,7.124576406741286e-218,1.0,-425.0,-1.0,1
2023-12-20,100800.0,101900.0,103500.0,100300.0,166175,162654,100800.0,-950.0,101000.0,0.0,-550.0,0.0,32183750.0,7.124576406741286e-218,1.0,-550.0,-1.0,1
2023-12-21,97600.0,100000.0,101850.0,95250.0,322718,158076,97600.0,3400.0,100000.0,0.0,-1600.0,0.0,34323750.0,7.124576406741286e-218,1.0,-1600.0,-1.0,1
2023-12-22,100800.0,97150.0,103650.0,96200.0,313308,155842,100800.0,350.0,99500.0,0.0,1600.0,0.0,29241250.0,7.124576406741286e-218,1.0,1600.0,-1.0,1
2023-12-25,102850.0,100500.0,103950.0,100150.0,157805,159077,102850.0,-2500.0,99000.0,0.0,1025.0,0.0,29746250.0,7.124576406741286e-218,1.0,1025.0,-1.0,1
2023-12-26,107100.0,102800.0,108100.0,102500.0,260868,155209,107100.0,-7350.0,98500.0,0.0,2125.0,0.0,21337500.0,7.124576406741286e-218,1.0,2125.0,-1.0,1
2023-12-27,105700.0,107000.0,109450.0,103500.0,264253,150793,105700.0,-10350.0,97000.0,0.0,-700.0,0.0,12583750.0,7.124576406741286e-218,1.0,-700.0,-1.0,1
2023-12-28,106550.0,105600.0,107350.0,104350.0,153833,152061,106550.0,-9250.0,97000.0,0.0,425.0,0.0,5875000.0,7.124576406741286e-218,1.0,425.0,-1.0,1
2023-12-29,107700.0,106000.0,109100.0,104350.0,197334,142958,107700.0,-8400.0,96900.0,0.0,575.0,0.0,-1757500.0,1.0,7.124576406741286e-218,4.096631433876239e-215,1.0,1
2024-01-02,108350.0,107700.0,110300.0,106200.0,143702,145602,108350.0,-10400.0,96900.0,0.0,325.0,0.0,-13398750.0,1.0,7.124576406741286e-218,2.3154873321909178e-215,1.0,1
2024-01-03,106600.0,108200.0,109200.0,106000.0,129883,141743,106600.0,-11200.0,96900.0,0.0,-875.0,0.0,-22877500.0,1.0,7.124576406741286e-218,-6.234004355898625e-215,1.0,1
2024-01-04,100450.0,106500.0,107150.0,100400.0,194855,148982,100450.0,-8300.0,96900.0,0.0,-3075.0,0.0,-18486250.0,1.0,7.124576406741286e-218,-2.190807245072945e-214,1.0,1
2024-01-05,98650.0,100000.0,100000.0,97500.0,182344,154263,98650.0,-2450.0,96500.0,0.0,-900.0,0.0,-12006250.0,1.0,7.124576406741286e-218,-6.412118766067157e-215,1.0,1
2024-01-08,97200.0,98000.0,100500.0,96300.0,146847,157724,97200.0,-3000.0,96300.0,0.0,-725.0,0.0,-21253750.0,1.0,7.124576406741286e-218,-5.165317894887432e-215,1.0,1
2024-01-09,98950.0,97000.0,100500.0,95500.0,203361,162038,98950.0,-1550.0,96000.0,0.0,875.0,0.0,-4097500.0,1.0,7.124576406741286e-218,6.234004355898625e-215,1.0,1
2024-01-10,97900.0,98500.0,99800.0,97100.0,107149,159002,97900.0,-3250.0,96000.0,0.0,-525.0,0.0,-15191250.0,1.0,7.124576406741286e-218,-3.740402613539175e-215,1.0,1
2024-01-11,104700.0,98400.0,105000.0,98350.0,214428,157286,104700.0,-3450.0,96000.0,0.0,3400.0,0.0,571250.0,7.124576406741286e-218,1.0,3400.0,-1.0,1
2024-01-12,102850.0,104700.0,105300.0,102300.0,142605,155914,102850.0,-7700.0,96200.0,0.0,-925.0,0.0,-493750.0,1.0,7.124576406741286e-218,-6.590233176235689e-215,1.0,1
2024-01-15,101950.0,102000.0,103350.0,100700.0,103038,156970,101950.0,-5950.0,96200.0,0.0,-450.0,0.0,1363750.0,7.124576406741286e-218,1.0,-450.0,-1.0,1
2024-01-16,104150.0,102000.0,104500.0,102000.0,109517,159478,104150.0,-7700.0,96500.0,0.0,1100.0,0.0,2270000.0,7.124576406741286e-218,1.0,1100.0,-1.0,1
2024-01-17,101750.0,104900.0,106000.0,100950.0,131788,156573,101750.0,-8350.0,96500.0,0.0,-1200.0,0.0,-1156250.0,1.0,7.124576406741286e-218,-8.549491688089542e-215,1.0,1
2024-01-18,102400.0,102300.0,103450.0,100300.0,125726,154594,102400.0,-5600.0,96500.0,0.0,325.0,0.0,-2403750.0,1.0,7.124576406741286e-218,2.3154873321909178e-215,1.0,1
2024-01-19,101400.0,102800.0,103200.0,101250.0,87317,155078,101400.0,-5000.0,96500.0,0.0,-500.0,0.0,-4488750.0,1.0,7.124576406741286e-218,-3.562288203370643e-215,1.0,1
2024-01-22,99850.0,100800.0,101900.0,98550.0,108433,152252,99850.0,-4400.0,96500.0,0.0,-775.0,0.0,1406250.0,7.124576406741286e-218,1.0,-775.0,-1.0,1
2024-01-23,102000.0,100850.0,102700.0,100350.0,92608,148288,102000.0,-4450.0,96500.0,0.0,1075.0,0.0,-3540000.0,1.0,7.124576406741286e-218,7.658919637246882e-215,1.0,1
2024-01-24,102350.0,102500.0,103100.0,101600.0,72518,148399,102350.0,-5800.0,96500.0,0.0,175.0,0.0,-7520000.0,1.0,7.124576406741286e-218,1.2468008711797249e-215,1.0,1
2024-01-25,101350.0,103000.0,103400.0,100500.0,85085,149167,101350.0,-4900.0,96500.0,0.0,-500.0,0.0,-4720000.0,1.0,7.124576406741286e-218,-3.562288203370643e-215,1.0,1
2024-01-26,100650.0,101500.0,102500.0,100550.0,80796,148248,100650.0,-5600.0,96500.0,0.0,-350.0,0.0,-3775000.0,1.0,7.124576406741286e-218,-2.4936017423594497e-215,1.0,1
2024-01-29,101950.0,101300.0,102800.0,99700.0,77321,144728,101950.0,-4250.0,96750.0,0.0,650.0,0.0,-4718750.0,1.0,7.124576406741286e-218,4.6309746643818356e-215,1.0,1
2024-01-30,101000.0,101950.0,102500.0,100900.0,54916,141118,101000.0,-4950.0,96750.0,0.0,-475.0,0.0,-5710000.0,1.0,7.124576406741286e-218,-3.3841737932021105e-215,1.0,1
2024-01-31,99150.0,101150.0,101900.0,98700.0,102011,150388,99150.0,-4100.0,96750.0,0.0,-925.0,0.0,-4262500.0,1.0,7.124576406741286e-218,-6.590233176235689e-215,1.0,1
2024-02-01,99600.0,98850.0,99950.0,98000.0,58995,145032,99600.0,-2100.0,97050.0,0.0,225.0,0.0,-10060000.0,1.0,7.124576406741286e-218,1.6030296915167893e-215,1.0,1
2024-02-02,100150.0,99600.0,101500.0,99300.0,71323,135549,100150.0,-3800.0,97050.0,0.0,275.0,0.0,-15471250.0,1.0,7.124576406741286e-218,1.9592585118538534e-215,1.0,1
2024-02-05,100450.0,100400.0,101250.0,99550.0,45180,132983,100450.0,-3800.0,97050.0,0.0,150.0,0.0,-16693750.0,1.0,7.124576406741286e-218,1.0686864610111928e-215,1.0,1
2024-02-06,97150.0,100450.0,100650.0,96400.0,110907,142239,97150.0,-1200.0,97050.0,0.0,-1650.0,0.0,-15920000.0,1.0,7.124576406741286e-218,-1.175555107112312e-214,1.0,1
2024-02-07,97650.0,97100.0,98350.0,97050.0,42570,136452,97650.0,-950.0,97050.0,0.0,250.0,0.0,-15826250.0,1.0,7.124576406741286e-218,1.7811441016853215e-215,1.0,1
2024-02-08,96300.0,97600.0,99000.0,95800.0,57952,138228,96300.0,-1000.0,97050.0,0.0,-675.0,0.0,-12593750.0,1.0,7.124576406741286e-218,-4.809089074550368e-215,1.0,1
2024-02-19,94750.0,97000.0,97950.0,94550.0,66470,148907,94750.0,100.0,96900.0,0.0,-775.0,0.0,-5257500.0,1.0,7.124576406741286e-218,-5.521546715224496e-215,1.0,1
2024-02-20,92800.0,95000.0,95500.0,92450.0,103744,173155,92800.0,3100.0,96750.0,0.0,-975.0,0.0,-4578750.0,1.0,7.124576406741286e-218,-6.946461996572754e-215,1.0,1
2024-02-21,96900.0,92700.0,103000.0,92700.0,324538,165643,96900.0,1550.0,96150.0,0.0,2050.0,0.0,-7586250.0,1.0,7.124576406741286e-218,1.4605381633819636e-214,1.0,1
2024-02-22,97650.0,96950.0,98450.0,96600.0,119458,166013,97650.0,-1250.0,96150.0,0.0,375.0,0.0,-3408750.0,1.0,7.124576406741286e-218,2.671716152527982e-215,1.0,1
2024-02-23,101800.0,98150.0,103000.0,98150.0,206120,173784,101800.0,-4250.0,96250.0,0.0,2075.0,0.0,-1072500.0,1.0,7.124576406741286e-218,1.4783496043988167e-214,1.0,1
2024-02-26,102300.0,102000.0,104750.0,101250.0,215205,179602,102300.0,-6050.0,96650.0,0.0,250.0,0.0,290000.0,7.124576406741286e-218,1.0,250.0,-1.0,1
2024-02-27,106650.0,102300.0,107600.0,101000.0,246221,191979,106650.0,-5250.0,97100.0,0.0,2175.0,0.0,602500.0,7.124576406741286e-218,1.0,2175.0,-1.0,1
2024-02-28,108000.0,107800.0,112250.0,107150.0,376684,190062,108000.0,-11700.0,98000.0,0.0,675.0,0.0,5205000.0,7.124576406741286e-218,1.0,675.0,-1.0,1
2024-02-29,119200.0,108450.0,119800.0,108450.0,590362,209410,119200.0,-13800.0,99500.0,0.0,5600.0,0.0,12388750.0,7.124576406741286e-218,1.0,5600.0,-1.0,1
2024-03-01,119450.0,119200.0,121000.0,116400.0,445315,205233,119450.0,-16850.0,102500.0,0.0,125.0,0.0,13963750.0,7.124576406741286e-218,1.0,125.0,-1.0,1
2024-03-04,117600.0,121000.0,125000.0,115250.0,669592,208233,117600.0,-18300.0,106000.0,0.0,-925.0,0.0,13382500.0,7.124576406741286e-218,1.0,-925.0,-1.0,1
2024-03-05,111550.0,118200.0,118950.0,111500.0,472377,202406,111550.0,-9250.0,107500.0,0.0,-3025.0,0.0,19433750.0,7.124576406741286e-218,1.0,-3025.0,-1.0,1
2024-03-06,114000.0,110800.0,115200.0,109400.0,507862,212004,114000.0,-4250.0,107500.0,0.0,1225.0,0.0,12640000.0,7.124576406741286e-218,1.0,1225.0,-1.0,1
2024-03-07,113000.0,115000.0,116450.0,111800.0,365677,215643,113000.0,-4900.0,108500.0,0.0,-500.0,0.0,10536250.0,7.124576406741286e-218,1.0,-500.0,-1.0,1
2024-03-08,113350.0,113200.0,114100.0,111100.0,314274,217323,113350.0,-3850.0,108900.0,0.0,175.0,0.0,10777500.0,7.124576406741286e-218,1.0,175.0,-1.0,1
2024-03-11,116400.0,112750.0,117100.0,111400.0,362739,229549,116400.0,-6050.0,109250.0,0.0,1525.0,0.0,11187500.0,7.124576406741286e-218,1.0,1525.0,-1.0,1
2024-03-12,119850.0,117950.0,120000.0,116600.0,369891,229075,119850.0,-7900.0,110000.0,0.0,1725.0,0.0,16366250.0,7.124576406741286e-218,1.0,1725.0,-1.0,1
2024-03-13,118800.0,121200.0,121950.0,118600.0,341890,226877,118800.0,-9150.0,111000.0,0.0,-525.0,0.0,15050000.0,7.124576406741286e-218,1.0,-525.0,-1.0,1
2024-03-14,112100.0,119500.0,119800.0,111150.0,433149,210848,112100.0,-6800.0,112250.0,0.0,-3350.0,0.0,19392500.0,7.124576406741286e-218,1.0,-3350.0,-1.0,1
2024-03-15,115050.0,112300.0,115200.0,112100.0,322636,206667,115050.0,-1700.0,112250.0,0.0,1475.0,0.0,9847500.0,7.124576406741286e-218,1.0,1475.0,-1.0,1
2024-03-18,116900.0,114700.0,119000.0,114550.0,333726,205503,116900.0,-5700.0,112550.0,0.0,925.0,0.0,11530000.0,7.124576406741286e-218,1.0,925.0,-1.0,1
2024-03-19,114950.0,116150.0,118200.0,114100.0,258624,202175,114950.0,-4850.0,112550.0,0.0,-975.0,0.0,8215000.0,7.124576406741286e-218,1.0,-975.0,-1.0,1
2024-03-20,117200.0,114450.0,117550.0,113700.0,250314,204597,117200.0,-2900.0,112550.0,0.0,1125.0,0.0,10018750.0,7.124576406741286e-218,1.0,1125.0,-1.0,1
2024-03-21,117350.0,118000.0,118850.0,116300.0,223038,208023,117350.0,-4750.0,112550.0,0.0,75.0,0.0,8650000.0,7.124576406741286e-218,1.0,75.0,-1.0,1
2024-03-22,114350.0,117200.0,117350.0,113050.0,243895,200633,114350.0,-1900.0,112550.0,0.0,-1500.0,0.0,6868750.0,7.124576406741286e-218,1.0,-1500.0,-1.0,1
2024-03-25,107400.0,114650.0,114800.0,107200.0,323927,206188,107400.0,-850.0,112450.0,0.0,-3475.0,0.0,16256250.0,7.124576406741286e-218,1.0,-3475.0,-1.0,1
2024-03-26,108400.0,107900.0,109600.0,106550.0,265201,200797,108400.0,3400.0,110500.0,0.0,500.0,0.0,11693750.0,7.124576406741286e-218,1.0,500.0,-1.0,1
2024-03-27,108400.0,109350.0,109400.0,105800.0,284502,201977,108400.0,3200.0,109750.0,0.0,0.0,0.0,8757500.0,7.124576406741286e-218,1.0,0.0,-1.0,1
2024-03-28,108500.0,108800.0,109600.0,107000.0,199520,199818,108500.0,1300.0,109750.0,0.0,50.0,0.0,1197500.0,7.124576406741286e-218,1.0,50.0,-1.0,1
2024-03-29,107050.0,108900.0,109700.0,106350.0,204922,196813,107050.0,1350.0,109750.0,0.0,-725.0,0.0,-275000.0,1.0,7.124576406741286e-218,-5.165317894887432e-215,1.0,1
2024-04-01,112600.0,107100.0,112850.0,106000.0,273984,200099,112600.0,1000.0,109750.0,0.0,2775.0,0.0,-4067500.0,1.0,7.124576406741286e-218,1.977069952870707e-214,1.0,1
2024-04-02,111000.0,112800.0,112950.0,110500.0,186425,191181,111000.0,-550.0,110750.0,0.0,-800.0,0.0,-14103750.0,1.0,7.124576406741286e-218,-5.699661125393028e-215,1.0,1
2024-04-03,111800.0,111550.0,113650.0,110700.0,199227,183070,111800.0,-2000.0,111050.0,0.0,400.0,0.0,-7332500.0,1.0,7.124576406741286e-218,2.849830562696514e-215,1.0,1
2024-04-08,113500.0,112500.0,115350.0,112050.0,178332,183798,113500.0,-2650.0,111850.0,0.0,850.0,0.0,-5427500.0,1.0,7.124576406741286e-218,6.055889945730093e-215,1.0,1
2024-04-09,114150.0,114000.0,114850.0,112050.0,159011,184198,114150.0,-1500.0,112000.0,0.0,325.0,0.0,-4700000.0,1.0,7.124576406741286e-218,2.3154873321909178e-215,1.0,1
2024-04-10,115950.0,114850.0,117350.0,114650.0,180964,184304,115950.0,-2850.0,113250.0,0.0,900.0,0.0,-4648750.0,1.0,7.124576406741286e-218,6.412118766067157e-215,1.0,1
2024-04-11,112500.0,115600.0,115700.0,107800.0,195122,180154,112500.0,150.0,113250.0,0.0,-1725.0,0.0,-13015000.0,1.0,7.124576406741286e-218,-1.2289894301628718e-214,1.0,1
2024-04-12,112200.0,111050.0,113400.0,110550.0,126606,178440,112200.0,450.0,112750.0,0.0,-150.0,0.0,-10686250.0,1.0,7.124576406741286e-218,-1.0686864610111928e-215,1.0,1
2024-04-15,111750.0,113200.0,113900.0,111500.0,107237,179104,111750.0,450.0,112750.0,0.0,-225.0,0.0,-14136250.0,1.0,7.124576406741286e-218,-1.6030296915167893e-215,1.0,1
2024-04-16,108150.0,111400.0,111650.0,106850.0,176355,179955,108150.0,2150.0,111500.0,0.0,-1800.0,0.0,-3443750.0,1.0,7.124576406741286e-218,-1.2824237532134314e-214,1.0,1
2024-04-17,109400.0,108400.0,109950.0,108150.0,98410,175021,109400.0,1750.0,111500.0,0.0,625.0,0.0,-8422500.0,1.0,7.124576406741286e-218,4.4528602542133036e-215,1.0,1
2024-04-18,108400.0,109900.0,111850.0,108250.0,131581,174354,108400.0,1050.0,111500.0,0.0,-500.0,0.0,-7243750.0,1.0,7.124576406741286e-218,-3.562288203370643e-215,1.0,1
2024-04-19,107700.0,108200.0,110500.0,106100.0,172997,176344,107700.0,2150.0,111400.0,0.0,-350.0,0.0,-4700000.0,1.0,7.124576406741286e-218,-2.4936017423594497e-215,1.0,1
2024-04-22,108550.0,108600.0,110300.0,107650.0,134200,177912,108550.0,1650.0,111400.0,0.0,425.0,0.0,-5166250.0,1.0,7.124576406741286e-218,3.0279449728650466e-215,1.0,1
2024-04-23,109150.0,108650.0,110500.0,107100.0,139477,176631,109150.0,2000.0,111250.0,0.0,300.0,0.0,-4686250.0,1.0,7.124576406741286e-218,2.1373729220223856e-215,1.0,1
2024-04-24,110400.0,109800.0,112000.0,109250.0,179713,178807,110400.0,650.0,111250.0,0.0,625.0,0.0,-14736250.0,1.0,7.124576406741286e-218,4.4528602542133036e-215,1.0,1
2024-04-25,109600.0,110500.0,112650.0,108400.0,158133,176148,109600.0,-300.0,111750.0,0.0,-400.0,0.0,-11761250.0,1.0,7.124576406741286e-218,-2.849830562696514e-215,1.0,1
2024-04-26,109900.0,109800.0,110700.0,108800.0,98463,172606,109900.0,1300.0,111250.0,0.0,150.0,0.0,-11881250.0,1.0,7.124576406741286e-218,1.0686864610111928e-215,1.0,1
2024-04-29,115900.0,109700.0,117150.0,109400.0,287181,193148,115900.0,300.0,111250.0,0.0,3000.0,0.0,-10981250.0,1.0,7.124576406741286e-218,2.1373729220223857e-214,1.0,1
2024-04-30,111450.0,116000.0,117200.0,110550.0,242267,179848,111450.0,-2850.0,111750.0,0.0,-2225.0,0.0,-24258750.0,1.0,7.124576406741286e-218,-1.5852182504999361e-214,1.0,1
2024-05-06,112400.0,112000.0,113000.0,110850.0,117124,185096,112400.0,-50.0,111750.0,0.0,475.0,0.0,-22348750.0,1.0,7.124576406741286e-218,3.3841737932021105e-215,1.0,1
2024-05-07,113900.0,113000.0,115250.0,112500.0,151842,189460,113900.0,-2150.0,111850.0,0.0,750.0,0.0,-17196250.0,1.0,7.124576406741286e-218,5.343432305055964e-215,1.0,1
2024-05-08,112050.0,114000.0,114500.0,111400.0,118354,190964,112050.0,-850.0,111850.0,0.0,-925.0,0.0,-17943750.0,1.0,7.124576406741286e-218,-6.590233176235689e-215,1.0,1
2024-05-09,111700.0,112500.0,113450.0,110050.0,136072,193390,111700.0,0.0,111500.0,0.0,-175.0,0.0,-18300000.0,1.0,7.124576406741286e-218,-1.2468008711797249e-215,1.0,1
2024-05-10,108350.0,111900.0,112500.0,107200.0,202809,195326,108350.0,550.0,111100.0,0.0,-1675.0,0.0,-18266250.0,1.0,7.124576406741286e-218,-1.1933665481291652e-214,1.0,1
2024-05-13,107100.0,107550.0,108500.0,106000.0,129937,198230,107100.0,2200.0,109750.0,0.0,-625.0,0.0,-16757500.0,1.0,7.124576406741286e-218,-4.4528602542133036e-215,1.0,1
2024-05-14,105000.0,106750.0,108900.0,104000.0,214774,198922,105000.0,1450.0,109250.0,0.0,-1050.0,0.0,-12340000.0,1.0,7.124576406741286e-218,-7.48080522707835e-215,1.0,1
2024-05-15,103000.0,105000.0,105900.0,101650.0,178905,201318,103000.0,2900.0,107750.0,0.0,-1000.0,0.0,-10757500.0,1.0,7.124576406741286e-218,-7.124576406741286e-215,1.0,1
2024-05-16,104000.0,103800.0,104950.0,103150.0,100717,197287,104000.0,3700.0,107000.0,0.0,500.0,0.0,-11825000.0,1.0,7.124576406741286e-218,3.562288203370643e-215,1.0,1
2024-05-17,106450.0,104500.0,107300.0,104500.0,147292,184611,106450.0,900.0,107000.0,0.0,1225.0,0.0,-11410000.0,1.0,7.124576406741286e-218,8.727606098258074e-215,1.0,1
2024-05-20,106000.0,107600.0,108400.0,105400.0,123219,184221,106000.0,550.0,107100.0,0.0,-225.0,0.0,-9711250.0,1.0,7.124576406741286e-218,-1.6030296915167893e-215,1.0,1
2024-05-21,106700.0,106300.0,109450.0,105750.0,186216,178009,106700.0,650.0,106900.0,0.0,350.0,0.0,-9243750.0,1.0,7.124576406741286e-218,2.4936017423594497e-215,1.0,1
2024-05-22,106400.0,107000.0,107900.0,105750.0,93785,180239,106400.0,-350.0,106900.0,0.0,-150.0,0.0,-9698750.0,1.0,7.124576406741286e-218,-1.0686864610111928e-215,1.0,1
2024-05-23,106150.0,105400.0,106500.0,103500.0,120764,173259,106150.0,700.0,106500.0,0.0,-125.0,0.0,-9363750.0,1.0,7.124576406741286e-218,-8.905720508426607e-216,1.0,1
2024-05-24,107600.0,106500.0,107900.0,105900.0,119418,168876,107600.0,-900.0,106500.0,0.0,725.0,0.0,-9800000.0,1.0,7.124576406741286e-218,5.165317894887432e-215,1.0,1
