date,close,label_ret_1d,label_ret_3d,label_ret_5d,n_c,Total_Demand,n_f_minus_n_c,basis,basis_rate,spot_avg,volume,position,ret_5d,ret_10d,ret_20d,fi_supply,fi_demand,fi_inventory,fi_profit,fi_sentiment,fi_basis,fi_composite,warehouse_inventory,social_inventory
2023-10-27,154050.000000,0.018176,-0.000325,-0.017202,1.000000,1450.000000,-1.000000,15400.000000,9.221557,167000.000000,381808.000000,83815.000000,0.013820,-0.095154,-0.036887,-1.911500,1.655400,1.708200,-0.800800,,-0.606900,0.008900,,
2023-10-30,156850.000000,-0.019764,-0.028371,-0.061843,1.000000,1400.000000,-1.000000,12950.000000,7.801205,166000.000000,327453.000000,85077.000000,0.040119,-0.071344,0.004483,-1.911500,1.655400,1.708200,-0.799000,,-0.758700,-0.021100,,
2023-10-31,153750.000000,0.001626,-0.015285,-0.072846,1.000000,-1550.000000,-1.000000,12050.000000,7.303030,165000.000000,399767.000000,83965.000000,-0.008065,-0.091043,-0.031496,-1.551000,1.290400,1.708200,-0.799000,,-0.807900,-0.031900,,
2023-11-01,154000.000000,-0.010390,-0.044481,-0.056169,1.000000,125.000000,-1.000000,9550.000000,5.823171,164000.000000,359456.000000,86155.000000,0.020205,-0.071730,0.032864,-1.551000,1.290400,1.708200,-0.815400,,-0.959400,-0.065400,,
2023-11-02,152400.000000,-0.006562,-0.064633,-0.054134,1.000000,-800.000000,-1.000000,8850.000000,5.429448,163000.000000,262319.000000,86387.000000,0.008270,-0.044214,0.026608,-1.551000,1.290400,1.415500,-0.802600,,-0.991100,-0.127800,,
2023-11-03,151400.000000,-0.028071,-0.039960,-0.016513,1.000000,-500.000000,-1.000000,7600.000000,4.705882,161500.000000,251158.000000,94098.000000,-0.017202,-0.003620,0.009333,-1.551000,1.290400,1.415500,-0.806400,,-1.057500,-0.141800,,
2023-11-06,147150.000000,-0.031261,-0.020387,-0.037377,1.000000,-2125.000000,-1.000000,10050.000000,6.281250,160000.000000,272841.000000,106826.000000,-0.061843,-0.024204,-0.031271,-1.551000,1.290400,1.415500,-0.814600,,-0.884200,-0.108800,,
2023-11-07,142550.000000,0.019642,0.044546,0.000000,1.000000,-2300.000000,-1.000000,13450.000000,8.485804,158500.000000,349335.000000,113986.000000,-0.072846,-0.080323,-0.061554,-1.551000,1.290400,1.415500,-0.823700,,-0.652700,-0.064300,,
2023-11-08,145350.000000,-0.008256,-0.025456,-0.018920,1.000000,1400.000000,-1.000000,12150.000000,7.763578,156500.000000,584632.000000,105461.000000,-0.056169,-0.037098,-0.067672,-1.551000,1.290400,1.415500,-0.841200,,-0.731200,-0.083500,,
2023-11-09,144150.000000,0.032952,-0.011100,-0.022546,1.000000,-600.000000,-1.000000,9950.000000,6.419355,155000.000000,323961.000000,106948.000000,-0.054134,-0.046312,-0.126099,-1.551000,1.290400,0.964400,-0.821400,,-0.867400,-0.197000,,
2023-11-10,148900.000000,-0.048690,-0.042310,-0.073203,1.000000,2375.000000,-1.000000,4050.000000,2.647059,153000.000000,374012.000000,98275.000000,-0.016513,-0.033431,-0.125404,-1.551000,1.290400,0.964400,-0.813200,,-1.239800,-0.269800,,
2023-11-13,141650.000000,0.006354,-0.005295,-0.031415,1.000000,-3625.000000,-1.000000,2200.000000,1.447368,152000.000000,382878.000000,96198.000000,-0.037377,-0.096908,-0.161338,-1.551000,1.290400,0.964400,-0.780200,,-1.337600,-0.282800,,
2023-11-14,142550.000000,0.000351,-0.031919,-0.071905,1.000000,450.000000,-1.000000,7250.000000,4.833333,150000.000000,367056.000000,99509.000000,0.000000,-0.072846,-0.157257,-1.551000,1.290400,0.964400,-0.779400,,-0.990600,-0.213200,,
2023-11-15,142600.000000,-0.011921,-0.037868,-0.125526,1.000000,25.000000,-1.000000,5400.000000,3.636364,148500.000000,269895.000000,107801.000000,-0.018920,-0.074026,-0.140446,-1.551000,1.290400,0.964400,-0.774200,,-1.097100,-0.233500,,
2023-11-16,140900.000000,-0.020582,-0.061036,-0.114265,0.000000,-0.000000,1.000000,6500.000000,4.406780,147500.000000,234117.000000,113750.000000,-0.022546,-0.075459,-0.116337,-1.551000,1.290400,0.784300,-0.778000,,-1.011200,-0.253100,,
2023-11-17,138000.000000,-0.005797,-0.096377,-0.101087,0.000000,-0.000000,1.000000,7550.000000,5.136054,147000.000000,260604.000000,113629.000000,-0.073203,-0.088507,-0.091807,-1.551000,1.290400,0.784300,-0.778700,,-0.930800,-0.237100,,
2023-11-20,137200.000000,-0.035714,-0.090379,-0.149781,0.000000,-0.000000,1.000000,7000.000000,4.778157,146500.000000,243089.000000,117274.000000,-0.031415,-0.067618,-0.090186,-1.551000,1.290400,0.784300,-0.778100,,-0.955700,-0.242000,,
2023-11-21,132300.000000,-0.057445,-0.062358,-0.144369,0.000000,-0.000000,1.000000,7450.000000,5.173611,144000.000000,342947.000000,119970.000000,-0.071905,-0.071905,-0.146452,-1.551000,1.290400,0.784300,-0.787200,,-0.915500,-0.235800,,
2023-11-22,124700.000000,0.000802,-0.064555,-0.119086,1.000000,-3800.000000,-1.000000,14000.000000,9.859155,142000.000000,531176.000000,117891.000000,-0.125526,-0.142071,-0.173899,-1.551000,1.290400,0.784300,-0.786100,,-0.478400,-0.148100,,
2023-11-23,124800.000000,-0.006010,-0.092949,-0.149038,1.000000,50.000000,-1.000000,15550.000000,11.146953,139500.000000,581867.000000,115204.000000,-0.114265,-0.134235,-0.174330,-1.551000,1.290400,0.738100,-0.813800,,-0.372800,-0.141800,,
2023-11-24,124050.000000,-0.059653,-0.114470,-0.179766,1.000000,-375.000000,-1.000000,10200.000000,7.391304,138000.000000,699474.000000,121691.000000,-0.101087,-0.166891,-0.194742,-1.551000,1.290400,0.738100,-0.821600,,-0.723800,-0.213600,,
2023-11-27,116650.000000,-0.029576,-0.089584,-0.174025,1.000000,-3700.000000,-1.000000,16300.000000,12.029520,135500.000000,532016.000000,131927.000000,-0.149781,-0.176491,-0.256296,-1.551000,1.290400,0.738100,-0.809500,,-0.312900,-0.129000,,
2023-11-28,113200.000000,-0.029594,-0.101148,-0.178004,1.000000,-1725.000000,-1.000000,19950.000000,14.943820,133500.000000,569530.000000,122796.000000,-0.144369,-0.205893,-0.263740,-1.551000,1.290400,0.738100,-0.796900,,-0.066600,-0.077200,,
2023-11-29,109850.000000,-0.033227,-0.122895,-0.158398,1.000000,-1675.000000,-1.000000,18550.000000,14.053030,132000.000000,760339.000000,139951.000000,-0.119086,-0.229663,-0.286688,-1.551000,1.290400,0.738100,-0.791500,,-0.160500,-0.094900,,
2023-11-30,106200.000000,-0.041902,-0.123823,-0.099812,1.000000,-1825.000000,-1.000000,20650.000000,15.763359,131000.000000,579007.000000,145034.000000,-0.149038,-0.246274,-0.303150,-2.262400,1.021100,0.959100,-0.796300,,-0.017300,-0.219100,,
2023-12-01,101750.000000,-0.053071,-0.091400,0.005405,1.000000,-2225.000000,-1.000000,26050.000000,20.038462,130000.000000,754802.000000,135390.000000,-0.179766,-0.262681,-0.327939,-2.262400,1.021100,0.959100,-0.764600,,0.350600,-0.139200,,
2023-12-04,96350.000000,-0.034250,-0.007784,0.004670,1.000000,-2700.000000,-1.000000,25650.000000,20.039062,128000.000000,852642.000000,145341.000000,-0.174025,-0.297741,-0.345226,-2.262400,1.021100,0.959100,-0.769900,,0.321100,-0.146200,,
2023-12-05,93050.000000,-0.006448,0.099409,0.000537,1.000000,-1650.000000,-1.000000,31150.000000,24.722222,126000.000000,409856.000000,150080.000000,-0.178004,-0.296674,-0.347247,-2.262400,1.021100,0.959100,-0.762400,,0.696100,-0.069700,,
2023-12-06,92450.000000,0.034072,0.047052,0.120065,1.000000,-300.000000,-1.000000,32400.000000,26.448980,122500.000000,678617.000000,128782.000000,-0.158398,-0.258621,-0.363949,-2.262400,1.021100,0.959100,-0.787300,,0.776100,-0.058700,,
2023-12-07,95600.000000,0.070084,-0.026151,0.072699,1.000000,1575.000000,-1.000000,24900.000000,20.663900,120500.000000,195285.000000,136259.000000,-0.099812,-0.233974,-0.336802,-2.262400,1.021100,0.937600,-0.798100,,0.253000,-0.169800,,
2023-12-08,102300.000000,-0.053763,0.012219,0.022483,1.000000,3350.000000,-1.000000,16200.000000,13.670886,118500.000000,35683.000000,158316.000000,0.005405,-0.175333,-0.312962,-0.697500,1.021100,0.937600,-0.798400,,-0.353100,0.022000,,
2023-12-11,96800.000000,-0.038223,0.059401,0.061467,1.000000,-2750.000000,-1.000000,13950.000000,12.130435,115000.000000,802428.000000,156695.000000,0.004670,-0.170167,-0.316625,-0.697500,1.021100,0.937600,-0.805500,,-0.507800,-0.010400,,
2023-12-12,93100.000000,0.112245,0.123523,0.094522,1.000000,-1850.000000,-1.000000,16000.000000,14.285714,112000.000000,674146.000000,172604.000000,0.000537,-0.177562,-0.346896,-0.697500,1.021100,0.937600,-0.805500,,-0.361100,0.018900,,
2023-12-13,103550.000000,-0.009657,-0.007726,-0.026557,1.000000,4525.000000,-1.000000,13800.000000,12.660550,109000.000000,741029.000000,172000.000000,0.120065,-0.057351,-0.273843,-0.697500,1.021100,0.937600,-0.844000,,-0.513600,-0.019300,,
2023-12-14,102550.000000,0.019990,-0.006338,-0.048269,1.000000,-500.000000,-1.000000,4350.000000,4.084507,106500.000000,888872.000000,161651.000000,0.072699,-0.034369,-0.272179,-0.697500,1.021100,0.801700,-0.841700,,-1.171100,-0.177500,,
2023-12-15,104600.000000,-0.017686,-0.036329,-0.036329,1.000000,1025.000000,-1.000000,-1950.000000,-1.866029,104500.000000,547769.000000,159950.000000,0.022483,0.028010,-0.242029,-0.631000,1.021100,0.801700,-0.827000,,-1.589200,-0.244900,,
2023-12-18,102750.000000,-0.008273,-0.050122,0.000973,1.000000,-925.000000,-1.000000,-4050.000000,-3.932039,103000.000000,491689.000000,159746.000000,0.061467,0.066424,-0.251093,-0.631000,1.021100,0.801700,-0.809700,,-1.703200,-0.264200,,
2023-12-19,101900.000000,-0.010795,-0.010795,0.051030,1.000000,-425.000000,-1.000000,-600.000000,-0.588235,102000.000000,261562.000000,159563.000000,0.094522,0.095110,-0.229781,-0.631000,1.021100,0.801700,-0.784400,,-1.440500,-0.206600,,
2023-12-20,100800.000000,-0.031746,0.020337,0.048611,1.000000,-550.000000,-1.000000,-950.000000,-0.940594,101000.000000,166175.000000,162654.000000,-0.026557,0.090319,-0.191660,-0.631000,1.021100,0.801700,-0.753500,,-1.442700,-0.200900,,
2023-12-21,97600.000000,0.032787,0.097336,0.091701,1.000000,-1600.000000,-1.000000,3400.000000,3.400000,100000.000000,322718.000000,158076.000000,-0.048269,0.020921,-0.217949,-0.631000,1.021100,0.588600,-0.740200,,-1.130100,-0.178300,,
2023-12-22,100800.000000,0.020337,0.048611,0.068452,1.000000,1600.000000,-1.000000,350.000000,0.351759,99500.000000,313308.000000,155842.000000,-0.036329,-0.014663,-0.187424,-0.703500,1.021100,0.588600,-0.721300,,-1.322500,-0.227500,,
2023-12-25,102850.000000,0.041322,0.035975,0.053476,1.000000,1025.000000,-1.000000,-2500.000000,-2.525253,99000.000000,157805.000000,159077.000000,0.000973,0.062500,-0.118303,-0.703500,1.021100,0.588600,-0.700800,,-1.494700,-0.257900,,
