date,close,label_ret_1d,label_ret_3d,label_ret_5d,n_c,Total_Demand,n_f_minus_n_c,basis,basis_rate,spot_avg,volume,position,ret_5d,ret_10d,ret_20d,fi_supply,fi_demand,fi_inventory,fi_profit,fi_sentiment,fi_basis,fi_composite,warehouse_inventory,social_inventory
2023-09-18,167150.000000,-0.046366,-0.043075,-0.050254,1.000000,-1475.000000,-1.000000,13400.000000,7.322404,183000.000000,81843.000000,55569.000000,-0.064372,-0.119800,-0.169028,-1.911500,1.655400,,-1.251600,,-1.138000,-0.661400,,
2023-09-19,159400.000000,-0.032936,-0.020389,-0.064617,1.000000,-3875.000000,-1.000000,15650.000000,8.694444,180000.000000,129369.000000,64943.000000,-0.103235,-0.163035,-0.196167,-1.911500,1.655400,,-1.272100,,-0.968200,-0.624100,,
2023-09-20,154150.000000,0.037626,0.029841,-0.036977,1.000000,-2625.000000,-1.000000,18800.000000,10.651558,176500.000000,204819.000000,70230.000000,-0.124396,-0.191026,-0.229250,-1.911500,1.655400,,-1.298400,,-0.748300,-0.575700,,
2023-09-21,159950.000000,-0.023757,-0.067834,-0.062207,1.000000,2900.000000,-1.000000,19600.000000,11.296830,173500.000000,220010.000000,66110.000000,-0.054390,-0.134001,-0.198045,-1.911500,1.655400,,-1.324800,,-0.684200,-0.566300,,
2023-09-22,156150.000000,0.016651,-0.049312,-0.027217,1.000000,-1900.000000,-1.000000,12800.000000,7.441860,172000.000000,251819.000000,64039.000000,-0.082011,-0.115297,-0.196139,-1.911500,1.655400,,-1.326000,,-1.106600,-0.672200,,
2023-09-25,158750.000000,-0.060787,-0.055118,-0.043150,1.000000,1300.000000,-1.000000,11650.000000,6.812865,171000.000000,193857.000000,62330.000000,-0.050254,-0.111391,-0.144205,-1.911500,1.655400,,-1.300000,,-1.152800,-0.677200,,
2023-09-26,149100.000000,-0.004359,0.018779,0.045607,1.000000,-3875.000000,-1.000000,12900.000000,7.588235,170000.000000,268584.000000,69608.000000,-0.064617,-0.161181,-0.199893,-1.911500,1.655400,,-1.291600,,-1.047000,-0.648700,,
2023-09-27,148450.000000,0.010441,0.023240,0.111149,1.000000,-325.000000,-1.000000,19400.000000,11.479290,169000.000000,322018.000000,64804.000000,-0.036977,-0.156774,-0.202311,-1.911500,1.655400,,-1.268700,,-0.611400,-0.534000,,
2023-09-28,150000.000000,0.012667,0.039333,0.135000,1.000000,775.000000,-1.000000,19200.000000,11.360947,169000.000000,197277.000000,60869.000000,-0.062207,-0.113213,-0.197217,-1.911500,1.655400,,-1.249800,,-0.615900,-0.530400,,
2023-10-09,151900.000000,0.000000,0.085912,0.111916,1.000000,950.000000,-1.000000,19150.000000,11.331361,169000.000000,111723.000000,65157.000000,-0.027217,-0.106996,-0.186613,-1.911500,1.655400,,-1.094200,,-0.610800,-0.490300,,
2023-10-10,151900.000000,0.026333,0.120803,0.113562,1.000000,0.000000,-1.000000,14950.000000,8.846154,169000.000000,182713.000000,71144.000000,-0.043150,-0.091235,-0.200105,-1.911500,1.655400,,-1.086500,,-0.876600,-0.554800,,
2023-10-11,155900.000000,0.058050,0.083387,0.064144,1.000000,2000.000000,-1.000000,14100.000000,8.343195,169000.000000,150353.000000,74313.000000,0.045607,-0.021957,-0.181412,-1.911500,1.655400,,-1.079000,,-0.917200,-0.563100,,
2023-10-12,164950.000000,0.032131,0.025462,-0.033343,1.000000,4525.000000,-1.000000,9550.000000,5.634218,169500.000000,221805.000000,75862.000000,0.111149,0.070062,-0.134348,-1.911500,1.655400,1.893600,-1.062600,,-1.194900,-0.124000,,
2023-10-13,170250.000000,-0.007930,-0.025551,-0.107489,1.000000,2650.000000,-1.000000,1550.000000,0.909091,170500.000000,284415.000000,64239.000000,0.135000,0.064395,-0.078235,-1.911500,1.655400,1.893600,-1.031800,,-1.669200,-0.212700,,
2023-10-16,168900.000000,0.001480,-0.055950,-0.107164,1.000000,-675.000000,-1.000000,1950.000000,1.127168,173000.000000,374351.000000,66260.000000,0.111916,0.081652,-0.043059,-1.911500,1.655400,1.893600,-0.943900,,-1.590300,-0.179400,,
2023-10-17,169150.000000,-0.019214,-0.101685,-0.083654,1.000000,125.000000,-1.000000,4700.000000,2.716763,173000.000000,291639.000000,68624.000000,0.113562,0.065512,-0.053177,-1.911500,1.655400,1.893600,-0.919800,,-1.375900,-0.131700,,
2023-10-18,165900.000000,-0.038879,-0.091019,-0.090115,1.000000,-1625.000000,-1.000000,4900.000000,2.824207,173500.000000,265336.000000,67659.000000,0.064144,0.112676,-0.066667,-1.911500,1.655400,1.893600,-0.904700,,-1.330100,-0.119500,,
2023-10-19,159450.000000,-0.047037,-0.027908,-0.052054,1.000000,-3225.000000,-1.000000,7450.000000,4.293948,173500.000000,319221.000000,67712.000000,-0.033343,0.074099,-0.094291,-1.911500,1.655400,1.838800,-0.890600,,-1.144400,-0.090500,,
2023-10-20,151950.000000,-0.007568,-0.006581,0.013820,1.000000,-3750.000000,-1.000000,14350.000000,8.318841,172500.000000,368332.000000,72387.000000,-0.107489,0.013000,-0.101685,-1.911500,1.655400,1.838800,-0.881400,,-0.696900,0.000900,,
2023-10-23,150800.000000,0.027851,0.002321,0.040119,1.000000,-575.000000,-1.000000,21000.000000,12.280702,171000.000000,360929.000000,77018.000000,-0.107164,-0.007242,-0.113463,-1.911500,1.655400,1.838800,-0.871000,,-0.269800,0.088400,,
2023-10-24,155000.000000,-0.026129,-0.006129,-0.008065,1.000000,2100.000000,-1.000000,16650.000000,9.794118,170000.000000,276247.000000,75975.000000,-0.083654,0.020408,-0.072689,-1.911500,1.655400,1.838800,-0.871200,,-0.543900,0.033500,,
2023-10-25,150950.000000,0.001325,0.039086,0.020205,1.000000,-2025.000000,-1.000000,15350.000000,9.082840,169000.000000,369871.000000,80037.000000,-0.090115,-0.031751,-0.053011,-1.911500,1.655400,1.838800,-0.841300,,-0.621100,0.024100,,
2023-10-26,151150.000000,0.019186,0.017201,0.008270,1.000000,100.000000,-1.000000,17000.000000,10.119048,168000.000000,371132.000000,84140.000000,-0.052054,-0.083662,-0.019462,-1.911500,1.655400,1.708200,-0.802600,,-0.508700,0.028100,,
