date,warehouse_stock,basis_spot_main,spread_near1_near3,hv_20d,oi_main,state_id,proba_max
2025-12-08,13120.0,-2090.0,260.0,0.6672721562270746,593129,0,1.0
2025-12-09,12920.0,-50.0,40.0,0.6078397926052221,575421,0,1.0
2025-12-10,13680.0,-3280.0,-40.0,0.5395522217346783,605453,0,1.0
2025-12-11,14750.0,-5380.0,100.0,0.5010932445343959,634283,0,1.0
2025-12-12,15050.0,-3220.0,-320.0,0.414843997875995,636384,0,1.0
2025-12-15,15260.0,-5910.0,20.0,0.4630439318425782,662185,0,1.0
2025-12-16,15286.0,-4750.0,-160.0,0.4890264414096471,666027,0,1.0
2025-12-17,15636.0,-11570.0,40.0,0.645312159608747,668589,0,1.0
2025-12-18,15636.0,-8610.0,60.0,0.7241415919430352,672711,0,1.0
2025-12-19,15511.0,-13750.0,-220.0,0.8420635669079394,668829,0,1.0
2025-12-22,16411.0,-15380.0,-540.0,0.9587647323666508,671889,0,1.0
2025-12-23,16651.0,-20860.0,-160.0,1.1688055159909667,671573,0,1.0
2025-12-24,17101.0,-23220.0,-680.0,1.3896568132720115,647366,0,1.0
2025-12-25,17101.0,-18620.0,-340.0,1.534692334851113,607187,0,1.0
2025-12-26,17861.0,-18620.0,-1260.0,1.7292700006376391,577035,0,1.0
2025-12-29,18191.0,-820.0,160.0,1.766942153480341,512345,0,1.0
2025-12-30,19491.0,-3580.0,-100.0,1.8064847888278923,511309,0,1.0
2025-12-31,20281.0,-3080.0,-860.0,1.800118615099568,490194,0,1.0
2026-01-05,20281.0,-10480.0,-820.0,1.8355663897823915,515292,0,1.0
2026-01-06,23141.0,-10440.0,-1100.0,1.88697262072568,534999,0,1.0
2026-01-07,25180.0,-8800.0,-1120.0,1.962930722470424,506520,0,1.0
2026-01-08,25770.0,-6500.0,-1240.0,1.9788450023456667,514467,0,1.0
2026-01-09,25360.0,-3420.0,-900.0,1.96766679708945,510874,0,1.0
2026-01-12,25970.0,-4060.0,360.0,2.05820017222708,506702,0,0.9999
2026-01-13,26898.0,-7480.0,80.0,2.1694712108492427,460281,0,1.0
2026-01-14,27158.0,1060.0,-960.0,2.1990717173152583,452583,0,1.0
2026-01-15,27205.0,-4220.0,-1120.0,2.166697110858988,443942,0,1.0
2026-01-16,27458.0,11800.0,280.0,2.08171417247578,416133,0,1.0
2026-01-19,27698.0,3740.0,-240.0,1.934005896359683,411331,0,1.0
2026-01-20,27681.0,-8000.0,-760.0,1.882019361341779,415351,0,1.0
2026-01-21,28656.0,-8240.0,-800.0,1.8625117296524307,427928,0,1.0
2026-01-22,28886.0,-4280.0,-40.0,1.8765106048283624,436686,0,1.0
2026-01-23,28156.0,-10520.0,-240.0,1.981621345017271,438728,0,1.0
2026-01-26,28646.0,15820.0,-1140.0,1.9342601208591468,416719,0,1.0
2026-01-27,29166.0,-7100.0,200.0,1.9918050673977912,422433,0,1.0
2026-01-28,29966.0,5720.0,-80.0,1.825667417118878,410985,0,1.0
2026-01-29,30211.0,3180.0,-940.0,1.6399829894062847,402347,0,1.0
2026-01-30,30631.0,12300.0,-80.0,1.3926402212086535,372601,0,1.0
2026-02-02,32241.0,23060.0,460.0,1.3619586303859317,347698,0,1.0
2026-02-03,33084.0,5400.0,20.0,1.2982581794202568,355770,0,1.0
2026-02-04,34114.0,5780.0,-740.0,1.2700571040190023,359912,0,1.0
2026-02-05,33787.0,11220.0,-300.0,1.375609374543754,329777,0,1.0
2026-02-06,33777.0,1580.0,-780.0,1.4612006256127046,328575,0,0.9948
2026-02-09,34597.0,-1500.0,100.0,1.5309126626435736,344071,0,0.9998
2026-02-10,35537.0,-1340.0,-920.0,1.5625546272032151,345989,0,0.9992
2026-02-11,35527.0,-12260.0,20.0,1.552316764596308,356531,0,1.0
2026-02-12,37282.0,-6920.0,320.0,1.5363345522729517,353975,0,1.0
2026-02-13,38759.0,-8890.0,-1420.0,1.528691401746029,342226,0,0.9887
2026-02-24,38855.0,-12120.0,-620.0,1.5419540004624146,365180,0,1.0
2026-02-25,38525.0,-4730.0,-1100.0,1.560369861807915,377037,0,0.9999
2026-02-26,38451.0,-660.0,-820.0,1.5930741392797392,375204,0,1.0
2026-02-27,38461.0,-4040.0,-220.0,1.6298165614017217,381552,0,1.0
2026-03-02,38196.0,480.0,-1160.0,1.571862336778362,378336,0,1.0
2026-03-03,37755.0,10140.0,-1060.0,1.5505274992535314,339604,0,1.0
2026-03-04,37155.0,940.0,-340.0,1.439043025062562,339011,0,0.9997
2026-03-05,36840.0,140.0,-420.0,1.4054444816445806,332374,0,0.9978
2026-03-06,36330.0,-910.0,-240.0,1.377036166814137,333903,0,0.9957
2026-03-09,36861.0,-6310.0,180.0,1.3916318742052551,330671,0,0.9994
2026-03-10,37019.0,-4500.0,-640.0,1.316567882295124,332517,0,0.7827
2026-03-11,36739.0,3960.0,1360.0,1.3103831707243585,330436,0,0.6568
2026-03-12,36455.0,1020.0,-340.0,1.3019713279352183,325382,0,0.9887
2026-03-13,36403.0,6920.0,-20.0,1.1824257116512118,316964,0,1.0
2026-03-16,36393.0,-3120.0,320.0,1.0371388542188626,310683,2,0.7875
2026-03-17,36465.0,2680.0,860.0,0.9135468154627272,308842,0,0.8509
2026-03-18,35769.0,5380.0,-160.0,0.7846767625187185,307422,0,0.7513
2026-03-19,34740.0,9900.0,-500.0,0.8485100333679887,282745,0,0.9994
2026-03-20,34318.0,5140.0,1680.0,0.8898331515791013,276578,0,0.9362
2026-03-23,33537.0,-2540.0,-280.0,0.9048986009737804,269477,2,1.0
2026-03-24,32078.0,-5440.0,480.0,0.8978581271996136,260696,2,1.0
2026-03-25,31460.0,-6620.0,160.0,0.873867775856823,251957,2,1.0
2026-03-26,30751.0,-700.0,1280.0,0.7891119202859792,246385,2,0.9985
2026-03-27,30111.0,-10440.0,-960.0,0.713949678869058,247637,3,0.9807
2026-03-30,31064.0,-7120.0,-1080.0,0.7098070936817771,237761,3,0.505
2026-03-31,11318.0,5800.0,1040.0,0.7016144991089104,217916,2,0.9996
2026-04-01,17658.0,2880.0,3500.0,0.7008285664217405,212931,1,1.0
2026-04-02,19238.0,360.0,840.0,0.7038783440093759,206515,1,0.6422
2026-04-03,21238.0,640.0,1200.0,0.7047022083345879,218471,2,0.5405
2026-04-07,21508.0,-1860.0,3360.0,0.704054480285684,233277,1,1.0
2026-04-08,23654.0,-1120.0,3300.0,0.6920101693198035,241459,1,1.0
2026-04-09,24664.0,2190.0,-740.0,0.6941467701255754,252754,2,1.0
2026-04-10,25453.0,-2050.0,-1940.0,0.6946689282167335,258584,2,0.9905
2026-04-13,26203.0,-9500.0,-2360.0,0.7215073080999916,298143,1,0.6988
2026-04-14,27523.0,-5340.0,-2280.0,0.7508334178079619,324231,2,1.0
2026-04-15,28383.0,-2660.0,-2920.0,0.7875614782567611,348716,2,1.0
2026-04-16,29423.0,-8500.0,-1280.0,0.8498089831529839,394543,2,1.0
2026-04-17,30023.0,-8060.0,-1600.0,0.8312521802527113,408749,2,1.0
2026-04-20,30688.0,-7700.0,-1580.0,0.8140982001416048,435887,2,1.0
2026-04-21,32268.0,-2260.0,-1520.0,0.7803017930617292,424045,2,0.9998
2026-04-22,32658.0,-4240.0,-1440.0,0.7688369302125742,430946,2,0.9995
2026-04-23,33359.0,-4960.0,-1640.0,0.7982766401171294,441139,2,0.9992
2026-04-24,34298.0,-4900.0,-1680.0,0.8062431233000005,455510,2,0.9609
2026-04-27,35327.0,-4560.0,-1700.0,0.8502428310971254,466692,0,0.7388
2026-04-28,36392.0,-4120.0,-1520.0,0.8752621831992506,453086,0,0.8136
2026-04-29,36962.0,-9380.0,-1660.0,0.8935548690499898,479107,0,0.9968
2026-04-30,38012.0,-12080.0,-500.0,0.9380943285629094,489790,0,1.0
2026-05-06,39041.0,-11900.0,-1880.0,1.0436457429539014,511071,0,1.0
2026-05-07,42631.0,-8560.0,-2520.0,1.0990141106155942,517613,0,1.0
2026-05-08,43930.0,-2560.0,-1960.0,1.1273782422302483,513252,0,1.0
2026-05-11,43880.0,-9770.0,-1920.0,1.177994606144248,540666,0,1.0
2026-05-12,45954.0,-5260.0,-2380.0,1.1332845234377726,537448,0,1.0
2026-05-13,47720.0,-1460.0,-6340.0,1.0685715629318409,519507,1,1.0
2026-05-14,49310.0,3240.0,-2780.0,1.0155163332312709,478280,0,1.0
2026-05-15,50639.0,3200.0,-2800.0,0.9446313037199612,458573,0,0.9999
2026-05-18,51804.0,-680.0,-1160.0,0.8786619554533076,466957,0,0.9983
2026-05-19,52579.0,2100.0,-2380.0,0.851226157847819,446424,0,0.9988
2026-05-20,53083.0,-4100.0,-3480.0,0.83215472797611,447264,2,1.0
2026-05-21,52337.0,4400.0,-3800.0,0.8430489646592504,448172,2,0.9894
2026-05-22,53047.0,-6460.0,-4420.0,0.8005872276694795,452850,2,0.8298
2026-05-25,52143.0,2050.0,-3280.0,0.769918997277533,449777,2,0.9864
2026-05-26,53763.0,4040.0,-3640.0,0.7818043594207513,441930,2,0.9968
2026-05-27,54249.0,4000.0,-3420.0,0.8137884020664873,428592,2,0.9936
2026-05-28,54033.0,-3360.0,-4080.0,0.8206760907084694,426476,2,0.9641
2026-05-29,54195.0,-2240.0,-4120.0,0.8158517019202447,427826,2,0.9848
2026-06-01,55215.0,100.0,-3120.0,0.8315118166413337,433713,2,0.9994
2026-06-02,55990.0,2770.0,-4180.0,0.8803206013875441,432273,1,0.994
2026-06-03,56045.0,3740.0,-4420.0,0.9352497583283312,427311,1,1.0
2026-06-04,56599.0,7510.0,-4940.0,1.0224005433478152,425107,1,1.0
2026-06-05,55687.0,-1360.0,-4760.0,1.0589441953488856,422004,1,1.0
2026-06-08,55940.0,410.0,-4480.0,1.0272443182320012,423382,1,0.9999
2026-06-09,55544.0,-4710.0,-5020.0,0.9293363712757796,438866,1,0.9997
2026-06-10,55581.0,-1650.0,-3760.0,0.8303500438475069,443549,2,1.0
2026-06-11,54683.0,-8100.0,-4700.0,0.7728345085241802,448867,3,1.0
2026-06-12,53787.0,-4800.0,-1520.0,0.7261446546599075,447123,0,0.6618
2026-06-15,53885.0,-3940.0,-5040.0,0.6399598256982918,450397,3,0.9293
2026-06-16,53285.0,-980.0,-4760.0,0.6091290133154897,449952,1,0.9843
2026-06-17,52685.0,-1800.0,-5300.0,0.5767938244773824,455847,1,0.9984
2026-06-18,51975.0,6750.0,-5340.0,0.6220063825939306,450964,1,1.0
2026-06-22,50415.0,-4740.0,-4600.0,0.6012084029629976,447324,3,0.9717
2026-06-23,50460.0,1280.0,-4500.0,0.6266962122877846,449841,2,0.7435
2026-06-24,49115.0,-5240.0,-4280.0,0.6276031392586537,452152,2,0.9989
2026-06-25,49007.0,6160.0,-4320.0,0.7343624954941964,454628,1,0.9624
2026-06-26,48544.0,2280.0,-4260.0,0.7904974343731475,443472,2,0.849
2026-06-29,48489.0,-2170.0,-4720.0,0.781441785124007,437057,1,0.999
2026-06-30,48731.0,-6860.0,-4300.0,0.7242969178786424,424925,3,0.9898
2026-07-01,49331.0,-4560.0,-4180.0,0.6997268484454118,423487,2,0.6508
2026-07-02,48578.0,-1540.0,-4580.0,0.6969400976014664,419254,1,0.9999
2026-07-03,48206.0,-3530.0,-5420.0,0.7008014505976914,412685,1,1.0
2026-07-06,46708.0,690.0,-3560.0,0.7008360489433284,416855,2,1.0
2026-07-07,46085.0,1140.0,-820.0,0.7008243889058609,413590,0,0.9894
2026-07-08,43640.0,5560.0,-3640.0,0.7047897301699672,412567,2,0.9905
2026-07-09,44020.0,5480.0,-4220.0,0.737080418439812,416044,1,0.9999
2026-07-10,42067.0,3400.0,-80.0,0.7326207801191943,411866,0,0.9996
2026-07-13,42406.0,1760.0,-4240.0,0.7000553219367286,415469,2,0.868
2026-07-14,42903.0,820.0,-4280.0,0.650080971227718,414398,2,0.8734
2026-07-15,42420.0,4760.0,240.0,0.6477744863582885,418746,0,0.9999
2026-07-16,41231.0,-660.0,-240.0,0.6002731995022104,404234,0,0.7722
2026-07-17,40345.0,1860.0,-20.0,0.6194678643294959,385010,0,0.9566
2026-07-20,41359.0,7600.0,2840.0,0.6803058526039353,379802,2,1.0
2026-07-21,41023.0,2380.0,1220.0,0.7601124851890672,375185,2,0.9767
2026-07-22,40865.0,-300.0,1520.0,0.7898864444500677,370958,2,0.9999
2026-07-23,40334.0,1500.0,1520.0,0.8162788748021917,367838,2,0.9996
2026-07-24,39879.0,1220.0,1200.0,0.8439475498951647,354629,2,0.9641
2026-07-27,38418.0,-720.0,1380.0,0.8574892943445745,354044,2,0.995
2026-07-28,38278.0,2020.0,500.0,0.8556968784755365,348395,0,0.9024
2026-07-29,39315.0,-1900.0,180.0,0.8138894959123193,335476,2,0.9375
2026-07-30,38981.0,4940.0,-20.0,0.7975347813890163,330683,0,0.9948
