date,equity,drawdown,is_extreme,net_ret,vol20,adx
2024-02-01,1.0,0.0,False,0.0,,0.0
2024-02-02,1.0,0.0,False,0.0,,0.0
2024-02-05,1.0,0.0,False,0.0,,0.0
2024-02-06,1.0,0.0,False,0.0,,0.0
2024-02-07,1.0,0.0,False,0.0,,0.0
2024-02-08,1.0,0.0,False,0.0,,0.0
2024-02-19,1.0,0.0,False,0.0,,0.0
2024-02-20,1.0,0.0,False,0.0,,0.0
2024-02-21,1.0,0.0,False,0.0,,0.0
2024-02-22,1.0,0.0,False,0.0,0.33330292218483587,0.0
2024-02-23,1.0139961592944466,0.0,False,0.01399615929444665,0.38017690795631764,0.0
2024-02-26,1.0146149879929025,0.0,False,0.0006102870240518375,0.3626882412525489,0.0
2024-02-27,1.0344938648368145,0.0,False,0.01959253222075504,0.38913984184467176,0.0
2024-02-28,1.038552340569341,0.0,False,0.0039231510891239545,0.3750777948673533,0.0
2024-02-29,1.0689972603110074,0.0,True,0.02931476686574715,0.5380924080089527,0.0
2024-03-01,1.0683819264981482,-0.000575617764146695,False,-0.0005756177641466629,0.5214918353142982,0.0
2024-03-04,1.060355810182474,-0.00808369717057962,False,-0.007512403679442164,0.5157504553798885,0.0
2024-03-05,1.0475080637583798,-0.02010219983760825,False,-0.012116448366405594,0.5507329824588562,0.0
2024-03-06,1.0532900499371132,-0.014693405640089726,False,0.0055197533830796276,0.5380085631324512,0.0
2024-03-07,1.0445448266570923,-0.022874178037463912,False,-0.008302768340537493,0.5268741768686531,0.0
2024-03-08,1.046162721103436,-0.021360708820645568,False,0.0015488990085009342,0.5264584142975149,0.0
2024-03-11,1.060488886404491,-0.007959210207929815,False,0.013694012424706177,0.5310783071012455,0.0
2024-03-12,1.076127692948775,0.0,False,0.014746789659726003,0.5360606176344643,0.0
2024-03-13,1.0714454649904788,-0.004350996623333987,False,-0.0043509966233339125,0.5175215435243532,0.0
2024-03-14,1.0583439365171965,-0.016525693510263673,False,-0.012227900440456635,0.5692227034645037,0.0
2024-03-15,1.0652863591928152,-0.01007439342653913,False,0.006559703737203538,0.5670977535527643,0.0
2024-03-18,1.0695757849358343,-0.0060884113064570014,False,0.004026547140122238,0.5593199586037895,0.0
2024-03-19,1.0651119739828434,-0.010236442234607596,False,-0.004173440550786856,0.556572888680208,0.0
2024-03-20,1.067825119330101,-0.007715230890419395,False,0.002547286495251854,0.5441276402848433,39.173499185281614
2024-03-21,1.068051898115926,-0.007504494945874017,False,0.00021237446255922528,0.5449762902062362,36.83589148661946
2024-03-22,1.0639330631668609,-0.011331954248383692,False,-0.003856399634072932,0.5443457788165352,34.332406508082485
2024-03-25,1.0594230742786015,-0.01552289638081895,False,-0.004238978037617417,0.5939644876393907,32.223391868247134
2024-03-26,1.0599700922501643,-0.015014575690674983,False,0.0005163357159605548,0.5763028839131618,30.297660870139254
2024-03-27,1.057884212428041,-0.016952895683544602,False,-0.001967866676025991,0.5747955984306329,28.733683446254275
2024-03-28,1.057350018599691,-0.017449299439205132,False,-0.000504964363844727,0.42909210296996075,27.21432652631927
2024-03-29,1.0539110397888276,-0.02064499715556062,False,-0.0032524507025760083,0.4295242130330414,26.16407357155506
2024-04-01,1.0732286654507799,-0.0026939437735789187,False,0.01832946513761061,0.4719854610192491,25.02811019638815
2024-04-02,1.0642459480037276,-0.011041203588478828,False,-0.008369807605986051,0.4374893446621368,24.29115545390706
2024-04-03,1.067631621825617,-0.007895039946307294,False,0.003181288900596786,0.43085581822626695,22.569107332329757
2024-04-08,1.073295694402056,-0.0026316566010479233,False,0.005305268653202229,0.4332180866658125,21.06092434105945
2024-04-09,1.0754571754947804,-0.0006230835414683726,False,0.0020138728814415837,0.4335186670778601,19.924761114930757
2024-04-10,1.0813695693241472,0.0,False,0.00549756323551126,0.426392806584105,18.838426260096917
2024-04-11,1.070039238319225,-0.010477760172226434,False,-0.010477760172226309,0.4240563130746363,18.423946833355302
2024-04-12,1.0637753062976714,-0.016270351529747765,False,-0.00585392740493593,0.4234787023799594,18.262479938255197
2024-04-15,1.0637753062976714,-0.016270351529747765,False,0.0,0.3732940865601178,17.456966665354614
