date,F1_kaigong_20d,F2_paichan_20d,F3_inventory_surprise,F4_spot_premium,F5_term_structure,F6_crowding,ret_1d,ret_5d,close
2023-08-16,,,,0.17197452229299362,6450.004478398314,0.8476454293628809,-0.01146496815286624,0.019108280254777066,196250.0
2023-08-17,,,,0.16752577319587628,7400.008574490889,0.85,0.009020618556700999,0.02809278350515454,194000.0
2023-08-18,,,,0.14942528735632185,7050.014573396927,0.51,0.02758620689655178,-0.007662835249042099,195750.0
2023-08-21,,,,0.1185682326621924,7400.014709677419,0.5625,-0.014168530947054392,-0.0778026348496147,201150.0
2023-08-22,,,,0.1346444780635401,6550.013298565841,0.5249999999999999,0.008572869389813498,-0.060262228946041385,198300.0
2023-08-23,,,,0.125,6750.013712807245,0.375,-0.00275000000000003,-0.0695,200000.0
2023-08-24,,,,0.12810228127350212,6950.016103896104,0.3,-0.026071697167209806,-0.06317372775131613,199450.0
2023-08-25,-0.0695811553865997,,,0.148005148005148,6650.017324093817,0.49500000000000005,-0.04504504504504503,-0.038610038610038644,194250.0
2023-08-28,-0.0695811553865997,,,0.18598382749326145,5500.011666666666,1.0,0.004582210242587648,0.023719676549865287,185500.0
2023-08-29,-0.0695811553865997,,,0.15105983364636436,4400.009343226161,0.9,-0.0013415615776763978,0.022001609873893102,186350.0
2023-08-30,-0.0695811553865997,,,0.13111230521225148,4350.006052269601,0.75,0.004030091348737219,0.023911875335840937,186100.0
2023-08-31,,,,0.11319240032111319,4950.015393073117,0.855,-0.0005351886540004847,-0.011506556061011475,186850.0
2023-09-01,0.007635285396589975,,,0.10040160642570281,4550.008232711306,0.675,0.01686746987951815,-0.05488621151271755,186750.0
2023-09-04,0.007635285396589975,,,0.08214849921011058,4650.012415654521,0.48750000000000004,0.0028962611901000024,-0.05924170616113744,189900.0
2023-09-05,0.007635285396589975,,,0.06589656077710686,4700.009421265141,0.51,0.0005250721974272565,-0.06668416907324759,190450.0
2023-09-06,0.007635285396589975,,,0.05221726580949882,4250.007246376812,0.3,-0.03070060351613746,-0.07609551298871686,190550.0
2023-09-07,,,,0.07742284786139686,3200.003856749311,0.55,-0.04439631835408775,-0.08419057931781271,184700.0
2023-09-08,-0.06698701857562939,,,0.11898016997167139,4450.017146178437,1.0,0.01218130311614729,-0.036260623229461775,176500.0
2023-09-11,-0.06698701857562939,,,0.0859221942345368,3800.011724335144,0.95,-0.005037783375314908,-0.06437167646235653,178650.0
2023-09-12,-0.06698701857562939,,,0.07454289732770746,3750.006896551724,0.95,-0.009563994374120921,-0.10323488045007034,177750.0
2023-09-13,-0.06698701857562939,,,0.073558648111332,3500.009562445668,0.65,-0.039193410962794606,-0.12439647827321787,176050.0
2023-09-14,,,,0.1143955069464972,2950.006618531889,1.0,0.005616316878510164,-0.05438959503399354,169150.0
2023-09-15,-0.0963081861958267,,,0.09053497942386832,3750.0132251277428,0.9025,-0.017342739564961795,-0.08201058201058198,170100.0
2023-09-18,-0.0963081861958267,,,0.09482500747831289,3300.0115959719255,0.7,-0.04636553993419079,-0.05025426263834876,167150.0
2023-09-19,-0.0963081861958267,,,0.12923462986198245,2500.008285532186,1.0,-0.03293601003764113,-0.06461731493099121,159400.0
2023-09-20,-0.0963081861958267,,,0.14498864742134285,2550.0075857519787,1.0,0.03762568926370413,-0.03697697048329551,154150.0
2023-09-21,,,,0.08471397311659894,3250.007019783025,0.95,-0.023757424195060994,-0.06220693966864643,159950.0
2023-09-22,-0.09886181234495839,,,0.10150496317643291,3450.009823182711,0.85,0.016650656420108767,-0.02721741914825493,156150.0
2023-09-25,-0.09886181234495839,,,0.07716535433070866,5650.003919007185,0.68,-0.06078740157480311,-0.043149606299212606,158750.0
2023-09-26,-0.09886181234495839,,,0.14017437961099932,4150.0082787167985,0.95,-0.00435949027498328,0.0456069751844399,149100.0
2023-09-27,-0.09886181234495839,,,0.13843044796227685,6150.010189739986,0.8,0.010441226002020798,0.11114853486022236,148450.0
2023-09-28,,,,0.12666666666666668,5450.006918021446,0.48750000000000004,0.012666666666666604,0.135,150000.0
2023-10-09,,,,0.11257406188281764,6000.007196710076,0.3825,0.0,0.11191573403554966,151900.0
2023-10-10,,,,0.11257406188281764,6050.001714089818,0.65,0.026333113890717685,0.11356155365371956,151900.0
2023-10-11,,,,0.08402822322001283,7550.009100101112,0.6,0.058050032071840896,0.06414368184733799,155900.0
2023-10-12,,,,0.02758411639890876,7300.007611798287,0.85,0.03213094877235534,-0.033343437405274345,164950.0
2023-10-13,,,,0.0014684287812041115,11550.021109010711,0.5225,-0.007929515418502175,-0.10748898678414098,170250.0
2023-10-16,-0.09401183795833656,,,0.02427471876850207,12950.034626482848,0.75,0.001480165778567244,-0.10716400236826529,168900.0
2023-10-17,-0.09401183795833656,,,0.02276086313922554,11650.02,0.675,-0.019213715637008577,-0.08365356192728346,169150.0
2023-10-18,-0.09401183795833656,,,0.04581072935503315,12000.025341130604,0.5249999999999999,-0.03887884267631103,-0.09011452682338761,165900.0
2023-10-19,,,,0.088115396676074,11900.027448322602,0.63,-0.0470366886171214,-0.05205393540294767,159450.0
2023-10-20,,,,0.13524185587364265,10150.020098730607,0.855,-0.007568279039157577,0.01382033563672258,151950.0
2023-10-23,-0.0320523171322461,,,0.13395225464190982,8450.022128556375,0.9,0.027851458885941538,0.04011936339522548,150800.0
2023-10-24,-0.0320523171322461,,,0.0967741935483871,10100.028985507246,0.6174999999999999,-0.02612903225806451,-0.008064516129032251,155000.0
2023-10-25,-0.0320523171322461,,,0.11957601854918848,9050.034178999294,0.95,0.0013249420337859696,0.020205366015236814,150950.0
2023-10-26,,,,0.11147866357922594,9650.032862190812,0.95,0.019186238835593672,0.008269930532583514,151150.0
2023-10-27,,,,0.08406361570918533,10400.028889662373,0.95,0.018175916910094125,-0.01720220707562481,154050.0
2023-10-30,0.044449842118047034,,,0.058335989799171185,11050.032235939643,0.7,-0.019764105833599,-0.061842524705132296,156850.0
2023-10-31,0.044449842118047034,,,0.07317073170731707,10850.033939818055,0.9,0.001626016260162677,-0.07284552845528458,153750.0
2023-11-01,0.044449842118047034,,,0.06493506493506493,11000.035314685314,0.65,-0.010389610389610393,-0.0561688311688312,154000.0
2023-11-02,,,,0.06955380577427822,10000.024929775282,0.3,-0.006561679790026198,-0.05413385826771655,152400.0
2023-11-03,,,,0.0667107001321004,9400.028873239437,0.25,-0.028071334214002652,-0.01651254953764858,151400.0
2023-11-06,,,,0.0873258579680598,9450.041394335512,0.35,-0.031260618416581676,-0.03737682636765205,147150.0
2023-11-07,,,,0.11189056471413539,8300.03687150838,0.6,0.019642230796211857,0.0,142550.0
2023-11-08,,,,0.07671138630890953,9350.037132352942,0.9,-0.008255933952528327,-0.01891984864121088,145350.0
2023-11-09,,,,0.07526881720430108,8450.033898305084,0.4275,0.03295178633368012,-0.02254595907041279,144150.0
2023-11-10,-0.007636178516884473,,,0.027535258562793822,9100.034334763948,0.6400000000000001,-0.048690396239086664,-0.07320349227669576,148900.0
2023-11-13,-0.007636178516884473,,,0.07306741969643488,7100.030100334448,0.675,0.006353688669255231,-0.031415460642428505,141650.0
2023-11-14,-0.007636178516884473,,,0.05226236408277797,6300.0220183486235,0.48,0.0003507541213609855,-0.07190459487898981,142550.0
2023-11-15,-0.007636178516884473,,,0.04137447405329593,5900.0175566934895,0.1425,-0.01192145862552596,-0.12552594670406736,142600.0
2023-11-16,,,,0.0468417317246274,5000.01250919794,0.0475,-0.02058197303051812,-0.11426543647977294,140900.0
2023-11-17,-0.03953624155475843,,,0.06521739130434782,4600.018365817092,0.135,-0.005797101449275366,-0.10108695652173916,138000.0
2023-11-20,-0.03953624155475843,,,0.06778425655976676,5300.015542077332,0.1,-0.0357142857142857,-0.14978134110787167,137200.0
2023-11-21,-0.03953624155475843,,,0.08843537414965986,4550.017221135029,0.5,-0.057445200302343125,-0.14436885865457294,132300.0
2023-11-22,-0.03953624155475843,,,0.13873295910184444,4800.023352793995,0.9025,0.000801924619085792,-0.11908580593424223,124700.0
2023-11-23,,,,0.11778846153846154,5200.029264214047,0.8075,-0.006009615384615419,-0.14903846153846156,124800.0
2023-11-24,-0.12403100775193798,,,0.1124546553808948,4950.02308984047,1.0,-0.059653365578395845,-0.1797662232970576,124050.0
2023-11-27,-0.12403100775193798,,,0.16159451350192885,4900.027293064877,0.85,-0.029575653664809298,-0.17402486069438494,116650.0
2023-11-28,-0.12403100775193798,,,0.1793286219081272,3700.0278538812786,0.8075,-0.02959363957597172,-0.17800353356890464,113200.0
2023-11-29,-0.12403100775193798,,,0.20163859808830223,1300.010133578996,1.0,-0.03322712790168414,-0.15839781520254892,109850.0
2023-11-30,,,,0.2335216572504708,1100.0076117982874,0.8,-0.04190207156308856,-0.09981167608286257,106200.0
2023-12-01,,,,0.27764127764127766,1550.0144710578843,0.855,-0.053071253071253044,0.00540540540540535,101750.0
2023-12-04,-0.1297343350631246,,,0.3284898806434873,1600.0147757255936,1.0,-0.03425012973533992,0.004670472236637302,96350.0
2023-12-05,-0.1297343350631246,,,0.354110693175712,5000.058489494605,0.5,-0.006448146157979617,0.0005373455131649774,93050.0
2023-12-06,-0.1297343350631246,,,0.32504056246619795,2700.033983286908,0.5599999999999999,0.03407247160627369,0.12006489994591663,92450.0
2023-12-07,,,,0.2604602510460251,3000.031857451404,0.04000000000000001,0.07008368200836812,0.07269874476987437,95600.0
2023-12-08,-0.058225034199726355,,,0.14936954413191075,3950.0373171961674,0.05,-0.053763440860215006,0.022482893450635366,102300.0
2023-12-11,-0.058225034199726355,,,0.16220313289540172,3100.029733959311,0.9025,-0.038223140495867725,0.06146694214876036,96800.0
2023-12-12,-0.058225034199726355,,,0.15463917525773196,3450.021913415286,0.7,0.11224489795918369,0.09452201933404947,93100.0
2023-12-13,-0.058225034199726355,,,0.004145555043758637,1899.98452883263,0.76,-0.00965717044905845,-0.02655721873491068,103550.0
2023-12-14,,,,0.0549777117384844,1050.0080080080081,0.9,0.019990248659190746,-0.04826913700633839,102550.0
2023-12-15,-0.05879287885366924,,,0.026522593320235755,850.0079247152056,0.34,-0.017686424474187334,-0.03632887189292544,104600.0
2023-12-18,-0.05879287885366924,,,0.02385685884691849,850.0085213032581,0.2,-0.008272506082725006,0.0009732360097323145,102750.0
2023-12-19,-0.05879287885366924,,,0.02512562814070352,500.0060606060606,0.11249999999999999,-0.01079489695780178,0.05103042198233565,101900.0
2023-12-20,-0.05879287885366924,,,0.035897435897435895,-49.995899538698104,0.09000000000000001,-0.031746031746031744,0.04861111111111116,100800.0
2023-12-21,,,,0.0598834128245893,-99.99788247750132,0.15,0.032786885245901676,0.09170081967213117,97600.0
2023-12-22,-0.045929203539822994,,,0.031088082901554404,-400.0025799793602,0.125,0.020337301587301626,0.06845238095238093,100800.0
2023-12-25,-0.045929203539822994,,,0.011752682677567705,-650.0045685279188,0.065,0.04132231404958686,0.053475935828877,102850.0
2023-12-26,-0.045929203539822994,,,-0.04089581304771178,-299.9970873786408,0.1,-0.013071895424836555,-0.00466853408029877,107100.0
2023-12-27,-0.045929203539822994,,,-0.045275590551181105,-300.0009813542689,0.12249999999999998,0.008041627246925254,-0.04966887417218546,105700.0
2023-12-28,,,,-0.041501976284584984,-399.998031496063,0.034999999999999996,0.010793054903801114,-0.07414359455654618,106550.0
2023-12-29,-0.019668921324314637,,,-0.04154302670623145,-549.9985243482538,0.045,0.00603528319405755,-0.09749303621169914,107700.0
2024-01-02,-0.019668921324314637,,,-0.05417276720351391,-399.99756927564414,0.020000000000000004,-0.01615136132902628,-0.08675588371019838,108350.0
2024-01-03,-0.019668921324314637,,,-0.05555555555555555,550.0083292503674,0.015,-0.05769230769230771,-0.0816135084427767,106600.0
2024-01-04,0.007297970808116894,,,0.0078003120124804995,-700.0025813113061,0.0875,-0.017919362867098054,0.04230960676953699,100450.0
2024-01-05,,,,0.03208556149732621,-199.99679829242262,0.12249999999999998,-0.014698428788646689,0.042574759249873306,98650.0
2024-01-08,0.027507943713118488,,,0.053610503282275714,-400.0,0.0825,0.01800411522633749,0.048868312757201604,97200.0
2024-01-09,0.027507943713118488,,,0.01910828025477707,550.008542445275,0.425,-0.010611419909045017,0.05255179383527042,98950.0
2024-01-10,0.027507943713118488,,,0.03225806451612903,-300.0042872454448,0.03,0.06945863125638407,0.0393258426966292,97900.0
2024-01-11,0.013254652746255147,,,-0.025380710659898477,-99.99492900608519,0.3,-0.0176695319961796,-0.021967526265520565,104700.0
2024-01-12,,,,-0.012320328542094456,-49.99538224730631,0.075,-0.008750607681088929,-0.01409820126397665,102850.0
2024-01-15,0.029802546595312895,,,-0.006198347107438017,-200.0041237113402,0.027500000000000004,0.02157920549288872,-0.020598332515939233,101950.0
2024-01-16,0.029802546595312895,,,-0.019308943089430895,-549.9636179888832,0.1275,-0.023043686989918433,-0.02064330292846861,104150.0
2024-01-17,0.029802546595312895,,,-0.005154639175257732,-199.95987654320987,0.1375,0.006388206388206363,0.005896805896805857,101750.0
2024-01-18,-0.005259272928584524,,,-0.010763710917478216,0.040492055356227574,0.08000000000000002,-0.009765625,-0.01025390625,102400.0
2024-01-19,,,,0.0,-399.9638802889577,0.022500000000000003,-0.015285996055226847,-0.007396449704141994,101400.0
2024-01-22,0.0,,,0.015789473684210527,-199.96218487394958,0.06999999999999999,0.021532298447671572,0.021031547320981447,99850.0
2024-01-23,0.0,,,-0.010256410256410256,-499.9714285714286,0.020000000000000004,0.0034313725490195957,-0.009803921568627416,102000.0
2024-01-24,0.0,,,-0.011776753712237584,-249.9652706843718,0.0125,-0.009770395701025891,-0.03126526624328285,102350.0
2024-01-25,-0.023096187737686735,,,-0.009240246406570842,100.03340184994862,0.034999999999999996,-0.006906758756783371,-0.017266896891958594,101350.0
2024-01-26,,,,0.0,-249.97054263565892,0.020000000000000004,0.012916045702930923,-0.004967709885742688,100650.0
2024-01-29,-0.043849296413981054,,,-0.007692307692307693,-349.9703628002044,0.010000000000000002,-0.009318293281020074,-0.014713094654242309,101950.0
2024-01-30,-0.043849296413981054,,,-0.0030911901081916537,-99.96757591353577,0.0025000000000000005,-0.018316831683168333,-0.03811881188118815,101000.0
2024-01-31,-0.043849296413981054,,,0.013089005235602094,-499.97760416666665,0.16000000000000003,0.004538577912254205,-0.015128593040847238,99150.0
2024-02-01,-0.06988867291040834,,,0.0109375,-249.97402597402598,0.015,0.005522088353413723,-0.033132530120481896,99600.0
2024-02-02,-0.06988867291040834,,,0.013048016701461378,-299.96982310093654,0.0075,0.0029955067398901303,-0.05391912131802301,100150.0
2024-02-05,-0.06988867291040834,,,0.00778816199376947,0.0347871235721703,0.0025000000000000005,-0.03285216525634649,-0.07615729218516676,100450.0
2024-02-06,-0.06988867291040834,,,0.01889763779527559,900.0349761526232,0.16000000000000003,0.00514668039114774,-0.00257334019557387,97150.0
2024-02-07,,,,0.03464818763326226,-299.97130712008504,0.0075,-0.01382488479262678,0.0,97650.0
2024-02-08,-0.13439655944807816,,,0.05203252032520325,-349.9703023758099,0.04000000000000001,-0.016095534787123555,0.05711318795430942,96300.0
2024-02-19,-0.13439655944807816,,,0.0625,-349.9748771163299,0.18,-0.02058047493403692,0.07968337730870712,94750.0
2024-02-20,-0.13439655944807816,,,0.075,-149.97781475318914,0.75,0.044181034482758674,0.14924568965517238,92800.0
2024-02-21,-0.13439655944807816,,,-0.031234256926952142,5550.086979722519,0.95,0.007739938080495445,0.11455108359133126,96900.0
2024-02-22,-0.183496102499776,,,0.022872340425531913,-3000.0309278350514,0.855,0.042498719918074856,0.22068612391193043,97650.0
2024-02-23,,,,-0.013831967213114754,-3500.0331355093967,0.95,0.004911591355599265,0.1733791748526523,101800.0
2024-02-26,,,,-0.021265822784810127,-2750.0256157635467,0.95,0.04252199413489732,0.14956011730205288,102300.0
2024-02-27,,,,-0.049437102300538424,-3600.031678486998,0.95,0.012658227848101333,0.04594467885607134,106650.0
2024-02-28,,,,-0.0617520344662518,-3050.0279069767444,0.95,0.10370370370370363,0.05555555555555558,108000.0
2024-02-29,-0.11613022910676196,,,-0.13100436681222707,-4250.034947368421,1.0,0.002097315436241587,-0.052013422818791955,119200.0
2024-03-01,,,,-0.11408815903197926,-3500.030201342282,0.9025,-0.015487651737128516,-0.051067392214315666,119450.0
2024-03-04,,,,-0.05357142857142857,-4700.039845758355,0.95,-0.05144557823129248,-0.010204081632653073,117600.0
2024-03-05,,,,-0.01466544454628781,-2100.0197841726617,0.765,0.02196324518153303,0.07440609592111169,111550.0
2024-03-06,,,,-0.027149321266968326,-3000.0251101321587,0.9,-0.00877192982456143,0.042105263157894646,114000.0
2024-03-07,-0.035225977971895084,,,-0.02384165542060279,-1000.0066874721356,0.7,0.003097345132743401,-0.007964601769911539,113000.0
2024-03-08,,,,0.0018399264029438822,-3900.032859680284,0.6,0.026907807675341955,0.014997794441993895,113350.0
2024-03-11,,,,-0.02715939447907391,-3150.02468601126,0.65,0.029639175257731853,0.004295532646048095,116400.0
2024-03-12,,,,-0.041811846689895474,-4200.030672268907,0.6649999999999999,-0.008760951188986232,-0.040884438881935714,119850.0
2024-03-13,,,,-0.04557179707652623,-1900.0156514382402,0.49500000000000005,-0.056397306397306446,-0.013468013468013518,118800.0
2024-03-14,,,,0.02464628023733455,-1800.0125729681185,0.5249999999999999,0.026315789473684292,0.046833184656556615,112100.0
2024-03-15,,,,-0.018364669873196328,-99.99912625600699,0.22000000000000003,0.016079965232507654,-0.006084311169056944,115050.0
2024-03-18,,,,-0.027645788336933045,-350.0008613264427,0.225,-0.01668092386655262,-0.08126603934987164,116900.0
2024-03-19,,,,-0.012719298245614035,-550.0043649061545,0.0875,0.01957372770769905,-0.05698129621574599,114950.0
2024-03-20,,,,-0.03141135972461274,-400.00514579759863,0.1,0.0012798634812287712,-0.07508532423208192,117200.0
2024-03-21,0.17140348952046525,,,-0.03307560137457045,-350.00042826552465,0.0825,-0.02556455048998718,-0.0754154239454623,117350.0
2024-03-22,,,,-0.008370044052863436,-299.99868189806676,0.03,-0.060778312199387896,-0.0638390905115872,114350.0
2024-03-25,,,,0.055868544600938964,-450.00374006545115,0.18000000000000002,0.009310986964618184,0.04841713221601496,107400.0
2024-03-26,,,,0.030303030303030304,-600.0032452480297,0.0375,0.0,0.023985239852398532,108400.0
2024-03-27,,,,0.02378731343283582,-550.0037122969837,0.045,0.0009225092250921829,0.03136531365313644,108400.0
2024-03-28,0.17913737013327746,,,0.021880819366852888,-299.99860724233986,0.0025000000000000005,-0.013364055299539213,0.04608294930875578,108500.0
2024-03-29,,,,0.04226020892687559,-1150.009863785815,0.005000000000000001,0.051844932274637934,0.06632414759458194,107050.0
2024-04-01,,,,-0.001364877161055505,-2000.0151921358356,0.06,-0.014209591474245165,0.02975133214920067,112600.0
2024-04-02,,,,0.006818181818181818,-299.9977334542158,0.0025000000000000005,0.007207207207207134,0.013513513513513598,111000.0
2024-04-03,,,,0.004977375565610859,-550.0009004952724,0.005000000000000001,0.015205724508050134,0.003577817531305927,111800.0
2024-04-08,,,,-0.013233348037053375,600.0066518847007,0.005000000000000001,0.005726872246696102,-0.01541850220264318,113500.0
2024-04-09,,,,-0.008849557522123894,-99.99646330680814,0.0075,0.01576872536136653,-0.05256241787122207,114150.0
2024-04-10,,,,-0.010917030567685589,-600.002606429192,0.03,-0.02975420439844756,-0.056489866321690396,115950.0
2024-04-11,,,,0.011160714285714286,300.0053715308863,0.0125,-0.002666666666666706,-0.03644444444444439,112500.0
2024-04-12,,,,0.010304659498207885,250.00673551863494,0.0025000000000000005,-0.004010695187165791,-0.0401069518716578,112200.0
2024-04-15,,,,0.01348314606741573,300.00675980171246,0.005000000000000001,-0.03221476510067112,-0.02863534675615209,111750.0
2024-04-16,,,,0.04990583804143126,-1150.0065207265952,0.03,0.0115580212667592,0.009246417013407227,108150.0
2024-04-17,,,,0.026703499079189688,-550.0027485112231,0.0025000000000000005,-0.009140767824497242,0.009140767824497242,109400.0
2024-04-18,,,,0.037209302325581395,-750.0055427251732,0.010000000000000002,-0.0064575645756457245,0.011070110701107083,108400.0
2024-04-19,,,,0.042095416276894296,-600.0037209302326,0.045,0.00789229340761377,0.020427112349117982,107700.0
2024-04-22,,,,0.034354688950789226,-399.9995374653099,0.05,0.005527406725011508,0.06771073238139103,108550.0
2024-04-23,,,,0.028188539741219962,-349.99769691386456,0.06,0.011452130096197832,0.021071919377004145,109150.0
2024-04-24,,,,0.01644586569209685,-299.99681093394076,0.1925,-0.007246376811594235,0.018115942028985588,110400.0
2024-04-25,,,,0.028058877644894203,-399.99908340971587,0.0525,0.0027372262773721623,0.03923357664233573,109600.0
2024-04-26,,,,0.018772893772893772,-350.0,0.005000000000000001,0.05459508644222022,0.019563239308462155,109900.0
2024-04-29,,,,-0.02965547317924117,-750.0021663778163,0.9,-0.0383951682484901,-0.036238136324417636,115900.0
2024-04-30,,,,0.007664562669071236,-99.99684684684685,0.49500000000000005,0.008524001794526725,-0.027815163750560812,111450.0
2024-05-06,,,,0.0044943820224719105,-850.0049063336307,0.18000000000000002,0.013345195729537407,-0.047153024911032015,112400.0
2024-05-07,,,,-0.004007123775601068,-1150.0061701189952,0.4275,-0.016242317822651398,-0.07813871817383666,113900.0
2024-05-08,0.05584415584415603,,,0.0013428827215756492,100.00492831541219,0.2375,-0.0031236055332440893,-0.08076751450245423,112050.0
2024-05-09,,,,0.0045045045045045045,-350.0,0.45,-0.02999104744852288,-0.06893464637421665,111700.0
2024-05-10,,,,0.038317757009345796,-950.0050949513663,0.9,-0.011536686663590201,-0.017535763728657172,108350.0
2024-05-13,,,,0.031969910672308414,-49.993890977443606,0.35,-0.019607843137254943,-0.010270774976657293,107100.0
2024-05-14,,,,0.05250481695568401,-900.0057306590257,0.9,-0.01904761904761909,0.01619047619047609,105000.0
2024-05-15,,,,0.05430528375733855,-400.0,0.75,0.009708737864077666,0.03300970873786402,103000.0
2024-05-16,,,,0.03481624758220503,0.005802707930367505,0.1275,0.023557692307692335,0.02067307692307696,104000.0
2024-05-17,,,,0.014218009478672985,-349.99763816721776,0.275,-0.0042273367778299376,0.01080319398778773,106450.0
2024-05-20,,,,0.017577197149643706,-749.9853773584906,0.1125,0.006603773584905603,0.0018867924528302993,106000.0
2024-05-21,,,,0.008015087223008015,-649.9835988753515,0.24,-0.002811621368322359,-0.015932521087160256,106700.0
2024-05-22,,,,0.010396975425330813,-599.9826127819549,0.020000000000000004,-0.0023496240601503793,-0.011278195488721776,106400.0
2024-05-23,,,,0.009000473709142587,-599.9853980216675,0.03,0.013659915214319307,-0.0014130946773434072,106150.0
2024-05-24,,,,-0.004672897196261682,-599.9897769516729,0.015,-0.013011152416356864,-0.02555762081784385,107600.0
2024-05-27,,,,0.009478672985781991,-699.988229755179,0.010000000000000002,-0.011299435028248594,-0.03295668549905839,106200.0
2024-05-28,,,,0.01722488038277512,-499.98285714285714,0.025,0.0019047619047618536,-0.030000000000000027,105000.0
2024-05-29,,,,0.01821668264621285,-899.9890684410647,0.005000000000000001,0.0076045627376426506,-0.0513307984790875,105200.0
2024-05-30,,,,0.009523809523809525,-999.9900943396226,0.027500000000000004,-0.010849056603773555,-0.04575471698113209,106000.0
2024-05-31,,,,0.016314779270633396,-649.9837863614688,0.0125,-0.02050548402479735,-0.045779685264663805,104850.0
2024-06-03,,,,0.023414634146341463,-199.97955209347614,0.0975,-0.0082765335929893,-0.05550146056475169,102700.0
2024-06-04,,,,0.02823179791976226,-899.9862542955326,0.0125,-0.020127638684339755,-0.03338242513500245,101850.0
2024-06-05,,,,0.027190332326283987,-499.97795591182364,0.15,0.013527054108216419,-0.02004008016032066,99800.0
2024-06-06,0.08051719071407581,,,0.007451564828614009,-499.98269896193773,0.010000000000000002,-0.010874938210578389,-0.04201680672268904,101150.0
2024-06-07,,,,0.005216095380029807,600.0294852573713,0.005000000000000001,-0.030484757621189407,-0.04247876061969014,100050.0
2024-06-11,,,,0.000997506234413965,3250.0603092783504,0.022500000000000003,0.01494845360824737,-0.043298969072164906,97000.0
2024-06-12,,,,0.03271028037383177,-2149.99187404774,0.0425,-0.006602336211274706,-0.04520060944641946,98450.0
2024-06-13,,,,0.019507186858316223,-399.97852760736197,0.037500000000000006,-0.009202453987730008,-0.03476482617586907,97800.0
2024-06-14,,,,0.014948453608247423,100.02734778121776,0.0025000000000000005,-0.011351909184726505,-0.05159958720330238,96900.0
2024-06-17,,,,0.011398963730569948,700.0318371607516,0.0025000000000000005,-0.03131524008350728,-0.07567849686847594,95800.0
2024-06-18,,,,0.046875,-3050.0266040688575,0.0325,0.012931034482758674,-0.0274784482758621,92800.0
2024-06-19,,,,0.014893617021276596,-2250.017142857143,0.010000000000000002,0.004255319148936065,-0.015425531914893598,94000.0
2024-06-20,,,,0.004766949152542373,-2300.0175801447776,0.0025000000000000005,-0.026483050847457612,0.0021186440677967155,94400.0
2024-06-21,,,,0.032100108813928184,-2700.021670190275,0.015,-0.036452665941240525,0.028291621327529937,91900.0
2024-06-24,,,,0.05194805194805195,-2900.0251503553854,0.020000000000000004,0.019198193111236606,0.080180688876341,88550.0
2024-06-25,,,,0.017174515235457065,-2750.0241935483873,0.0325,0.025484764542936356,0.042105263157894646,90250.0
2024-06-26,,,,-0.009184224743381956,-2650.0225840336134,0.034999999999999996,0.022150189086979966,0.021609940572663522,92550.0
2024-06-27,,,,0.02400893355667225,-3250.028556034483,0.6,-0.0010570824524313016,-0.006871035940803405,94600.0
2024-06-28,,,,0.04452054794520548,-4700.045503791983,0.65,0.012169312169312274,-0.006349206349206327,94500.0
2024-07-01,,,,0.019101123595505618,-4400.040149892933,0.85,-0.01672765290120226,-0.020909566126502854,95650.0
