date,basis,spot_avg
2009-09-17,,42500.0
2009-09-18,,42500.0
2009-09-21,,42500.0
2009-09-22,,42500.0
2009-09-23,,42500.0
2009-09-24,,42500.0
2009-09-25,,42500.0
2009-09-28,,42500.0
2009-09-29,,42500.0
2009-09-30,,42500.0
2009-10-09,,42500.0
2009-10-12,,42500.0
2009-10-13,,42500.0
2009-10-14,,42500.0
2009-10-15,,42500.0
2009-10-16,,42500.0
2009-10-19,,42500.0
2009-10-20,,42500.0
2009-10-21,,42500.0
2009-10-22,,42500.0
2009-10-23,,42500.0
2009-10-26,,42500.0
2009-10-27,,42500.0
2009-10-28,,42500.0
2009-10-29,,42500.0
2009-10-30,,42500.0
2009-11-02,,42500.0
2009-11-03,,42500.0
2009-11-04,,42500.0
2009-11-05,,42500.0
2009-11-06,,42500.0
2009-11-09,,42500.0
2009-11-10,,42500.0
2009-11-11,,42500.0
2009-11-12,,42500.0
2009-11-13,,42500.0
2009-11-16,,42500.0
2009-11-17,,42500.0
2009-11-18,,42500.0
2009-11-19,,42500.0
2009-11-20,,42500.0
2009-11-23,,42500.0
2009-11-24,,42500.0
2009-11-25,,42500.0
2009-11-26,,42500.0
2009-11-27,,42500.0
2009-11-30,,42500.0
2009-12-01,,42500.0
2009-12-02,,42500.0
2009-12-03,,42500.0
2009-12-04,,42500.0
2009-12-07,,42500.0
2009-12-08,,42500.0
2009-12-09,,42500.0
2009-12-10,,42500.0
2009-12-11,,42500.0
2009-12-14,,42500.0
2009-12-15,,42500.0
2009-12-16,,42500.0
2009-12-17,,42500.0
2009-12-18,,42500.0
2009-12-21,,42500.0
2009-12-22,,42500.0
2009-12-23,,42500.0
2009-12-24,,42500.0
2009-12-25,,42500.0
2009-12-28,,42500.0
2009-12-29,,42500.0
2009-12-30,,42500.0
2009-12-31,,42500.0
2010-01-04,,42500.0
2010-01-05,,42500.0
2010-01-06,,42500.0
2010-01-07,,42500.0
2010-01-08,,42500.0
2010-01-11,,42500.0
2010-01-12,,42500.0
2010-01-13,,42500.0
2010-01-14,,42500.0
2010-01-15,,42500.0
2010-01-18,,42500.0
2010-01-19,,42500.0
2010-01-20,,42500.0
2010-01-21,,42500.0
2010-01-22,,42500.0
2010-01-25,,42500.0
2010-01-26,,42500.0
2010-01-27,,42500.0
2010-01-28,,42500.0
2010-01-29,,42500.0
2010-02-01,,42500.0
2010-02-02,,42500.0
2010-02-03,,42500.0
2010-02-04,,42500.0
2010-02-05,,42500.0
2010-02-08,,42500.0
2010-02-09,,42500.0
2010-02-10,,42500.0
2010-02-11,,42500.0
2010-02-12,,42500.0
2010-02-22,,42500.0
2010-02-23,,42500.0
2010-02-24,,42500.0
2010-02-25,,42500.0
2010-02-26,,42500.0
2010-03-01,,42500.0
2010-03-02,,42500.0
2010-03-03,,42500.0
2010-03-04,,42500.0
2010-03-05,,42500.0
2010-03-08,,42500.0
2010-03-09,,42500.0
2010-03-10,,42500.0
2010-03-11,,42500.0
2010-03-12,,42500.0
2010-03-15,,42500.0
2010-03-16,,42500.0
2010-03-17,,42500.0
2010-03-18,,42500.0
2010-03-19,,42500.0
2010-03-22,,42500.0
2010-03-23,,42500.0
2010-03-24,,42500.0
2010-03-25,,42500.0
2010-03-26,,42500.0
2010-03-29,,42500.0
2010-03-30,,42500.0
2010-03-31,,42500.0
2010-04-01,,42500.0
2010-04-02,,42500.0
2010-04-06,,42500.0
2010-04-07,,42500.0
2010-04-08,,42500.0
2010-04-09,,42500.0
2010-04-12,,42500.0
2010-04-13,,42500.0
2010-04-14,,42500.0
2010-04-15,,42500.0
2010-04-16,,42500.0
2010-04-19,,42500.0
2010-04-20,,42500.0
2010-04-21,,42500.0
2010-04-22,,42500.0
2010-04-23,,42500.0
2010-04-26,,42500.0
2010-04-27,,42500.0
2010-04-28,,42500.0
2010-04-29,,42500.0
2010-04-30,,40500.0
2010-05-04,,40500.0
2010-05-05,,40500.0
2010-05-06,,40500.0
2010-05-07,,40500.0
2010-05-10,,40500.0
2010-05-11,,40500.0
2010-05-12,,40500.0
2010-05-13,,40500.0
2010-05-14,,40500.0
2010-05-17,,40500.0
2010-05-18,,40500.0
2010-05-19,,40500.0
2010-05-20,,40500.0
2010-05-21,,40500.0
2010-05-24,,40500.0
2010-05-25,,40500.0
2010-05-26,,40500.0
2010-05-27,,40500.0
2010-05-28,,40500.0
2010-05-31,,40500.0
2010-06-01,,40500.0
2010-06-02,,40500.0
2010-06-03,,40500.0
2010-06-04,,40500.0
2010-06-07,,40500.0
2010-06-08,,40500.0
2010-06-09,,40500.0
2010-06-10,,40500.0
2010-06-11,,40500.0
2010-06-17,,40500.0
2010-06-18,,40500.0
2010-06-21,,40500.0
2010-06-22,,40500.0
2010-06-23,,40500.0
2010-06-24,,40500.0
2010-06-25,,40500.0
2010-06-28,,40500.0
2010-06-29,,40500.0
2010-06-30,,40500.0
2010-07-01,,40500.0
2010-07-02,,40500.0
2010-07-05,,40500.0
2010-07-06,,40500.0
2010-07-07,,40500.0
2010-07-08,,40500.0
2010-07-09,,40500.0
2010-07-12,,40500.0
2010-07-13,,40500.0
2010-07-14,,40500.0
2010-07-15,,40500.0
2010-07-16,,40500.0
2010-07-19,,40500.0
2010-07-20,,40500.0
2010-07-21,,39000.0
2010-07-22,,39000.0
2010-07-23,,39000.0
2010-07-26,,39000.0
2010-07-27,,39000.0
2010-07-28,,39000.0
2010-07-29,,39000.0
2010-07-30,,39000.0
2010-08-02,,39000.0
2010-08-03,,39000.0
2010-08-04,,39000.0
2010-08-05,,39000.0
2010-08-06,,39000.0
2010-08-09,,39000.0
2010-08-10,,39000.0
2010-08-11,,39000.0
2010-08-12,,39000.0
2010-08-13,,39000.0
2010-08-16,,38000.0
2010-08-17,,38000.0
2010-08-18,,38000.0
2010-08-19,,38000.0
