date,open,high,low,close,volume,position,settle
2025-01-03,24920.0,25040.0,24535.0,24665.0,207727,114750,24755.0
2025-01-06,24495.0,24595.0,24390.0,24490.0,158904,109182,24500.0
2025-01-07,24670.0,24760.0,24310.0,24395.0,156531,104494,24510.0
2025-01-08,24340.0,24420.0,24085.0,24225.0,138138,102938,24275.0
2025-01-09,24070.0,24195.0,23815.0,24110.0,175565,100521,23975.0
2025-01-10,24185.0,24275.0,24040.0,24145.0,121388,97911,24145.0
2025-01-13,24300.0,24360.0,24090.0,24290.0,151687,96185,24240.0
2025-01-14,24355.0,24355.0,24030.0,24045.0,137780,95142,24170.0
2025-01-15,24155.0,24255.0,23520.0,23595.0,180146,91181,23890.0
2025-01-16,23565.0,23900.0,23540.0,23760.0,160651,107158,23695.0
2025-01-17,23810.0,24240.0,23605.0,24225.0,194496,104556,23910.0
2025-01-20,24275.0,24375.0,24025.0,24215.0,213566,102731,24220.0
2025-01-21,24230.0,24420.0,24120.0,24200.0,147168,98985,24260.0
2025-01-22,24130.0,24235.0,24060.0,24115.0,120104,97992,24145.0
2025-01-23,24075.0,24175.0,23645.0,23705.0,159676,100453,23870.0
2025-01-24,23730.0,23960.0,23670.0,23875.0,112991,94106,23815.0
2025-01-27,23900.0,23900.0,23470.0,23655.0,141163,90692,23635.0
2025-02-05,23570.0,23715.0,23180.0,23260.0,120030,97949,23395.0
2025-02-06,23170.0,23710.0,23010.0,23675.0,167998,97128,23350.0
2025-02-07,23615.0,24105.0,23595.0,24015.0,159412,93049,23815.0
2025-02-10,24015.0,24035.0,23705.0,23805.0,128795,92543,23860.0
2025-02-11,23730.0,23825.0,23580.0,23745.0,111470,91540,23725.0
2025-02-12,23610.0,23845.0,23475.0,23800.0,110845,90154,23660.0
2025-02-13,23835.0,23925.0,23725.0,23775.0,109029,84705,23805.0
2025-02-14,23745.0,24145.0,23670.0,24125.0,139330,83893,23920.0
2025-02-17,24075.0,24115.0,23565.0,23850.0,165812,74928,23815.0
2025-02-18,23830.0,23985.0,23800.0,23880.0,94660,71868,23890.0
2025-02-19,24010.0,24040.0,23865.0,23925.0,79913,67758,23965.0
2025-02-20,24000.0,24160.0,23830.0,24145.0,86985,62240,23965.0
2025-02-21,24170.0,24235.0,23955.0,24020.0,106609,77531,24095.0
2025-02-24,23980.0,24160.0,23915.0,23990.0,140696,81862,24025.0
2025-02-25,23850.0,23870.0,23575.0,23595.0,160737,90580,23685.0
2025-02-26,23500.0,23670.0,23500.0,23565.0,121104,90337,23575.0
2025-02-27,23605.0,23645.0,23435.0,23555.0,113705,91824,23530.0
2025-02-28,23655.0,23670.0,23300.0,23425.0,148190,96907,23490.0
2025-03-03,23495.0,23810.0,23470.0,23730.0,168467,87684,23645.0
2025-03-04,23750.0,23860.0,23625.0,23680.0,128969,83993,23745.0
2025-03-05,23730.0,23795.0,23490.0,23645.0,133829,85427,23645.0
2025-03-06,23800.0,24060.0,23690.0,24000.0,164441,91558,23900.0
2025-03-07,24100.0,24160.0,23930.0,23960.0,143514,89620,24060.0
2025-03-10,23880.0,23980.0,23735.0,23835.0,138976,82546,23860.0
2025-03-11,23800.0,23850.0,23540.0,23840.0,130549,79502,23710.0
2025-03-12,23955.0,24005.0,23855.0,23870.0,118508,76418,23935.0
2025-03-13,24080.0,24150.0,23935.0,24030.0,116244,97749,24040.0
2025-03-14,24035.0,24260.0,23960.0,24155.0,143403,115898,24130.0
2025-03-17,24215.0,24260.0,24075.0,24205.0,141565,124368,24165.0
2025-03-18,24160.0,24160.0,23725.0,23770.0,189092,123287,23940.0
2025-03-19,23825.0,23960.0,23730.0,23895.0,161711,122840,23840.0
2025-03-20,23840.0,23905.0,23630.0,23855.0,198704,124893,23760.0
2025-03-21,23785.0,23935.0,23705.0,23770.0,175632,124780,23810.0
2025-03-24,23810.0,24235.0,23810.0,24200.0,243814,133620,24060.0
2025-03-25,24270.0,24280.0,24070.0,24125.0,147198,131122,24140.0
2025-03-26,24155.0,24270.0,24080.0,24155.0,176395,124775,24165.0
2025-03-27,24085.0,24185.0,24045.0,24105.0,138213,118980,24115.0
2025-03-28,24000.0,24005.0,23695.0,23770.0,196166,111876,23840.0
2025-03-31,23730.0,23790.0,23335.0,23455.0,216039,117351,23515.0
2025-04-01,23450.0,23660.0,23355.0,23615.0,165508,108627,23520.0
2025-04-02,23480.0,23540.0,23230.0,23380.0,190946,110654,23355.0
2025-04-03,23205.0,23300.0,22960.0,23155.0,217133,103783,23140.0
2025-04-07,21820.0,22880.0,21620.0,22625.0,319022,94837,22390.0
2025-04-08,22190.0,22625.0,21970.0,22085.0,171263,98886,22280.0
2025-04-09,22150.0,22210.0,21460.0,21705.0,186777,104096,21815.0
2025-04-10,21580.0,22560.0,21530.0,22475.0,206819,93555,22150.0
2025-04-11,22280.0,22480.0,22195.0,22405.0,165236,98282,22345.0
2025-04-14,22445.0,22595.0,22355.0,22515.0,155488,105798,22470.0
2025-04-15,22415.0,22450.0,22250.0,22325.0,157911,113579,22355.0
2025-04-16,22320.0,22400.0,21835.0,21920.0,203298,126631,22140.0
2025-04-17,21850.0,22195.0,21775.0,21990.0,199355,127501,21965.0
2025-04-18,21950.0,22120.0,21870.0,22050.0,154714,129328,22015.0
2025-04-21,22100.0,22465.0,21935.0,22395.0,194671,125738,22210.0
2025-04-22,22450.0,22450.0,22075.0,22285.0,161836,130353,22245.0
2025-04-23,22325.0,22635.0,22210.0,22460.0,217519,127251,22415.0
2025-04-24,22550.0,22640.0,22450.0,22590.0,180352,125084,22540.0
2025-04-25,22630.0,22910.0,22550.0,22750.0,203216,122427,22745.0
2025-04-28,22630.0,22650.0,22380.0,22520.0,149791,117883,22515.0
2025-04-29,22520.0,22610.0,22465.0,22550.0,103421,114582,22535.0
2025-04-30,22605.0,22650.0,22345.0,22440.0,115362,105996,22505.0
2025-05-06,22390.0,22580.0,22300.0,22355.0,115055,111715,22420.0
2025-05-07,22300.0,22530.0,22210.0,22210.0,155956,116701,22350.0
2025-05-08,22245.0,22455.0,22070.0,22175.0,222075,119907,22280.0
2025-05-09,22155.0,22370.0,22075.0,22190.0,140017,119170,22250.0
2025-05-12,22360.0,22515.0,22080.0,22490.0,229910,118030,22325.0
2025-05-13,22530.0,22655.0,22135.0,22325.0,170560,112035,22330.0
2025-05-14,22265.0,22780.0,22160.0,22710.0,219108,104941,22520.0
2025-05-15,22885.0,22915.0,22545.0,22590.0,152385,99050,22740.0
2025-05-16,22490.0,22640.0,22440.0,22500.0,118189,94346,22525.0
2025-05-19,22480.0,22565.0,22380.0,22455.0,126096,85560,22465.0
2025-05-20,22290.0,22305.0,22175.0,22220.0,77992,92994,22225.0
2025-05-21,22320.0,22470.0,22290.0,22410.0,98470,101413,22385.0
2025-05-22,22355.0,22355.0,22160.0,22245.0,118696,108242,22250.0
2025-05-23,22295.0,22380.0,22205.0,22215.0,127189,114069,22300.0
2025-05-26,22155.0,22300.0,22085.0,22185.0,142738,118520,22195.0
2025-05-27,22185.0,22695.0,22175.0,22330.0,343177,121568,22410.0
2025-05-28,22380.0,22485.0,22200.0,22210.0,162225,123007,22360.0
2025-05-29,22300.0,22530.0,22225.0,22495.0,184818,119380,22360.0
2025-05-30,22450.0,22465.0,22150.0,22225.0,181701,116614,22285.0
2025-06-03,22330.0,22515.0,22090.0,22180.0,155440,122728,22240.0
2025-06-04,22260.0,22475.0,22260.0,22420.0,169465,123944,22380.0
2025-06-05,22380.0,22450.0,22255.0,22340.0,146875,124586,22345.0
2025-06-06,22290.0,22415.0,22230.0,22385.0,173548,119647,22310.0
2025-06-09,22250.0,22335.0,21855.0,21910.0,242193,135718,22125.0
2025-06-10,21945.0,21950.0,21760.0,21845.0,158631,135071,21870.0
2025-06-11,21900.0,22205.0,21855.0,22140.0,170227,125779,22020.0
2025-06-12,22100.0,22160.0,21965.0,22085.0,118688,121089,22055.0
2025-06-13,22000.0,22090.0,21745.0,21815.0,191037,123159,21950.0
2025-06-16,21745.0,21935.0,21660.0,21840.0,163962,116264,21800.0
2025-06-17,21955.0,21985.0,21760.0,21905.0,124376,105656,21875.0
2025-06-18,21885.0,22130.0,21825.0,22060.0,123695,97228,21995.0
2025-06-19,21755.0,21815.0,21600.0,21680.0,84227,103561,21705.0
2025-06-20,21740.0,21840.0,21670.0,21675.0,91557,105123,21740.0
2025-06-23,21740.0,21800.0,21635.0,21780.0,111405,110868,21735.0
2025-06-24,21875.0,22030.0,21825.0,21920.0,185998,121470,21920.0
2025-06-25,21975.0,22095.0,21860.0,22045.0,158531,129865,21965.0
2025-06-26,22090.0,22400.0,22030.0,22240.0,168109,135638,22155.0
2025-06-27,22345.0,22570.0,22270.0,22410.0,225824,142428,22425.0
2025-06-30,22330.0,22530.0,22330.0,22495.0,160924,140186,22435.0
2025-07-01,22380.0,22420.0,22105.0,22255.0,178683,134433,22255.0
2025-07-02,22250.0,22310.0,22145.0,22230.0,128020,129763,22215.0
2025-07-03,22320.0,22400.0,22245.0,22325.0,132674,127934,22335.0
2025-07-04,22295.0,22445.0,22260.0,22410.0,153571,128000,22350.0
2025-07-07,22340.0,22360.0,22040.0,22090.0,160506,126532,22185.0
2025-07-08,22070.0,22115.0,21865.0,22050.0,158517,118874,22005.0
2025-07-09,22175.0,22175.0,21980.0,22120.0,154513,114762,22080.0
2025-07-10,22120.0,22430.0,22110.0,22385.0,146456,112634,22285.0
2025-07-11,22390.0,22475.0,22330.0,22380.0,129354,107632,22400.0
2025-07-14,22225.0,22265.0,22130.0,22250.0,136140,94177,22205.0
2025-07-15,22100.0,22185.0,22040.0,22070.0,78112,100438,22105.0
2025-07-16,22030.0,22050.0,21955.0,22030.0,75299,101973,22000.0
2025-07-17,21990.0,22160.0,21955.0,22120.0,96404,104498,22060.0
2025-07-18,22175.0,22375.0,22130.0,22295.0,151066,115968,22300.0
2025-07-21,22420.0,22945.0,22415.0,22925.0,251405,133314,22785.0
2025-07-22,22880.0,22985.0,22760.0,22945.0,184578,134060,22860.0
2025-07-23,22850.0,23020.0,22815.0,22975.0,173574,137891,22905.0
2025-07-24,23000.0,23070.0,22905.0,23015.0,152003,134935,22980.0
2025-07-25,22925.0,22935.0,22755.0,22885.0,152086,129228,22845.0
2025-07-28,22905.0,22965.0,22575.0,22645.0,193107,124461,22735.0
2025-07-29,22645.0,22725.0,22580.0,22655.0,127217,117616,22660.0
2025-07-30,22640.0,22770.0,22610.0,22670.0,141408,116245,22690.0
2025-07-31,22625.0,22685.0,22295.0,22345.0,182660,110481,22440.0
2025-08-01,22300.0,22425.0,22280.0,22320.0,105121,108084,22345.0
2025-08-04,22225.0,22270.0,22125.0,22255.0,115733,102725,22205.0
2025-08-05,22330.0,22395.0,22250.0,22380.0,85449,98472,22315.0
2025-08-06,22360.0,22415.0,22250.0,22380.0,89569,94254,22330.0
2025-08-07,22480.0,22630.0,22420.0,22580.0,131099,96819,22530.0
2025-08-08,22525.0,22565.0,22435.0,22515.0,81428,94895,22505.0
2025-08-11,22485.0,22670.0,22425.0,22590.0,87765,93386,22560.0
2025-08-12,22495.0,22655.0,22450.0,22630.0,79970,87488,22545.0
2025-08-13,22720.0,22775.0,22600.0,22600.0,78345,85986,22670.0
2025-08-14,22600.0,22640.0,22430.0,22480.0,78030,80798,22540.0
2025-08-15,22500.0,22600.0,22485.0,22530.0,69906,91064,22545.0
2025-08-18,22450.0,22465.0,22320.0,22360.0,95738,96755,22395.0
2025-08-19,22320.0,22345.0,22180.0,22205.0,110478,105576,22245.0
2025-08-20,22215.0,22275.0,22155.0,22265.0,111901,110994,22210.0
2025-08-21,22300.0,22330.0,22230.0,22240.0,85851,110426,22285.0
2025-08-22,22215.0,22290.0,22200.0,22275.0,88665,107792,22245.0
2025-08-25,22220.0,22465.0,22200.0,22395.0,131380,105259,22355.0
2025-08-26,22355.0,22395.0,22245.0,22270.0,93174,108718,22305.0
2025-08-27,22310.0,22425.0,22290.0,22310.0,114993,107827,22350.0
2025-08-28,22210.0,22220.0,22085.0,22170.0,156406,114628,22135.0
2025-08-29,22145.0,22180.0,22030.0,22140.0,139630,116592,22095.0
2025-09-01,22250.0,22300.0,22125.0,22175.0,139706,116185,22195.0
2025-09-02,22175.0,22380.0,22165.0,22325.0,125688,107662,22265.0
2025-09-03,22250.0,22390.0,22230.0,22285.0,117964,104733,22305.0
2025-09-04,22240.0,22325.0,22000.0,22120.0,171243,118873,22135.0
2025-09-05,22035.0,22220.0,22035.0,22155.0,105676,111310,22115.0
2025-09-08,22250.0,22350.0,22150.0,22270.0,133585,105501,22245.0
2025-09-09,22245.0,22265.0,22115.0,22125.0,100465,108199,22200.0
2025-09-10,22160.0,22245.0,22110.0,22215.0,83724,103054,22170.0
2025-09-11,22205.0,22285.0,22145.0,22250.0,93321,100442,22225.0
2025-09-12,22250.0,22360.0,22180.0,22305.0,103603,97697,22280.0
2025-09-15,22345.0,22365.0,22255.0,22310.0,97830,92003,22305.0
2025-09-16,22290.0,22370.0,22245.0,22255.0,96641,84991,22300.0
2025-09-17,22325.0,22370.0,22210.0,22285.0,65574,94143,22285.0
2025-09-18,22215.0,22230.0,21965.0,22045.0,113236,109570,22085.0
2025-09-19,22045.0,22120.0,22025.0,22040.0,93004,123433,22060.0
2025-09-22,21960.0,22095.0,21890.0,22090.0,140526,130425,21995.0
2025-09-23,22080.0,22105.0,21820.0,21845.0,125331,140372,21955.0
2025-09-24,21895.0,21985.0,21860.0,21860.0,109733,141867,21915.0
2025-09-25,21935.0,22060.0,21890.0,22045.0,158280,131286,21965.0
2025-09-26,22045.0,22090.0,21980.0,21980.0,126716,126086,22035.0
2025-09-29,21930.0,21950.0,21665.0,21800.0,180542,142400,21755.0
2025-09-30,21890.0,22085.0,21790.0,21825.0,162377,127778,21935.0
2025-10-09,22040.0,22340.0,21950.0,22315.0,137234,113253,22200.0
2025-10-10,22465.0,22515.0,22250.0,22270.0,174778,106534,22385.0
2025-10-13,22450.0,22450.0,22100.0,22255.0,177312,101699,22285.0
2025-10-14,22330.0,22335.0,22210.0,22220.0,124307,95194,22275.0
2025-10-15,22020.0,22070.0,21915.0,22015.0,124266,89912,21995.0
2025-10-16,22065.0,22085.0,21880.0,21940.0,91938,87075,21950.0
2025-10-17,21900.0,22035.0,21815.0,21830.0,83920,108816,21925.0
2025-10-20,21830.0,21955.0,21830.0,21850.0,97686,125172,21885.0
2025-10-21,21915.0,22045.0,21875.0,21970.0,108521,130442,21960.0
2025-10-22,22010.0,22030.0,21930.0,22000.0,102274,132692,21990.0
2025-10-23,22030.0,22345.0,22025.0,22345.0,164360,124740,22185.0
2025-10-24,22245.0,22375.0,22215.0,22355.0,130461,120167,22290.0
2025-10-27,22250.0,22405.0,22200.0,22365.0,120077,121184,22305.0
2025-10-28,22400.0,22440.0,22290.0,22310.0,128753,120693,22370.0
2025-10-29,22355.0,22455.0,22320.0,22430.0,114143,118849,22395.0
2025-10-30,22490.0,22540.0,22325.0,22365.0,111090,119758,22420.0
2025-10-31,22280.0,22415.0,22235.0,22355.0,93564,116409,22350.0
2025-11-03,22425.0,22610.0,22400.0,22565.0,140709,118939,22485.0
2025-11-04,22610.0,22840.0,22595.0,22670.0,150552,116923,22685.0
2025-11-05,22605.0,22685.0,22505.0,22650.0,100837,112477,22610.0
2025-11-06,22605.0,22685.0,22535.0,22675.0,100028,113005,22595.0
2025-11-07,22725.0,22750.0,22615.0,22720.0,87261,112510,22685.0
2025-11-10,22720.0,22735.0,22530.0,22670.0,104875,110752,22615.0
2025-11-11,22770.0,22810.0,22630.0,22675.0,81700,107475,22720.0
2025-11-12,22565.0,22695.0,22565.0,22680.0,71426,105905,22640.0
2025-11-13,22630.0,22760.0,22550.0,22740.0,97686,102938,22655.0
2025-11-14,22700.0,22725.0,22415.0,22425.0,123601,100153,22540.0
2025-11-17,22460.0,22495.0,22385.0,22465.0,94653,91450,22440.0
2025-11-18,22460.0,22465.0,22265.0,22310.0,93469,82326,22350.0
2025-11-19,22325.0,22480.0,22325.0,22435.0,64454,86880,22415.0
2025-11-20,22495.0,22500.0,22380.0,22385.0,48772,88862,22420.0
2025-11-21,22490.0,22600.0,22370.0,22390.0,90775,91878,22485.0
2025-11-24,22390.0,22445.0,22245.0,22390.0,104516,96310,22350.0
2025-11-25,22335.0,22420.0,22275.0,22360.0,84904,99591,22345.0
2025-11-26,22340.0,22425.0,22280.0,22355.0,96212,100730,22360.0
2025-11-27,22480.0,22565.0,22410.0,22415.0,114645,101749,22475.0
2025-11-28,22370.0,22430.0,22300.0,22425.0,94156,101542,22355.0
2025-12-01,22450.0,22620.0,22380.0,22590.0,128295,105756,22520.0
2025-12-02,22650.0,22765.0,22640.0,22745.0,122766,106325,22705.0
2025-12-03,22745.0,22800.0,22695.0,22755.0,106416,104585,22740.0
2025-12-04,22710.0,23000.0,22650.0,22865.0,164347,105684,22840.0
2025-12-05,22835.0,23305.0,22815.0,23305.0,163149,107552,23060.0
2025-12-08,23190.0,23335.0,22965.0,23285.0,180254,108666,23110.0
2025-12-09,23250.0,23255.0,23005.0,23070.0,129703,101254,23135.0
2025-12-10,23120.0,23210.0,22970.0,23075.0,118200,93179,23065.0
2025-12-11,23050.0,23095.0,22920.0,22995.0,93062,88499,23000.0
2025-12-12,23210.0,23730.0,23210.0,23605.0,189027,91374,23515.0
2025-12-15,23480.0,23600.0,23205.0,23430.0,168568,83302,23410.0
2025-12-16,23310.0,23345.0,22935.0,23030.0,138540,73193,23140.0
2025-12-17,23005.0,23025.0,22850.0,22975.0,103865,80774,22925.0
2025-12-18,23030.0,23125.0,22975.0,23035.0,86320,83725,23035.0
2025-12-19,22985.0,23090.0,22935.0,23075.0,88361,86365,23020.0
2025-12-22,23075.0,23150.0,22980.0,23115.0,134424,90612,23075.0
2025-12-23,23030.0,23100.0,22940.0,23090.0,133845,93107,23015.0
2025-12-24,23290.0,23320.0,23045.0,23230.0,171495,95197,23195.0
2025-12-25,23085.0,23095.0,22910.0,23065.0,125213,93322,23005.0
2025-12-26,23055.0,23250.0,23005.0,23170.0,145708,97425,23130.0
2025-12-29,23105.0,23470.0,23000.0,23255.0,242907,93687,23225.0
2025-12-30,23180.0,23435.0,23130.0,23380.0,148502,93470,23260.0
2025-12-31,23360.0,23455.0,23150.0,23275.0,154943,86579,23295.0
2026-01-05,23435.0,23930.0,23400.0,23820.0,141147,89942,23755.0
2026-01-06,23775.0,24420.0,23775.0,24295.0,177165,96459,24135.0
2026-01-07,24300.0,24515.0,24145.0,24330.0,187735,91603,24305.0
2026-01-08,24190.0,24230.0,23845.0,23975.0,151811,83751,24045.0
2026-01-09,23950.0,24095.0,23790.0,24015.0,103698,94510,23920.0
2026-01-12,24045.0,24180.0,23915.0,24175.0,97940,101478,24070.0
2026-01-13,24290.0,24785.0,24060.0,24280.0,188273,111306,24350.0
2026-01-14,24560.0,24855.0,24370.0,24475.0,243101,120299,24590.0
2026-01-15,24740.0,25650.0,24475.0,25090.0,502358,142972,25025.0
2026-01-16,25120.0,25255.0,24660.0,24750.0,368615,142274,24925.0
2026-01-19,24560.0,24600.0,24335.0,24450.0,224507,128677,24450.0
2026-01-20,24370.0,24515.0,24275.0,24410.0,143047,125893,24400.0
2026-01-21,24300.0,24390.0,24070.0,24350.0,146086,121693,24195.0
2026-01-22,24350.0,24485.0,24225.0,24400.0,131273,118558,24350.0
2026-01-23,24350.0,24755.0,24335.0,24585.0,173276,120120,24565.0
2026-01-26,24715.0,24880.0,24635.0,24725.0,207921,121627,24760.0
2026-01-27,25280.0,25280.0,24710.0,24950.0,255674,118946,25000.0
2026-01-28,24920.0,25645.0,24820.0,25605.0,284342,118199,25215.0
2026-01-29,25450.0,26300.0,25260.0,25950.0,329040,114499,25670.0
2026-01-30,26200.0,26985.0,25625.0,25835.0,501463,105539,26320.0
2026-02-02,25735.0,25905.0,24245.0,24515.0,446017,91208,25160.0
2026-02-03,24975.0,25240.0,24615.0,24960.0,315836,82291,24905.0
2026-02-04,24800.0,25010.0,24720.0,24885.0,208461,79207,24835.0
2026-02-05,24785.0,24980.0,24390.0,24395.0,196584,70529,24700.0
2026-02-06,24420.0,24655.0,24240.0,24490.0,61428,75086,24525.0
2026-02-09,24575.0,24755.0,24450.0,24565.0,58354,77738,24620.0
2026-02-10,24545.0,24590.0,24370.0,24505.0,42807,78739,24480.0
2026-02-11,24410.0,24715.0,24370.0,24640.0,42879,78869,24545.0
2026-02-12,24780.0,24815.0,24480.0,24670.0,63473,82084,24655.0
2026-02-13,24725.0,24765.0,24210.0,24250.0,67443,77008,24485.0
2026-02-24,24320.0,24865.0,24320.0,24680.0,56353,81447,24690.0
2026-02-25,24585.0,24760.0,24510.0,24710.0,84020,89484,24640.0
2026-02-26,24590.0,24715.0,24450.0,24570.0,94373,92762,24580.0
2026-02-27,24525.0,24730.0,24470.0,24710.0,104548,94874,24575.0
2026-03-02,24540.0,24880.0,24405.0,24850.0,186884,95630,24590.0
2026-03-03,24890.0,24955.0,24320.0,24370.0,186915,95476,24625.0
2026-03-04,24375.0,24630.0,24360.0,24480.0,160241,87434,24505.0
2026-03-05,24580.0,24870.0,24465.0,24520.0,153707,82611,24645.0
2026-03-06,24400.0,24475.0,24035.0,24260.0,133335,85316,24270.0
2026-03-09,24350.0,24480.0,24160.0,24420.0,161057,80681,24325.0
2026-03-10,24505.0,24525.0,24300.0,24415.0,104691,74747,24405.0
2026-03-11,24460.0,24500.0,24350.0,24385.0,74804,74220,24420.0
2026-03-12,24245.0,24460.0,24095.0,24300.0,109003,72726,24285.0
2026-03-13,24360.0,24390.0,24120.0,24140.0,85941,75191,24220.0
2026-03-16,24205.0,24255.0,23835.0,23905.0,108986,77317,24015.0
2026-03-17,23930.0,24025.0,23695.0,23700.0,81736,73741,23870.0
2026-03-18,23680.0,23685.0,23260.0,23345.0,94576,95164,23435.0
2026-03-19,23110.0,23150.0,22640.0,22705.0,128770,104612,22920.0
2026-03-20,22350.0,23110.0,22350.0,22935.0,159743,106128,22815.0
2026-03-23,23000.0,23025.0,22675.0,22800.0,120364,103488,22795.0
2026-03-24,22960.0,23150.0,22905.0,22975.0,133880,101592,23000.0
2026-03-25,22875.0,23115.0,22830.0,22935.0,96768,101745,22960.0
2026-03-26,23010.0,23105.0,22865.0,23070.0,96062,103163,22985.0
2026-03-27,23100.0,23425.0,23065.0,23380.0,131921,102782,23255.0
2026-03-30,23250.0,23575.0,23190.0,23540.0,104645,97355,23420.0
2026-03-31,23625.0,23660.0,23460.0,23480.0,97313,91543,23565.0
2026-04-01,23555.0,23735.0,23515.0,23550.0,87777,88931,23595.0
2026-04-02,23635.0,23935.0,23530.0,23600.0,125328,83601,23735.0
2026-04-03,23740.0,23815.0,23555.0,23590.0,80421,82055,23680.0
2026-04-07,23590.0,23730.0,23480.0,23730.0,50241,78313,23635.0
2026-04-08,23920.0,23970.0,23725.0,23815.0,103538,78989,23875.0
2026-04-09,23785.0,23905.0,23665.0,23765.0,67031,77368,23780.0
2026-04-10,23765.0,23860.0,23590.0,23615.0,75435,76609,23725.0
2026-04-13,23690.0,23725.0,23430.0,23575.0,78905,74376,23565.0
2026-04-14,23500.0,23800.0,23475.0,23790.0,75917,73361,23650.0
2026-04-15,23750.0,23815.0,23610.0,23715.0,73791,72056,23700.0
2026-04-16,23850.0,24000.0,23840.0,23905.0,89086,67340,23915.0
2026-04-17,23960.0,24070.0,23875.0,24020.0,67624,61572,23985.0
2026-04-20,24190.0,24395.0,24120.0,24205.0,91705,80492,24275.0
2026-04-21,24150.0,24270.0,24060.0,24115.0,68827,84296,24160.0
2026-04-22,24290.0,24305.0,24100.0,24250.0,86328,91075,24215.0
2026-04-23,24360.0,24465.0,24210.0,24340.0,116560,102116,24350.0
2026-04-24,24370.0,24370.0,24170.0,24225.0,89522,103942,24270.0
2026-04-27,24400.0,24515.0,24320.0,24450.0,116145,109497,24430.0
2026-04-28,24285.0,24325.0,23765.0,23840.0,162875,107614,23945.0
2026-04-29,23865.0,23955.0,23765.0,23935.0,90250,100000,23860.0
2026-04-30,23750.0,23760.0,23560.0,23645.0,104734,95744,23645.0
2026-05-06,23850.0,24290.0,23815.0,24250.0,90432,93402,24105.0
2026-05-07,24180.0,24305.0,24100.0,24285.0,89333,89871,24185.0
2026-05-08,24350.0,24410.0,24230.0,24275.0,82645,89803,24320.0
2026-05-11,24205.0,24225.0,24020.0,24085.0,94636,83690,24125.0
2026-05-12,24255.0,24550.0,24200.0,24380.0,140871,88173,24395.0
2026-05-13,24620.0,24875.0,24610.0,24830.0,143876,91574,24740.0
2026-05-14,24830.0,24970.0,24760.0,24880.0,118537,89002,24865.0
2026-05-15,25000.0,25075.0,24620.0,24690.0,134929,84499,24825.0
2026-05-18,24650.0,24770.0,24420.0,24670.0,107769,78519,24630.0
2026-05-19,24800.0,24800.0,24510.0,24705.0,56485,81657,24650.0
2026-05-20,24750.0,24815.0,24445.0,24790.0,72440,88141,24570.0
2026-05-21,24755.0,24980.0,24730.0,24805.0,76049,96413,24885.0
2026-05-22,24755.0,24935.0,24610.0,24865.0,78049,99206,24780.0
2026-05-25,24790.0,24915.0,24695.0,24875.0,101617,106186,24815.0
2026-05-26,24955.0,25175.0,24825.0,25110.0,157354,114282,24985.0
2026-05-27,25065.0,25075.0,24675.0,24710.0,138554,112098,24835.0
2026-05-28,24700.0,24765.0,24580.0,24665.0,124453,106541,24680.0
2026-05-29,24725.0,25030.0,24680.0,24965.0,123636,109275,24880.0
2026-06-01,24880.0,24885.0,24630.0,24720.0,127215,105950,24715.0
2026-06-02,24880.0,25020.0,24710.0,24985.0,123481,107282,24860.0
2026-06-03,25065.0,25355.0,25060.0,25150.0,150723,111784,25220.0
2026-06-04,25100.0,25280.0,24770.0,24800.0,134203,101447,25000.0
2026-06-05,24860.0,24995.0,24720.0,24780.0,109161,97640,24845.0
2026-06-08,24815.0,24870.0,24550.0,24630.0,128039,91905,24695.0
2026-06-09,24700.0,24795.0,24585.0,24760.0,98537,89897,24695.0
2026-06-10,24885.0,24945.0,24605.0,24620.0,113877,86601,24770.0
2026-06-11,24480.0,24580.0,24110.0,24165.0,172310,80755,24310.0
2026-06-12,24190.0,24445.0,24070.0,24360.0,122432,75934,24265.0
2026-06-15,24500.0,24930.0,24465.0,24875.0,79145,79180,24735.0
2026-06-16,24840.0,24995.0,24755.0,24765.0,52678,80630,24815.0
2026-06-17,24735.0,24780.0,24640.0,24740.0,61299,86717,24710.0
2026-06-18,24865.0,24970.0,24725.0,24820.0,72752,90404,24850.0
2026-06-22,24800.0,24870.0,24590.0,24770.0,70666,96553,24725.0
2026-06-23,24920.0,24960.0,24525.0,24570.0,126036,101223,24765.0
2026-06-24,24385.0,24480.0,24280.0,24330.0,131206,101164,24370.0
2026-06-25,24025.0,24195.0,23875.0,23945.0,158824,107511,24010.0
2026-06-26,24030.0,24050.0,23720.0,23945.0,138593,110067,23885.0
2026-06-29,24005.0,24505.0,23940.0,24470.0,148764,102052,24260.0
2026-06-30,24330.0,24385.0,24125.0,24350.0,128347,95454,24245.0
2026-07-01,24460.0,24620.0,24385.0,24400.0,118660,95485,24490.0
2026-07-02,24400.0,24535.0,24070.0,24130.0,136322,93670,24315.0
2026-07-03,24130.0,24430.0,24105.0,24295.0,112739,90310,24260.0
2026-07-06,24400.0,24575.0,24340.0,24515.0,104618,88878,24465.0
2026-07-07,24605.0,24805.0,24600.0,24740.0,105503,89479,24700.0
2026-07-08,24700.0,24775.0,24640.0,24665.0,78465,85676,24695.0
2026-07-09,24540.0,24835.0,24450.0,24795.0,110928,80988,24605.0
2026-07-10,24955.0,25035.0,24835.0,24865.0,97934,85081,24910.0
2026-07-13,24790.0,24945.0,24675.0,24700.0,88454,80402,24800.0
