date,close,P_fund,Total_Demand,n_f,n_c,n_f_minus_n_c,D_f,D_c,profit_f,profit_c,valid
2023-08-31,20960.0,20960.0,386325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-01,21260.0,21260.0,378905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-04,21220.0,21220.0,378905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-05,21180.0,21180.0,378905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-06,21385.0,21385.0,378905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-07,21370.0,21370.0,378905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-08,21250.0,21250.0,388675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-11,21480.0,21480.0,388675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-12,21760.0,21760.0,388675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-13,21575.0,21575.0,388675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-14,21950.0,21950.0,388675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-15,21915.0,21915.0,366245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-18,21835.0,21835.0,366245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-19,21710.0,21710.0,366245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-20,21605.0,21605.0,366245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-21,21670.0,21670.0,366245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-22,22055.0,21700.55593797226,384125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-25,21690.0,21345.066929984994,384125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-26,21850.0,21506.08122519152,384125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-27,21535.0,21199.440795704566,384125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-09-28,21570.0,20158.257648280352,312843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-09,21865.0,20494.872960016593,314355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-10,21200.0,19923.64055285465,314355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-11,21285.0,20050.10477601187,314355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-12,21320.0,20124.974073187448,314355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-13,21215.0,19621.978272517197,380925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-16,21315.0,19793.368061013356,380925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-17,20855.0,19432.985322266202,380925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-18,21150.0,19767.20993279998,380925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-19,21015.0,19693.254561743404,380925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-20,20900.0,19631.902371184777,355950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-23,20845.0,19621.93924695417,355950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-24,21085.0,19886.112304084072,355950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-25,21240.0,20067.458741562354,355950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-26,21105.0,19971.955669460556,355950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-27,21080.0,18983.862252137216,371795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-30,21300.0,19327.79074906291,371795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-31,21160.0,19319.25938208204,371795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-01,20925.0,19202.887929894656,371795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-02,21530.0,19844.338394939383,371795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-03,21455.0,19849.694385647188,346180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-06,21435.0,19896.49511102264,346180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-07,21520.0,20033.536832139034,346180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-08,21750.0,20300.2297594154,346180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-09,21715.0,20314.895831954447,346180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-10,21670.0,20315.6733273003,375249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-13,21600.0,20289.0704877761,375249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-14,21645.0,20367.229968075728,375249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-15,21880.0,20621.811307713237,375249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-16,21640.0,20426.24933083106,375249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-17,21430.0,19814.568706881648,362670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-20,21405.0,19851.21718474343,362670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-21,21180.0,19695.556976201293,362670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-22,20920.0,19501.060775409194,362670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-23,20935.0,19558.050419552867,362670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-11-24,21080.0,19355.296252696695,348720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
