date,f_stock_pct20,f_wh_basis,f_wh_basis_x_stockpct,f_oprate_pct20,f_prod_pct20,f_cell_pct20,close,target_fwd
2023-07-31,0.05240549828178698,2459.0,1171.393223325857,,,0.021479743083004044,20890.0,
2023-08-01,0.05240549828178698,2793.0,1629.8916264645072,,,0.021479743083004044,21175.0,
2023-08-02,0.05240549828178698,2847.0,1638.0472400069214,,,0.021479743083004044,21055.0,
2023-08-03,0.05240549828178698,2493.0,1464.2835342061908,,,0.021479743083004044,20800.0,
2023-08-04,0.11806167400881051,3384.0,1833.0618041553435,,,-0.03410579862806051,20970.0,
2023-08-07,0.11120917917034423,4686.0,2084.9437700821136,,,-0.03410579862806051,20875.0,
2023-08-08,0.11120917917034423,3487.0,1962.3795929394814,,,-0.03410579862806051,20840.0,
2023-08-09,0.11120917917034423,1597.0,1167.6911923631123,,,-0.03410579862806051,20820.0,
2023-08-10,0.11120917917034423,1604.0,898.0951459442024,,,-0.03410579862806051,20950.0,
2023-08-11,0.0034246575342467,1834.0,900.5095460667035,,,-0.04434829637641968,20655.0,
2023-08-14,-0.0687450039968025,-3701.0,-718.0962436649108,,,-0.04434829637641968,20330.0,
2023-08-15,-0.0687450039968025,-8110.0,-2780.876015210554,,,-0.04434829637641968,20495.0,
2023-08-16,-0.0687450039968025,-8199.0,-2800.508886765409,,,-0.04434829637641968,19880.0,
2023-08-17,-0.0687450039968025,-5922.0,-1461.8352420363774,,,-0.04434829637641968,19990.0,
2023-08-18,-0.20625528317836006,-3383.0,-538.0054769966141,,,-0.050974302842087815,19895.0,
2023-08-21,-0.24476650563607083,-2311.0,-350.6133006185146,,,-0.050974302842087815,20220.0,
2023-08-22,-0.24476650563607083,-70.0,-3.242349048800661,,,-0.050974302842087815,20170.0,
2023-08-23,-0.24476650563607083,6170.0,-1610.846808063839,,,-0.050974302842087815,20245.0,
2023-08-24,-0.24476650563607083,6990.0,-2020.4195804195804,,,-0.050974302842087815,20410.0,
2023-08-25,-0.3346938775510204,7803.0,-2378.4793831168827,,,-0.0657081705945658,20650.0,
2023-08-28,-0.2783673469387755,11581.0,-5904.544354619934,,,-0.0657081705945658,20615.0,
2023-08-29,-0.2783673469387755,12035.0,-6332.418670438472,,,-0.0657081705945658,20745.0,
2023-08-30,-0.2783673469387755,12387.0,-6544.537565905096,,,-0.0657081705945658,20975.0,
2023-08-31,-0.2783673469387755,12619.0,-6869.5555798328505,,,-0.0657081705945658,20960.0,
2023-09-01,-0.27817178881008664,12918.0,-6790.287273967929,,,0.007846683778643726,21260.0,
2023-09-04,-0.24066719618745036,13029.0,-6436.83624683427,,,0.007846683778643726,21220.0,
