factor,name_cn,mean_ic,std_ic,icir,t_stat,pval,pos_ratio,n_win,keep,reason
f_stock_pct20,库存(仓单)20日环比,-0.2574500736008415,0.327623391068236,-0.7858110275991279,-4.231721890885024,0.00022509942662152227,0.3448275862068966,29,True,保留
f_wh_basis,仓单基差(现货-期货),-0.05066706912627682,0.21326201145149065,-0.23758131502854052,-1.2794145365244323,0.21125198301944992,0.41379310344827586,29,False,淘汰:IC不稳定
f_wh_basis_x_stockpct,仓单基差×仓单增速,0.10740102767471887,0.1625148114840033,0.6608691644409938,3.5588893664680246,0.0013521507238662966,0.7586206896551724,29,True,保留
f_oprate_pct20,开工率20日环比,0.011627043450453822,0.22636506139769932,0.051364125623725755,0.2766042816581235,0.784115607710699,0.6206896551724138,29,False,淘汰:IC不稳定
f_prod_pct20,产量20日环比,0.00827556524279565,0.282305836701849,0.02931418400511394,0.15786171205420477,0.8756987323084011,0.5862068965517241,29,False,淘汰:IC不稳定
f_cell_pct20,动力电池20日环比,-0.2887527255157066,0.31630094375225953,-0.9129050393914414,-3.873128063598363,0.0012208395140640427,0.3333333333333333,18,True,保留
