group,mean_return,std_return,sharpe,count
0,0.00483834294949845,0.035447937695924164,2.1667357314534303,134.0
1,0.006749701638538434,0.05202842136587842,2.059416544723723,46.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
