group,mean_return,std_return,sharpe,count
0,0.007064035727062928,0.039772491898172106,2.819488680890443,126.0
1,3.6275179886702845e-05,0.03236444617891067,0.017792692180882228,38.0
2,0.004211079509996045,0.05837181793942522,1.1452241367021896,16.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
