group,mean_return,std_return,sharpe,count
0,0.008457844045322793,0.033146586403212046,4.05061656114142,36.0
1,0.011982935444437138,0.04385311726718456,4.337735030697035,38.0
2,0.004023073461022826,0.046482552535572555,1.3739415720594776,34.0
3,0.0043957026155014445,0.0341525224247747,2.0431760465651263,36.0
4,-0.0026677637152083206,0.04239283725444042,-0.9989762145090174,36.0
