date,f_stock_pct20,f_wh_basis,f_wh_basis_x_stockpct,f_oprate_pct20,f_prod_pct20,f_cell_pct20,close,target_fwd,combo_signal,combo_abs,q_med,q_strong,ret20,q_ret20,signal_dir,open_trigger,position_size,position
2023-08-14,,42750.0,,,,,196750.0,-0.0965053028280938,0.0,0.0,,,,,0.0,False,0.0,0.0
2023-08-15,,39500.0,,,,,194500.0,-0.0900540943751507,0.0,0.0,,,,,0.0,False,0.0,0.0
2023-08-16,,33750.0,,,,,196250.0,-0.1086213110614562,0.0,0.0,,,,,0.0,False,0.0,0.0
2023-08-17,,32500.0,,,,,194000.0,-0.1370722638366106,0.0,0.0,,,,,0.0,False,0.0,0.0
2023-08-18,,29250.0,,,,,195750.0,-0.1404518354690964,0.0,0.0,,,-0.09426470140277193,,0.0,False,0.0,0.0
2023-08-21,,23850.0,,,,,201150.0,-0.1851592855296896,0.0,0.0,,,-0.04970117504033999,,0.0,False,0.0,0.0
2023-08-22,,26700.0,,,,,198300.0,-0.2183642691696356,0.0,0.0,,,-0.1303113879482073,,0.0,False,0.0,0.0
2023-08-23,,25000.0,,,,,200000.0,-0.2603912122158772,0.0,0.0,,,-0.13015068446504513,,0.0,False,0.0,0.0
2023-08-24,,25550.0,,,,,199450.0,-0.2207023119558886,0.0,0.0,,,-0.12009228061385431,,0.0,False,0.0,0.0
2023-08-25,,28750.0,,-0.0913603226306809,-0.034124771700471,,194250.0,-0.2183289055186692,0.0,0.0,,,-0.15976094700388174,,0.0,False,0.0,0.0
2023-08-28,,34500.0,,-0.0913603226306809,-0.034124771700471,,185500.0,-0.1557242442746888,0.0,0.0,,,-0.2065100211102196,,0.0,False,0.0,0.0
2023-08-29,,28150.0,,-0.0913603226306809,-0.034124771700471,,186350.0,-0.2230094041545747,0.0,0.0,,,-0.20347185185658778,,0.0,False,0.0,0.0
2023-08-30,,24400.0,,-0.0913603226306809,-0.034124771700471,,186100.0,-0.2260359624384362,0.0,0.0,,,-0.20547084112954836,,0.0,False,0.0,0.0
2023-08-31,,21150.0,,-0.0913603226306809,-0.034124771700471,,186850.0,-0.2196708618352371,0.0,0.0,,,-0.2062502548403095,,0.0,False,0.0,0.0
2023-09-01,,18750.0,,-0.0517327143094015,-0.0517108061086409,,186750.0,-0.2065484144111995,0.0,0.0,,,-0.20373281509017777,,0.0,False,0.0,0.0
2023-09-04,,15600.0,,-0.0517327143094015,-0.0517108061086409,,189900.0,-0.223275208216513,0.0,0.0,,,-0.1462204241512808,,0.0,False,0.0,0.0
2023-09-05,,12550.0,,-0.0517327143094015,-0.0517108061086409,,190450.0,-0.2001749168608822,0.0,0.0,,,-0.13050766061584654,,0.0,False,0.0,0.0
2023-09-06,,9950.0,,-0.0517327143094015,-0.0517108061086409,,190550.0,-0.1442722296452787,0.0,0.0,,,-0.1336625831789909,,0.0,False,0.0,0.0
2023-09-07,,14300.0,,-0.0517327143094015,-0.0517108061086409,,184700.0,-0.0814649421755725,0.0,0.0,,,-0.1307527659172419,,0.0,False,0.0,0.0
2023-09-08,,21000.0,,-0.1455644502532266,-0.0898095238095237,,176500.0,-0.0440140525595971,0.0,0.0,,,-0.16805597963513222,,0.0,False,0.0,0.0
2023-09-11,,15350.0,,-0.1455644502532266,-0.0898095238095237,,178650.0,-0.0546426892427013,0.0,0.0,,,-0.0965053028280938,,0.0,False,0.0,0.0
2023-09-12,,13250.0,,-0.1455644502532266,-0.0898095238095237,,177750.0,-0.0689928714869514,0.0,0.0,,,-0.09005409437515074,,0.0,False,0.0,0.0
2023-09-13,,12950.0,,-0.1455644502532266,-0.0898095238095237,,176050.0,-0.0990376521449948,0.0,0.0,,,-0.10862131106145624,,0.0,False,0.0,0.0
2023-09-14,,19350.0,,-0.1455644502532266,-0.0898095238095237,,169150.0,-0.1072343758639153,0.0,0.0,,,-0.13707226383661064,,0.0,False,0.0,0.0
2023-09-15,,15400.0,,-0.2050467914438503,-0.1532391622016561,,170100.0,-0.1204320438279603,0.0,0.0,,,-0.14045183546909645,,0.0,False,0.0,0.0
2023-09-18,,15850.0,,-0.2050467914438503,-0.1532391622016561,,167150.0,-0.0754664959468609,0.0,0.0,,,-0.18515928552968966,,0.0,False,0.0,0.0
2023-09-19,,20600.0,,-0.2050467914438503,-0.1532391622016561,,159400.0,-0.0544681102032668,0.0,0.0,,,-0.21836426916963567,,0.0,False,0.0,0.0
2023-09-20,,22350.0,,-0.2050467914438503,-0.1532391622016561,,154150.0,-0.0196534331066923,0.0,0.0,,,-0.26039121221587724,,0.0,False,0.0,0.0
2023-09-21,,13550.0,,-0.2050467914438503,-0.1532391622016561,,159950.0,-0.03758404135285,0.0,0.0,,,-0.22070231195588863,,0.0,False,0.0,0.0
2023-09-22,,15850.0,,-0.1971662683509729,-0.1446058917197452,,156150.0,0.0044728509075995,0.0,0.0,,,-0.2183289055186692,,0.0,False,0.0,0.0
2023-09-25,,12250.0,,-0.1971662683509729,-0.1446058917197452,,158750.0,-0.0320027310861738,0.0,0.0,,,-0.1557242442746888,,0.0,False,0.0,0.0
2023-09-26,,20900.0,,-0.1971662683509729,-0.1446058917197452,,149100.0,0.0323353806429364,0.0,0.0,,,-0.22300940415457476,,0.0,False,0.0,0.0
2023-09-27,,20550.0,,-0.1971662683509729,-0.1446058917197452,,148450.0,0.026260442042777,0.0,0.0,,,-0.2260359624384362,,0.0,False,0.0,0.0
2023-09-28,,19000.0,,-0.1971662683509729,-0.1446058917197452,,150000.0,0.0092900469070927,0.0,0.0,,,-0.21967086183523712,,0.0,False,0.0,0.0
2023-10-09,,17100.0,,-0.1776534359153697,-0.1239425135052492,,151900.0,-0.0317699349222454,0.0,0.0,,,-0.20654841441119953,,0.0,False,0.0,0.0
2023-10-10,,17100.0,,-0.1776534359153697,-0.1239425135052492,,151900.0,-0.0635295942430461,0.0,0.0,,,-0.22327520821651303,,0.0,False,0.0,0.0
2023-10-11,,13100.0,,-0.1776534359153697,-0.1239425135052492,,155900.0,-0.0700701490588458,0.0,0.0,,,-0.20017491686088223,,0.0,False,0.0,0.0
2023-10-12,,4550.0,,-0.1776534359153697,-0.1239425135052492,,164950.0,-0.1347879735901792,0.0,0.0,,,-0.14427222964527875,,0.0,False,0.0,0.0
2023-10-13,,250.0,,-0.2650813079209652,-0.1596167567016614,,170250.0,-0.1339930053396584,0.0,0.0,,,-0.08146494217557254,,0.0,False,0.0,0.0
2023-10-16,,4100.0,,-0.1963671128107074,-0.1372815737156011,,168900.0,-0.1759475975372287,0.0,0.0,,,-0.044014052559597124,,0.0,False,0.0,0.0
2023-10-17,,3850.0,,-0.1963671128107074,-0.1372815737156011,,169150.0,-0.1710930798680365,0.0,0.0,,,-0.05464268924270133,,0.0,False,0.0,0.0
2023-10-18,,7600.0,,-0.1963671128107074,-0.1372815737156011,,165900.0,-0.1513416892162032,0.0,0.0,,,-0.06899287148695143,,0.0,False,0.0,0.0
2023-10-19,,14050.0,,-0.1963671128107074,-0.1372815737156011,,159450.0,-0.123679974551432,0.0,0.0,,,-0.09903765214499487,,0.0,False,0.0,0.0
2023-10-20,,20550.0,,-0.1782026768642447,-0.1179240347389347,,151950.0,-0.0962978342055973,0.0,0.0,0.0,0.0,-0.10723437586391539,,0.0,False,0.0,0.0
2023-10-23,,20200.0,,-0.0964893840655876,-0.0301426599171652,,150800.0,-0.0945147402820708,0.0,0.0,0.0,0.0,-0.12043204382796036,,0.0,False,0.0,0.0
2023-10-24,,15000.0,,-0.0964893840655876,-0.0301426599171652,,155000.0,-0.1583530457983366,0.0,0.0,0.0,0.0,-0.07546649594686099,,0.0,False,0.0,0.0
2023-10-25,,18050.0,,-0.0964893840655876,-0.0301426599171652,,150950.0,-0.1910378034668571,0.0,0.0,0.0,0.0,-0.05446811020326688,,0.0,False,0.0,0.0
2023-10-26,,16850.0,,-0.0964893840655876,-0.0301426599171652,,151150.0,-0.1915602652901397,0.0,0.0,0.0,0.0,-0.019653433106692316,,0.0,False,0.0,0.0
2023-10-27,,12950.0,,-0.0004204330460374,0.0730556833870226,,154050.0,-0.2165925149048668,0.0,0.0,0.0,0.0,-0.03758404135285003,,0.0,False,0.0,0.0
2023-10-30,,9150.0,,0.011056772273017,0.0851657940663175,,156850.0,-0.2961119361692482,0.0,0.0,0.0,0.0,0.004472850907599529,,0.0,False,0.0,0.0
2023-10-31,,11250.0,,0.011056772273017,0.0851657940663175,,153750.0,-0.3061717409175447,0.0,0.0,0.0,0.0,-0.03200273108617384,,0.0,False,0.0,0.0
2023-11-01,,10000.0,,0.011056772273017,0.0851657940663175,,154000.0,-0.3378368035830099,0.0,0.0,0.0,0.0,0.03233538064293645,,0.0,False,0.0,0.0
2023-11-02,,10600.0,,0.011056772273017,0.0851657940663175,,152400.0,-0.3611845344447074,0.0,0.0,0.0,0.0,0.026260442042777048,,0.0,False,0.0,0.0
2023-11-03,,10100.0,,0.011056772273017,0.0851657940663175,,151400.0,-0.397406516680644,0.0,0.0,0.0,0.0,0.009290046907092734,,0.0,False,0.0,0.0
2023-11-06,,12850.0,,0.011056772273017,0.0851657940663175,,147150.0,-0.4234650798191063,0.0,0.0,0.0,0.0,-0.031769934922245426,,0.0,False,0.0,0.0
2023-11-07,,15950.0,,0.011056772273017,0.0851657940663175,,142550.0,-0.4265558322704211,0.0,0.0,0.0,0.0,-0.06352959424304619,,0.0,False,0.0,0.0
2023-11-08,,11150.0,,0.011056772273017,0.0851657940663175,,145350.0,-0.4524766691717511,0.0,0.0,0.0,0.0,-0.07007014905884588,,0.0,False,0.0,0.0
2023-11-09,,10850.0,,0.0342334679991493,0.1697498545666085,,144150.0,-0.4106816040270556,0.0,0.0,0.0,0.0,-0.13478797359017924,,0.0,False,0.0,0.0
2023-11-10,,4100.0,,0.1572686176540565,0.2194057004244998,,148900.0,-0.3753652667323824,0.0,0.0,0.0,0.0,-0.13399300533965844,,0.0,False,0.0,0.0
2023-11-13,,10350.0,,0.1572686176540565,0.2194057004244998,,141650.0,-0.3807122319939943,0.0,0.0,0.0,0.0,-0.17594759753722877,,0.0,False,0.0,0.0
2023-11-14,,7450.0,,0.1572686176540565,0.2194057004244998,,142550.0,-0.4260186310756596,0.0,0.0,0.0,0.0,-0.1710930798680365,,0.0,False,0.0,0.0
2023-11-15,,5900.0,,0.1572686176540565,0.2194057004244998,,142600.0,-0.3199889201386024,0.0,0.0,0.0,0.0,-0.15134168921620328,,0.0,False,0.0,0.0
2023-11-16,,6600.0,,0.1572686176540565,0.2194057004244998,,140900.0,-0.3176999343862449,0.0,0.0,0.0,0.0,-0.12367997455143204,,0.0,False,0.0,0.0
2023-11-17,,9000.0,,0.0958585388552817,0.1548042704626333,,138000.0,-0.2771101335263822,0.0,0.0,0.0,0.0,-0.09629783420559736,-0.031979451469781,0.0,False,0.0,0.0
2023-11-20,,9300.0,,0.0958585388552817,0.1548042704626333,,137200.0,-0.2891408619154409,0.0,0.0,0.0,0.0,-0.09451474028207081,-0.03200273108617384,0.0,False,0.0,0.0
2023-11-21,,11700.0,,0.0958585388552817,0.1548042704626333,,132300.0,-0.2610801308922308,0.0,0.0,0.0,0.0,-0.15835304579833664,-0.03256086211284147,0.0,False,0.0,0.0
2023-11-22,,17300.0,,0.0958585388552817,0.1548042704626333,,124700.0,-0.2127724970487225,0.0,0.0,0.0,0.0,-0.1910378034668571,-0.033118993139509056,0.0,False,0.0,0.0
2023-11-23,,14700.0,,0.0958585388552817,0.1548042704626333,,124800.0,-0.2458349625162804,0.0,0.0,0.0,0.0,-0.19156026529013975,-0.03367712416617668,0.0,False,0.0,0.0
2023-11-24,,13950.0,,-0.0290220820189273,0.0230513562774739,,124050.0,-0.2075463545005417,0.0,0.0,0.0,0.0,-0.21659251490486686,-0.03423525519284431,0.0,False,0.0,0.0
2023-11-27,,18850.0,,-0.0290220820189273,0.0230513562774739,,116650.0,-0.1259063823684728,0.0,0.0,0.0,0.0,-0.29611193616924825,-0.03479338621951193,0.0,False,0.0,0.0
2023-11-28,,20300.0,,-0.0290220820189273,0.0230513562774739,,113200.0,-0.0553931883153795,0.0,0.0,0.0,0.0,-0.30617174091754473,-0.03535151724617956,0.0,False,0.0,0.0
2023-11-29,,22150.0,,-0.0290220820189273,0.0230513562774739,,109850.0,-0.0385109059544272,0.0,0.0,0.0,0.0,-0.3378368035830099,-0.03590964827284715,0.0,False,0.0,0.0
2023-11-30,,24800.0,,-0.0290220820189273,0.0230513562774739,,106200.0,0.0032902497367877,0.0,0.0,0.0,0.0,-0.36118453444470744,-0.03646777929951478,0.0,False,0.0,0.0
2023-12-01,,28250.0,,-0.0858044164037854,-0.0367749544333655,,101750.0,0.0568307598396385,0.0,0.0,0.0,0.0,-0.397406516680644,-0.0370259103261824,0.0,False,0.0,0.0
2023-12-04,,31650.0,,-0.0858044164037854,-0.0367749544333655,,96350.0,0.1173793331219927,0.0,0.0,0.0,0.0,-0.4234650798191063,-0.03758404135285003,0.0,False,0.0,0.0
2023-12-05,,32950.0,,-0.0858044164037854,-0.0367749544333655,,93050.0,0.1359465286434844,0.0,0.0,0.0,0.0,-0.42655583227042115,-0.03822704247352475,0.0,False,0.0,0.0
2023-12-06,,30050.0,,-0.0858044164037854,-0.0367749544333655,,92450.0,0.0829921334278094,0.0,0.0,0.0,0.0,-0.45247666917175117,-0.03887004359419947,0.0,False,0.0,0.0
2023-12-07,,24900.0,,-0.1062911184210526,-0.106425303361846,,95600.0,0.0314054124112688,0.0,0.0,0.0,0.0,-0.41068160402705567,-0.03951304471487414,0.0,False,0.0,0.0
2023-12-08,,16200.0,,-0.1326069078947369,-0.1103043564750347,,102300.0,-0.0511389614911873,0.0,0.0,0.0,0.0,-0.37536526673238246,-0.04015604583554881,0.0,False,0.0,0.0
2023-12-11,,18200.0,,-0.1326069078947369,-0.1103043564750347,,96800.0,0.0219676777660435,0.0,0.0,0.0,0.0,-0.3807122319939943,-0.04079904695622358,0.0,False,0.0,0.0
2023-12-12,,18900.0,,-0.1326069078947369,-0.1103043564750347,,93100.0,0.0502723652534434,0.0,0.0,0.0,0.0,-0.4260186310756596,-0.041442048076898254,0.0,False,0.0,0.0
2023-12-13,,5450.0,,-0.1326069078947369,-0.1103043564750347,,103550.0,0.011044530034898,0.0,0.0,0.0,0.0,-0.3199889201386024,-0.04208504919757301,0.0,False,0.0,0.0
2023-12-14,,3950.0,,-0.1326069078947369,-0.1103043564750347,,102550.0,0.0029211315805766,0.0,0.0,0.0,0.0,-0.31769993438624494,-0.04272805031824769,0.0,False,0.0,0.0
2023-12-15,,-100.0,,-0.1229299363057324,-0.100462249614792,,104600.0,-0.0256610546103583,0.0,0.0,0.0,0.0,-0.2771101335263822,-0.04337105143892236,0.0,False,0.0,0.0
2023-12-18,,250.0,,-0.1229299363057324,-0.100462249614792,,102750.0,0.013533314330637,0.0,0.0,0.0,0.0,-0.2891408619154409,-0.044014052559597124,0.0,False,0.0,0.0
2023-12-19,,100.0,,-0.1229299363057324,-0.100462249614792,,101900.0,-0.0014731159059747,0.0,0.0,0.0,0.0,-0.2610801308922308,-0.04458276480767138,0.0,False,0.0,0.0
2023-12-20,,200.0,,-0.1229299363057324,-0.100462249614792,,100800.0,0.0157483569681391,0.0,0.0,0.0,0.0,-0.21277249704872253,-0.04515147705574571,0.0,False,0.0,0.0
2023-12-21,,2400.0,,-0.1229299363057324,-0.100462249614792,,97600.0,0.0381955977380359,0.0,0.0,0.0,0.0,-0.24583496251628048,-0.045720189303819964,0.0,False,0.0,0.0
2023-12-22,,-1300.0,,-0.0944336149014511,-0.0710542863131419,,100800.0,-0.0094692957754439,0.0,0.0,0.0,0.0,-0.20754635450054174,-0.04628890155189422,0.0,False,0.0,0.0
2023-12-25,,-3850.0,,-0.0944336149014511,-0.0710542863131419,,102850.0,-0.008298802814695,0.0,0.0,0.0,0.0,-0.12590638236847285,-0.046857613799968556,0.0,False,0.0,0.0
2023-12-26,,-8600.0,,-0.0944336149014511,-0.0710542863131419,,107100.0,-0.0453646653464045,0.0,0.0,0.0,0.0,-0.05539318831537953,-0.04742632604804281,0.0,False,0.0,0.0
2023-12-27,,-8700.0,,-0.0944336149014511,-0.0710542863131419,,105700.0,-0.0420250199781829,0.0,0.0,0.0,0.0,-0.03851090595442727,-0.042363108578046184,0.0,False,0.0,0.0
2023-12-28,,-9550.0,,-0.0944336149014511,-0.0710542863131419,,106550.0,-0.0569652064588256,0.0,0.0,0.0,0.0,0.0032902497367877765,-0.03832553303411182,0.0,False,0.0,0.0
2023-12-29,,-10800.0,,-0.023924545663676,0.0103517364203027,,107700.0,-0.0548670871418787,0.0,0.0,0.0,0.0,0.05683075983963854,-0.03702591032618237,0.0,False,0.0,0.0
2024-01-02,,-11450.0,,-0.023924545663676,0.0103517364203027,,108350.0,-0.0702462111411085,0.0,0.0,0.0,0.0,0.11737933312199274,-0.03200273108617384,0.0,False,0.0,0.0
2024-01-03,,-9700.0,,-0.023924545663676,0.0103517364203027,,106600.0,-0.0724496567659392,0.0,0.0,0.0,0.0,0.1359465286434844,-0.031793214538638266,0.0,False,0.0,0.0
2024-01-04,241.95,-3550.0,-858922.5,0.0055210489993098,0.0409617097061443,,100450.0,-0.0084979266703908,0.0,0.0,0.0,0.0,0.08299213342780948,-0.022076733469802972,0.0,False,0.0,0.0
2024-01-05,267.5,-2150.0,-575125.0,0.0055210489993098,0.0409617097061443,,98650.0,0.0150908296432028,0.0,0.0,0.0,0.0,0.03140541241126885,-0.0035928551162561877,0.0,False,0.0,0.0
2024-01-08,108.75,-900.0,-97875.0,0.0360274946669827,0.0455002794857462,,97200.0,0.0328893797945499,0.0,0.0,0.0,0.0,-0.05113896149118736,-0.005887223400604066,0.0,False,0.0,0.0
2024-01-09,37.13333333333333,-2950.0,-109543.33333333331,0.0360274946669827,0.0455002794857462,,98950.0,-0.0183584962251256,0.0,0.0,0.0,0.0,0.021967677766043504,0.003881550322193653,0.0,False,0.0,0.0
2024-01-10,21.405882352941177,-1900.0,-40671.17647058824,0.0360274946669827,0.0455002794857462,,97900.0,-0.0025568922137767,0.0,0.0,0.0,0.0,0.0502723652534434,0.006399729307396839,0.0,False,0.0,0.0
2024-01-11,15.32112676056338,-8700.0,-133293.8028169014,-0.0244133680967053,0.0201229737283399,,104700.0,-0.0836307990724112,0.0,0.0,0.0,0.0,0.011044530034898041,0.00981639184543432,0.0,False,0.0,0.0
2024-01-12,12.106930693069309,-6650.0,-80511.08910891089,-0.0244133680967053,0.0201229737283399,,102850.0,-0.0820297721364304,0.0,0.0,0.0,0.0,0.0029211315805766323,0.0096409435326538,0.0,False,0.0,0.0
2024-01-15,9.7,-5750.0,-55774.99999999999,-0.0036310820624547,0.0420235240379125,,101950.0,-0.0940358572283093,0.0,0.0,0.0,0.0,-0.02566105461035834,0.00946549521987328,0.0,False,0.0,0.0
2024-01-16,7.615584415584415,-7650.0,-58259.22077922078,-0.0036310820624547,0.0420235240379125,,104150.0,-0.0721526488102604,0.0,0.0,0.0,0.0,0.01353331433063704,0.011044530034898041,0.0,False,0.0,0.0
2024-01-17,6.292391304347826,-5250.0,-33035.05434782609,-0.0036310820624547,0.0420235240379125,,101750.0,-0.0411291670000164,0.0,0.0,0.0,0.0,-0.001473115905974782,0.010869081722117521,0.0,False,0.0,0.0
2024-01-18,5.5125,-5900.0,-32523.75,-0.0614863229242313,-0.018271097407788,,102400.0,-0.005876608488985,0.0,0.0,0.0,0.0,0.015748356968139112,0.013035557471489233,0.0,False,0.0,0.0
2024-01-19,4.253488372093023,-4900.0,-20842.093023255813,-0.0614863229242313,-0.018271097407788,,101400.0,0.0088365818004979,0.0,0.0,0.0,0.0,0.03819559773803595,0.015083844176888496,0.0,False,0.0,0.0
2024-01-22,2.859154929577465,-3350.0,-9578.169014084508,-0.0727098780196124,-0.0301218411552346,,99850.0,0.0658833850555352,0.0,0.0,0.0,0.0,-0.009469295775443986,0.014862339913138302,0.0,False,0.0,0.0
2024-01-23,2.19954128440367,-5500.0,-12097.477064220184,-0.0727098780196124,-0.0301218411552346,,102000.0,0.0571584138399486,0.0,0.0,0.0,0.0,-0.008298802814695066,0.014640835649388076,0.0,False,0.0,0.0
2024-01-24,1.7391472868217055,-5850.0,-10174.011627906975,-0.0727098780196124,-0.0301218411552346,,102350.0,0.1524044425239508,0.0,0.0,0.0,0.0,-0.0453646653464045,0.014419331385637882,0.0,False,0.0,0.0
2024-01-25,1.3754621848739497,-4850.0,-6670.991596638656,-0.0739057641712509,-0.0315884476534296,,101350.0,0.1643180008738094,0.0,0.0,0.0,0.0,-0.04202501997818296,0.014197827121887656,0.0,False,0.0,0.0
2024-01-26,1.1540983606557376,-4150.0,-4789.508196721311,-0.0739057641712509,-0.0315884476534296,,100650.0,0.155639883378726,0.0,0.0,0.0,0.0,-0.056965206458825676,0.01397632285813746,0.0,False,0.0,0.0
2024-01-29,0.9779548472775564,-5200.0,-5085.365205843295,-0.087438133396182,-0.0543130990415335,,101950.0,0.0899904238580773,0.0,0.0,0.0,0.0,-0.05486708714187875,0.013754818594387265,0.0,False,0.0,0.0
2024-01-30,0.8188106796116505,-4250.0,-3479.945388349515,-0.087438133396182,-0.0543130990415335,,101000.0,0.1210779315532359,0.0,0.0,0.0,0.0,-0.07024621114110856,0.01353331433063704,0.0,False,0.0,0.0
2024-01-31,0.6578539823008849,-2400.0,-1578.8495575221236,-0.087438133396182,-0.0543130990415335,,99150.0,0.1307539637465356,0.0,0.0,0.0,0.0,-0.07244965676593922,0.013284435901063154,0.0,False,0.0,0.0
2024-02-01,0.5761473554229266,-2550.0,-1469.175756328463,-0.1336078700526196,-0.0746364414029084,,99600.0,0.1293182123629854,0.0,0.0,0.0,0.0,-0.008497926670390897,0.013035557471489233,0.0,False,0.0,0.0
2024-02-02,0.4513035381750465,-3100.0,-1399.0409683426442,-0.1336078700526196,-0.0746364414029084,,100150.0,0.1503634731855101,0.0,0.0,0.0,0.0,0.01509082964320282,0.01462357504943309,0.0,False,0.0,0.0
2024-02-05,0.4509339407744874,-3400.0,-1533.1753986332574,-0.1336078700526196,-0.0746364414029084,,100450.0,0.17658086961945,0.0,0.0,0.0,0.0,0.03288937979454992,0.0154853460381646,0.0,False,0.0,0.0
2024-02-06,0.4033216783216784,-100.0,-40.33216783216784,-0.1336078700526196,-0.0746364414029084,,97150.0,0.2011852311050955,0.0,0.0,0.0,0.0,-0.01835849622512567,0.015419593305670967,0.0,False,0.0,0.0
2024-02-07,0.4784282838890348,-600.0,-287.0569703334209,-0.1336078700526196,-0.0746364414029084,,97650.0,0.1380016727554261,0.0,0.0,0.0,0.0,-0.0025568922137767843,0.01535384057317734,0.0,False,0.0,0.0
2024-02-08,0.4596133931653434,750.0,344.7100448740076,-0.2368804664723031,-0.1720547945205479,,96300.0,0.177898497677295,0.0,0.0,0.0,0.0,-0.08363079907241125,0.015288087840683705,0.0,False,0.0,0.0
2024-02-19,0.268318477111346,2150.0,576.884725789394,-0.2368804664723031,-0.1720547945205479,,94750.0,0.2100770245154869,0.0,0.0,0.0,0.0,-0.08202977213643046,0.01522233510819008,0.0,False,0.0,0.0
2024-02-20,0.2239975881820921,3950.0,884.7904733192639,-0.2368804664723031,-0.1720547945205479,,92800.0,0.2140506114170357,0.0,0.0,0.0,0.0,-0.09403585722830933,0.015156582375696455,0.0,False,0.0,0.0
2024-02-21,0.2233946337051553,-750.0,-167.5459752788665,-0.2368804664723031,-0.1720547945205479,,96900.0,0.1902023582461917,0.0,0.0,0.0,0.0,-0.07215264881026041,0.01509082964320282,0.0,False,0.0,0.0
2024-02-22,0.203681621702191,-1500.0,-305.5224325532866,-0.2842565597667638,-0.2236712328767123,,97650.0,0.1837712649743446,0.0,0.0,0.0,0.0,-0.04112916700001645,0.01493507811194625,0.0,False,0.0,0.0
2024-02-23,0.1596781337664254,-5550.0,-886.2136424036614,-0.2401341243229301,-0.17599162498546,,101800.0,0.1162538163523678,0.6666666666666666,0.6666666666666666,0.0,0.0,-0.005876608488985042,0.014779326580689658,1.0,True,1.0,1.0
2024-02-26,0.1538291279327135,-5650.0,-869.1345728198314,-0.2401341243229301,-0.17599162498546,,102300.0,0.0486505091171834,0.6666666666666666,0.6666666666666666,0.0,0.0,0.008836581800497944,0.01462357504943309,1.0,True,1.0,1.0
2024-02-27,0.1451824817518248,-9550.0,-1386.4927007299268,-0.2401341243229301,-0.17599162498546,,106650.0,0.0162756440881862,0.6666666666666666,0.6666666666666666,0.0,0.0,0.06588338505553529,0.0154853460381646,1.0,True,1.0,1.0
2024-02-28,0.1007168458781362,-10000.0,-1007.1684587813623,-0.2401341243229301,-0.17599162498546,,108000.0,0.0036968618813262,0.6666666666666666,0.6666666666666666,0.0,0.0,0.05715841383994862,0.018858017367091306,1.0,True,1.0,1.0
2024-02-29,0.114687986415735,-19700.0,-2259.353332389981,-0.1854526695898891,-0.1165522856810515,,119200.0,-0.0940525816507351,0.6666666666666666,0.6666666666666666,0.0,0.0,0.15240444252395083,0.023684783476736946,1.0,True,1.0,1.0
2024-03-01,0.0980614121975378,-16950.0,-1662.1409367482663,-0.1844008264462809,-0.1152143522833177,,119450.0,-0.1096018587361268,0.6666666666666666,0.6666666666666666,0.0,0.0,0.16431800087380946,0.027803933153324575,1.0,True,1.0,1.0
2024-03-04,0.0606060606060605,-11600.0,-703.0303030303024,-0.1844008264462809,-0.1152143522833177,,117600.0,-0.0434473197589365,0.6666666666666666,0.6666666666666666,0.0,0.0,0.15563988337872603,0.03159140605760238,1.0,True,1.0,1.0
