方案,n_valid,accuracy,ann_ret,sharpe,max_dd
方案1:等权线性,492,0.5609756097560976,0.17617302811519253,3.6158178326393604,-0.091277567570824
方案2:IC-IR加权,596,0.5536912751677853,0.17315380069250685,3.2526143278490443,-0.08616352786048814
