group,annual_return,sharpe_full,max_drawdown,calmar,pl_ratio,n_trades,win_rate,total_return
A_exp409_HAM原版,0.9098937362231017,2.597621882047032,-0.15417983439304994,5.9015093627842,2.988723479922882,40.0,0.4,4.0803674102333405
B_随机噪声_均值,-0.0652583306974934,-0.18461069855282694,-0.43145234922874176,-0.06308233921270395,1.0037296562739673,40.3,0.48401411416494855,-0.09692958616519022
B_随机噪声_中位,-0.09983245618169417,-0.26697462283884776,-0.43030685456420437,-0.23012888923840527,0.9265140963286271,41.0,0.47619047619047616,-0.23216881704795783
B_随机噪声_最好,0.3446776665823892,1.2224179986042683,-0.20688428602401865,1.1588234542531428,1.9263394164060965,42.0,0.48401411416494855,1.1042091168182644
