group,annual_return,sharpe_full,max_drawdown,calmar,pl_ratio,n_trades,win_rate,total_return
T1_完整组合_HAM+基本面+风控,0.7608605903067265,2.63806287446973,-0.1155600100832581,6.584116683258728,2.9267960513473827,40,0.5,3.142486805685767
T2_剔HAM_仅基本面+风控,0.08332367251376316,0.8158287543385198,-0.08032158731217084,1.0373758201506236,11.201869567591158,7,0.8571428571428571,0.22267964490054593
