entry_date,exit_date,direction,size,hold_days,gross_ret,net_ret
2024-02-23,2024-04-11,1,1.0,32,0.10510805500982318,0.10210805500982317
2024-04-29,2024-05-08,-1,0.48999999999999994,4,0.033218291630716136,0.03174829163071614
2024-05-16,2024-05-24,1,0.48999999999999994,6,0.03461538461538462,0.03314538461538462
2025-05-14,2025-05-16,-1,1.0,2,0.05214723926380368,0.049147239263803676
2025-05-29,2025-07-14,1,1.0,31,0.12945973496432212,0.1264597349643221
2025-08-07,2025-09-02,-1,0.35,18,-0.004426002766251729,-0.0054760027662517285
2025-09-08,2025-10-10,-1,0.7,18,0.027540106951871656,0.025440106951871655
